method,N_train,trial,target,cv_r2_mean,cv_r2_std,cv_rmse_mean,cv_rmse_std,cv_mae_mean,cv_mae_std
AL-ST,75,18,P_bubble,0.9899859879999999,0.002291388479637597,3.25236575,0.38230929392465657,2.476829464,0.28309203897037877
AL-ST,75,19,P_bubble,0.987552508,0.005829733773281251,3.5159075400000006,0.8108683529038523,2.608273808,0.5401069768019683
AL-ST,100,0,P_bubble,0.99041406,0.003698151846109105,3.02758632,0.34745842145700945,2.2207639759999998,0.2709586956336313
AL-ST,100,1,P_bubble,0.9913448260000001,0.002305314688372081,2.912686464,0.32427208105498034,2.081122726,0.15044125146713952
AL-ST,100,2,P_bubble,0.9917559300000001,0.0029314294658749937,2.676381578,0.4256626307657188,1.9449297859999999,0.3523117721542236
AL-ST,100,3,P_bubble,0.992514802,0.003122593393930114,2.54547641,0.6142225612098464,1.786950792,0.36447612357178744
AL-ST,100,4,P_bubble,0.990178944,0.0050066128106918805,2.983043988,0.6057282490619151,2.110363628,0.4234053352228906
AL-ST,100,5,P_bubble,0.9926383079999999,0.0028872122329014777,2.628288476,0.8455998755467531,1.878046044,0.5877464562832183
AL-ST,100,6,P_bubble,0.9916838560000001,0.0024003039125710893,2.687451094,0.39108627167797666,2.02724581,0.326839575031772
AL-ST,100,7,P_bubble,0.991423382,0.0015473511687577588,2.887711836,0.438214688996949,2.13721889,0.27539087664601875
AL-ST,100,8,P_bubble,0.9914860759999999,0.00261850485676541,2.7896292560000004,0.21782800607124303,2.1128135319999997,0.21354654513122656
AL-ST,100,9,P_bubble,0.9911750380000001,0.0026230493992938577,2.8231249000000003,0.4285096788247353,2.0249860479999997,0.18752756413233715
AL-ST,100,10,P_bubble,0.9912762,0.002364601991667944,2.952593866,0.31498523102324016,2.154000678,0.1893774933922457
AL-ST,100,11,P_bubble,0.9909140480000002,0.004545969864024165,2.722028298,0.377643807829432,1.9442620019999999,0.2731872804590369
AL-ST,100,12,P_bubble,0.9926889659999999,0.001746008995837088,2.612053616,0.31442523857884574,1.9386020719999997,0.20050180933992534
AL-ST,100,13,P_bubble,0.9919352339999999,0.002889382035457393,2.852145898,0.3547131568686337,2.050046696,0.17966332569663787
AL-ST,100,14,P_bubble,0.9900417100000001,0.005852549597578813,2.82831847,0.6506055852319887,2.087132098,0.4736645765433255
AL-ST,100,15,P_bubble,0.992573646,0.0020473515467998977,2.706792868,0.63337579738173,1.99413302,0.4239152481166473
AL-ST,100,16,P_bubble,0.99199137,0.0023561659657417794,2.751606024,0.34102996886750536,1.9833997,0.2876447522305485
AL-ST,100,17,P_bubble,0.992159126,0.001999322384955476,2.77686827,0.43916012851813946,2.0087439419999997,0.2590210741892311
AL-ST,100,18,P_bubble,0.992558056,0.0022170409878448315,2.6612009420000002,0.44672561474339206,2.007263692,0.31601961678154616
AL-ST,100,19,P_bubble,0.990903278,0.002429536120525058,2.977258794,0.2989049403701635,2.1197168260000003,0.21859708552144447
AL-ST,25,0,gamma,0.9939578539999999,0.005630457557710911,0.43314121599999994,0.1952847462078633,0.283596026,0.11077022656439925
AL-ST,25,1,gamma,0.995867706,0.002349537817917367,0.379562898,0.10809026647123013,0.265266554,0.06987463092802726
AL-ST,25,2,gamma,0.995472106,0.0015334931257700503,0.402412616,0.07402605174793063,0.28250706,0.05616127021853334
AL-ST,25,3,gamma,0.9953169239999999,0.002910776107168669,0.39689044399999995,0.12711168565433983,0.288048708,0.10811247225950082
AL-ST,25,4,gamma,0.996064814,0.0035400003539299094,0.34903887399999994,0.15693996903926705,0.232169016,0.083351524163306
AL-ST,25,5,gamma,0.9921432299999999,0.0038630736302276273,0.517474652,0.15771717650998565,0.36051946999999995,0.1045250748827482
AL-ST,25,6,gamma,0.993921748,0.001828016387983435,0.47261406600000005,0.075025264472969,0.30518456400000005,0.04799435455488805
AL-ST,25,7,gamma,0.9946313539999998,0.0026604798414165964,0.4365767720000001,0.10849628846401696,0.28713647200000003,0.05902041525427668
AL-ST,25,8,gamma,0.9931987580000001,0.005026537189196569,0.473408126,0.17155780730507061,0.32436263800000004,0.10341745103678883
AL-ST,25,9,gamma,0.9935106640000001,0.006284536012294308,0.452013774,0.2093595844006489,0.305158062,0.1278265034385889
AL-ST,25,10,gamma,0.995829892,0.0013747030747096082,0.38773788000000003,0.06397327535416364,0.273743202,0.042496367972247893
AL-ST,25,11,gamma,0.991952654,0.004372893457062965,0.5314305939999999,0.1437313282616007,0.353962932,0.09365807486016747
AL-ST,25,12,gamma,0.9959212000000001,0.0007591385694061522,0.387560904,0.029765523191339065,0.26556421399999997,0.02711567037672541
AL-ST,25,13,gamma,0.98994693,0.008547532349875034,0.546491902,0.2726845624978459,0.382391908,0.19298648550025482
AL-ST,25,14,gamma,0.995693226,0.0031883610712816206,0.374429408,0.1452009330374575,0.271516188,0.09685859430215316
AL-ST,25,15,gamma,0.9950361799999999,0.002222531676552668,0.41621843,0.09445180677735708,0.28875692,0.05174191269448511
AL-ST,25,16,gamma,0.9949884880000001,0.0025179896060580054,0.416006654,0.11531392676103085,0.272262936,0.06841570448099782
AL-ST,25,17,gamma,0.9938319159999999,0.004443417002558267,0.45695011799999996,0.1526454228688231,0.32401801999999996,0.11091257429380186
AL-ST,25,18,gamma,0.992104052,0.004003936432789101,0.523436792,0.14812596743605533,0.338852216,0.06418120964411862
AL-ST,25,19,gamma,0.9948119639999998,0.003087354846107569,0.413307104,0.1456789675199539,0.283145442,0.09680016889534593
AL-ST,50,0,gamma,0.9982765539999999,0.0006882227969662036,0.249027288,0.05189065884002453,0.17565629,0.03588487692182544
AL-ST,50,1,gamma,0.9985203119999999,0.0004699536416030835,0.23113899,0.04214547659673622,0.161822908,0.02880806187008588
AL-ST,50,2,gamma,0.9983093139999999,0.0005162726989721801,0.248352808,0.038391845642927566,0.17031131800000002,0.016799344349166013
AL-ST,50,3,gamma,0.99820112,0.0010969991108838782,0.247871364,0.07340147884067531,0.17370249200000001,0.058155570437642995
AL-ST,50,4,gamma,0.998884312,0.00039017797571879023,0.200456656,0.04146503270383883,0.151537624,0.03151074935131477
AL-ST,50,5,gamma,0.998435016,0.0007661165615387975,0.23468954000000003,0.05676081287120437,0.171343622,0.043462106013826975
AL-ST,50,6,gamma,0.99818319,0.0007217814631313111,0.254557768,0.05136807395938586,0.18013121199999999,0.04342805437230979
AL-ST,50,7,gamma,0.99772029,0.0025875397878061873,0.257424172,0.13190221107285766,0.168792426,0.06406519104170146
AL-ST,50,8,gamma,0.9982712340000001,0.000650808081898169,0.24918864200000002,0.04323643772101093,0.177620546,0.03502383547224067
AL-ST,50,9,gamma,0.996812714,0.0018983082466722664,0.32930982799999997,0.10062333939800158,0.230884904,0.07076574488376748
AL-ST,50,10,gamma,0.997539448,0.0006623199113238237,0.30038349200000003,0.041050676329087384,0.202259894,0.02879864179716022
AL-ST,50,11,gamma,0.9981249740000001,0.0011935469277343006,0.253068772,0.07977267649656827,0.17930365,0.053195240560166654
AL-ST,50,12,gamma,0.9977579499999999,0.0010877992389958721,0.280310112,0.06427289875629118,0.193912586,0.04836829840960155
AL-ST,50,13,gamma,0.997045486,0.0013204024962351268,0.321657052,0.07819082613108763,0.208614888,0.03958480611497416
AL-ST,50,14,gamma,0.9975133060000001,0.0014588182219262278,0.291429812,0.0891380165810614,0.195506138,0.058380844141635156
AL-ST,50,15,gamma,0.998426022,0.0006114261660871347,0.23848369600000002,0.04459954117629489,0.16639114400000002,0.03171499665700225
AL-ST,50,16,gamma,0.9972055559999999,0.0006681378517222575,0.319662248,0.04212568274315012,0.199742916,0.02908432736133439
AL-ST,50,17,gamma,0.9977278940000002,0.0010373388259310493,0.282246716,0.06552797381362149,0.186155012,0.04079717954862145
AL-ST,50,18,gamma,0.998058206,0.001022331788659628,0.259618646,0.06951447178490264,0.17845112400000002,0.044482424191910945
AL-ST,50,19,gamma,0.9983248960000001,0.0007063982110849279,0.24455486399999998,0.05192963996663124,0.164201668,0.03539159273671159
AL-ST,75,0,gamma,0.9984258180000001,0.0011114522264028873,0.23041181000000002,0.07253053894364553,0.154859798,0.038110441201433184
AL-ST,75,1,gamma,0.99901169,0.00013561924715910242,0.190863286,0.012566023038591966,0.135226406,0.00573836769465882
AL-ST,75,2,gamma,0.99838133,0.0008681757166610918,0.23645880999999996,0.06234763518650729,0.161104098,0.032043753137480875
AL-ST,75,3,gamma,0.9991466960000001,0.00015734869667082135,0.177753358,0.01628368648365031,0.12876891399999998,0.013521379060928061
AL-ST,75,4,gamma,0.99869479,0.0006372440747782455,0.21404489799999998,0.05109119304217446,0.14732661199999997,0.029573282261939338
AL-ST,75,5,gamma,0.9991706020000001,0.00024342725849010925,0.17369757400000002,0.025583945895581158,0.12530070000000001,0.022871574545750013
AL-ST,75,6,gamma,0.99851586,0.0009780588036922963,0.22413894400000003,0.0670454812209839,0.153955606,0.031276176521439186
AL-ST,75,7,gamma,0.9984446200000001,0.0011821164189198938,0.22693313600000004,0.0785127526873905,0.15753807,0.04974214220206563
AL-ST,75,8,gamma,0.999043636,0.0002079563079687608,0.187400862,0.020452320814402843,0.13088485600000002,0.01544286547845134
AL-ST,75,9,gamma,0.998915474,0.00031202822228763974,0.198256112,0.030729052911996756,0.14100906000000002,0.02317214808316657
AL-ST,75,10,gamma,0.997788352,0.002631235068126001,0.2520435,0.14123711212440077,0.165890246,0.0773895202682892
AL-ST,75,11,gamma,0.9987225439999999,0.0008678298704607933,0.205773274,0.06963572589196658,0.139732586,0.03384049576221519
AL-ST,75,12,gamma,0.9984225560000001,0.0011145447091005542,0.23065154200000001,0.07338422571589413,0.153198846,0.024206748178619616
AL-ST,75,13,gamma,0.9984875540000001,0.000826788536896826,0.22911895000000002,0.06137168819850339,0.148997852,0.023930568166375323
AL-ST,75,14,gamma,0.9987003999999999,0.00019074712422469575,0.219176614,0.01665221994451743,0.14556296,0.004813457436525226
AL-ST,75,15,gamma,0.99897691,0.000186203708341195,0.194013612,0.017418606494866803,0.143903798,0.014125945026783023
AL-ST,75,16,gamma,0.9988079759999999,0.00042315639678963923,0.20751272799999998,0.035890037360884086,0.136140332,0.013161050452237314
AL-ST,75,17,gamma,0.998617838,0.0005413676311860564,0.222309162,0.04117659355772229,0.14955527,0.016180828330395206
AL-ST,75,18,gamma,0.9985506599999999,0.00048793408767988433,0.229157008,0.03847849095169061,0.15663194200000002,0.021280191662198345
AL-ST,75,19,gamma,0.9989260480000001,0.0003035015256238271,0.197955032,0.02641583998170067,0.137782926,0.014939027619309894
AL-ST,100,0,gamma,0.9991348459999999,0.00022379564165550127,0.17803796600000002,0.022766058546464824,0.125255868,0.008356181780567965
AL-ST,100,1,gamma,0.999269084,0.00010604720978883409,0.16464268999999998,0.012444617824635686,0.118445836,0.012636260200919574
AL-ST,100,2,gamma,0.9992324,9.992263447286113e-05,0.169090582,0.012323115710933495,0.12029278800000001,0.012420244095858018
AL-ST,100,3,gamma,0.9991973699999999,0.000309094610564453,0.170537708,0.03155942296318892,0.12103513399999999,0.01765205460400641
AL-ST,100,4,gamma,0.999265408,0.00022361223950401069,0.163557352,0.02493398074518339,0.116179912,0.017792931390826407
AL-ST,100,5,gamma,0.9993165320000001,0.00010343146859639036,0.159393534,0.012651023442739487,0.11597502999999998,0.01260316034987416
AL-ST,100,6,gamma,0.998847694,0.000457179047752636,0.20359813400000001,0.03698703785922014,0.136107198,0.009564649268190447
AL-ST,100,7,gamma,0.9991056339999999,0.00028820968329325004,0.180240754,0.029732907171334994,0.12521943,0.016910967875296785
AL-ST,100,8,gamma,0.999360398,0.0001609887895972624,0.15342250200000002,0.019709899509580867,0.11277200999999999,0.01852958793614256
AL-ST,100,9,gamma,0.9990147439999999,0.0003270906298015924,0.18951227399999998,0.029510502886436623,0.13480567599999999,0.013855622117978826
AL-ST,100,10,gamma,0.999112002,0.000270129789501253,0.180006956,0.026956721536724453,0.12796375799999998,0.017613011952482632
AL-ST,100,11,gamma,0.9992676060000001,0.00014896063300079155,0.164419506,0.01642851832321174,0.11614987000000002,0.00842766215560876
AL-ST,100,12,gamma,0.99887493,0.0006313505875818934,0.19837005000000002,0.054919296345859715,0.13238461399999998,0.029152021851741674
AL-ST,100,13,gamma,0.9992655819999999,0.00019249124773866713,0.163917436,0.020207697813431992,0.11283843600000001,0.006856250028669026
AL-ST,100,14,gamma,0.9991695820000001,0.0003321731196469964,0.17264660199999998,0.03574843858358258,0.12609063599999998,0.02155502892953252
AL-ST,100,15,gamma,0.9991642580000001,0.00012289118184802733,0.17570101,0.01308038558782271,0.12601612599999998,0.007504115697755733
AL-ST,100,16,gamma,0.999237076,0.00024218876758428897,0.16738943,0.025790684374918788,0.11801966400000001,0.013773381493491856
AL-ST,100,17,gamma,0.9991523499999999,0.00010962032457533525,0.17741998200000003,0.012082864021662084,0.12478318000000002,0.006609625266103974
AL-ST,100,18,gamma,0.999243134,0.00016394991022870934,0.16724860599999997,0.018454904101085544,0.12165147800000001,0.010001414052765533
AL-ST,100,19,gamma,0.9992187180000001,0.00020398040507855312,0.16932208799999998,0.022153912474287156,0.12177136200000001,0.017460367314179163
Random,25,0,P_bubble,0.764719304,0.29267102206232565,8.970850342,7.700331011704207,5.3928802959999995,3.9807641082193768
Random,25,1,P_bubble,0.9171315160000001,0.07312900708673448,5.1543107599999995,2.4558451051852743,3.8944670960000005,1.6823716692309747
Random,25,2,P_bubble,0.8852828739999999,0.055916029369812596,7.09150027,3.936666419774855,4.621597,1.4942634503695922
Random,25,3,P_bubble,0.747891208,0.21685212594462808,11.251758826,6.776003772703907,6.705015616,3.0507278438579797
Random,25,4,P_bubble,0.8350965760000001,0.07468724017959388,10.214667594,5.623159354424923,6.513078562,3.071576485777557
Random,25,5,P_bubble,0.906877236,0.05030242505725688,9.236507606,2.956572091013165,6.344856074000001,1.9376734332767673
Random,25,6,P_bubble,0.9190225740000001,0.06864778237178694,6.052784592,4.045520670948822,3.963928536,2.0860182146847275
Random,25,7,P_bubble,0.8589165659999999,0.08142527397895757,7.551764554,2.125714606584212,5.1660538339999995,1.257159627666463
Random,25,8,P_bubble,0.9422660199999999,0.03750405326093702,4.05422397,1.2845931211283688,3.152965848,0.7762542796118849
Random,25,9,P_bubble,0.9081330959999999,0.10553288971334986,4.9612114499999995,3.069142896819431,3.4881746560000004,1.3419089185633004
Random,25,10,P_bubble,0.9033804959999999,0.08700756977313653,5.879053019999999,2.690198728241247,4.336791162,1.8175480768491237
Random,25,11,P_bubble,0.8632695100000001,0.14479340412896063,7.187311295999999,5.788079442255926,4.591355206,2.662415935766967
Random,25,12,P_bubble,0.860875158,0.05521611541798623,7.269271057999999,2.2874907346733475,5.293674656,1.4874507370469177
Random,25,13,P_bubble,0.8547506300000001,0.08474675649095018,6.781620768000001,2.5192010996442478,4.7603247600000005,1.171676457219314
Random,25,14,P_bubble,0.8255696199999999,0.15581190605176137,9.669078528,7.975793571588995,6.2540973520000005,4.315188573632594
Random,25,15,P_bubble,0.9026855479999998,0.05946555906308908,7.091935189999999,2.1854119495177162,4.604029391999999,1.4174689436171033
Random,25,16,P_bubble,0.7507819099999999,0.24150283472089437,10.444730928,9.237809600237844,6.1838082739999995,4.077807227862271
Random,25,17,P_bubble,0.865236934,0.1333384612522598,7.256862074,5.44143716216322,4.799537758,3.086815578202189
Random,25,18,P_bubble,0.800439596,0.1926059382454198,8.085544500000001,5.610793361900952,4.954403549999999,2.445568643330934
Random,25,19,P_bubble,0.923065916,0.05967796339705756,5.685135318,1.656320249268947,4.057373504,1.103077650910701
Random,50,0,P_bubble,0.9611952720000001,0.028066645786411604,3.996095824,1.5001929417461743,2.7571891219999998,1.2808288838111017
Random,50,1,P_bubble,0.951023238,0.021019563824430224,5.402206254,1.6894919567550624,3.387456068,0.5785820833788875
Random,50,2,P_bubble,0.947615446,0.030859730158440866,4.660501508,2.2107608776331995,3.0458576620000004,1.0212414126621123
Random,50,3,P_bubble,0.934282452,0.07425793185712955,5.495846028000001,4.535854741975169,3.46969572,1.9795715508799583
Random,50,4,P_bubble,0.94297834,0.01824598625137047,5.341794022,1.7347686583584156,3.2537810039999995,0.9288956826934212
Random,50,5,P_bubble,0.9715552599999999,0.016409977035257546,3.9422391080000003,1.5312583820543089,2.520072172,0.4549812102646827
Random,50,6,P_bubble,0.962807108,0.020558382911994237,4.52480489,1.679549187280479,2.884325612,0.6642215749236373
Random,50,7,P_bubble,0.974811632,0.019587703197750814,3.3262945959999994,0.8724048588234651,2.41424946,0.6521572998960343
Random,50,8,P_bubble,0.967463388,0.013152622210092424,3.533886582,0.9622562057446415,2.281065014,0.577939312352907
Random,50,9,P_bubble,0.9721247399999999,0.014975270479388344,3.166273434,1.0999926825197117,2.07620572,0.6585108760737393
Random,50,10,P_bubble,0.9466315419999999,0.022654382672973827,5.333369832000001,2.1530332511023182,3.154150318,1.061319002802391
Random,50,11,P_bubble,0.977314934,0.013909285501466416,3.774925708,1.405426355856042,2.51801638,0.9778553749606415
Random,50,12,P_bubble,0.96341965,0.02543090346053872,4.585318516,1.1762545638416093,3.047453114,0.696648112281311
Random,50,13,P_bubble,0.967783822,0.013503492409230149,3.958392878,0.8761895284259776,2.5554683679999997,0.3442472865897498
Random,50,14,P_bubble,0.9312049699999999,0.0664194299729737,4.60894841,3.127139837396704,2.706875454,1.3896951489581169
Random,50,15,P_bubble,0.9736783179999999,0.008414106046418476,3.736158786,0.6109002810770797,2.5283964160000005,0.40375340776687857
Random,50,16,P_bubble,0.93476625,0.048866154289095416,6.18878829,3.321440453878576,3.3497772240000003,1.1758868255580643
Random,50,17,P_bubble,0.9554879679999999,0.02803787676833709,4.59036594,1.1697697454597742,3.065198504,0.766988686582575
Random,50,18,P_bubble,0.956743364,0.024517994203523758,4.617565792000001,1.7945974684096784,3.015207666,0.5936268368691002
Random,50,19,P_bubble,0.963358206,0.009290355485854362,5.204701182000001,1.6144783368514883,3.3591194100000004,1.0733809377984065
Random,75,0,P_bubble,0.94397637,0.04724617907612802,5.59171261,3.5440561883561505,3.0290593020000003,1.2487920171046423
Random,75,1,P_bubble,0.965438464,0.013262034901324299,4.012197521999999,1.5274162277977654,2.4690319379999996,0.624276512951401
Random,75,2,P_bubble,0.9426532099999999,0.06333689627390121,5.009835984,2.251826825061181,2.775339882,0.9695145978191086
Random,75,3,P_bubble,0.98648565,0.0062065966124277925,3.198170814,0.8392158545359373,2.200204748,0.5302959101125944
Random,75,4,P_bubble,0.97413717,0.01337592021043487,4.117032266,1.6197079240012209,2.48954081,0.4056422928875876
Random,75,5,P_bubble,0.9681491680000001,0.01358338940825802,4.24287543,1.629809750036081,2.44002488,0.6278017607739291
Random,75,6,P_bubble,0.9732377040000001,0.016635013162609277,3.8326736500000003,1.6258294891275196,2.515305506,0.9256735669192039
Random,75,7,P_bubble,0.9646649,0.028063447609267822,4.68715475,2.878655454876699,2.393448998,0.6838455505600974
Random,75,8,P_bubble,0.9743171580000001,0.020987993658048782,3.1889038120000004,1.5474473533076263,2.03584605,0.8321021621941066
Random,75,9,P_bubble,0.979133604,0.0038479500325944854,3.9776617020000002,0.34094483656834,2.68816476,0.27206740443568656
Random,75,10,P_bubble,0.975486414,0.014574786529717134,3.713727692,1.6176553437510772,2.2675330599999994,0.5757926926768918
Random,75,11,P_bubble,0.9705552839999999,0.018832769144978764,3.333111828,1.0422812087100084,2.06437986,0.3124426089336654
Random,75,12,P_bubble,0.9703185480000001,0.023054536498147513,3.7230867239999994,2.328480118642806,2.1352513340000003,0.690397021375901
Random,75,13,P_bubble,0.97112755,0.015123304857678403,3.834095524,0.8347689304937538,2.470724572,0.5413069297925563
Random,75,14,P_bubble,0.9374205339999999,0.09351789266675604,4.228277136000001,4.073646826166863,2.2987144620000004,1.2658918076399543
Random,75,15,P_bubble,0.9355608739999999,0.04139172681692735,6.139534322,3.0819733515899346,3.313542202,1.003687652167703
Random,75,16,P_bubble,0.975524904,0.009628733084693128,4.274006346,1.3807958348559715,2.417226114,0.5510376510310429
Random,75,17,P_bubble,0.974898664,0.01359356367317209,4.351288225999999,1.677140940446732,2.406817074,0.5931180809741116
Random,75,18,P_bubble,0.975859496,0.01577445283669339,3.707092307999999,2.0587963747626117,2.1143105340000004,0.6599492185507302
Random,75,19,P_bubble,0.978503348,0.010312965917974128,3.67234835,0.6649359541061617,2.356961458,0.5246937619172077
Random,100,0,P_bubble,0.9779532979999999,0.009167300811949821,3.650561704,0.5795971850463559,2.2038984459999997,0.2844337193817884
Random,100,1,P_bubble,0.9786772920000001,0.00828965411736679,3.5350783800000003,0.9636402043548298,2.105732536,0.38508524008837985
Random,100,2,P_bubble,0.981707084,0.0074244626736474,3.3983350000000003,0.5648710408185802,2.2464709480000002,0.2933108795641129
Random,100,3,P_bubble,0.979329308,0.014777263995931577,3.40711878,0.5699287813334667,2.046520874,0.2879686714686231
Random,100,4,P_bubble,0.983130714,0.011604507853000235,2.7795519499999997,0.7881967419233645,1.8309081159999998,0.5221629469799018
Random,100,5,P_bubble,0.9888243939999999,0.0013046682378995767,2.543651148,0.37662868475701256,1.6933393339999998,0.23872398250410878
Random,100,6,P_bubble,0.969777726,0.013292745630406983,3.9981060060000004,0.7033507885966881,2.492626714,0.4475918401640244
Random,100,7,P_bubble,0.981002314,0.012702746435478588,2.905785828,0.8854102812382902,1.8485407680000001,0.6462892620631181
Random,100,8,P_bubble,0.9834669400000001,0.012131539013533294,2.7511028540000004,0.7302789448267195,1.869355324,0.46919458865955577
Random,100,9,P_bubble,0.9773484759999999,0.011422678247480509,3.3823715659999998,1.4096615937696357,1.93250207,0.4146238705197437
Random,100,10,P_bubble,0.9526776,0.047184783761325864,4.2646897159999995,3.2216198320831855,2.356419506,1.1893834153811245
Random,100,11,P_bubble,0.981873598,0.006693053918403475,3.163648556,1.2159676600136002,1.8476279339999997,0.45886784357108906
Random,100,12,P_bubble,0.983342528,0.006394996744231859,2.8818825420000005,0.8076221016476015,1.8878550899999997,0.347491255228211
Random,100,13,P_bubble,0.9724163499999999,0.018322823467066422,3.506859662,1.680452923496584,1.873187118,0.6768375046407923
Random,100,14,P_bubble,0.97795203,0.015944362957939703,3.656445164,1.4938065666182962,2.0418307639999997,0.6454759372454902
Random,100,15,P_bubble,0.977338228,0.003516848869396564,3.307778586,0.5606034769065562,2.003335462,0.32463959815977583
Random,100,16,P_bubble,0.9821460099999999,0.005055736614460844,2.983296578,0.7354402069825431,1.827355992,0.41709920490340957
Random,100,17,P_bubble,0.977939606,0.009173175385702819,3.8434378199999997,1.50956033660418,2.26150013,0.42809398652167924
Random,100,18,P_bubble,0.9849657319999998,0.004814904715445126,2.910616298,0.4678235202207223,1.905935294,0.3299897119531503
Random,100,19,P_bubble,0.9785656039999999,0.00795906832712623,3.419541244,1.4214658934323003,2.183947898,0.7458065221235335
Random,25,0,gamma,0.99736674,0.0020440732912691507,0.299131876,0.1154652076083364,0.20052633000000003,0.04746955557740771
Random,25,1,gamma,0.997640766,0.0011412084588645582,0.290996172,0.0733081654058737,0.19994998800000002,0.04031556990693268
Random,25,2,gamma,0.9966339100000001,0.001315131071080004,0.355543656,0.06040642674746475,0.23464650199999998,0.0335903523141246
Random,25,3,gamma,0.9968173379999999,0.0024366628795087757,0.326833708,0.1208470707636536,0.220990218,0.08220724583758475
Random,25,4,gamma,0.996991448,0.001376007714184798,0.33004700400000003,0.08140912301904882,0.23153557,0.06589197232459383
Random,25,5,gamma,0.992645242,0.008520089469423205,0.44129435,0.3128425540851414,0.317162246,0.24063712852466423
Random,25,6,gamma,0.9967872720000001,0.0025332846440256,0.315782272,0.14955630669105446,0.209972812,0.08600672589601988
Random,25,7,gamma,0.997627162,0.0013678139502490817,0.284648492,0.09281234920307133,0.20282314,0.06978577331829604
Random,25,8,gamma,0.9970747799999999,0.0036207690262981354,0.290596584,0.16514183723984455,0.201124052,0.0962405130147057
Random,25,9,gamma,0.9967983260000001,0.004063552185571624,0.291184894,0.19263938609785347,0.186204834,0.0952036880892772
Random,25,10,gamma,0.997996504,0.0015245401699082873,0.25699839199999996,0.09016169602892227,0.186131418,0.05892443932808777
Random,25,11,gamma,0.997373834,0.0011111927664919504,0.309574154,0.07051867506626217,0.20245893399999998,0.037771924456656225
Random,25,12,gamma,0.995614174,0.003063778356589102,0.383162804,0.14258511831990514,0.2385215,0.07684374097956007
Random,25,13,gamma,0.9972895700000001,0.0017124499611959293,0.298227826,0.11483224748089373,0.20458594400000002,0.0768047060715643
Random,25,14,gamma,0.99802289,0.0006678090247069231,0.27288906199999996,0.04490393860000229,0.187881458,0.02230220990293778
Random,25,15,gamma,0.998310766,0.0008233715702306105,0.24739158199999997,0.06702241267513588,0.17949115399999999,0.03490679251088395
Random,25,16,gamma,0.995401258,0.005231712948407637,0.36456755799999996,0.19735612892325743,0.21353647599999998,0.09445515422117749
Random,25,17,gamma,0.997783546,0.001109134824132787,0.28274865600000004,0.074211337582002,0.173806224,0.03874711771464072
Random,25,18,gamma,0.99631434,0.003221632491300048,0.33978905,0.1420978542986075,0.219395854,0.08773319013044233
Random,25,19,gamma,0.997770174,0.0013372942830446749,0.27667237,0.09219161344584875,0.17544659999999998,0.06248777150895109
Random,50,0,gamma,0.9988285979999999,0.0004650050196030342,0.20924400799999998,0.04223319700758606,0.14419423,0.022297333691780285
Random,50,1,gamma,0.9989838759999999,0.0004700626721023398,0.19190401999999998,0.044894882535363424,0.13966691400000003,0.02359676944586322
Random,50,2,gamma,0.99890227,0.0004779558194645411,0.19995448,0.04231771628356852,0.148210734,0.027450813977474398
Random,50,3,gamma,0.998556844,0.0010324621754737517,0.22220577600000002,0.07132245608692976,0.159154828,0.04955640954882643
Random,50,4,gamma,0.998708598,0.00036474422832446276,0.219113108,0.030676145728801982,0.147698826,0.019346711411355265
Random,50,5,gamma,0.998783532,0.00039221173696867007,0.21529569199999998,0.03551775557400743,0.15207959,0.020314556783108013
Random,50,6,gamma,0.998543888,0.0006998554577453966,0.228858828,0.053449203433540295,0.160394546,0.02836212901473555
Random,50,7,gamma,0.9986927339999999,0.0005432920146882579,0.21847592799999999,0.04904302868560481,0.1531154,0.029183822814219527
Random,50,8,gamma,0.998233928,0.0008600862786581105,0.253574226,0.06864694182359374,0.162073456,0.038091612999584884
Random,50,9,gamma,0.999017874,0.0004396572753679959,0.18810794999999997,0.048082331726277995,0.12909038,0.02537532674825134
Random,50,10,gamma,0.9988845540000002,0.00031755494356727634,0.204595474,0.028646185409176277,0.13954346199999998,0.016654778114484018
Random,50,11,gamma,0.998895064,0.0007106974137732493,0.197677658,0.062244159637263444,0.13972609,0.04061807241745969
Random,50,12,gamma,0.9990703240000001,0.0002759911916420649,0.18916739400000002,0.02654294588326216,0.140902684,0.017328507561357495
Random,50,13,gamma,0.9992731600000001,0.00014551741820140751,0.165859294,0.015688486614841603,0.11736153199999999,0.0060755682594219925
Random,50,14,gamma,0.998353352,0.0006822933184899163,0.24545310000000004,0.054710377761816635,0.15953837599999998,0.03384106318730285
Random,50,15,gamma,0.998880464,0.00033557001943557786,0.20450438599999998,0.030405675186437543,0.148187338,0.01813988032655497
Random,50,16,gamma,0.998053756,0.0017840226417576504,0.24487938800000003,0.11233480798534966,0.158776812,0.06565999996373208
Random,50,17,gamma,0.99858432,0.0007441543505752082,0.223177894,0.05922817257364695,0.158341752,0.03317170374385458
Random,50,18,gamma,0.999098966,0.00045875295698666704,0.181718954,0.04963506856459074,0.12354289999999998,0.02710106667697638
Random,50,19,gamma,0.9986744139999999,0.0002539846998226492,0.22269321400000003,0.022090198643072996,0.16171408999999998,0.022641418103817614
Random,75,0,gamma,0.998365454,0.0006264798828565765,0.24604287,0.04690384758990034,0.166575204,0.02550764323709002
Random,75,1,gamma,0.999316508,0.00014050933739792533,0.161535584,0.015484772051690786,0.122459108,0.009684574363758896
