temperature,pressure,z_carbon dioxide,z_hydrogen,z_nitrogen,z_argon,z_methane,z_oxygen,z_carbon monoxide,z_hydrogen sulfide,gamma
200.0,2.72963603241405,0.9500000000000002,0.031349032073306,0.0,0.0,0.0038762195156032,0.0,0.0,0.0147747484110907,22.47798040804199
200.0,20.52248892642496,0.9500000000000002,0.031349032073306,0.0,0.0,0.0038762195156032,0.0,0.0,0.0147747484110907,21.467877639807817
200.0,38.31534182043587,0.9500000000000002,0.031349032073306,0.0,0.0,0.0038762195156032,0.0,0.0,0.0147747484110907,20.75435293414505
200.0,56.10819471444678,0.9500000000000002,0.031349032073306,0.0,0.0,0.0038762195156032,0.0,0.0,0.0147747484110907,20.108528680817997
200.0,91.6939005024686,0.9500000000000002,0.031349032073306,0.0,0.0,0.0038762195156032,0.0,0.0,0.0147747484110907,18.941585872728048
200.0,109.48675339647951,0.9500000000000002,0.031349032073306,0.0,0.0,0.0038762195156032,0.0,0.0,0.0147747484110907,18.408421279190662
200.0,127.27960629049042,0.9500000000000002,0.031349032073306,0.0,0.0,0.0038762195156032,0.0,0.0,0.0147747484110907,17.904324931022558
200.0,145.07245918450133,0.9500000000000002,0.031349032073306,0.0,0.0,0.0038762195156032,0.0,0.0,0.0147747484110907,17.426855713235568
200.0,162.86531207851223,0.9500000000000002,0.031349032073306,0.0,0.0,0.0038762195156032,0.0,0.0,0.0147747484110907,16.973941263752067
200.1,2.743392090222265,0.9500000000000002,0.031349032073306,0.0,0.0,0.0038762195156032,0.0,0.0,0.0147747484110907,22.45033361228398
200.1,20.491193651359048,0.9500000000000002,0.031349032073306,0.0,0.0,0.0038762195156032,0.0,0.0,0.0147747484110907,21.443392552291883
200.1,38.23899521249583,0.9500000000000002,0.031349032073306,0.0,0.0,0.0038762195156032,0.0,0.0,0.0147747484110907,20.731882047683385
200.1,55.98679677363261,0.9500000000000002,0.031349032073306,0.0,0.0,0.0038762195156032,0.0,0.0,0.0147747484110907,20.08784709465389
200.1,73.73459833476939,0.9500000000000002,0.031349032073306,0.0,0.0,0.0038762195156032,0.0,0.0,0.0147747484110907,19.48778445969861
200.1,109.23020145704297,0.9500000000000002,0.031349032073306,0.0,0.0,0.0038762195156032,0.0,0.0,0.0147747484110907,18.39208793368997
200.1,126.97800301817972,0.9500000000000002,0.031349032073306,0.0,0.0,0.0038762195156032,0.0,0.0,0.0147747484110907,17.889118348600444
200.1,144.72580457931653,0.9500000000000002,0.031349032073306,0.0,0.0,0.0038762195156032,0.0,0.0,0.0147747484110907,17.412690347633916
200.1,162.4736061404533,0.9500000000000002,0.031349032073306,0.0,0.0,0.0038762195156032,0.0,0.0,0.0147747484110907,16.960691937476177
200.2,2.757202225287437,0.9500000000000002,0.031349032073306,0.0,0.0,0.0038762195156032,0.0,0.0,0.0147747484110907,22.422693711815427
200.2,20.46013495233872,0.9500000000000002,0.031349032073306,0.0,0.0,0.0038762195156032,0.0,0.0,0.0147747484110907,21.418901149109384
200.2,38.16306767939,0.9500000000000002,0.031349032073306,0.0,0.0,0.0038762195156032,0.0,0.0,0.0147747484110907,20.70939663628075
200.2,55.86600040644129,0.9500000000000002,0.031349032073306,0.0,0.0,0.0038762195156032,0.0,0.0,0.0147747484110907,20.06714396659099
200.2,108.97479858759516,0.9500000000000002,0.031349032073306,0.0,0.0,0.0038762195156032,0.0,0.0,0.0147747484110907,18.375680207013303
200.2,126.67773131464642,0.9500000000000002,0.031349032073306,0.0,0.0,0.0038762195156032,0.0,0.0,0.0147747484110907,17.87389200660902
200.2,144.3806640416977,0.9500000000000002,0.031349032073306,0.0,0.0,0.0038762195156032,0.0,0.0,0.0147747484110907,17.398493485287712
200.2,162.083596768749,0.9500000000000002,0.031349032073306,0.0,0.0,0.0038762195156032,0.0,0.0,0.0147747484110907,16.947399694641366
200.3,2.771066582256134,0.9500000000000002,0.031349032073306,0.0,0.0,0.0038762195156032,0.0,0.0,0.0147747484110907,22.39506070476426
200.3,20.429311947107045,0.9500000000000002,0.031349032073306,0.0,0.0,0.0038762195156032,0.0,0.0,0.0147747484110907,21.394403651127377
200.3,38.08755731195796,0.9500000000000002,0.031349032073306,0.0,0.0,0.0038762195156032,0.0,0.0,0.0147747484110907,20.68689694297117
200.3,55.74580267680887,0.9500000000000002,0.031349032073306,0.0,0.0,0.0038762195156032,0.0,0.0,0.0147747484110907,20.04641951840567
200.3,91.0622934065107,0.9500000000000002,0.031349032073306,0.0,0.0,0.0038762195156032,0.0,0.0,0.0147747484110907,18.88855448156845
200.3,108.72053877136162,0.9500000000000002,0.031349032073306,0.0,0.0,0.0038762195156032,0.0,0.0,0.0147747484110907,18.359260626608467
200.3,126.37878413621252,0.9500000000000002,0.031349032073306,0.0,0.0,0.0038762195156032,0.0,0.0,0.0147747484110907,17.85863124273822
200.3,144.03702950106344,0.9500000000000002,0.031349032073306,0.0,0.0,0.0038762195156032,0.0,0.0,0.0147747484110907,17.384233205287007
200.3,161.69527486591437,0.9500000000000002,0.031349032073306,0.0,0.0,0.0038762195156032,0.0,0.0,0.0147747484110907,16.9340647306784
200.4,2.784985305946152,0.9500000000000002,0.031349032073306,0.0,0.0,0.0038762195156032,0.0,0.0,0.0147747484110907,22.36743459239624
200.4,20.39872376084653,0.9500000000000002,0.031349032073306,0.0,0.0,0.0038762195156032,0.0,0.0,0.0147747484110907,21.36990005644418
200.4,38.01246221574691,0.9500000000000002,0.031349032073306,0.0,0.0,0.0038762195156032,0.0,0.0,0.0147747484110907,20.66438302257788
200.4,55.626200670647286,0.9500000000000002,0.031349032073306,0.0,0.0,0.0038762195156032,0.0,0.0,0.0147747484110907,20.0256736764262
200.4,73.23993912554766,0.9500000000000002,0.031349032073306,0.0,0.0,0.0038762195156032,0.0,0.0,0.0147747484110907,19.43039191077666
200.4,108.46741603534842,0.9500000000000002,0.031349032073306,0.0,0.0,0.0038762195156032,0.0,0.0,0.0147747484110907,18.342815703631764
