T,P,z_carbon dioxide,z_methane,rho_l,rho_v,x_carbon dioxide,x_methane,y_carbon dioxide,y_methane,rhoL1_carbon dioxide,rhoL2_methane,rhoV1_carbon dioxide,rhoV2_methane,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,parachor_carbon dioxide,parachor_methane,n_exp,gamma_parachor,gamma_cDFT_minus_parachor
200.0,3.8046193495,0.95,0.05,0.02764905208370373,0.00024016459225423905,0.98202860095725,0.017971399042749976,0.6333510699888709,0.36664893001112914,0.02715215993555371,0.0004968921481500174,0.0001521085014776632,8.805609077657586e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,75.52930996715713,3.87,19.274141242072833,-0.47412584013967063
200.0,3.9305574466,0.95,0.05,0.027637626090793326,0.00024832280388754625,0.9804105835441811,0.01958941645581882,0.6134163548026554,0.3865836451973446,0.02709622112345057,0.0005414049673427543,0.0001523252691750733,9.599753471247297e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,75.52930996715713,3.87,19.217216992991727,-0.5125046229654551
200.0,4.0564955437,0.95,0.05,0.02762617090478881,0.0002564966508623466,0.9787899652924691,0.021210034707530946,0.5947164150418615,0.40528358495813854,0.027040218861062056,0.0005859520437267522,0.00015254276867109875,0.00010395388219124784,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,75.52930996715713,3.87,19.16029405973432,-0.5502798637792807
200.0,4.1824336408,0.95,0.05,0.027614686340978283,0.0002646861952179988,0.9771667337292138,0.022833266270786256,0.5771400427736717,0.42285995722632824,0.026984152854770484,0.0006305334862078014,0.00015276100202971625,0.00011192519318828255,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,75.52930996715713,3.87,19.10337240616531,-0.5874591383407513
200.0,4.3083717378,0.95,0.05,0.02760317221857666,0.0002728915001747086,0.975540877053747,0.024459122946252878,0.5605889926113985,0.4394110073886015,0.0269280228355759,0.0006751493830007583,0.00015297997117515318,0.00011991152899955543,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,75.52930996715713,3.87,19.04645201123659,-0.624049941874194
200.0,4.4343098349,0.95,0.05,0.027591628343774738,0.000281112630054154,0.9739123818425678,0.026087618157432317,0.5449761467769622,0.4550238532230379,0.026871828479200558,0.000719799864574182,0.0001531996779372505,0.0001279129521169035,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,75.52930996715713,3.87,18.989532817202697,-0.6600596382508925
200.0,4.560247932,0.95,0.05,0.027580054533125578,0.0002893496502230003,0.972281236219648,0.027718763780352013,0.5302239832110401,0.46977601678895986,0.026815569516472643,0.0007644850166529346,0.00015342012408196042,0.00013592952614103985,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,75.52930996715713,3.87,18.93261480166572,-0.6954955326846459
200.0,4.6861860291,0.95,0.05,0.027568450598807498,0.0002976026270375991,0.9706474278605822,0.029352572139417794,0.5162632899628937,0.48373671003710633,0.026759245663834027,0.0008092049349734728,0.00015364131133603095,0.00014396131570156817,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,75.52930996715713,3.87,18.875697932480655,-0.730364826856583
200.0,4.8121241262,0.95,0.05,0.027556816351965285,0.00030587162780399595,0.9690109444470035,0.03098905555299639,0.5030320808346698,0.4969679191653303,0.026702856639170512,0.0008539597127947715,0.0001538632414025317,0.00015200838640146426,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,75.52930996715713,3.87,18.81878217819397,-0.7646746237874389
200.0,4.9380622233,0.95,0.05,0.027545151602641493,0.00031415672074069874,0.9673717736588686,0.0326282263411314,0.49047467650073273,0.5095253234992674,0.026646402161549728,0.0008987494410917649,0.00015408591597582526,0.00016007080476487353,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,75.52930996715713,3.87,18.761867507992175,-0.7984318720372059
200.0,5.0640003204,0.95,0.05,0.027533456159700903,0.0003224579749504093,0.9657299031659248,0.03427009683407521,0.47854092234362555,0.5214590776563743,0.026589881950931187,0.0009435742087697146,0.00015430933674982658,0.0001681486382005827,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,75.52930996715713,3.87,18.704953891609033,-0.8316435839699672
200.0,5.1899384175,0.95,0.05,0.027521729830777716,0.0003307754603902196,0.9640853206222338,0.03591467937776614,0.46718551988126117,0.5328144801187389,0.02653329572798383,0.0009884341027938837,0.00015453350542636826,0.00017624195496385137,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,75.52930996715713,3.87,18.648041299307668,-0.8643165243704232
200.0,5.3158765146,0.95,0.05,0.027509972422209365,0.00033910924785530115,0.9624380136590124,0.03756198634098757,0.4563674529639881,0.5436325470360118,0.02647664321384539,0.001033329208363973,0.00015475842372025754,0.00018435082413504358,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,75.52930996715713,3.87,18.591129701789598,-0.8964574083983017
200.0,5.4418146117,0.95,0.05,0.02749818373898963,0.00034745940895833843,0.9607879698800781,0.03921203011992189,0.44604949346127487,0.5539505065387252,0.02641992412997322,0.0010782596090164076,0.0001549840933642208,0.00019247531559411766,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,75.52930996715713,3.87,18.534219070175066,-0.9280728520585768
200.0,5.5677527088,0.95,0.05,0.027486363584721632,0.00035582601611327744,0.959135176857406,0.040864823142593966,0.4361977738665229,0.5638022261334771,0.02636313819799895,0.0011232253867226845,0.00015521051611240515,0.0002006155000008723,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,75.52930996715713,3.87,18.477309375973416,-0.9591694393996413
200.0,5.6936908059,0.95,0.05,0.027474511761568385,0.00036420914252621815,0.9574796221262983,0.04252037787370165,0.42678141648317947,0.5732185835168205,0.026306285139571037,0.001168226621997348,0.00015543769374346358,0.00020877144878275457,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,75.52930996715713,3.87,18.420400591029665,-0.9897535659025394
200.0,5.819628903,0.95,0.05,0.027462628070211142,0.00037260886218187626,0.9558212931817678,0.044178706818232154,0.41777221065139986,0.5822277893486002,0.026249364676239128,0.0012132633939720106,0.00015566562806202522,0.00021694323411985107,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,75.52930996715713,3.87,18.363492687507808,-1.01983157514098
200.0,5.9455670001,0.95,0.05,0.027450712309813385,0.00038102524983641306,0.9541601774756281,0.045839822524371916,0.40914433090530017,0.5908556690946999,0.02619237652936395,0.001258335780449437,0.00015589432090234407,0.00022513092893406902,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,75.52930996715713,3.87,18.306585637875607,-1.049409737938877
200.0,6.0715050972,0.95,0.05,0.02743876427797555,0.000389458381009901,0.9524962624124714,0.047503737587528586,0.40087409012263026,0.5991259098773698,0.026135320419988547,0.0013034438579870038,0.00015612377412797674,0.0002333346068819243,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,75.52930996715713,3.87,18.249679414864904,-1.078494218034649
200.0,6.1974431942,0.95,0.05,0.027426783766230197,0.00039790833198062527,0.9508295347504944,0.04917046524950559,0.3929397227172967,0.6070602772827034,0.02607819604814707,0.001348587718083126,0.00015635398963536893,0.00024155434234525636,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,75.52930996715713,3.87,18.192773978250393,-1.1070910801553389
203.300137931,3.0073122399,0.95,0.05,0.027526959511124875,0.00018635576767881548,0.9978041211050648,0.002195878894935191,0.9405643692905175,0.05943563070948256,0.02746651364169266,6.044586943221464e-05,0.00017527959509047527,1.1076172588340202e-05,19.134742900751196,0.027542433153546,0.0001749361367165808,309.1473760575555,82.3795680252517,2.825663191003725,78.34030152041267,75.52930996715713,3.87,19.05729782363655,-0.056147904936402426
203.300137931,3.1383024569,0.95,0.05,0.027515770136226272,0.0001946093429968639,0.9962179981164243,0.0037820018835756845,0.9019515447959912,0.09804845520400879,0.02741170544174303,0.00010406469448324333,0.0001755281975477543,1.908114544910959e-05,19.134742900751196,0.027542433153546,0.0001749361367165808,309.1473760575555,82.3795680252517,2.825663191003725,78.34030152041267,75.52930996715713,3.87,19.001460153261853,-0.09591807863112578
203.300137931,3.269292674,0.95,0.05,0.027504554515020624,0.00020287862062043173,0.9946296489765722,0.005370351023427792,0.8664175849380463,0.13358241506195373,0.027356845402531957,0.00014770911248866648,0.0001757776045135166,2.7101016106915156e-05,19.134742900751196,0.027542433153546,0.0001749361367165808,309.1473760575555,82.3795680252517,2.825663191003725,78.34030152041267,75.52930996715713,3.87,18.945630200402626,-0.13509362919529977
203.300137931,3.4002828911,0.95,0.05,0.027493312468989787,0.00021116364474639803,0.9930390608324661,0.0069609391675340155,0.8336086137344515,0.16639138626554842,0.027301933193379146,0.00019137927561064234,0.00017602783316815904,3.513581157823896e-05,19.134742900751196,0.027542433153546,0.0001749361367165808,309.1473760575555,82.3795680252517,2.825663191003725,78.34030152041267,75.52930996715713,3.87,18.88980792807704,-0.17368161195648568
203.300137931,3.5312731082,0.95,0.05,0.027482043824420568,0.00021946446305174828,0.991446221608433,0.008553778391567011,0.8032229650308496,0.19677703496915047,0.02724696851179914,0.00023507531262142629,0.00017627889673132858,4.3185566320419705e-05,19.134742900751196,0.027542433153546,0.0001749361367165808,309.1473760575555,82.3795680252517,2.825663191003725,78.34030152041267,75.52930996715713,3.87,18.8339933106545,-0.21168892290135233
203.300137931,3.6622633252,0.95,0.05,0.02747074840112349,0.00022778112618528586,0.9898511184813636,0.01014888151863638,0.7750019000944819,0.22499809990551814,0.027191951030372218,0.0002787973707512721,0.0001765308055992575,5.125032058602838e-05,19.134742900751196,0.027542433153546,0.0001749361367165808,309.1473760575555,82.3795680252517,2.825663191003725,78.34030152041267,75.52930996715713,3.87,18.778186300873678,-0.2491223983363966
203.300137931,3.7932535423,0.95,0.05,0.027459426027136115,0.0002361136873628845,0.9882537398679977,0.011746260132002372,0.7487222367178383,0.2512777632821617,0.0271368804659459,0.0003225455611902172,0.00017678356812203527,5.933011924084923e-05,19.134742900751196,0.027542433153546,0.0001749361367165808,309.1473760575555,82.3795680252517,2.825663191003725,78.34030152041267,75.52930996715713,3.87,18.722386875451434,-0.285988829870643
203.300137931,3.9242437594,0.95,0.05,0.027448076530028075,0.00024446220204447575,0.9866540742491862,0.013345925750813833,0.7241904460659276,0.2758095539340723,0.027081756538655664,0.0003663199913724105,0.0001770371911448478,6.742501089962792e-05,19.134742900751196,0.027542433153546,0.0001749361367165808,309.1473760575555,82.3795680252517,2.825663191003725,78.34030152041267,75.52930996715713,3.87,18.666595009472566,-0.32229493478659776
203.300137931,4.0552339765,0.95,0.05,0.027436699738142126,0.0002528267276790598,0.985052110337899,0.014947889662101047,0.7012378874642622,0.2987621125357378,0.02702657897776418,0.00041012076037794516,0.0001772916804121662,7.55350472668936e-05,19.134742900751196,0.027542433153546,0.0001749361367165808,309.1473760575555,82.3795680252517,2.825663191003725,78.34030152041267,75.52930996715713,3.87,18.610810680801695,-0.3580473467879344
203.300137931,4.1862241935,0.95,0.05,0.027425295480281133,0.00026120732349066634,0.9834478370373805,0.01655216296261954,0.6797169332246054,0.32028306677539464,0.026971347520193527,0.0004539479600876064,0.00017754704085888313,8.36602826317832e-05,19.134742900751196,0.027542433153546,0.0001749361367165808,309.1473760575555,82.3795680252517,2.825663191003725,78.34030152041267,75.52930996715713,3.87,18.55503386968705,-0.39325270544041757
203.300137931,4.3172144106,0.95,0.05,0.027413863585445255,0.0002696040503099483,0.9818412434062662,0.018158756593733748,0.6594977954561884,0.3405022045438117,0.026916061909303332,0.0004978016761419215,0.0001778032768254702,9.180077348447812e-05,19.134742900751196,0.027542433153546,0.0001749361367165808,309.1473760575555,82.3795680252517,2.825663191003725,78.34030152041267,75.52930996715713,3.87,18.499264558412335,-0.4279175039944434
203.300137931,4.4482046277,0.95,0.05,0.027402403882617634,0.0002780169704352937,0.9802323186304175,0.019767681369582516,0.6404659109076234,0.3595340890923766,0.026860721893905436,0.0005416819887121962,0.0001780603922176182,9.995657821767553e-05,19.134742900751196,0.027542433153546,0.0001749361367165808,309.1473760575555,82.3795680252517,2.825663191003725,78.34030152041267,75.52930996715713,3.87,18.443502731029042,-0.4620481946848649
203.300137931,4.5791948448,0.95,0.05,0.027390916200575127,0.0002864461475158705,0.9786210519982832,0.02137894800171681,0.6225197726177942,0.3774802273822058,0.02680532722740365,0.0005855889731714781,0.00017831839061882283,0.00010812775689704766,19.134742900751196,0.027542433153546,0.0001749361367165808,309.1473760575555,82.3795680252517,2.825663191003725,78.34030152041267,75.52930996715713,3.87,18.387748373117294,-0.495651154572581
203.300137931,4.7101850618,0.95,0.05,0.027379400367738123,0.0002948916464576904,0.9770074328816478,0.022992567118352184,0.6055691218278527,0.3944308781721473,0.026749877667122668,0.0006295227006154553,0.0001785772753797532,0.00011631437107793722,19.134742900751196,0.027542433153546,0.0001749361367165808,309.1473760575555,82.3795680252517,2.825663191003725,78.34030152041267,75.52930996715713,3.87,18.332001471610628,-0.5287326769136484
203.300137931,4.8411752789,0.95,0.05,0.027367856212040093,0.00030335353334185876,0.9753914507191593,0.024608549280840723,0.5895334322041108,0.41046656779588914,0.026694372973735142,0.0006734832383049515,0.00017883704968227015,0.0001245164836595886,19.134742900751196,0.027542433153546,0.0001749361367165808,309.1473760575555,82.3795680252517,2.825663191003725,78.34030152041267,75.52930996715713,3.87,18.276262014654478,-0.5612990156663749
203.300137931,4.972165496,0.95,0.05,0.027356283566078447,0.0003118318753610226,0.9737730957057709,0.026226904294229126,0.5743406326969707,0.4256593673030293,0.026638812935145115,0.0007174706309333325,0.00017909771658993263,0.00013273415877108996,19.134742900751196,0.027542433153546,0.0001749361367165808,309.1473760575555,82.3795680252517,2.825663191003725,78.34030152041267,75.52930996715713,3.87,18.220530006998512,-0.5933563357116185
203.300137931,5.1031557131,0.95,0.05,0.02734468224728194,0.0003203267407614504,0.972152356142396,0.027847643857603906,0.559926026328053,0.44007397367194695,0.026583197274660287,0.0007614849726216515,0.00017935927908117527,0.0001409674616802751,19.134742900751196,0.027542433153546,0.0001749361367165808,309.1473760575555,82.3795680252517,2.825663191003725,78.34030152041267,75.52930996715713,3.87,18.16480541165001,-0.6249106930547583
203.300137931,5.2341459301,0.95,0.05,0.027333052085593255,0.0003288381987963024,0.9705292221391814,0.029470777860818715,0.5462313707362231,0.4537686292637768,0.02652752577932055,0.0008055263062727065,0.00017962174007893488,0.00014921645871736748,19.134742900751196,0.027542433153546,0.0001749361367165808,309.1473760575555,82.3795680252517,2.825663191003725,78.34030152041267,75.52930996715713,3.87,18.109088231804826,-0.6559681099890113
203.300137931,5.3651361472,0.95,0.05,0.027321392905972162,0.00033736631968921517,0.968903683276397,0.031096316723602937,0.5332040929232676,0.4667959070767324,0.02647179821883805,0.0008495946871341088,0.0001798851024727491,0.0001574812172164661,19.134742900751196,0.027542433153546,0.0001749361367165808,309.1473760575555,82.3795680252517,2.825663191003725,78.34030152041267,75.52930996715713,3.87,18.05337845928431,-0.68653452386204
203.300137931,5.4961263643,0.95,0.05,0.027309704532434306,0.00034591117459626005,0.9672757291462324,0.03272427085376757,0.5207966159007661,0.4792033840992339,0.02641601436437856,0.0008936901680557441,0.00018014936913199128,0.00016576180546426877,19.134742900751196,0.027542433153546,0.0001749361367165808,309.1473760575555,82.3795680252517,2.825663191003725,78.34030152041267,75.52930996715713,3.87,17.997676086627706,-0.7166157957974661
203.300137931,5.6271165813,0.95,0.05,0.027297986787996747,0.00035447283558005235,0.9656453493469044,0.03435465065309566,0.5089657790766043,0.49103422092339566,0.0263601739883623,0.0009378127996344491,0.00018041454292249442,0.00017405829265755793,19.134742900751196,0.027542433153546,0.0001749361367165808,309.1473760575555,82.3795680252517,2.825663191003725,78.34030152041267,75.52930996715713,3.87,17.94198110705204,-0.7462177149523725
203.300137931,5.7581067984,0.95,0.05,0.02728623949460683,0.00036305137558816157,0.9640125334746236,0.03598746652537648,0.49767233747403056,0.5023276625259694,0.026304276864191265,0.000981962630415569,0.00018068062671212256,0.00018237074887603898,19.134742900751196,0.027542433153546,0.0001749361367165808,309.1473760575555,82.3795680252517,2.825663191003725,78.34030152041267,75.52930996715713,3.87,17.886293514356307,-0.7753459239850287
203.300137931,5.8890970155,0.95,0.05,0.02727446247310323,0.00037164686842793145,0.9623772711200137,0.03762272887998634,0.4868805275979676,0.5131194724020324,0.026248322766130306,0.0010261397069729246,0.00018094762338032372,0.00019069924504760773,19.134742900751196,0.027542433153546,0.0001749361367165808,309.1473760575555,82.3795680252517,2.825663191003725,78.34030152041267,75.52930996715713,3.87,17.83061330292967,-0.8040061887305399
203.300137931,6.0200872326,0.95,0.05,0.027262655543158737,0.0003802593887553612,0.9607395518619641,0.03926044813803585,0.47655768978353374,0.5234423102164661,0.026192311469101417,0.001070344074057319,0.0001812155358237536,0.00019904385293160757,19.134742900751196,0.027542433153546,0.0001749361367165808,309.1473760575555,82.3795680252517,2.825663191003725,78.34030152041267,75.52930996715713,3.87,17.774940467672984,-0.8322040136145645
203.300137931,6.1510774496,0.95,0.05,0.02725081852324655,0.0003888890120550168,0.9590993652648473,0.04090063473515267,0.46667393867145024,0.5333260613285498,0.02613624274859331,0.0011145757746532398,0.0001814843669617638,0.00020740464509325302,19.134742900751196,0.027542433153546,0.0001749361367165808,309.1473760575555,82.3795680252517,2.825663191003725,78.34030152041267,75.52930996715713,3.87,17.719275004012896,-0.8599448909558376
203.300137931,6.2820676667,0.95,0.05,0.027238951230587623,0.00039753581463364073,0.9574567008730895,0.042543299126910475,0.45720187477075075,0.5427981252292492,0.026080116380481407,0.0011588348501062153,0.0001817541197390182,0.00021578169489462252,19.134742900751196,0.027542433153546,0.0001749361367165808,309.1473760575555,82.3795680252517,2.825663191003725,78.34030152041267,75.52930996715713,3.87,17.663616907828047,-0.8872342402618223
203.300137931,6.4130578838,0.95,0.05,0.02722705348112016,0.00040619987360538166,0.9558115482088935,0.044188451791106566,0.44811633128679135,0.5518836687132087,0.026023932140955802,0.0012031213401643584,0.00018202479712920198,0.0002241750764761797,19.134742900751196,0.027542433153546,0.0001749361367165808,309.1473760575555,82.3795680252517,2.825663191003725,78.34030152041267,75.52930996715713,3.87,17.60796617546222,-0.9140774088073229
203.300137931,6.5440481009,0.95,0.05,0.027215125089459564,0.000414881266887594,0.9541638967685813,0.04583610323141877,0.4393941512612599,0.5606058487387402,0.025967689806403123,0.0012474352830564436,0.0001822964021382706,0.0002325848647493234,19.134742900751196,0.027542433153546,0.0001749361367165808,309.1473760575555,82.3795680252517,2.825663191003725,78.34030152041267,75.52930996715713,3.87,17.55232280368444,-0.9404796712388119
203.300137931,6.6750383179,0.95,0.05,0.027203165868865273,0.0004235800731919065,0.9525137360200194,0.047486263979980584,0.43101399088573766,0.5689860091142624,0.025911389153325137,0.0012917767155401342,0.00018256893780611646,0.00024101113538579005,19.134742900751196,0.027542433153546,0.0001749361367165808,309.1473760575555,82.3795680252517,2.825663191003725,78.34030152041267,75.52930996715713,3.87,17.496686789682496,-0.966446228382047
203.300137931,6.806028535,0.95,0.05,0.02719117562708735,0.00043229637202179877,0.9508610548571655,0.04913894514283442,0.4229561454625292,0.5770438545374708,0.025855029939578725,0.0013361456875086216,0.00018284240720777556,0.0002494539648140232,19.134742900751196,0.027542433153546,0.0001749361367165808,309.1473760575555,82.3795680252517,2.825663191003725,78.34030152041267,75.52930996715713,3.87,17.441058119313865,-0.9919822184092766
206.6002758621,3.5312364004,0.95,0.05,0.027288622037491016,0.00021664615796159698,0.9975221803315065,0.0024778196684934676,0.9405782983386739,0.059421701661326154,0.027221005753080434,6.761628441057953e-05,0.00020377267459713045,1.2873483364466556e-05,18.362704294149665,0.027306237029896298,0.00020331418033237134,309.1473760575555,82.3795680252517,3.317477674842775,78.26768460934733,75.52930996715713,3.87,18.276689463252907,-0.05637558716638935
206.6002758621,3.6671793506,0.95,0.05,0.02727738730093924,0.00022514570140359555,0.9959438205756854,0.004056179424314572,0.9063707070437779,0.09362929295622209,0.02716674532382011,0.00011064197711912934,0.00020406546856904418,2.108023283455135e-05,18.362704294149665,0.027306237029896298,0.00020331418033237134,309.1473760575555,82.3795680252517,3.317477674842775,78.26768460934733,75.52930996715713,3.87,18.222003895500727,-0.09155438907014712
206.6002758621,3.8031223008,0.95,0.05,0.027266127300811547,0.00023366153175736524,0.9943634601298106,0.00563653987018947,0.874595090450757,0.125404909549243,0.027112440687174864,0.0001536866136366859,0.0002043592285021953,2.9302303255169957e-05,18.362704294149665,0.027306237029896298,0.00020331418033237134,309.1473760575555,82.3795680252517,3.317477674842775,78.26768460934733,75.52930996715713,3.87,18.167331351589116,-0.12621600351304352
206.6002758621,3.939065251,0.95,0.05,0.02725484187238298,0.000242193697923943,0.9927810881287683,0.007218911871231676,0.845001226508359,0.154998773491641,0.02705809157084189,0.00019675030154108766,0.00020465397179832682,3.7539726125616165e-05,18.362704294149665,0.027306237029896298,0.00020331418033237134,309.1473760575555,82.3795680252517,3.317477674842775,78.26768460934733,75.52930996715713,3.87,18.11267181883423,-0.16036632264471606
206.6002758621,4.0750082012,0.95,0.05,0.02724353085460477,0.00025074225178772005,0.9911966943180199,0.008803305681980065,0.8173720664467894,0.1826279335532107,0.02700369772463523,0.0002398331299695414,0.0002049497124892499,4.5792539298470164e-05,18.362704294149665,0.027306237029896298,0.00020331418033237134,309.1473760575555,82.3795680252517,3.317477674842775,78.26768460934733,75.52930996715713,3.87,18.05802529306781,-0.1940111036291512
206.6002758621,4.2109511514,0.95,0.05,0.02723219407910382,0.00025930724783923217,0.9896102675861224,0.010389732413877695,0.7915184163016911,0.20848158369830883,0.02694925886957915,0.00028293520952467317,0.00020524646214525915,5.406078569397299e-05,18.362704294149665,0.027306237029896298,0.00020331418033237134,309.1473760575555,82.3795680252517,3.317477674842775,78.26768460934733,75.52930996715713,3.87,18.003391747417453,-0.22715602011150793
