temperature,pressure,z_carbon dioxide,z_hydrogen,z_argon,z_methane,z_carbon monoxide,Tc,Pc,Tr,Pr,P_bubble,P_dew,liquid_density,vapor_density,x_carbon dioxide,x_hydrogen,x_argon,x_methane,x_carbon monoxide,y_carbon dioxide,y_hydrogen,y_argon,y_methane,y_carbon monoxide,gamma,interfacial_thickness,E_carbon dioxide,E_hydrogen,E_argon,E_methane,E_carbon monoxide,gamma0_CO2,rhoL0_CO2,rhoV0_CO2,Tc_CO2,Psat_CO2
200.0,2.4414862810726095,0.99,0.003616,0.003413,0.001747,0.001224,308.49,83.89,0.6483192323900289,0.02910342449722982,13.107181480573416,2.417313149576841,1222.24328086473,6.653886948631263,0.999816980187392,7.332374181951866e-06,6.121922836824074e-05,0.00010395508388880567,1.0513126168948897e-05,0.9805449203686657,0.007091634982838025,0.006641218199243642,0.003329474470065858,0.0023927519791867385,19.89755123643556,0.6048632868056658,1.0000000003324419,2.0334231699822136,4.6246148906446125,3.742495875244475,6.792281565394228,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.8047491564069222,0.99,0.003616,0.003413,0.001747,0.001224,308.49,83.89,0.6483192323900289,0.03343365307434643,13.107181480573416,2.417313149576841,1221.489827516417,7.113589882472875,0.998679303471017,6.838450607139082e-05,0.0005036527036829276,0.0006557627984136703,9.28965208150398e-05,0.857942064339211,0.05759392348324789,0.047679501264174855,0.018350467391014223,0.01843404352235189,19.799455528266577,0.6080133940135262,1.0000000003257727,2.023579516281971,4.594761018164229,3.716021588447308,6.739303476556789,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.168012031741235,0.99,0.003616,0.003413,0.001747,0.001224,308.49,83.89,0.6483192323900289,0.03776388165146305,13.107181480573416,2.417313149576841,1220.9848711095872,7.537207930546227,0.9977981501219044,0.00014032930913089495,0.0009077733179241901,0.0009742026162993056,0.0001795446347412461,0.7632367293610187,0.10468541277158344,0.07626276401311206,0.024219260668203436,0.03159583318608233,19.717771621244367,0.6107472215727079,1.0000000003179979,2.015466180311122,4.571079738728503,3.694923950506204,6.695245720674214,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.531274907075548,0.99,0.003616,0.003413,0.001747,0.001224,308.49,83.89,0.6483192323900289,0.04209411022857966,13.107181480573416,2.417313149576841,1220.6104552494896,7.920983403117232,0.9970775779694098,0.00022179970896094427,0.0012612668628006849,0.0011730723108209296,0.0002662831480077188,0.6878529729562717,0.14851691547715437,0.09527207569033391,0.02624839663215829,0.04210963924408168,19.646974117892842,0.6131413189148802,1.0000000003167677,2.008489254826646,4.551207412964702,3.6772636210168645,6.657008618011408,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.894537782409861,0.99,0.003616,0.003413,0.001747,0.001224,308.49,83.89,0.6483192323900289,0.04642433880569628,13.107181480573416,2.417313149576841,1220.311606921408,8.265937959048129,0.9964684689087238,0.0003117076454355008,0.0015639772912415665,0.001305433524546952,0.000350412630052127,0.6264123112297408,0.18934774535894386,0.10734515189679802,0.026567113772499706,0.050327677742017636,19.584187803546897,0.6153343029019518,1.0000000003217917,2.002330190147797,4.534043652097068,3.6620558497447178,6.622972571944881,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.257800657744173,0.99,0.003616,0.003413,0.001747,0.001224,308.49,83.89,0.6483192323900289,0.05075456738281289,13.107181480573416,2.417313149576841,1220.0605102538314,8.575259441238744,0.9959421182006546,0.0004090472245476922,0.001820601570928046,0.001397996199146831,0.0004302368047227934,0.5753660232594711,0.22739336988779088,0.1145286780975402,0.026100072247766257,0.05661185650743172,19.5276689717495,0.6173136884683814,1.0000000003302212,1.9968548194192217,4.51894469779113,3.648722176082775,6.592167014026719,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.621063533078487,0.99,0.003616,0.003413,0.001747,0.001224,308.49,83.89,0.6483192323900289,0.05508479595992951,13.107181480573416,2.417313149576841,1219.8417831061868,8.852972714653346,0.995479643435795,0.0005128620687440328,0.002037385564321601,0.0014653049578516961,0.0005048039732876765,0.5322767877022672,0.2628259793973825,0.11832023178605859,0.02527742877538258,0.061299572338909154,19.476209135572187,0.619186592946992,1.0000000003411365,1.9919332235270908,4.505480984511931,3.6368750967181853,6.5639346450164675,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.9843264084128,0.99,0.003616,0.003413,0.001747,0.001224,308.49,83.89,0.6483192323900289,0.05941502453704613,13.107181480573416,2.417313149576841,1219.6462160313679,9.10322631801022,0.9950675893108253,0.000622262178741878,0.0022206162604903306,0.0015158232600911215,0.0005737089898513483,0.4954148829502337,0.2957979587037759,0.11978692361568102,0.02430932065269608,0.06469091407761314,19.42889771342708,0.6209139450086938,1.0000000006819965,1.9873987360309415,4.4933387189878085,3.626230748522237,6.537793928480008,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.347589283747112,0.99,0.003616,0.003413,0.001747,0.001224,308.49,83.89,0.6483192323900289,0.06374525311416274,13.107181480573416,2.417313149576841,1219.4679134471576,9.329921711805175,0.994695905801536,0.0007364438631868523,0.002375978059719982,0.0015547479863505128,0.0006369242892066306,0.4635186848788044,0.32645733582466757,0.11967867865768755,0.02330132780354584,0.06704397283529473,19.385017849525816,0.6225374382723267,1.0000000007090666,1.983180048464983,4.48227803649105,3.6165716693834224,6.513367973741108,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.7108521590814245,0.99,0.003616,0.003413,0.001747,0.001224,308.49,83.89,0.6483192323900289,0.06807548169127935,13.107181480573416,2.417313149576841,1219.3028891925198,9.536546031452714,0.9943568847431459,0.0008546999418441003,0.002508340221238604,0.0015854126126992167,0.0006946624810721504,0.43564629586847725,0.35495348210011846,0.11851852353355809,0.022306774235947475,0.06857492426189873,19.343993964723833,0.6240968905926771,1.0000000007349714,1.979220661974621,4.472108751221819,3.607725306208035,6.490363811050658,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
