T,P,z_carbon dioxide,z_hydrogen,z_nitrogen,z_carbon monoxide,rho_l,rho_v,x_carbon dioxide,x_hydrogen,x_nitrogen,x_carbon monoxide,y_carbon dioxide,y_hydrogen,y_nitrogen,y_carbon monoxide,rhoL1_carbon dioxide,rhoL2_hydrogen,rhoL3_nitrogen,rhoL4_carbon monoxide,rhoV1_carbon dioxide,rhoV2_hydrogen,rhoV3_nitrogen,rhoV4_carbon monoxide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,parachor_carbon dioxide,parachor_hydrogen,parachor_nitrogen,parachor_carbon monoxide,n_exp,gamma_parachor,gamma_cDFT_minus_parachor
200.0,2.4677152061,0.98,0.016115,0.002526,0.001359,0.02777544554172756,0.00015433556484559114,0.9999528775348819,2.4648815013572796e-05,1.3654016911868294e-05,8.819633192636513e-06,0.9707078875509909,0.023608322819907022,0.0036960067493953777,0.0019877828797067103,0.027774136694263884,6.846318190776079e-07,3.7924640316142493e-07,2.4496924144008825e-07,0.00014981475012525275,3.6436038374674093e-06,5.704252893410529e-07,3.067855935299309e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,61.77794369140718,63.65845399182276,3.87,19.905144827904703,-0.00039179839036407316
200.0,3.949217738,0.98,0.016115,0.002526,0.001359,0.02777957165965413,0.00024496427713605593,0.9990519944513879,0.0005156004398509827,0.00026473840170282366,0.00016766670705835822,0.6188206803334366,0.3118415463580424,0.045394001444416035,0.023943771864105016,0.02775323647158271,1.4323159366589564e-05,7.354319401165891e-06,4.657709303665899e-06,0.00015158896063472265,7.639003898458773e-05,1.1119908750144454e-05,5.86536876660112e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,61.77794369140718,63.65845399182276,3.87,19.760271944849393,-0.005310000647678947
200.0,5.4307202699,0.98,0.016115,0.002526,0.001359,0.02778410781646916,0.00033571425423494357,0.99819153472695,0.0010189312167608615,0.00048660201249821957,0.00030293204379090374,0.45708278975043565,0.45005277888197165,0.061148668302588284,0.031715763065004315,0.027733861222340398,2.8310094784049883e-05,1.3519802778961405e-05,8.416696565749825e-06,0.000153449207884695,0.00015108913302872508,2.052847957666336e-05,1.0647433744860092e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,61.77794369140718,63.65845399182276,3.87,19.61922533422587,-0.0058587758996679895
200.0,6.9122228019,0.98,0.016115,0.002526,0.001359,0.027788988981723686,0.0004265098779749504,0.9973648472350883,0.001532821117700016,0.0006832885692601379,0.00041904307795153105,0.3642539753073829,0.5331894410575392,0.06786733141355816,0.034689252221519716,0.027715760750574397,4.259554915071913e-05,1.8987898522507716e-05,1.1644783476062675e-05,0.00015535791856024247,0.00022741056344298305,2.8946087239682208e-05,1.479530873204265e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,61.77794369140718,63.65845399182276,3.87,19.48157943875383,-0.002927518761982384
200.0,8.3937253338,0.98,0.016115,0.002526,0.001359,0.02779416097881959,0.0005173232953749598,0.9965666970464264,0.0020555367817357314,0.0008582887637204211,0.0005194774081174493,0.3040513833701193,0.5897643331357453,0.070571374400352,0.03561290909378354,0.02769873520383891,5.713192020944767e-05,2.3855416065157436e-05,1.4438438706076347e-05,0.00015729286360834536,0.00030509882831239937,3.6508215963930174e-05,1.8423387490284976e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,61.77794369140718,63.65845399182276,3.87,19.34692873290951,0.0028672552015791553
200.0,9.8752278657,0.98,0.016115,0.002526,0.001359,0.027799578927610123,0.0006081400701861015,0.9957928204717994,0.0025855893622162064,0.001014602638451285,0.0006069875275331939,0.26185456580536376,0.6313366125180707,0.07125362951926136,0.03555519215730416,0.027682621108253286,7.187829554931854e-05,2.8205526127787975e-05,1.6873997679733945e-05,0.00015924425402742505,0.00038394109184779505,4.333218725685807e-05,2.1622537054023276e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,61.77794369140718,63.65845399182276,3.87,19.214915827202894,0.01105432800114059
200.0,11.3567303977,0.98,0.016115,0.002526,0.001359,0.027805205704448055,0.0006989511316326543,0.9950397152913232,0.0031217289125332693,0.0011547909580343339,0.0006837648381092911,0.23064265873856224,0.6635077789052323,0.07084681206975027,0.03500275028645532,0.027667283967770667,8.680031456651048e-05,3.210920013378129e-05,1.901222197709746e-05,0.00016120794732808218,0.00046375951291288106,4.951845946871794e-05,2.446521192297316e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,61.77794369140718,63.65845399182276,3.87,19.085236391429582,0.02125855279862421
200.0,12.8382329296,0.98,0.016115,0.002526,0.001359,0.027811010578028313,0.0007897500806439101,0.9943044926018846,0.0036629127593821396,0.0012810299340606198,0.0007515647046726703,0.20662533372910272,0.6893390759675879,0.06983550450743536,0.034200085795874094,0.027652612761532087,0.00010186930549757156,3.562673704693081e-05,2.090177395172436e-05,0.00016318237397563372,0.000544405590836401,5.515259531655523e-05,2.7009520515320213e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,61.77794369140718,63.65845399182276,3.87,18.957634571715484,0.03317607083685559
200.0,14.3197354616,0.98,0.016115,0.002526,0.001359,0.02781696805100646,0.0008805320472291049,0.9935847604709918,0.004208271862737644,0.0013951653294227572,0.0008118023368478002,0.18757655941764037,0.7106558052468505,0.06848961432372135,0.03327802101178791,0.027638515537988486,0.00011706136395572249,3.880926939442474e-05,2.2581879667827644e-05,0.0001651671718762067,0.0006257552110692573,6.0307300314398184e-05,2.9302363969242778e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,61.77794369140718,63.65845399182276,3.87,18.831896126586845,0.04655824871401748
200.0,15.8012379935,0.98,0.016115,0.002526,0.001359,0.02782305689923605,0.0009712931181906431,0.9928785304711311,0.004757080694429362,0.0014987624639506048,0.0008656263704889142,0.17210309376899935,0.7286208164641627,0.06696673950820668,0.03230935025863145,0.027624915847328152,0.00013235652683536546,4.1700153312936894e-05,2.4084371759592242e-05,0.000167162550597148,0.0007077043848020888,6.50443332319866e-05,3.13818495594198e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,61.77794369140718,63.65845399182276,3.87,18.70784164318535,0.06120015088216135
