Temperature_[K],Pressure_[bar],Surface_Tension_[mN/m],Interfacial_Thickness_[Å],x_CO2,y_CO2,liquid_density_[kg/m3],vapor_density_[kg/m3],Enrichment_N2_[-]
220.0,6.656064045416042,15.171164140719087,7.1744322410787476,0.9988961434672681,0.9121546395144116,1156.9793169297989,16.804612227051766,4.126948768582397
220.0,7.290244057623297,15.051144904729032,7.227397785419378,0.997792286934536,0.8393207537482692,1156.25489046864,17.89775507566924,4.0854456083170385
220.0,7.924316275284663,14.93206032789935,7.278497097382924,0.9966884304018041,0.7779827941025965,1155.5302426172068,18.994887074567256,4.04479134177655
220.0,8.558228518257364,14.813903234119508,7.3278866872091655,0.9955845738690721,0.7256388819545437,1154.805361705431,20.095871968138653,4.00488307959001
220.0,9.191942604082897,14.696666518380736,7.375708021858898,0.9944807173363401,0.6804613607358153,1154.080239116164,21.200604763037315,3.9656531255864356
220.0,9.825430039431005,14.58034278322653,7.422116220123222,0.9933768608036081,0.6410847533551296,1153.35486834624,22.309004854915518,3.927039259467728
220.0,10.458669219478741,14.464924620775093,7.467168118890108,0.9922730042708762,0.6064687800423099,1152.6292443962395,23.421010654579998,3.8890384445468706
220.0,11.09164355212137,14.350404315546523,7.511002648179783,0.9911691477381441,0.575807243941673,1151.9033633618028,24.536575469354577,3.8516125838812454
220.0,11.72434016828835,14.236774054392567,7.553716478526887,0.9900652912054122,0.548465854424674,1151.1772221526867,25.655664362652463,3.8147433783411255
220.0,12.356749014621974,14.124025889302162,7.595397880926434,0.9889614346726802,0.5239388271637914,1150.45081829516,26.778251755001566,3.7784163446196826
220.0,12.988862202018947,14.012151762645985,7.636127582976805,0.9878575781399482,0.5018179750613209,1149.7241497901427,27.904319581709206,3.742619541121395
220.0,13.620673529349938,13.90114353107124,7.675979523776463,0.9867537216072162,0.48177029516637193,1148.9972150095261,29.03385586803314,3.7073427293216885
220.0,14.252178129478171,13.790992984643324,7.71502152153498,0.9856498650744843,0.4635214507767208,1148.2700126191469,30.16685361860097,3.6725768178356026
220.0,14.883372202348486,13.681691864591667,7.753315865933992,0.9845460085417522,0.4468434183694774,1147.5425415207117,31.30330994473843,3.6383134865787747
220.0,15.51425281096384,13.5732318842997,7.790919846092699,0.9834421520090203,0.43154512531195416,1146.8148008074531,32.44322537316792,3.6045449222069603
220.0,16.14481772361815,13.465604749708598,7.827886221148013,0.9823382954762883,0.4174652674268323,1146.0867897298358,33.586603294018786,3.5712636299200198
220.0,16.775065290490986,13.358802176805636,7.864263639197716,0.9812344389435563,0.4044667371078499,1145.3585076687643,34.73344951666558,3.5384623239558604
220.0,17.404994346101805,13.252815869304403,7.914274378040226,0.9801305824108243,0.392432256307699,1144.629954114415,35.88377190965143,3.5061338236383572
220.0,18.034604131553845,13.147637680491682,7.970275354620014,0.9790267258780924,0.3812609213267501,1143.9011286493908,37.037580106687614,3.474271141656107
220.0,18.66389423198782,13.043259390177557,8.024656439091409,0.9779228693453603,0.3708654449866176,1143.1720309351688,38.19488526492828,3.4428672217162215
220.0,19.292864525785223,12.939672874129473,8.077530781987988,0.9768190128126284,0.3611699374713032,1142.4426607011314,39.35569986489704,3.411915085657027
220.0,19.921515143125205,12.836870067955779,8.129002417265625,0.9757151562798964,0.35210810706587414,1141.7130177356173,40.52003754381058,3.3814077798369095
220.0,20.549846431873142,12.734842971200308,8.179167140485227,0.9746112997471644,0.3436217910125832,1140.983101878567,41.687912955849846,3.3513383690216956
220.0,21.177858929265067,12.633583665325457,8.228113293563148,0.9735074432144324,0.33565974797569753,1140.2529130154542,42.859341654296074,3.321699939472883
220.0,21.80555333836414,12.53308427656168,8.275922472868572,0.9724035866817005,0.32817665937495333,1139.522451072225,44.03433999150359,3.292485601788069
220.0,22.432930508293808,12.43333710265507,8.322670100446508,0.9712997301489684,0.3211322986500874,1138.7917160110837,45.2129250335044,3.263688493854947
220.0,23.05999141756676,12.334334440657148,8.368426049037744,0.9701958736162365,0.3144908364328381,1138.060707826938,46.39511448666429,3.2353017918237787
220.0,23.686737159933298,12.23606870778626,8.413255093757542,0.9690920170835045,0.3082202563923068,1137.3294265444038,47.58092663431207,3.2073187127090947
220.0,24.313168932346404,12.138532402566726,8.457251107370034,0.9679881605507725,0.30229186173251377,1136.597872215261,48.770380281653196,3.179703706470518
220.0,24.939288024640828,12.041718150657873,8.500398728643795,0.9668843040180405,0.2966798563535383,1135.8660449162905,49.963494707596716,3.1525070483421143
220.0,25.565095810632705,11.945618645928464,8.542787469925301,0.9657804474853086,0.29136098782940395,1135.1339447474152,51.16028962235829,3.125694098086659
220.0,26.19059374042675,11.85022662658238,8.58446578118427,0.9646765909525765,0.2863142418201497,1134.4015718301048,52.3607851299087,3.099258273727809
220.0,26.81578333373904,11.755535093048017,8.625478993513276,0.9635727344198446,0.28152057948068027,1133.668926306007,53.56500169451247,3.0731931482343797
220.0,27.44066617407091,11.661536993130817,8.665869297510774,0.9624688778871126,0.27696271097381375,1132.936008335754,54.77296011068941,3.047492289660434
220.0,28.065243903588502,11.568225422089997,8.705676169549612,0.9613650213543806,0.2726248994288223,1132.2028180979255,55.984681476084354,3.022149371226615
220.0,28.68951821856126,11.47559357474446,8.744936543134138,0.9602611648216486,0.26849279067766396,1131.469355788147,57.20018716678243,2.9971581492306765
220.0,29.313490865425692,11.383634745311344,8.783685006310009,0.9591573082889167,0.26455326490107145,1130.7356216182993,58.41949881469548,2.972512466194995
220.0,29.93716363719091,11.292342326960503,8.821953981177366,0.9580534517561846,0.2607943069657887,1130.0016158158228,59.64263828670048,2.9482062535406923
220.0,30.56053837028347,11.20170981142032,8.85977388728611,0.9569495952234527,0.25720489276318054,1129.2673386231033,60.869627665244366,2.9242335338102743
220.0,31.183616941643507,11.111730788598207,8.897173290442716,0.9558457386907206,0.25377488929284947,1128.5327902969289,62.100489230201106,2.9005884224051774
220.0,31.806401266193166,11.022398946247142,8.934179038304485,0.9547418821579887,0.2504949665910701,1127.7979711080027,63.33524544175839,2.877265128804137
