T,P,z_carbon dioxide,z_hydrogen,z_argon,rho_l,rho_v,x_carbon dioxide,x_hydrogen,x_argon,y_carbon dioxide,y_hydrogen,y_argon,rhoL1_carbon dioxide,rhoL2_hydrogen,rhoL3_argon,rhoV1_carbon dioxide,rhoV2_hydrogen,rhoV3_argon,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,gamma_wsd,gamma_cDFT_minus_wsd_corrected,gamma_cDFT_minus_wsd_uncorrected
255.3888888889,52.1131698821,0.95,0.02,0.03,0.023093594804555452,0.0029401758009845193,0.9588483695518137,0.014390712204038899,0.026760918244147388,0.5075560981399307,0.30048050712262436,0.19196339473744486,0.02214325572543823,0.0003323332765890454,0.0006180058025281753,0.0014923041573931483,0.0008834655157094966,0.0005644061278818744,7.796626221595734,0.023154359338221058,0.0012325538115126164,309.1473760575555,82.3795680252517,21.043603896923365,6.634132530425016,-0.5415253503509776,-0.8262475013245973
255.3888888889,56.3173076905,0.95,0.02,0.03,0.02309869598532977,0.0031680798127947415,0.9546200020362334,0.016963844220225583,0.028416153743540902,0.4822231609045042,0.3274118458229641,0.19036499327253154,0.022050477208549843,0.00039184268038548433,0.0006563760963944418,0.00152772146132363,0.0010372668592215969,0.000603091492249514,7.796626221595734,0.023154359338221058,0.0012325538115126164,309.1473760575555,82.3795680252517,21.043603896923365,6.523128824067095,-0.5952656784215087,-0.9053572039731757
255.3888888889,60.5214454989,0.95,0.02,0.03,0.02310559905962587,0.0033952278011903287,0.9505651907563134,0.019616732689294814,0.029818076554391837,0.46048058505217765,0.3519530399414593,0.18756637500636308,0.021963378177652162,0.00045325636037870233,0.0006889645215950083,0.0015634364842775413,0.0011949607459226929,0.0006368305709900947,7.796626221595734,0.023154359338221058,0.0012325538115126164,309.1473760575555,82.3795680252517,21.043603896923365,6.417913089524939,-0.6460008708640084,-0.9797689410694748
266.4666666667,31.4754256737,0.95,0.02,0.03,0.02188967183880707,0.0018825889941289093,0.9957742047256676,0.000833812370606152,0.0033919829037264058,0.9419397841885079,0.023374905353404005,0.03468531045808817,0.02179717056699395,1.825187916770645e-05,7.424939264541493e-05,0.001773285470845445,4.400533955712331e-05,6.529818372634114e-05,5.696348658300079,0.021909696187411315,0.0017447448301626594,309.1473760575555,82.3795680252517,29.02721421241045,5.593192501704865,-0.04494178472408983,-0.06867777460007574
266.4666666667,35.1757613535,0.95,0.02,0.03,0.021862308814346545,0.0020911841916447472,0.989649382145805,0.002251012822068753,0.008099605032126244,0.8686310095069424,0.05642470804794849,0.0749442824451091,0.021636020410398846,4.921233746112079e-05,0.0001770760664865792,0.0018164674354533361,0.00011799445748804003,0.0001567222987033711,5.696348658300079,0.021909696187411315,0.0017447448301626594,309.1473760575555,82.3795680252517,29.02721421241045,5.445920204011106,-0.1086033680399634,-0.16556155940864503
266.4666666667,38.8760970333,0.95,0.02,0.03,0.021838625462803546,0.002299685489364618,0.983846142069215,0.0038602580507268915,0.012293599880058171,0.8086533497606886,0.08740202341500017,0.10394462682431119,0.021485847409673794,8.430272975959667e-05,0.000268475323370157,0.0018596483743707466,0.00020099716498858246,0.00023903995000528866,5.696348658300079,0.021909696187411315,0.0017447448301626594,309.1473760575555,82.3795680252517,29.02721421241045,5.308866331600348,-0.16742800919431833,-0.2545947610136965
266.4666666667,42.5764327131,0.95,0.02,0.03,0.021818670304591142,0.0025077392062511595,0.9783591534153313,0.005657748218719455,0.01598309836594919,0.7587605131389755,0.11671674012669599,0.12452274673432853,0.021346495807848018,0.00012344454305062758,0.00034872995369249476,0.001902773486953857,0.00029269514524154344,0.0003122705740557592,5.696348658300079,0.021909696187411315,0.0017447448301626594,309.1473760575555,82.3795680252517,29.02721421241045,5.181545773060559,-0.22180288925672453,-0.33641625670445485
266.4666666667,46.2767683929,0.95,0.02,0.03,0.02180232029054704,0.002715109008987561,0.9731708563694809,0.00763259202371544,0.019196551606803728,0.7166652628908489,0.14454204725332884,0.13879268985582233,0.021217382707993372,0.00016640821594811865,0.00041852936660555034,0.0019458243117033826,0.00039244741467501886,0.00037683728260915964,5.696348658300079,0.021909696187411315,0.0017447448301626594,309.1473760575555,82.3795680252517,29.02721421241045,5.063198701414964,-0.27214307305518837,-0.4117293382017735
266.4666666667,49.9771040726,0.95,0.02,0.03,0.021789316696757283,0.0029216706786834,0.9682546251149329,0.009768867800774898,0.0219765070842923,0.6807151729194296,0.1709255132746082,0.14835931380596207,0.02109760666972927,0.0002128569542798391,0.00047885307274817495,0.001988825561253598,0.0004993880603733331,0.00043345705705646876,5.696348658300079,0.021909696187411315,0.0017447448301626594,309.1473760575555,82.3795680252517,29.02721421241045,4.952879447029674,-0.3188665964452264,-0.4812526163290336
266.4666666667,53.6774397524,0.95,0.02,0.03,0.021779317235812688,0.003127390241679667,0.9635788870387033,0.012048072619922977,0.02437304034137381,0.6496908860091548,0.19586391721383167,0.15444519677701363,0.02098609026254724,0.00026239879566941144,0.0005308281775960405,0.0020318369370132478,0.0006125429033916913,0.00048301040127472837,5.696348658300079,0.021909696187411315,0.0017447448301626594,309.1473760575555,82.3795680252517,29.02721421241045,4.849565651934259,-0.3623645583240451,-0.5456672238329752
266.4666666667,57.3777754322,0.95,0.02,0.03,0.02177194640110264,0.0033322959430010304,0.959110878491572,0.014451276994226738,0.026437844514201413,0.6226757521800196,0.21934758057703052,0.15797666724294984,0.020881710639232973,0.0003146324281457922,0.0005756033337238787,0.0020749398827945944,0.0007309310528639304,0.0005264250073425056,5.696348658300079,0.021909696187411315,0.0017447448301626594,309.1473760575555,82.3795680252517,29.02721421241045,4.752252244759318,-0.40298702438405787,-0.6055865609259339
266.4666666667,61.078111112,0.95,0.02,0.03,0.021766833749366582,0.00353645217348459,0.9548193512390063,0.016960622721146103,0.0282200260398476,0.5989689181143686,0.24138164278615173,0.15964943909947982,0.020783394079097506,0.0003691790550569167,0.0006142606152121585,0.002118224932315272,0.0008536346352703672,0.0005645926058989511,5.696348658300079,0.021909696187411315,0.0017447448301626594,309.1473760575555,82.3795680252517,29.02721421241045,4.660014607925365,-0.44103524043543807,-0.6615402846080016
266.4666666667,64.7784467918,0.95,0.02,0.03,0.021763637382485324,0.0037399395707315227,0.9506761136342778,0.019560145557266408,0.029763740808455782,0.5780260582102713,0.26199244414306594,0.15998149764666267,0.020690170205326836,0.00042569991505697743,0.0006477672621015122,0.0021617825280145562,0.0009798359090833204,0.0005983211336336457,5.696348658300079,0.021909696187411315,0.0017447448301626594,309.1473760575555,82.3795680252517,29.02721421241045,4.572040262648187,-0.47676126647450623,-0.7139722273266464
277.5444444444,42.6698591867,0.95,0.02,0.03,0.02039764749547098,0.002677833293006073,0.9935053157680436,0.0014532955014836342,0.0050413887304727205,0.9426262753290302,0.023143484654956834,0.03423024001601297,0.02026517121591314,2.9643809346016896e-05,0.00010283247021182252,0.0025241960229383863,6.197439372521858e-05,9.166287634246827e-05,3.7632798104482377,0.02044340333334865,0.0024634476757375884,309.1473760575555,82.3795680252517,39.067456891519946,3.6401095183099446,-0.05298455791682111,-0.07678046672168293
277.5444444444,45.8005632076,0.95,0.02,0.03,0.020360685531759768,0.0028642984136944796,0.9880660139001529,0.0028825812171768325,0.009051404882670306,0.8997829456480188,0.04258146470595399,0.05763558964602726,0.02011770139364039,5.86913296826948e-05,0.00018429280843668502,0.0025772468638889665,0.00012196602181005148,0.00016508552799546187,3.7632798104482377,0.02044340333334865,0.0024634476757375884,309.1473760575555,82.3795680252517,39.067456891519946,3.538807389474389,-0.09549490307783248,-0.13823706564784377
277.5444444444,48.9312672286,0.95,0.02,0.03,0.02032650016019923,0.0030506189729400095,0.982821508233009,0.004469155550716576,0.012709336216274545,0.8622692826338862,0.061513391620036835,0.07621732574607691,0.019977321544545505,9.084229101759576e-05,0.00025833632463613044,0.002630455033386305,0.00018765391956597336,0.00023251001998773129,3.7632798104482377,0.02044340333334865,0.0024634476757375884,309.1473760575555,82.3795680252517,39.067456891519946,3.4427540901523224,-0.1348979719352119,-0.19507301114430042
277.5444444444,52.0619712495,0.95,0.02,0.03,0.020295153661204563,0.003236580198419693,0.9777699328245086,0.00621123513147251,0.016018832044018882,0.829197406033003,0.07998280853776588,0.09081978542923116,0.019843991031979067,0.00012605797141910672,0.0003251046578063908,0.002683763904947392,0.0002588707743273266,0.00029394551914497494,3.7632798104482377,0.02044340333334865,0.0024634476757375884,309.1473760575555,82.3795680252517,39.067456891519946,3.3517530987529955,-0.1713931674660234,-0.2475968776023154
277.5444444444,55.1926752704,0.95,0.02,0.03,0.0202666114744169,0.0034220316480062063,0.9729040528784132,0.008103222913263155,0.01899272420832366,0.799860216870407,0.09798530422653864,0.10215447890305428,0.019717468441572353,0.00016422487047369698,0.0003849181623708479,0.0027371469761116405,0.0003353088121027315,0.00034957585979183406,3.7632798104482377,0.02044340333334865,0.0024634476757375884,309.1473760575555,82.3795680252517,39.067456891519946,3.265510662995412,-0.20519045546296955,-0.29613683808695024
277.5444444444,58.3233792913,0.95,0.02,0.03,0.020240754582425746,0.0036068873284014506,0.9682122180101935,0.010136486528165447,0.021651295461641077,0.7736892961265611,0.1154877106078428,0.11082299326559612,0.01959734588845042,0.00020517013614466161,0.00043823855783066537,0.002790610118318731,0.000416551159977522,0.000399726050105198,3.7632798104482377,0.02044340333334865,0.0024634476757375884,309.1473760575555,82.3795680252517,39.067456891519946,3.183659269082138,-0.2365061149112675,-0.3410301695481657
277.5444444444,61.4540833122,0.95,0.02,0.03,0.020217400047192968,0.003791118061999449,0.9636796978530845,0.012300366085559367,0.02401993606135608,0.750224046500846,0.13244412876450787,0.11733182473464619,0.019483097968853856,0.00024868142187867875,0.0004856206564604325,0.0028441879332356717,0.0005021113287649065,0.0004448187999988709,3.7632798104482377,0.02044340333334865,0.0024634476757375884,309.1473760575555,82.3795680252517,39.067456891519946,3.1057874784001425,-0.26554850057891644,-0.38260309856505836
277.5444444444,64.5847873331,0.95,0.02,0.03,0.0201963244698622,0.003974739546939013,0.9592900917225986,0.0145831862571139,0.026126722020287495,0.7290885710323425,0.14880777715915733,0.12210365180850015,0.01937413395315347,0.0002945267614531076,0.0005276637552556199,0.002897937176503505,0.0005914721567665906,0.0004853302136689169,3.7632798104482377,0.02044340333334865,0.0024634476757375884,309.1473760575555,82.3795680252517,39.067456891519946,3.031469317106256,-0.29251068549155956,-0.4211587752717252
277.5444444444,67.7154913541,0.95,0.02,0.03,0.02017728534455845,0.004157799283725258,0.9550265459584257,0.016973121067302043,0.02800033297427219,0.7099740094737955,0.16453853999004603,0.12548745053615842,0.01926984312943122,0.0003424715069626898,0.000564970708164539,0.0029519294280536965,0.0006841182237158131,0.0005217516319557482,3.7632798104482377,0.02044340333334865,0.0024634476757375884,309.1473760575555,82.3795680252517,39.067456891519946,2.960288140397964,-0.31756928346619295,-0.4569731389877134
277.5444444444,70.846195375,0.95,0.02,0.03,0.020160038186192178,0.004340364472529753,0.9508726771952929,0.019458824112194878,0.02966849869251221,0.6926248233506478,0.1796068288176855,0.12776834783166674,0.019169629482463892,0.00039229063716024584,0.0005981180665680389,0.003006244176063348,0.0007795590988240152,0.0005545611976423903,3.7632798104482377,0.02044340333334865,0.0024634476757375884,309.1473760575555,82.3795680252517,39.067456891519946,2.8918535661954428,-0.34087921305545654,-0.49028830541625057
288.6222222222,56.870259016,0.95,0.02,0.03,0.01850092647173989,0.0038854017035312976,0.9895866435362128,0.002684188952874276,0.0077291675109129624,0.9438380291745557,0.02269534148288399,0.03346662934256035,0.018308269729479347,4.965998245338347e-05,0.00014299675980716155,0.0036671898864124412,8.818051845982198e-05,0.0001300312986590345,2.053150963683377,0.018614754479407993,0.003524905481451541,309.1473760575555,82.3795680252517,51.50579679726779,1.9127188526986065,-0.060286952750469025,-0.08041436994860529
288.6222222222,59.300523461,0.95,0.02,0.03,0.018451578116721004,0.00404931102160631,0.9850058077618439,0.004082584553492578,0.010911607684663573,0.9218041359732162,0.0328208805990401,0.04537498342774368,0.018174911607341533,7.533012780688684e-05,0.0002013363815725831,0.0037326716475586264,0.0001329019535485178,0.00018373742049916617,2.053150963683377,0.018614754479407993,0.003524905481451541,309.1473760575555,82.3795680252517,51.50579679726779,1.8525033408124505,-0.08451442198009351,-0.11271404374383054
288.6222222222,61.730787906,0.95,0.02,0.03,0.018403743390710398,0.0042134042613338266,0.9805120106865532,0.00559718112386095,0.013890808189585645,0.9015797900965764,0.04285616376933768,0.05556404613408604,0.018045091436184817,0.00010300908511486496,0.0002556428694107127,0.003798720129525372,0.00018057034305014774,0.00023411378875830746,2.053150963683377,0.018614754479407993,0.003524905481451541,309.1473760575555,82.3795680252517,51.50579679726779,1.7943721992158124,-0.10693214168275578,-0.14259586212834052
288.6222222222,64.161052351,0.95,0.02,0.03,0.018357465047687645,0.004377578753954218,0.9761043538954087,0.00722771056130572,0.01666793554328553,0.8829770718363755,0.05279285290739134,0.06423007525623321,0.017918801559530698,0.0001326824440039726,0.0003059810441529747,0.0038653016698996247,0.00023110487124802646,0.000281172212806567,2.053150963683377,0.018614754479407993,0.003524905481451541,309.1473760575555,82.3795680252517,51.50579679726779,1.7382663965566256,-0.12762504991220758,-0.1701789003093046
288.6222222222,66.591316796,0.95,0.02,0.03,0.01831274579484478,0.004541759335364915,0.9717803179327524,0.00897243709731234,0.019247244969935115,0.8658316932759321,0.06261513994782475,0.07155316677624307,0.017795965930735933,0.00016430995972331586,0.0003524699043855266,0.0039323991757907765,0.0002843828963932137,0.00032497726318092465,2.053150963683377,0.018614754479407993,0.003524905481451541,309.1473760575555,82.3795680252517,51.50579679726779,1.6841049416124412,-0.14668692191859223,-0.1955919111874449
288.6222222222,69.021581241,0.95,0.02,0.03,0.01826955081117607,0.004705899113170547,0.9675359445770675,0.01082834923590739,0.021635706187025094,0.8499997265927718,0.07230214887906822,0.07769812452815993,0.017676447101089968,0.00019782907656656963,0.0003952746335195314,0.004000012959568132,0.000340246618290332,0.00036563953531208254,2.053150963683377,0.018614754479407993,0.003524905481451541,309.1473760575555,82.3795680252517,51.50579679726779,1.6317888482194907,-0.16421029551752486,-0.21896224959637522
288.6222222222,71.451845686,0.95,0.02,0.03,0.01822781206157592,0.004869978647086626,0.9633660830202628,0.012791424516018604,0.02384249246371849,0.8353549461680724,0.08183019536536633,0.08281485846656128,0.017560055907789897,0.00023315968207782183,0.0004345964717082009,0.0040681607505767105,0.00039851130411626103,0.0004033065923936545,2.053150963683377,0.018614754479407993,0.003524905481451541,309.1473760575555,82.3795680252517,51.50579679726779,1.58120567039411,-0.18028531288707628,-0.240413812611193
288.6222222222,73.882110131,0.95,0.02,0.03,0.018187434365781213,0.0050340032923768905,0.9592646845575213,0.014856921269045333,0.02587839417343334,0.8217865534481219,0.09117477620412116,0.08703867034775699,0.01744656348980174,0.00027020928045834095,0.00047066159552113386,0.004136876215688903,0.00045897412359327213,0.00043815295309471554,2.053150963683377,0.018614754479407993,0.003524905481451541,309.1473760575555,82.3795680252517,51.50579679726779,1.532234562310408,,
288.6222222222,76.312374576,0.95,0.02,0.03,0.018148301982887232,0.005197999584215322,0.9552250991435411,0.017019668090954888,0.027755232765504054,0.8091972190358313,0.10031216431721365,0.09049061664695507,0.017335713560890382,0.0003088780761631591,0.0005037103458336939,0.004206206808096446,0.0005214225884126156,0.00047037018770626054,2.053150963683377,0.018614754479407993,0.003524905481451541,309.1473760575555,82.3795680252517,51.50579679726779,1.484751055199337,-0.2084317412288863,-0.2780274641141822
288.6222222222,78.742639021,0.95,0.02,0.03,0.018110285148860907,0.005362010860178289,0.9512403503816992,0.01927432286159553,0.02948532675670529,0.797501342227813,0.10922058735616436,0.09327807041602271,0.017227233990514932,0.0003490634830747038,0.000533987675271271,0.004276210858032296,0.0005856419755588048,0.0005001580265871889,2.053150963683377,0.018614754479407993,0.003524905481451541,309.1473760575555,82.3795680252517,51.50579679726779,1.438631343039171,-0.22066103214401833,-0.2944038671576381
