T,P,z_carbon dioxide,z_hydrogen,z_argon,rho_l,rho_v,x_carbon dioxide,x_hydrogen,x_argon,y_carbon dioxide,y_hydrogen,y_argon,rhoL1_carbon dioxide,rhoL2_hydrogen,rhoL3_argon,rhoV1_carbon dioxide,rhoV2_hydrogen,rhoV3_argon,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,gamma_wsd,gamma_cDFT_minus_wsd_corrected,gamma_cDFT_minus_wsd_uncorrected
211.0777777778,59.729126389,0.95,0.02,0.03,0.027159072900674135,0.0035806846228323475,0.9503148439775853,0.01975649755351032,0.029928658468904367,0.10788937022912119,0.6712940159657812,0.22081661380509765,0.025809670126180004,0.0005365681573177769,0.000812834617176352,0.00038631780894648034,0.002403692160368045,0.0007906746535178222,17.324916275101526,0.02697981287155117,0.0002473766437044414,309.1473760575555,82.3795680252517,4.087196256561205,14.891114758681534,-2.1180942650376657,-2.896643989712098
222.1555555556,7.055597797,0.95,0.02,0.03,0.02613710902809135,0.00041585143485602517,0.9992128473307346,9.757018891501921e-05,0.0006895824803504951,0.9380639362855248,0.024827127126002005,0.037108936588473335,0.026116535132953006,2.5502026655633273e-06,1.8023692472782552e-05,0.00039009523389102647,1.0324396438700879e-05,1.543180452629789e-05,14.80844964881461,0.02613751915071385,0.00038856268819866414,309.1473760575555,82.3795680252517,6.578834446362182,14.770925895095793,-0.0231542893585317,-0.03479042251765563
222.1555555556,12.6808005457,0.95,0.02,0.03,0.02613539230305531,0.0007400854545124521,0.9905624612969135,0.0014222859987190978,0.008015252704367325,0.5520333627510466,0.2022697669834231,0.2456968702655301,0.025888738526674875,3.7172002543666445e-05,0.00020948177383676506,0.0004085518621776457,0.00014969691243205447,0.00018183667990275183,14.80844964881461,0.02613751915071385,0.00038856268819866414,309.1473760575555,82.3795680252517,6.578834446362182,14.364066380861008,-0.27693374024198647,-0.41378672801379324
222.1555555556,18.3060032944,0.95,0.02,0.03,0.026139607263011268,0.0010664528370357975,0.983082130922213,0.003070142099064189,0.01384772697872279,0.4008508129392971,0.30102838130991216,0.29812080575079064,0.025697380809590872,8.025230871117493e-05,0.0003619741447092193,0.00042748848668721913,0.0003210325712762497,0.0003179317790723286,14.80844964881461,0.02613751915071385,0.00038856268819866414,309.1473760575555,82.3795680252517,6.578834446362182,14.021255785116683,-0.49879420484762704,-0.7400861195488382
222.1555555556,23.9312060431,0.95,0.02,0.03,0.02614938548429253,0.001393205518357866,0.976666703765045,0.005008548155724726,0.018324748079230176,0.32049618128783147,0.37389361456743614,0.3056102041447324,0.025539234126425503,0.00013097045644068828,0.000479180901426339,0.0004465170483828298,0.000520910647094121,0.0004257778228809151,14.80844964881461,0.02613751915071385,0.00038856268819866414,309.1473760575555,82.3795680252517,6.578834446362182,13.735108332650682,-0.694673772723025,-1.022815758427532
222.1555555556,29.5564087918,0.95,0.02,0.03,0.026163777035031838,0.0017194370581034334,0.9711186800846108,0.00717813082478096,0.02170318909060834,0.2707555309884638,0.43239242626737234,0.29685204274416394,0.025408132620288168,0.00018780701442785823,0.000567837400315812,0.00046554709366803716,0.0007434715613673764,0.0005104184030680199,14.80844964881461,0.02613751915071385,0.00038856268819866414,309.1473760575555,82.3795680252517,6.578834446362182,13.494151304838216,-0.8703622164029223,-1.2716817552133026
222.1555555556,35.1816115404,0.95,0.02,0.03,0.02618169984599937,0.0020447521616003706,0.9662274231475642,0.009517331024781053,0.024255245827654925,0.23701336506282586,0.48057854101891906,0.2824080939182551,0.02529747637582295,0.00024917990422583514,0.0006350435659505898,0.00048463359054039094,0.0009826640105671872,0.0005774545604927926,14.80844964881461,0.02613751915071385,0.00038856268819866414,309.1473760575555,82.3795680252517,6.578834446362182,13.28687147951763,-1.0305684361807526,-1.4949848638460619
222.1555555556,40.8068142891,0.95,0.02,0.03,0.026202223613759432,0.002369018968032594,0.9618169374280043,0.01197551560966274,0.026207546962332868,0.21269183632692315,0.5206811524821623,0.2666270111909146,0.025201742469989834,0.00031378513789444973,0.0006866960058751476,0.0005038709946041649,0.0012335035265273137,0.0006316444469011153,14.80844964881461,0.02613751915071385,0.00038856268819866414,309.1473760575555,82.3795680252517,6.578834446362182,13.103937118669064,-1.178715401310292,-1.69892712920897
222.1555555556,46.4320170378,0.95,0.02,0.03,0.026224645056030057,0.002692211626330848,0.9577562931514368,0.014515378565944679,0.02772832828261845,0.19439384021323017,0.5543033919370393,0.2513027678497305,0.0251168188380755,0.00038066065074580577,0.0007271655672087483,0.0005233493567091594,0.001492302036287522,0.0006765602333341665,14.80844964881461,0.02613751915071385,0.00038856268819866414,309.1473760575555,82.3795680252517,6.578834446362182,12.93853015303538,-1.3171502039571052,-1.887829278315012
222.1555555556,52.0572197865,0.95,0.02,0.03,0.0262484611669282,0.0030143340476338747,0.9539528041893701,0.017110682571742163,0.028936513238887723,0.18018644678843676,0.5826981781148379,0.2371153750967254,0.025039793135846942,0.0004491290870240093,0.0007595389440572482,0.0005431421414765544,0.001756446957785784,0.0007147449483715367,14.80844964881461,0.02613751915071385,0.00038856268819866414,309.1473760575555,82.3795680252517,6.578834446362182,12.785880637482892,-1.447450791385867,-2.064623828395611
222.1555555556,57.6824225351,0.95,0.02,0.03,0.026273318431743544,0.003335389778587582,0.9503417948236558,0.019743206428212593,0.029914998748131548,0.16888768117289654,0.6068568171199643,0.2242555017071392,0.024968632594396595,0.0005187195493520755,0.0007859662879948696,0.0005633062455134375,0.0020241040248881225,0.0007479795081860221,14.80844964881461,0.02613751915071385,0.00038856268819866414,309.1473760575555,82.3795680252517,6.578834446362182,12.642687272681977,-1.570712539345985,-2.23133081583007
233.2333333333,10.8206256333,0.95,0.02,0.03,0.025232088795232182,0.0006281078235036387,0.9987778333482226,0.00017036332963165393,0.0010518033221457363,0.9393129814398063,0.024344590167120365,0.03634242839307332,0.02520125097775196,4.298622660717302e-06,2.6539194819501417e-05,0.0005899898323608705,1.5291027543958057e-05,2.2826963598810124e-05,12.372607922926212,0.02523354004865823,0.0005866857160875719,309.1473760575555,82.3795680252517,10.078945843410269,12.321820746415815,-0.027442424662261544,-0.0425201705859628
233.2333333333,15.9627329076,0.95,0.02,0.03,0.025225051507146524,0.0009168310861680299,0.9908067763806069,0.0015136693456196375,0.007679554273773481,0.6687085486416965,0.14743096223918917,0.1838604891191145,0.024993151967830616,3.818238720804413e-05,0.0001937171521078633,0.0006130927849810134,0.0001351692892445536,0.000168569011942463,12.372607922926212,0.02523354004865823,0.0005866857160875719,309.1473760575555,82.3795680252517,10.078945843410269,11.994902807803717,-0.20580606122138612,-0.3171010446972229
233.2333333333,21.104840182,0.95,0.02,0.03,0.025223486197526405,0.0012069094466583363,0.9837165234693893,0.0031447686365787225,0.013138707894032042,0.5273997695544256,0.2312621327896454,0.24133809765592898,0.0248127601520088,7.932202829915734e-05,0.00033140401721844844,0.0006365237640406659,0.00027911245271817765,0.00029127322989949277,12.372607922926212,0.02523354004865823,0.0005866857160875719,309.1473760575555,82.3795680252517,10.078945843410269,11.710774198206893,-0.36527422025251255,-0.5591228669533415
233.2333333333,26.2469474563,0.95,0.02,0.03,0.02522720295687372,0.0014970903294681448,0.9774512716638852,0.005043945271437827,0.017504783064676944,0.4408919229760132,0.2973732436133756,0.2617348334106111,0.024658361610719142,0.00012724463106592558,0.0004415967150886512,0.0006600550342280036,0.00044519460725615936,0.00039184068798398176,12.372607922926212,0.02523354004865823,0.0005866857160875719,309.1473760575555,82.3795680252517,10.078945843410269,11.46554133211288,-0.5087818782047719,-0.7732793362562767
233.2333333333,31.3890547307,0.95,0.02,0.03,0.025235538401781856,0.0017866776042466345,0.971893209468449,0.00716956723224543,0.02093722329930569,0.382605421915092,0.35251945071818924,0.2648751273667189,0.024526248409972064,0.00018092788921348642,0.0005283621025963106,0.0006835925385990293,0.0006298386076595139,0.00047324645798809154,12.372607922926212,0.02523354004865823,0.0005866857160875719,309.1473760575555,82.3795680252517,10.078945843410269,11.25294154471145,-0.6392477764373918,-0.9646786651190578
233.2333333333,36.531162005,0.95,0.02,0.03,0.02524763055709538,0.0020753539495809506,0.9669025372127433,0.009473375840728453,0.023624086946528188,0.3407436273795013,0.3994349197694305,0.25982145285106817,0.024411998044265512,0.00023918029335522482,0.0005964522194746431,0.0007071636328765877,0.0008289688383440378,0.0005392214783603251,12.372607922926212,0.02523354004865823,0.0005866857160875719,309.1473760575555,82.3795680252517,10.078945843410269,11.066105486813353,-0.7592277948375941,-1.138025037014108
233.2333333333,41.6732692794,0.95,0.02,0.03,0.025262650704002177,0.0023630198892210705,0.962349827646729,0.011911356641225331,0.025738815712045608,0.309285409990809,0.4396424404935321,0.25107214951565876,0.024311507550896012,0.00030091244223807214,0.0006502307108680913,0.0007308475752541749,0.0010388838310319073,0.000593288482934988,12.372607922926212,0.02523354004865823,0.0005866857160875719,309.1473760575555,82.3795680252517,10.078945843410269,10.898911820650268,-0.8707282973270267,-1.2971282370599813
233.2333333333,46.8153765537,0.95,0.02,0.03,0.025279910590001925,0.0026496759620716066,0.9581297978200236,0.014448049418683538,0.02742215276129289,0.28483952194289014,0.47424722540113534,0.2409132526559745,0.024221435622506816,0.0003652453975042491,0.0006932295699908587,0.0007547324343400439,0.0012566014732245433,0.0006383420545070192,12.372607922926212,0.02523354004865823,0.0005866857160875719,309.1473760575555,82.3795680252517,10.078945843410269,10.746493037139588,-0.975211877175111,-1.44483283794108
233.2333333333,51.9574838281,0.95,0.02,0.03,0.02529887932799175,0.0029353562453769484,0.954162295201406,0.017056633977278576,0.028781070821315428,0.2653500813113435,0.5041500207497214,0.23049989793893513,0.024139236765620013,0.0004315137247328947,0.0007281288376388435,0.0007788970183885333,0.0014798599120146127,0.0006765993149738024,12.372607922926212,0.02523354004865823,0.0005866857160875719,309.1473760575555,82.3795680252517,10.078945843410269,10.605198812538958,-1.0737358244892619,-1.5832067760708792
233.2333333333,57.0995911024,0.95,0.02,0.03,0.025319161136965997,0.0032200975918216857,0.9503881017425926,0.01971738540268611,0.029894512854721274,0.24949743889065282,0.5301039946452296,0.22039856646411768,0.024063029490675937,0.0004992276582102708,0.0007569039880797893,0.0008034061021374694,0.0017069865965721597,0.0007097048931120571,12.372607922926212,0.02523354004865823,0.0005866857160875719,309.1473760575555,82.3795680252517,10.078945843410269,10.472360927680338,-1.1670538966315647,-1.713729201074342
244.3111111111,15.9245424553,0.95,0.02,0.03,0.024244575406416533,0.0009205433626659037,0.9981655307823868,0.00028667664134996855,0.0015477925762633015,0.9411053571038248,0.023640424359989386,0.035254218536185725,0.02420009947913936,6.95035344846754e-06,3.7525573828707327e-05,0.000866328290051251,2.1762035735193575e-05,3.245303687945904e-05,10.029783714094915,0.024248328319140908,0.0008595708347877037,309.1473760575555,82.3795680252517,14.817630099713131,9.964366765456138,-0.031873240317889184,-0.050186158907564504
244.3111111111,20.600612858,0.95,0.02,0.03,0.024231673986355406,0.0011790947998518526,0.9908169119012753,0.0016529285896808544,0.007530159509043807,0.7590095348884033,0.10584960348220385,0.135140861629393,0.024009152389359127,4.005322670787269e-05,0.00018246837028840362,0.0008949441956248896,0.00012480671703224712,0.00015934388719471607,10.029783714094915,0.024248328319140908,0.0008595708347877037,309.1473760575555,82.3795680252517,14.817630099713131,9.705741462517063,-0.15872854165525574,-0.2486832828825829
244.3111111111,25.2766832606,0.95,0.02,0.03,0.024223738834757043,0.0014383621564948899,0.9841229236393417,0.003274445627953106,0.012602630732705119,0.6421873396273798,0.1708762098430196,0.18693645052960053,0.023839136683536963,7.931931572014807e-05,0.0003052828354999316,0.0009236979667001543,0.000245781873683479,0.0002688823161112565,10.029783714094915,0.024248328319140908,0.0008595708347877037,309.1473760575555,82.3795680252517,14.817630099713131,9.475081777623183,-0.2739462701303701,-0.4268098944736405
244.3111111111,29.9527536633,0.95,0.02,0.03,0.02422069939669438,0.0016974920544136844,0.9780553785352624,0.005139530921643177,0.01680509054309453,0.561113238437609,0.2259868729953746,0.2128998885670163,0.023689185316822722,0.00012448303349313502,0.0004070310463785241,0.0009524852638741724,0.00038361092131144277,0.000361395869228069,10.029783714094915,0.024248328319140908,0.0008595708347877037,309.1473760575555,82.3795680252517,14.817630099713131,9.2703381730692,-0.37899069173549194,-0.5869892023748129
244.3111111111,34.6288240659,0.95,0.02,0.03,0.024222122340527126,0.0019559715152201573,0.9725468551194677,0.007220072339153531,0.02023307254137881,0.5016696027521153,0.2741210299452977,0.22420936730258717,0.023557148906598657,0.00017488547550643268,0.0004900879584220376,0.0009812514530349492,0.000536172926295814,0.0004385471358893942,10.029783714094915,0.024248328319140908,0.0008595708347877037,309.1473760575555,82.3795680252517,14.817630099713131,9.088199410025908,-0.4753787742513307,-0.7319213292894222
244.3111111111,39.3048944686,0.95,0.02,0.03,0.024227366776428495,0.002213554603216049,0.9675096475633661,0.009480235466778427,0.02301011696985557,0.45628963377762816,0.31662029355384214,0.22709007266852957,0.02344021109125074,0.00022968114178054675,0.0005574745433972124,0.001010022019248234,0.000700856308267724,0.0005026762757000908,10.029783714094915,0.024248328319140908,0.0008595708347877037,309.1473760575555,82.3795680252517,14.817630099713131,8.924798908496594,-0.5645102025252733,-0.864217665591319
244.3111111111,43.9809648712,0.95,0.02,0.03,0.02423574795668613,0.002470168101642846,0.9628547171530951,0.011884162563700017,0.02526112028320483,0.42056643414278766,0.3542583662203082,0.22517519963690427,0.023335504243828728,0.0002880215685701185,0.000612222144287284,0.0010388697902411908,0.0008750777159775148,0.0005562205954241407,10.029783714094915,0.024248328319140908,0.0008595708347877037,309.1473760575555,82.3795680252517,14.817630099713131,8.776405002741745,-0.6475627649500808,-0.9861414107189201
244.3111111111,48.6570352739,0.95,0.02,0.03,0.024246641988858522,0.002725829378142539,0.9585031389598483,0.014400385076105287,0.02709647596404639,0.3917643805459535,0.3876177139412818,0.22061790551276467,0.023240482455556554,0.00034916098144202606,0.0006569985518599429,0.0010678828578019734,0.0010565797521495967,0.0006013667681909687,10.029783714094915,0.024248328319140908,0.0008595708347877037,309.1473760575555,82.3795680252517,14.817630099713131,8.639806870158285,-0.7254610207078223,-1.0995076466727323
244.3111111111,53.3331056765,0.95,0.02,0.03,0.024259528218597944,0.0029805920361467716,0.9543901699243845,0.01700326885864867,0.02860656121696678,0.368096666563572,0.4172073679607174,0.21469596547571068,0.023153055258833093,0.0004124912806847951,0.0006939816790800552,0.0010971459928915562,0.00124352495836547,0.0006399210848897455,10.029783714094915,0.024248328319140908,0.0008595708347877037,309.1473760575555,82.3795680252517,14.817630099713131,8.512422222845455,-0.798910957054054,-1.2057153682380415
244.3111111111,58.0091760792,0.95,0.02,0.03,0.02427399246133454,0.0032345164071965584,0.9504649050955095,0.019672764492136393,0.029862330412354084,0.348346651865577,0.4434893117676641,0.20816403636675893,0.023071577941051448,0.00047753653697572867,0.0007248779833073642,0.0011267329608511964,0.0014344734553288193,0.0006733099910165428,10.029783714094915,0.024248328319140908,0.0008595708347877037,309.1473760575555,82.3795680252517,14.817630099713131,8.392249494463837,-0.8684421055816731,-1.3058184599760043
255.3888888889,22.6842052231,0.95,0.02,0.03,0.023145588780565912,0.001322971714266535,0.997241076249512,0.0004834541138551922,0.0022754696366329235,0.9420365687139276,0.023289905405307027,0.03467352588076525,0.02308173186596018,1.1189830113565173e-05,5.266708449216939e-05,0.0012462877342132293,3.0811886079164476e-05,4.5872093974141075e-05,7.796626221595734,0.023154359338221058,0.0012325538115126164,309.1473760575555,82.3795680252517,21.043603896923365,7.713976140768557,-0.037477598127834355,-0.05881874872053228
255.3888888889,26.8883430316,0.95,0.02,0.03,0.02312602754615133,0.001555221201863615,0.9904946758247514,0.0018754124662499533,0.007629911708998783,0.8239943956058782,0.07639752782484141,0.09960807656928049,0.02290620715743943,4.337084035489202e-05,0.00017644954835700842,0.001281493554263057,0.00011881505504315884,0.00015491259255739939,7.796626221595734,0.023154359338221058,0.0012325538115126164,309.1473760575555,82.3795680252517,21.043603896923365,7.514618667075873,-0.12799665890257472,-0.2001110157258008
255.3888888889,31.09248084,0.95,0.02,0.03,0.023110850395171,0.0017876885690863633,0.9842205732636162,0.0034913512300706476,0.012288075506313091,0.7365416782259594,0.12297631293432663,0.14048200883971398,0.022746174424544872,8.068809595515898e-05,0.000283987874670967,0.001316707138820234,0.0002198433489010832,0.00025113808136504614,7.796626221595734,0.023154359338221058,0.0012325538115126164,309.1473760575555,82.3795680252517,21.043603896923365,7.332790239205985,-0.21109077583946156,-0.3286530677646775
255.3888888889,35.2966186484,0.95,0.02,0.03,0.0231000637006297,0.002019816642781807,0.9784057462519222,0.005324476895581225,0.016269776852496646,0.6693040501728769,0.1650185416877043,0.16567740813941886,0.022601235063481544,0.00012299575546045739,0.0003758328816877031,0.0013518714596204465,0.0003333071968684086,0.00033463798629295225,7.796626221595734,0.023154359338221058,0.0012325538115126164,309.1473760575555,82.3795680252517,21.043603896923365,7.16745414724441,-0.2875014260010271,-0.44569328472244685
255.3888888889,39.5007564568,0.95,0.02,0.03,0.023093412769550636,0.002251248941751075,0.9730140309676847,0.0073566624023386675,0.019629306629976688,0.6160864012628161,0.20344384620027195,0.180469752536912,0.02247021464770107,0.00016989044146344085,0.0004533076803861286,0.001386963858870143,0.0004580027434641307,0.0004062823394168015,7.796626221595734,0.023154359338221058,0.0012325538115126164,309.1473760575555,82.3795680252517,21.043603896923365,7.016949084268353,-0.3580240577493319,-0.552634993113827
255.3888888889,43.7048942653,0.95,0.02,0.03,0.023090461788745527,0.002481806571538439,0.967994386285085,0.009562938331657032,0.022442675383257865,0.5729762127919704,0.2386804515130376,0.18834333569499198,0.022351437388235935,0.0002208126621352566,0.0005182117383743356,0.0014220161302423192,0.0005923587130628185,0.00046743172823330133,7.796626221595734,0.023154359338221058,0.0012325538115126164,309.1473760575555,82.3795680252517,21.043603896923365,6.87925408181398,-0.423427594172221,-0.6508821661292599
255.3888888889,47.9090320737,0.95,0.02,0.03,0.02309069438173349,0.0027114396504812504,0.963290538201922,0.011916209516706822,0.02479325228137117,0.5373896696995415,0.2709646645392394,0.19164566576121916,0.022243047418436152,0.0002751535521389814,0.0005724934111583583,0.0014570996581823594,0.0007347043353110445,0.0005196356569878467,7.796626221595734,0.023154359338221058,0.0012325538115126164,309.1473760575555,82.3795680252517,21.043603896923365,6.752289128672325,-0.48440184921260343,-0.741720788814412
