temperature,pressure,z_carbon dioxide,z_argon,z_oxygen,Tc,Pc,Tr,Pr,P_bubble,P_dew,liquid_density,vapor_density,x_carbon dioxide,x_argon,x_oxygen,y_carbon dioxide,y_argon,y_oxygen,gamma,interfacial_thickness,E_carbon dioxide,E_argon,E_oxygen,gamma0_CO2,rhoL0_CO2,rhoV0_CO2,Tc_CO2,Psat_CO2
200.0,2.4937073506937133,0.9700000000000001,0.025249000000000004,0.004751000000000001,306.95,85.33,0.6515719172503666,0.029224274589168094,10.402440688953922,2.4690171789046667,1222.3112055814474,6.835090980356075,0.9996223649999773,0.00031108471467733076,6.65502853454502e-05,0.9607374445880962,0.03304678461941991,0.00621577079248393,19.88004214915593,0.6054079760784888,1.000000000898186,4.6201068713882245,3.996233745431894,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.7628352448789086,0.9700000000000001,0.025249000000000004,0.004751000000000001,306.95,85.33,0.6515719172503666,0.032378240300936466,10.402440688953922,2.4690171789046667,1222.1388501530312,7.488019103882913,0.99862046580105,0.0011373135043372658,0.0002422206946127799,0.8703846374372103,0.10917126768642074,0.020444094876368994,19.793820366067493,0.6081183663887536,1.0000000009682501,4.5953365895001355,3.9759030144934364,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.0319631390641044,0.9700000000000001,0.025249000000000004,0.004751000000000001,306.95,85.33,0.6515719172503666,0.03553220601270485,10.402440688953922,2.4690171789046667,1221.966390689883,8.142548776271779,0.9976183610203814,0.0019650033237834734,0.0004166356558351275,0.7959099148538286,0.17201777316921,0.032072311976961476,19.70794425938527,0.6108154896967869,1.0000000010323924,4.570657803028065,3.9556618374307977,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.3010910332492998,0.9700000000000001,0.025249000000000004,0.004751000000000001,306.95,85.33,0.6515719172503666,0.03868617172447322,10.402440688953922,2.4690171789046667,1221.7938099239095,8.798646113832445,0.9966159817145772,0.0027942033493189027,0.0005898149361039365,0.7334757005722587,0.2247947129310367,0.041729586496704496,19.622404466632506,0.6135176902934995,1.000000001106261,4.546078558346362,3.935515465140699,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.570218927434495,0.9700000000000001,0.025249000000000004,0.004751000000000001,306.95,85.33,0.6515719172503666,0.04184013743624159,10.402440688953922,2.4690171789046667,1221.6210946005797,9.456286843116002,0.9956132778954331,0.003624947088236915,0.0007617750163299248,0.6803870768269322,0.26975519714477925,0.04985772602828861,19.53719783290237,0.6161793832161259,1.0000000011688568,4.5216062251698625,3.91546878392332,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.839346821619691,0.9700000000000001,0.025249000000000004,0.004751000000000001,306.95,85.33,0.6515719172503666,0.04499410314800997,10.402440688953922,2.4690171789046667,1221.4482341763476,10.115453529807313,0.9946102123873639,0.0044572574560725895,0.0009325301565633794,0.6346965035561344,0.30852749684544095,0.05677599959842465,19.45231907334136,0.6188728673468575,1.000000001242903,4.497247671368801,3.895605623120466,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.108474715804887,0.9700000000000001,0.025249000000000004,0.004751000000000001,306.95,85.33,0.6515719172503666,0.048148068859778355,10.402440688953922,2.4690171789046667,1221.2752197905897,10.776133638836642,0.9936067559969881,0.005291150778695133,0.001102093224316775,0.594961794182519,0.3423173835122863,0.06272082230519456,19.36776901487642,0.6215255098473754,1.0000000012945078,4.473008987232728,3.8759047960881308,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.377602609990082,0.9700000000000001,0.025249000000000004,0.004751000000000001,306.95,85.33,0.6515719172503666,0.05130203457154672,10.402440688953922,2.4690171789046667,1221.1020439553013,11.438318292552843,0.9926028860300045,0.006126638014246116,0.0012704759557493849,0.5600923708214701,0.3720366648791144,0.06787096429941536,19.283544089235598,0.624185694358701,1.000000001343469,4.4488958082936705,3.8563093812138973,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.646730504175277,0.9700000000000001,0.025249000000000004,0.004751000000000001,306.95,85.33,0.6515719172503666,0.0544560002833151,10.402440688953922,2.4690171789046667,1220.9287000711997,12.102001331042745,0.9915985840183309,0.006963726639759781,0.0014376893419093273,0.5292483494925575,0.39838755420640926,0.07236409630103324,19.199642420610587,0.6268289960625432,1.0000000013523367,4.424913165914928,3.8368229561164138,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.915858398360473,0.9700000000000001,0.025249000000000004,0.004751000000000001,306.95,85.33,0.6515719172503666,0.05760996599508347,10.402440688953922,2.4690171789046667,1220.755182214463,12.767178675089061,0.9905938347098869,0.007802421488993629,0.0016037438011194144,0.501772480649196,0.42191957119020645,0.07630794816059767,19.116062306544816,0.6294579151772596,1.0000000012879935,4.40106557062166,3.817448723536129,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
