T,P,z_carbon dioxide,z_oxygen,z_carbon monoxide,rho_l,rho_v,x_carbon dioxide,x_oxygen,x_carbon monoxide,y_carbon dioxide,y_oxygen,y_carbon monoxide,rhoL1_carbon dioxide,rhoL2_oxygen,rhoL3_carbon monoxide,rhoV1_carbon dioxide,rhoV2_oxygen,rhoV3_carbon monoxide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,parachor_carbon dioxide,parachor_oxygen,parachor_carbon monoxide,n_exp,gamma_parachor,gamma_cDFT_minus_parachor
213.7517241379,17.380878132,0.97,0.011993,0.018007,0.02667390274158525,0.0010721622846038075,0.9712793494028704,0.01168512391067984,0.01703552668644968,0.30563494831933874,0.17187279009760492,0.5224922615830564,0.025907810900882365,0.00031168785871684633,0.00045440398198603885,0.0003276902644448289,0.00018427552329227875,0.0005601964968666999,16.710657418380034,0.026781293913340286,0.00027701764690281897,309.1473760575555,82.3795680252517,4.607974115147516,78.10935503812522,55.44611770258769,63.65845399182276,3.87,14.575428666132764,-0.564559432529812
213.7517241379,17.8298956592,0.97,0.011993,0.018007,0.02666957258873117,0.0011012757966371563,0.9703644787546482,0.011906694471677233,0.017728826773674634,0.29941866418057045,0.17078106578768917,0.5298002700317405,0.025879205903673375,0.00031754645250424006,0.0004728202325535563,0.0003297425279234909,0.00018807705427588,0.0005834562144377854,16.710657418380034,0.026781293913340286,0.00027701764690281897,309.1473760575555,82.3795680252517,4.607974115147516,78.10935503812522,55.44611770258769,63.65845399182276,3.87,14.502489442002272,-0.5782322531919153
217.1896551724,5.5842066287,0.97,0.011993,0.018007,0.02652004990819515,0.00033298872132253766,0.9994116606634674,0.00034139557752934047,0.0002469437590032091,0.9609710344736201,0.015569878431355443,0.023459087095024356,0.026504447119627354,9.053827754515216e-06,6.548960813282421e-06,0.000319992515997367,5.1845939100044076e-06,7.811611415166204e-06,15.927170675001971,0.02652175808504949,0.000319110625583163,309.1473760575555,82.3795680252517,5.350261276682839,78.03419674262044,55.44611770258769,63.65845399182276,3.87,15.888453573296104,-0.01175726734539495
217.1896551724,6.0331087598,0.97,0.011993,0.018007,0.02651672641308121,0.0003596793144869552,0.9982914596463417,0.0009794126667793523,0.0007291276868789731,0.8944032137896918,0.04142208628419601,0.06417469992611209,0.026471421515957543,2.5970817730494355e-05,1.933407939317247e-05,0.00032169833481080596,1.489866759931913e-05,2.3082312076830053e-05,15.927170675001971,0.02652175808504949,0.000319110625583163,309.1473760575555,82.3795680252517,5.350261276682839,78.03419674262044,55.44611770258769,63.65845399182276,3.87,15.814284995998326,-0.03397717072734885
217.1896551724,6.4820108908,0.97,0.011993,0.018007,0.026513343411121403,0.000386448525381039,0.9971824740832189,0.001595389915423679,0.001222136001357323,0.8369118444891018,0.06290075562376275,0.10018739988713547,0.02643864137892005,4.2299120702267926e-05,3.240291149908144e-05,0.00032342334817673883,2.430790425615621e-05,3.8717272948143974e-05,15.927170675001971,0.02652175808504949,0.000319110625583163,309.1473760575555,82.3795680252517,5.350261276682839,78.03419674262044,55.44611770258769,63.65845399182276,3.87,15.740277599762448,-0.0557557131770281
217.1896551724,6.9309130219,0.97,0.011993,0.018007,0.026509901876002082,0.00041329510664371875,0.9960844054614096,0.0021898158435828038,0.0017257786950075275,0.7867705963608472,0.08085527824523471,0.13237412539391794,0.026406099848997843,5.805180313989485e-05,4.575022386434448e-05,0.00032516843752709856,3.341709084507183e-05,5.470957827154831e-05,15.927170675001971,0.02652175808504949,0.000319110625583163,309.1473760575555,82.3795680252517,5.350261276682839,78.03419674262044,55.44611770258769,63.65845399182276,3.87,15.666430675277146,-0.07710751284018968
217.1896551724,7.379815153,0.97,0.011993,0.018007,0.026506402908674804,0.00044021813994960283,0.9949969551468038,0.002763200181538222,0.0022398446716581028,0.7426636373910314,0.09593398825297622,0.1614023743559925,0.026373790186025814,7.324249732917547e-05,5.93702253198181e-05,0.0003269340050604861,4.223188186667224e-05,7.105225302244449e-05,15.927170675001971,0.02652175808504949,0.000319110625583163,309.1473760575555,82.3795680252517,5.350261276682839,78.03419674262044,55.44611770258769,63.65845399182276,3.87,15.592743474080496,-0.09803284047542782
217.1896551724,7.828717284,0.97,0.011993,0.018007,0.026502847713746367,0.0004672169530360345,0.9939198224939253,0.003316072768249972,0.002764104737824663,0.7035708010237427,0.10864032138031259,0.18778887759594481,0.026341705695230325,8.788537158463036e-05,7.325664693141187e-05,0.00032872020589943515,5.0758599932165196e-05,8.773814720443418e-05,15.927170675001971,0.02652175808504949,0.000319110625583163,309.1473760575555,82.3795680252517,5.350261276682839,78.03419674262044,55.44611770258769,63.65845399182276,3.87,15.519215149848991,-0.11853964220087398
217.1896551724,8.2776194151,0.97,0.011993,0.018007,0.02649923757395607,0.0004942910579045802,0.9928527032673138,0.0038489817809888743,0.003298314951697282,0.6686891050272066,0.11937116833051681,0.2119397266422766,0.026309839659825057,0.00010199508263225273,8.74028314987577e-05,0.0003305270451331649,5.900410107739688e-05,0.00010475991169401843,15.927170675001971,0.02652175808504949,0.000319110625583163,309.1473760575555,82.3795680252517,5.350261276682839,78.03419674262044,55.44611770258769,63.65845399182276,3.87,15.445844737626203,-0.1386330195497809
217.1896551724,8.7265215462,0.97,0.011993,0.018007,0.026495573831656745,0.0005214401082847475,0.9917952896406066,0.004362490962114903,0.0038422193972784623,0.6373779900614838,0.12844363198915631,0.23417837794935986,0.026278185322562077,0.00011558670137665067,0.00010180180771801518,0.00033235444815597477,6.697566137291192e-05,0.00012210999875586072,15.927170675001971,0.02652175808504949,0.000319110625583163,309.1473760575555,82.3795680252517,5.350261276682839,78.03419674262044,55.44611770258769,63.65845399182276,3.87,15.372631154101148,-0.15831758075711022
217.1896551724,9.1754236772,0.97,0.011993,0.018007,0.02649185787265844,0.0005486638685679251,0.9907472707481174,0.00485717647706369,0.004395552774818926,0.6091203001762724,0.1361140895744455,0.2547656102492822,0.026246735884383376,0.0001286756288927911,0.0001164463593822724,0.00033420230031796936,7.468088295251635e-05,0.0001397806852974394,15.927170675001971,0.02652175808504949,0.000319110625583163,309.1473760575555,82.3795680252517,5.350261276682839,78.03419674262044,55.44611770258769,63.65845399182276,3.87,15.2995732080762,-0.17759757804344822
217.1896551724,9.6243258083,0.97,0.011993,0.018007,0.02648809111230101,0.0005759621909070741,0.98970833362036,0.005333623598526568,0.004958042781113438,0.583493979009587,0.142592020941677,0.2739140000487359,0.026215484515539702,0.0001412775078364905,0.00013132908892481905,0.000336070470531448,8.212761278743567e-05,0.00015776410758819033,15.927170675001971,0.02652175808504949,0.000319110625583163,309.1473760575555,82.3795680252517,5.350261276682839,78.03419674262044,55.44611770258769,63.65845399182276,3.87,15.22666961583606,-0.19647700910356036
217.1896551724,10.0732279394,0.97,0.011993,0.018007,0.026484274983344134,0.0006033349980820138,0.9886781643285812,0.0057924233811143975,0.005529412290304353,0.5601512034852817,0.14805020670627578,0.2917985898084425,0.026184424374106046,0.00015340813364538567,0.00014644247559270315,0.00033795882528043017,8.932387117917265e-05,0.00017605230162241097,15.927170675001971,0.02652175808504949,0.000319110625583163,309.1473760575555,82.3795680252517,5.350261276682839,78.03419674262044,55.44611770258769,63.65845399182276,3.87,15.153919018395511,-0.21495968908537932
217.1896551724,10.5221300704,0.97,0.011993,0.018007,0.02648041092830981,0.0006307822706904405,0.987656449677681,0.006234169269077732,0.006109381053241306,0.5388027758228696,0.15263236244320807,0.3085648617339223,0.02615354864346053,0.00016508336404181916,0.00016177892080745997,0.00033986723838786207,9.627778816277311e-05,0.00019463724413980532,15.927170675001971,0.02652175808504949,0.000319110625583163,309.1473760575555,82.3795680252517,5.350261276682839,78.03419674262044,55.44611770258769,63.65845399182276,3.87,15.081320010591618,-0.23305023558052085
217.1896551724,10.9710322015,0.97,0.011993,0.018007,0.026476500379912726,0.0006583040363744969,0.9866428768044796,0.006659454680743725,0.006697668514776771,0.5192062797423267,0.1564589336770011,0.3243347865806721,0.02612285050255199,0.0001763190543847228,0.0001773308229760167,0.0003417955896653598,0.00010299754756641952,0.00021351089914271746,15.927170675001971,0.02652175808504949,0.000319110625583163,309.1473760575555,82.3795680252517,5.350261276682839,78.03419674262044,55.44611770258769,63.65845399182276,3.87,15.00887111640181,-0.2507505056782531
217.1896551724,11.4199343326,0.97,0.011993,0.018007,0.02647254476718929,0.000685900363117643,0.9856371366178153,0.0070688693527973835,0.007293994029387317,0.5011570114031184,0.1596315469604293,0.3392114416364524,0.02609232322331938,0.00018713096039534111,0.00019309058347456712,0.00034374377610035166,0.00010949133602518954,0.00023266525099210184,15.927170675001971,0.02652175808504949,0.000319110625583163,309.1473760575555,82.3795680252517,5.350261276682839,78.03419674262044,55.44611770258769,63.65845399182276,3.87,14.936570860619529,-0.26806482618408545
217.1896551724,11.8688364636,0.97,0.011993,0.018007,0.026468545500101127,0.0007135713523999055,0.9846389235509849,0.0074629973257330125,0.007898079123282031,0.484480923050252,0.16223647311671116,0.3532826038330369,0.02606196014917984,0.00019753468428329726,0.00020905066663798926,0.0003457117074729228,0.0001157672995304825,0.0002520923453965002,15.927170675001971,0.02652175808504949,0.000319110625583163,309.1473760575555,82.3795680252517,5.350261276682839,78.03419674262044,55.44611770258769,63.65845399182276,3.87,14.864417749041026,-0.28499667964252673
217.1896551724,12.3177385947,0.97,0.011993,0.018007,0.026464503965701377,0.0007413171344627906,0.9836479368906162,0.007842414569529164,0.008509648539854666,0.4690290995557538,0.1643473475573522,0.36662355288689413,0.02603175472669569,0.00020754561147597883,0.00022520362752970874,0.00034769930806233436,0.00012183350474777664,0.0002717843216526797,15.927170675001971,0.02652175808504949,0.000319110625583163,309.1473760575555,82.3795680252517,5.350261276682839,78.03419674262044,55.44611770258769,63.65845399182276,3.87,14.792410288898484,-0.3015495203838352
217.1896551724,12.7666407258,0.97,0.011993,0.018007,0.026460421523271247,0.0007691378643483633,0.9826638816743012,0.008207687017872233,0.009128431307826522,0.45467338528565293,0.1660273296694459,0.37929928504490107,0.02600170052479595,0.00021717885822398043,0.000241542140251316,0.00034970651653464766,0.00012769790576541926,0.0002917334420482963,15.927170675001971,0.02652175808504949,0.000319110625583163,309.1473760575555,82.3795680252517,5.350261276682839,78.03419674262044,55.44611770258769,63.65845399182276,3.87,14.72054699998552,-0.3177267850346972
217.1896551724,13.2155428568,0.97,0.011993,0.018007,0.026456299500312936,0.0007970337186859742,0.9816864694659079,0.008559368886218235,0.009754161647873825,0.44130289260167394,0.16733083261275772,0.39136627478556824,0.025971791251594867,0.0002264492267874496,0.0002580590219306159,0.00035173328555718924,0.00013336831576816658,0.00031193211736061825,15.927170675001971,0.02652175808504949,0.000319110625583163,309.1473760575555,82.3795680252517,5.350261276682839,78.03419674262044,55.44611770258769,63.65845399182276,3.87,14.648826424260598,-0.333531906435967
217.1896551724,13.6644449879,0.97,0.011993,0.018007,0.02645213918931949,0.0008250048930349766,0.9807154190089202,0.008898001262865272,0.01038657972821463,0.42882119153778187,0.16830492092071472,0.40287388754150333,0.025942020768735745,0.00023537116791205279,0.0002747472526716976,0.00035377958125575894,0.00013885238328145444,0.00033237292849776315,15.927170675001971,0.02652175808504949,0.000319110625583163,309.1473760575555,82.3795680252517,5.350261276682839,78.03419674262044,55.44611770258769,63.65845399182276,3.87,14.577247134072126,-0.3489683165720763
217.1896551724,14.113347119,0.97,0.011993,0.018007,0.026447941845242566,0.0008530515996871638,0.9797504567609833,0.009224110957891864,0.011025432281124915,0.4171440305952539,0.1689904487425458,0.4138655206622001,0.02591238310326433,0.00024395875018838872,0.0002915999917898518,0.00035584538259923255,0.00014415757263168034,0.00035304864445625075,15.927170675001971,0.02652175808504949,0.000319110625583163,309.1473760575555,82.3795680252517,5.350261276682839,78.03419674262044,55.44611770258769,63.65845399182276,3.87,14.505807739045812,-0.3640394289461497
217.1896551724,14.56224925,0.97,0.011993,0.018007,0.026443708683584845,0.0008811740658196415,0.9787913173165191,0.00953820959128379,0.011670473092197115,0.40619747521062494,0.16942299375785705,0.42437953103151804,0.025882872457140285,0.0002522256357948834,0.00030861059064967616,0.0003579306807570194,0.00014929114825294664,0.0003739522368096755,15.927170675001971,0.02652175808504949,0.000319110625583163,309.1473760575555,82.3795680252517,5.350261276682839,78.03419674262044,55.44611770258769,63.65845399182276,3.87,14.434506891785029,-0.3787486471375292
217.1896551724,15.0111513811,0.97,0.011993,0.018007,0.026439440879045584,0.0009093725319355103,0.9778377437252749,0.009840792899934392,0.012321463374790736,0.3959163772995546,0.16963362874663007,0.43444999395381523,0.025853483214523732,0.0002601850620807469,0.00032577260244110514,0.0003600354784596307,0.00015426016247473135,0.0003950768910011481,15.927170675001971,0.02652175808504949,0.000319110625583163,309.1473760575555,82.3795680252517,5.350261276682839,78.03419674262044,55.44611770258769,63.65845399182276,3.87,14.363343292476943,-0.39309937900700476
217.1896551724,15.4600535122,0.97,0.011993,0.018007,0.026435139564652124,0.0009376472505376812,0.9768894877160774,0.010132340242153454,0.012978172041769211,0.38624310920004185,0.16964956313493473,0.4441073276650234,0.025824209947016022,0.00026784982841786763,0.0003430797892182353,0.00036215978938054457,0.00015907144642839032,0.0004164160147287463,15.927170675001971,0.02652175808504949,0.000319110625583163,309.1473760575555,82.3795680252517,5.350261276682839,78.03419674262044,55.44611770258769,63.65845399182276,3.87,14.29231569252139,-0.4070950352447227
217.1896551724,15.9089556432,0.97,0.011993,0.018007,0.026430805831312243,0.0009659984849840887,0.9759463098352539,0.010413314278274863,0.013640375886471266,0.37712651024382404,0.16949467961390818,0.45337881014226783,0.025795047417041292,0.0002752322877495143,0.00036052612652143565,0.00036430363754287045,0.0001637316037198988,0.00043796324372131953,15.927170675001971,0.02652175808504949,0.000319110625583163,309.1473760575555,82.3795680252517,5.350261276682839,78.03419674262044,55.44611770258769,63.65845399182276,3.87,14.221422897302977,-0.42073902455846657
217.1896551724,16.3578577743,0.97,0.011993,0.018007,0.026426440727731433,0.0009944265085064668,0.9750079795096607,0.010684160806271199,0.014307859684068175,0.36852100545381217,0.169189985480476,0.4622890090657118,0.025765990579577232,0.00028234434227247714,0.0003781058058817258,0.0003664670567647271,0.00016824700653560957,0.0004597124452061302,15.927170675001971,0.02652175808504949,0.000319110625583163,309.1473760575555,82.3795680252517,5.350261276682839,78.03419674262044,55.44611770258769,63.65845399182276,3.87,14.150663768189494,-0.4340347533293105
217.1896551724,16.8067599054,0.97,0.011993,0.018007,0.026422045260637822,0.0010229316033492683,0.9740742750436222,0.010945308732296159,0.014980416224081613,0.3603858644392619,0.168753994203275,0.4708601413574631,0.02573703458242556,0.0002891974427163835,0.00039581323549587753,0.0003686500901352662,0.00017262379386194922,0.00048165771935205283,15.927170675001971,0.02652175808504949,0.000319110625583163,309.1473760575555,82.3795680252517,5.350261276682839,78.03419674262044,55.44611770258769,63.65845399182276,3.87,14.080037223877934,-0.44698562471531034
217.1896551724,17.2556620364,0.97,0.011993,0.018007,0.026417620395270125,0.0010515140600195379,0.9731449835593111,0.011197170157064963,0.015657846283623978,0.352684575158271,0.16820304953704387,0.4791123753046851,0.025708174765231268,0.00029580259071058934,0.0004136430393282693,0.0003708527895309394,0.00017686787152636446,0.000503793398962234,15.927170675001971,0.02652175808504949,0.000319110625583163,309.1473760575555,82.3795680252517,5.350261276682839,78.03419674262044,55.44611770258769,63.65845399182276,3.87,14.009542241169353,-0.4595950418956942
217.1896551724,17.7045641675,0.97,0.011993,0.018007,0.026413167056077942,0.001080174176626703,0.9722199008883148,0.01144014056070172,0.016339958550983476,0.3453843123026313,0.16755160205066372,0.487064085646705,0.0256794066574066,0.0003021703437748277,0.0004315900548965158,0.0003730752151612748,0.00018098491378756067,0.0005261140476778676,15.927170675001971,0.02652175808504949,0.000319110625583163,309.1473760575555,82.3795680252517,5.350261276682839,78.03419674262044,55.44611770258769,63.65845399182276,3.87,13.939177855243603,-0.47186639750045245
217.1896551724,18.1534662985,0.97,0.011993,0.018007,0.026408686127599505,0.0011089122582960752,0.9712988314229566,0.011674599069747375,0.017026569507296127,0.3384554840483198,0.16681244601958833,0.4947320699320919,0.025650725975153044,0.0003083108224985236,0.00044964932994793995,0.00037531743514871357,0.00018498036622747384,0.0005486144569198878,15.927170675001971,0.02652175808504949,0.000319110625583163,309.1473760575555,82.3795680252517,5.350261276682839,78.03419674262044,55.44611770258769,63.65845399182276,3.87,13.86894315952874,-0.48380306386518157
217.1896551724,18.6023684296,0.97,0.011993,0.018007,0.026404178455483207,0.0011377286166457579,0.9703815879347426,0.011900908791714742,0.01771750327354263,0.33187134402424345,0.16599692313213696,0.5021317328436197,0.025622128617744114,0.0003142337195188651,0.00046781611822022747,0.0003775795251410709,0.0001888594497225784,0.0005712896417821087,15.927170675001971,0.02652175808504949,0.000319110625583163,309.1473760575555,82.3795680252517,5.350261276682839,78.03419674262044,55.44611770258769,63.65845399182276,3.87,13.798837305237184,-0.49540840432168487
220.6275862069,6.4524893993,0.97,0.011993,0.018007,0.026254860703851978,0.0003820815114263232,0.9993224492981982,0.00038898380300698233,0.0002885668987948186,0.9610091076552373,0.015551040439700209,0.023439851905062602,0.026237071704556376,1.021271556400292e-05,7.5762837316005135e-06,0.0003671838123473752,5.94176503545253e-06,8.9559340434955e-06,15.150994357304828,0.02625699136065045,0.00036604281645359426,309.1473760575555,82.3795680252517,6.180175499179288,77.96067449718049,55.44611770258769,63.65845399182276,3.87,15.107672753921472,-0.011680055668124467
220.6275862069,6.9009090486,0.97,0.011993,0.018007,0.02625130664850988,0.0004085543814983963,0.9982151481294523,0.001012635102238654,0.0007722167683090835,0.9033751008760377,0.03792111848093771,0.05870378064302459,0.026204451954733966,2.6582994591912058e-05,2.0271699184003056e-05,0.0003690778555994609,1.5492839106706912e-05,2.398368679222844e-05,15.150994357304828,0.02625699136065045,0.00036604281645359426,309.1473760575555,82.3795680252517,6.180175499179288,77.96067449718049,55.44611770258769,63.65845399182276,3.87,15.036457365666422,-0.030602773246579673
220.6275862069,7.3493286979,0.97,0.011993,0.018007,0.02624769661720214,0.0004351031817831596,0.9971180981502776,0.0016156360074800916,0.0012662658422421947,0.8526527566023993,0.056898621755162124,0.09044862164243873,0.026172053331770074,4.240672376816517e-05,3.323656166389908e-05,0.00037099192735388583,2.4756771364747546e-05,3.935448306452624e-05,15.150994357304828,0.02625699136065045,0.00036604281645359426,309.1473760575555,82.3795680252517,6.180175499179288,77.96067449718049,55.44611770258769,63.65845399182276,3.87,14.965393643791208,-0.04914367241491391
220.6275862069,7.7977483472,0.97,0.011993,0.018007,0.026244031469661904,0.0004617268961797472,0.9960310376024184,0.002198423683036333,0.001770538714545312,0.8076784476784471,0.07306896847978726,0.11925258384176558,0.026139869895597866,5.769550032125555e-05,4.64660737427819e-05,0.00037292686275784573,3.373790802322796e-05,5.5062125398673496e-05,15.150994357304828,0.02625699136065045,0.00036604281645359426,309.1473760575555,82.3795680252517,6.180175499179288,77.96067449718049,55.44611770258769,63.65845399182276,3.87,14.894480984886357,-0.06731653829246653
220.6275862069,8.2461679965,0.97,0.011993,0.018007,0.026240312168962488,0.0004884247511734245,0.9949537030262227,0.0027614547965734014,0.002284842177203937,0.7675350225613572,0.08689429177907851,0.1455706856595643,0.02610789576107328,7.246143590256485e-05,5.995497198664321e-05,0.00037488310241141963,4.244132284058736e-05,7.110032592141748e-05,15.150994357304828,0.02625699136065045,0.00036604281645359426,309.1473760575555,82.3795680252517,6.180175499179288,77.96067449718049,55.44611770258769,63.65845399182276,3.87,14.823718778233266,-0.08511985064152583
220.6275862069,8.6945876458,0.97,0.011993,0.018007,0.026236539766044786,0.0005151961639329673,0.9938858286835287,0.0033052039752648333,0.002808967341206423,0.7314900698496625,0.09874425533529703,0.1697656748150404,0.026076125067163777,8.671711553192511e-05,7.36975833490834e-05,0.0003768608779416044,5.0872661559162476e-05,8.746262443220037e-05,15.150994357304828,0.02625699136065045,0.00036604281645359426,309.1473760575555,82.3795680252517,6.180175499179288,77.96067449718049,55.44611770258769,63.65845399182276,3.87,14.753106357233044,-0.10256100176039062
220.6275862069,9.1430072952,0.97,0.011993,0.018007,0.02623271537859778,0.000542040698671939,0.9928271454515194,0.0038301621512135914,0.0033426923972669576,0.6989517177939887,0.10891809216882815,0.19213019003718318,0.026044551926775406,0.00010047555356666393,8.76878982557068e-05,0.0003788602774510056,5.9038038777206265e-05,0.00010414238244372719,15.150994357304828,0.02625699136065045,0.00036604281645359426,309.1473760575555,82.3795680252517,6.180175499179288,77.96067449718049,55.44611770258769,63.65845399182276,3.87,14.682642980555755,-0.1196444526485756
220.6275862069,9.5914269445,0.97,0.011993,0.018007,0.026228840176438867,0.000568958036465556,0.9917773810099618,0.0043368341317831785,0.0038857848582549734,0.6694365498529358,0.11766060195804984,0.21290284818901448,0.026013170417117405,0.000113750129314266,0.00010191963000719585,0.0003808813049426026,6.694394505940739e-05,0.00012113278646354603,15.150994357304828,0.02625699136065045,0.00036604281645359426,309.1473760575555,82.3795680252517,6.180175499179288,77.96067449718049,55.44611770258769,63.65845399182276,3.87,14.612327827129592,-0.13637426628037197
220.6275862069,10.0398465938,0.97,0.011993,0.018007,0.02622491536835146,0.0005959479522136317,0.9907362603568989,0.004825735941188263,0.004438003701912927,0.6425459032957346,0.12517396599025055,0.23228013071401488,0.02598197458021669,0.00012655451664767407,0.000116386271487097,0.00038292391527235126,7.459716870234859e-05,0.00013842686823893187,15.150994357304828,0.02625699136065045,0.00036604281645359426,309.1473760575555,82.3795680252517,6.180175499179288,77.96067449718049,55.44611770258769,63.65845399182276,3.87,14.542159999792846,-0.1527542092331018
220.6275862069,10.4882662431,0.97,0.011993,0.018007,0.02622094219059083,0.0006230102970900057,0.9897035065911736,0.0052973920445746675,0.004999101364251765,0.6179481114774251,0.13162659996896203,0.25042528855361296,0.025950958432152192,0.00013890261056168811,0.00013108114787694928,0.0003849880365177586,8.200472715161038e-05,0.0001560175334206368,15.150994357304828,0.02625699136065045,0.00036604281645359426,309.1473760575555,82.3795680252517,6.180175499179288,77.96067449718049,55.44611770258769,63.65845399182276,3.87,14.472138533560514,-0.16878782477741794
220.6275862069,10.9366858924,0.97,0.011993,0.018007,0.026216921896792107,0.0006501449850139304,0.9886788418465028,0.005752332568592279,0.00556882558490489,0.5953650236195377,0.13715987677836308,0.2674750996020992,0.02592011597770064,0.0001508084536751573,0.00014599746541630912,0.0003870735843589427,8.917380603258141e-05,0.00017389759462240633,15.150994357304828,0.02625699136065045,0.00036604281645359426,309.1473760575555,82.3795680252517,6.180175499179288,77.96067449718049,55.44611770258769,63.65845399182276,3.87,14.40226240620045,-0.18447848973436187
220.6275862069,11.3851055417,0.97,0.011993,0.018007,0.02621285575213692,0.0006773519824128564,0.9876619887499392,0.006191090431160114,0.006146920818900732,0.5745616514448446,0.1418932944034998,0.2835450541516555,0.02588944124297083,0.00016228616042043525,0.00016112834874565222,0.00038918047362457016,9.611170425530165e-05,0.00019205980453298457,15.150994357304828,0.02625699136065045,0.00036604281645359426,309.1473760575555,82.3795680252517,6.180175499179288,77.96067449718049,55.44611770258769,63.65845399182276,3.87,14.332530560548639,-0.19983064427326092
220.6275862069,11.833525191,0.97,0.011993,0.018007,0.026208745014627624,0.0007046312986871206,0.9866526697941614,0.006614199399212185,0.006733130806626406,0.5553381123240546,0.14592849731810448,0.29873339035784097,0.025858928240636764,0.00017334986552985538,0.0001764669084610055,0.0003913086152973526,0.00010282578658071595,0.00021049689680905203,15.150994357304828,0.02625699136065045,0.00036604281645359426,309.1473760575555,82.3795680252517,6.180175499179288,77.96067449718049,55.44611770258769,63.65845399182276,3.87,14.262941877490288,-0.2148452435898669
220.6275862069,12.2819448404,0.97,0.011993,0.018007,0.026204590943123305,0.0007319829813101208,0.9856506105577643,0.007022190857601767,0.007327198584633893,0.537523334643136,0.14935243106470672,0.31312423429215736,0.025828571062505946,0.00018401363894799452,0.00019200624166936322,0.00039345793301584037,0.00010932343775665833,0.0002292016105376221,15.150994357304828,0.02625699136065045,0.00036604281645359426,309.1473760575555,82.3795680252517,6.180175499179288,77.96067449718049,55.44611770258769,63.65845399182276,3.87,14.193495239199782,-0.22952637895780192
220.6275862069,12.7303644897,0.97,0.011993,0.018007,0.026200394782386147,0.0007594071093967183,0.9846555392663577,0.007415592152797757,0.007928868580844446,0.5209700466228457,0.1522398510275604,0.32679010234959394,0.025798363853441898,0.000194291441948466,0.00020773948699578227,0.0003956283571881288,0.00011561202520382666,0.00024816672700476284,15.150994357304828,0.02625699136065045,0.00036604281645359426,309.1473760575555,82.3795680252517,6.180175499179288,77.96067449718049,55.44611770258769,63.65845399182276,3.87,14.124189508007964,-0.24387708027687083
220.6275862069,13.178784139,0.97,0.011993,0.018007,0.026196157760082123,0.0007869037896244182,0.9836671879571519,0.007794924516479781,0.00853788752636832,0.5055507846299541,0.15465532896613424,0.33979388640391167,0.025768300839141906,0.0002041970723616362,0.00022365984857858183,0.0003978198282729089,0.00012169886444906208,0.00026738509690244714,15.150994357304828,0.02625699136065045,0.00036604281645359426,309.1473760575555,82.3795680252517,6.180175499179288,77.96067449718049,55.44611770258769,63.65845399182276,3.87,14.055023543167463,-0.25790033967675896
220.6275862069,13.6272037883,0.97,0.011993,0.018007,0.026191881082462804,0.0008144731526781043,0.982685293241188,0.008160701336641416,0.00915400542217061,0.4911546760821009,0.15665487418101967,0.3521904497368795,0.025738376342058285,0.00021374411895880722,0.00023976062144571235,0.00040003229748118187,0.00012759118925660687,0.0002868496659403157,15.150994357304828,0.02625699136065045,0.00036604281645359426,309.1473760575555,82.3795680252517,6.180175499179288,77.96067449718049,55.44611770258769,63.65845399182276,3.87,13.985996209419849,-0.27159912228161076
220.6275862069,14.0756234376,0.97,0.011993,0.018007,0.026187565930747145,0.0008421153503101795,0.9817095969723542,0.00851342665506518,0.009776976372580539,0.47768482894645625,0.15828725338458255,0.36402791766896114,0.02570858479556073,0.00022294592182609953,0.00025603521336030994,0.00040226572706610314,0.00013329612583359388,0.00030655349741048237,15.150994357304828,0.02625699136065045,0.00036604281645359426,309.1473760575555,82.3795680252517,6.180175499179288,77.96067449718049,55.44611770258769,63.65845399182276,3.87,13.917106384575387,-0.284976375393887
220.6275862069,14.5240430869,0.97,0.011993,0.018007,0.026183213458143353,0.000869830552882222,0.9807398468219861,0.008853593885067781,0.010406559292946073,0.4650561985938225,0.1595950732983335,0.3753487281078439,0.02567892075624688,0.00023181553856444243,0.0002724771633320324,0.0004045200903441691,0.00013882067084436818,0.0003264897916936847,15.150994357304828,0.02625699136065045,0.00036604281645359426,309.1473760575555,82.3795680252517,6.180175499179288,77.96067449718049,55.44611770258769,63.65845399182276,3.87,13.84835296614074,-0.2980350349291818
220.6275862069,14.9724627362,0.97,0.011993,0.018007,0.02617882478745001,0.0008976189473061433,0.9797757967600317,0.009181684739794634,0.011042518500173773,0.4531938332688157,0.16061567483299455,0.3861904918981898,0.0256493789143651,0.00024036571605668729,0.0002890801570282245,0.0004067953715443902,0.0001441716729644584,0.00034665190279729483,15.150994357304828,0.02625699136065045,0.00036604281645359426,309.1473760575555,82.3795680252517,6.180175499179288,77.96067449718049,55.44611770258769,63.65845399182276,3.87,13.779734876996427,-0.31077802318336545
220.6275862069,15.4208823856,0.97,0.011993,0.018007,0.026174401009180916,0.0009254807352899417,0.9788172074470244,0.00949816835814788,0.01168462419482772,0.44203142209941787,0.16138187646275798,0.3965867014378241,0.025619954102405043,0.00024860886745887615,0.0003058380393169984,0.0004090915655458278,0.00014935581769122378,0.00036703335205289,15.150994357304828,0.02625699136065045,0.00036604281645359426,309.1473760575555,82.3795680252517,6.180175499179288,77.96067449718049,55.44611770258769,63.65845399182276,3.87,13.711251070227064,-0.32320824602360965
