T,P,z_carbon dioxide,z_oxygen,z_carbon monoxide,rho_l,rho_v,x_carbon dioxide,x_oxygen,x_carbon monoxide,y_carbon dioxide,y_oxygen,y_carbon monoxide,rhoL1_carbon dioxide,rhoL2_oxygen,rhoL3_carbon monoxide,rhoV1_carbon dioxide,rhoV2_oxygen,rhoV3_carbon monoxide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,parachor_carbon dioxide,parachor_oxygen,parachor_carbon monoxide,n_exp,gamma_parachor,gamma_cDFT_minus_parachor
200.0,6.957105613,0.97,0.011993,0.018007,0.027748480668187702,0.0004390768068997729,0.988546615226708,0.006070516649575928,0.005382868123716101,0.3648133803431772,0.20524700538075202,0.4299396142760709,0.027430666642220693,0.00016844761389666924,0.00014936641207034001,0.00016018109415539463,9.011919974832111e-05,0.00018877651299605724,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,55.44611770258769,63.65845399182276,3.87,19.003326545968186,-0.4350755409502014
200.0,7.4034246965,0.97,0.011993,0.018007,0.02774547731203727,0.0004678703999728616,0.9875060322263293,0.006523319110715033,0.005970648662955611,0.3447196530749147,0.20735902696742164,0.44792131995766366,0.027398826212635563,0.00018099260238552307,0.00016565849701618055,0.00016128412196266643,9.701715088523096e-05,0.0002095691271249642,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,55.44611770258769,63.65845399182276,3.87,18.915625850504526,-0.47283432891044797
200.0,7.8497437801,0.97,0.011993,0.018007,0.027742416004122125,0.0004967536927277022,0.9864772227551337,0.0069551425061395765,0.0065676347387267405,0.32692346175755566,0.2086115688848044,0.46446496935764,0.02736726149226397,0.00019295245677327665,0.00018220205508488117,0.0001624004368673895,0.000103628567189246,0.0002307246886710667,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,55.44611770258769,63.65845399182276,3.87,18.828120710801215,-0.5097757951326187
200.0,8.2960628636,0.97,0.011993,0.018007,0.027739299342823397,0.0005257269796120898,0.9854596262228555,0.007366973739374531,0.00717340003776994,0.3110548458712846,0.20917096170289867,0.47977419242581676,0.027335959562062646,0.00020435468980722915,0.00019898509095352102,0.00016352992461361458,0.00010996681791862103,0.0002522302370798542,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,55.44611770258769,63.65845399182276,3.87,18.740806150020827,-0.5459083353362111
200.0,8.7423819472,0.97,0.011993,0.018007,0.027736129855846073,0.0005547905855104339,0.9844526954492111,0.007759776566751085,0.007787527984037727,0.29681920602687517,0.20916900235018285,0.49401179162294195,0.027304907797917007,0.0002152261705077595,0.00021599588742130557,0.00016467250110239218,0.00011604499328449125,0.0002740730911235504,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,55.44611770258769,63.65845399182276,3.87,18.65367727854658,-0.5812404816909726
200.0,9.1887010308,0.97,0.011993,0.018007,0.027732909990540594,0.0005839448606500072,0.9834558989375259,0.008134487457271876,0.008409613605202253,0.2839790512276991,0.20871121612974142,0.5073097326425595,0.027274093924900593,0.00022559300847170235,0.00023322305716829965,0.00016582810749668,0.00012187584201897539,0.0002962409111343518,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,55.44611770258769,63.65845399182276,3.87,18.5667293279191,-0.6157809913961536
200.0,9.6350201143,0.97,0.011993,0.018007,0.02772964210666749,0.0006131901767832148,0.9824687226708401,0.008492012349983482,0.009039264979176374,0.27234080499346525,0.20788285095886877,0.5197763440476658,0.02724350606065715,0.0002354804632304423,0.000250655582779894,0.00016699670635922598,0.00012747172212966744,0.0003187217482943213,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,55.44611770258769,63.65845399182276,3.87,18.47995767737276,-0.6495383997327409
200.0,10.0813391979,0.97,0.011993,0.018007,0.027726328471307585,0.0006425269242694074,0.9814906714646624,0.008833224228825173,0.00967610430651253,0.2617451070827903,0.20675330250609839,0.5315015904111113,0.027213132748553467,0.0002449128764291194,0.0002682828463250003,0.00016817827859647193,0.00013284456354178574,0.0003415040821311497,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,55.44611770258769,63.65845399182276,3.87,18.39335787399609,-0.6825216487414849
200.0,10.5276582814,0.97,0.011993,0.018007,0.027722971255623303,0.000671955509799728,0.9805212699185543,0.009158961425904763,0.010319768655541028,0.2520595761871112,0.2053794325065815,0.5425609913063072,0.027182962981479337,0.00025391362434172034,0.0002860946498022463,0.00016937282101671373,0.0001380058412723388,0.0003645768475106755,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,55.44611770258769,63.65845399182276,3.87,18.30692564741302,-0.7147396595353008
200.0,10.973977365,0.97,0.011993,0.018007,0.0277195725332024,0.0007014763545715106,0.9795600630157307,0.009470026560095657,0.010969910424173543,0.24317333471917663,0.20380809252610121,0.5530185727547222,0.02715298621739286,0.0002625050881239248,0.0003040812276856116,0.0001705803443678058,0.00014296655777738262,0.0003879294524263223,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,55.44611770258769,63.65845399182276,3.87,18.22065691989716,-0.7462013544824337
200.0,11.4202964485,0.97,0.011993,0.018007,0.02771613427972018,0.0007310898928187,0.9786066164170838,0.009767186020565905,0.011626197562350194,0.23499281473688086,0.20207806812221363,0.5629291171409057,0.027123192387638516,0.00027070863928101044,0.0003222332528006534,0.00017180087173915086,0.00014773723316447912,0.0004115517879150702,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,55.44611770258769,63.65845399182276,3.87,18.134547812550405,-0.7769156928904657
200.0,11.8666155321,0.97,0.011993,0.018007,0.027712658373695218,0.0007607965705943602,0.9776605164985578,0.010051169908034448,0.01228831359340769,0.22743850845643612,0.20022159394475142,0.5723398975988123,0.02709357189917495,0.00027854463791732425,0.0003405418366029424,0.000173034437254753,0.0001523279020321034,0.0004354342313075037,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,55.44611770258769,63.65845399182276,3.87,18.048594648299122,-0.8068916404010302
200.0,12.3129346157,0.97,0.011993,0.018007,0.027709146599984105,0.0007905968447559456,0.9767213704994703,0.010322672267402012,0.012955957233127712,0.22044242414783252,0.19826554757396106,0.5812920282782065,0.02706411564250721,0.00028603243916103265,0.0003589985183158602,0.00017428108498162827,0.00015674811633578344,0.0004595676434385339,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,55.44611770258769,63.65845399182276,3.87,17.9627939621928,-0.8361381596660564
200.0,12.7592536992,0.97,0.011993,0.018007,0.02770560064487781,0.0008204911820956356,0.9757888049067801,0.01058235205386047,0.013628843039359496,0.21394607507513957,0.19623239544358073,0.5898215294812796,0.027034814942489837,0.00029319041988776066,0.00037759528250021695,0.00017554086804312286,0.00016100695010296177,0.0004839433639495509,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,55.44611770258769,63.65845399182276,3.87,17.877142460821666,-0.8646641804393695
200.0,13.2055727828,0.97,0.011993,0.018007,0.027702022109426964,0.0008504800586136902,0.9748624668052286,0.010830833500391547,0.014306699694379962,0.20789887550483005,0.19414095733923756,0.5979601671559325,0.027005661609088953,0.0003000359890913689,0.0003963245112466457,0.00017681384782506816,0.00016511301277719268,0.0005085531980114294,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,55.44611770258769,63.65845399182276,3.87,17.79163707515389,-0.8924786246257952
200.0,13.6518918663,0.97,0.011993,0.018007,0.027698412505975944,0.0008805639588718659,0.9739420221009656,0.011068707493446578,0.014989270405587906,0.2022568509023391,0.1920070185654689,0.605736130532192,0.026976647885056885,0.0003065856260614703,0.00041517899485759115,0.00017810009333952046,0.00016907446039919315,0.0005333894051331523,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,55.44611770258769,63.65845399182276,3.87,17.70627491949027,-0.9195903395230367
200.0,14.0982109499,0.97,0.011993,0.018007,0.027694773263312752,0.0009107433754390801,0.9730271551351318,0.01129653268358942,0.01567631218127861,0.19698159273031215,0.1898438307680867,0.6131745765016011,0.026947766440513717,0.0003128549113336109,0.0004341519114654189,0.00017939968066257067,0.00017289901124001276,0.0005584446835364967,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,55.44611770258769,63.65845399182276,3.87,17.62105329443564,-0.9460081281111883
200.0,14.5445300334,0.97,0.011993,0.018007,0.027691105728433425,0.0009410188083974078,0.9721175676326177,0.011514836845885074,0.01636759552149728,0.19203940542162143,0.1876625209875685,0.62029807359081,0.026919010345782347,0.00031885856454506444,0.00045323681810601466,0.0001807126924552009,0.00017659396188057523,0.0005837121540616316,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,55.44611770258769,63.65845399182276,3.87,17.53596967051582,-0.9717407270544243
200.0,14.990849117,0.97,0.011993,0.018007,0.02768741117870056,0.0009713907649185824,0.9712129793291533,0.011724117904992408,0.017062902765854204,0.18740060549312373,0.1854724317505401,0.6271269627563362,0.026890373100777076,0.0003246104731430902,0.0004724276047803924,0.00018203921751617095,0.00018016620734946672,0.0006091853400529447,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,55.44611770258769,63.65845399182276,3.87,17.45102172369725,-0.9967968228594444
200.0,15.4371682006,0.97,0.011993,0.018007,0.027683690812687126,0.0010018597588595294,0.9703131250173199,0.01192484582448318,0.017762029158196916,0.18303894215933605,0.18328139630906562,0.6336796615315984,0.026861848544471715,0.00033012374479395544,0.0004917185234214568,0.00018337935045365577,0.0001836222555096383,0.0006348581528962354,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,55.44611770258769,63.65845399182276,3.87,17.366207261745735,-1.0211849962168777
203.4379310345,2.9671071126,0.97,0.011993,0.018007,0.02753197876615312,0.0001835814727789531,0.9996765131743413,0.00019615196939445922,0.00012733485626421198,0.9605992163896895,0.015729948979414675,0.02367083463089588,0.027523072533737952,5.400451856307368e-06,3.5057805588574438e-06,0.00017634821889512745,2.8877272003787363e-06,4.345526683446912e-06,19.10238906544747,0.02753264082117786,0.0001760557900791252,309.1473760575555,82.3795680252517,2.8449952867078783,78.33728705636135,55.44611770258769,63.65845399182276,3.87,19.078715099362064,-0.01113844233823258
203.4379310345,3.4145293437,0.97,0.011993,0.018007,0.0275295030389236,0.00021121578123530966,0.9985016736614711,0.0008962571881997785,0.0006020691503290388,0.8400369286044095,0.06259237165227013,0.09737069974332048,0.02748825485943377,2.4673514986202922e-05,1.6574664503625425e-05,0.0001774290561416904,1.3220496677905086e-05,2.0566228415714202e-05,19.10238906544747,0.02753264082117786,0.0001760557900791252,309.1473760575555,82.3795680252517,2.8449952867078783,78.33728705636135,55.44611770258769,63.65845399182276,3.87,18.992110351370027,-0.05143513286067858
203.4379310345,3.8619515749,0.97,0.011993,0.018007,0.027526949860552107,0.000238941398191665,0.9973428136883886,0.0015677045387382726,0.0010894817728730733,0.7471558739176508,0.09695923217681957,0.15588489390552954,0.027453805626182236,4.3154124234008396e-05,2.9990110135862506e-05,0.00017852646918099885,2.3167574503919542e-05,3.724735450674659e-05,19.10238906544747,0.02753264082117786,0.0001760557900791252,309.1473760575555,82.3795680252517,2.8449952867078783,78.33728705636135,55.44611770258769,63.65845399182276,3.87,18.905720894621414,-0.09094087671548223
203.4379310345,4.309373806,0.97,0.011993,0.018007,0.02752432086484908,0.00026675586419596113,0.9961994333363291,0.002211257166629184,0.001589309497041762,0.6734292117214917,0.12271979113283843,0.2038509971456698,0.027419712848529953,6.0863351768998705e-05,4.374466455012937e-05,0.0001796411913475714,3.2736223937588165e-05,5.437844891080155e-05,19.10238906544747,0.02753264082117786,0.0001760557900791252,309.1473760575555,82.3795680252517,2.8449952867078783,78.33728705636135,55.44611770258769,63.65845399182276,3.87,18.819545515286332,-0.1296754270908309
203.4379310345,4.7567960371,0.97,0.011993,0.018007,0.027521617952686938,0.0002946577054599504,0.9950710464033287,0.002827705992058044,0.0021012476046132675,0.6135019552280554,0.1423190079785705,0.244179036793374,0.027385965174892828,7.782304399594509e-05,5.782973379816493e-05,0.00018077307842269205,4.193539233430196e-05,7.19492347029564e-05,19.10238906544747,0.02753264082117786,0.0001760557900791252,309.1473760575555,82.3795680252517,2.8449952867078783,78.33728705636135,55.44611770258769,63.65845399182276,3.87,18.733582468765903,-0.167647620892879
203.4379310345,5.2042182683,0.97,0.011993,0.018007,0.027518843212440813,0.0003226460318959171,0.9939571654084997,0.0034178746763164685,0.002624959915183919,0.5638430535870579,0.15737108030243585,0.27878586611050626,0.0273525513947586,9.405595733732479e-05,7.22358603448882e-05,0.00018192172385194118,5.077515459475465e-05,8.994915344922128e-05,19.10238906544747,0.02753264082117786,0.0001760557900791252,309.1473760575555,82.3795680252517,2.8449952867078783,78.33728705636135,55.44611770258769,63.65845399182276,3.87,18.647829440589774,-0.20486821744898975
203.4379310345,5.6516404994,0.97,0.011993,0.018007,0.02751599886334449,0.00035072031845798357,0.9928572956914195,0.003982617748872534,0.003160086559707945,0.5220304167257045,0.16898478272661757,0.3089848005476781,0.02731946021970838,0.00010958570545111224,8.695293818499401e-05,0.00018308667399879295,5.926639681243247e-05,0.00010836724764675819,19.10238906544747,0.02753264082117786,0.0001760557900791252,309.1473760575555,82.3795680252517,2.8449952867078783,78.33728705636135,55.44611770258769,63.65845399182276,3.87,18.56228361637583,-0.2413452963083138
203.4379310345,6.0990627305,0.97,0.011993,0.018007,0.027513087214379086,0.000378880279663216,0.991770934661148,0.004522815221612366,0.003706250117239609,0.4863475804908255,0.17794696561891415,0.3357054538902603,0.027286680222018425,0.0001244366096467423,0.00010197038271391607,0.00018426750730989242,6.742059609891487e-05,0.00012719217625440868,19.10238906544747,0.02753264082117786,0.0001760557900791252,309.1473760575555,82.3795680252517,2.8449952867078783,78.33728705636135,55.44611770258769,63.65845399182276,3.87,18.476941782588018,-0.2770862809151744
203.4379310345,6.5464849617,0.97,0.011993,0.018007,0.02751011063119225,0.0004071257938496208,0.9906975733345956,0.00503936579618482,0.004263060869219563,0.45554435727555,0.18483144322053963,0.35962419950391056,0.02725419984448842,0.0001386335105640906,0.00011727727613973675,0.00018546385808952356,7.52496480495333e-05,0.00014641228771056398,19.10238906544747,0.02753264082117786,0.0001760557900791252,309.1473760575555,82.3795680252517,2.8449952867078783,78.33728705636135,55.44611770258769,63.65845399182276,3.87,18.391800422461493,-0.3120978060987021
203.4379310345,6.9939071928,0.97,0.011993,0.018007,0.02750707150979239,0.00043545685558327553,0.9896366992117891,0.005533179549521209,0.004830121238689739,0.4286886685531369,0.1900664109761702,0.38124492047069286,0.027222007453933585,0.00015220156554520073,0.00013286249031360564,0.00018667541963233002,8.276572167568164e-05,0.00016601571427526387,19.10238906544747,0.02753264082117786,0.0001760557900791252,309.1473760575555,82.3795680252517,2.8449952867078783,78.33728705636135,55.44611770258769,63.65845399182276,3.87,18.306855807623155,-0.3463869116675191
203.4379310345,7.4413294239,0.97,0.011993,0.018007,0.027503972249459538,0.00046387354460242523,0.9885877985612891,0.006005171165382996,0.00540703027332785,0.40507147099809415,0.19397772101479316,0.4009508079871126,0.02719009137778399,0.0001651660610859485,0.00014871481058959681,0.00018790193906920443,8.998113302103245e-05,0.0001859904725121883,19.10238906544747,0.02753264082117786,0.0001760557900791252,309.1473760575555,82.3795680252517,2.8449952867078783,78.33728705636135,55.44611770258769,63.65845399182276,3.87,18.222104047978245,-0.3799599005694354
203.4379310345,7.8887516551,0.97,0.011993,0.018007,0.027500815238287134,0.0004923760050767814,0.9875503605968262,0.006456252879090363,0.005993386524083389,0.38414384467285984,0.19681754325532888,0.4190386120718113,0.027158440005277153,0.00017755221755952344,0.00016482301545045724,0.00018914321161485838,9.690823567708546e-05,0.0002063245577848376,19.10238906544747,0.02753264082117786,0.0001760557900791252,309.1473760575555,82.3795680252517,2.8449952867078783,78.33728705636135,55.44611770258769,63.65845399182276,3.87,18.13754118401897,-0.4128236062086259
203.4379310345,8.3361738862,0.97,0.011993,0.018007,0.02749760283363218,0.0005209644311742193,0.986523879823978,0.00688732874217424,0.0065887914338477365,0.3654742279658131,0.19878386823247168,0.43574190380171524,0.02712704183329363,0.00018938503033696675,0.00018117597000158296,0.00019039907328104676,0.00010355932484034058,0.00022700603305283198,19.10238906544747,0.02753264082117786,0.0001760557900791252,309.1473760575555,82.3795680252517,2.8449952867078783,78.33728705636135,55.44611770258769,63.65845399182276,3.87,18.053163220939553,-0.4449847685573509
203.4379310345,8.7835961173,0.97,0.011993,0.018007,0.027494337349090694,0.000549639056880079,0.9855078588648053,0.0072992893080937775,0.0071928518271009295,0.3487186593132181,0.20003410205577332,0.4512472386310086,0.027095885531809017,0.0002006891226453411,0.00019776269463633633,0.00019166939502140277,0.00010994655519778871,0.00024802310666088747,19.10238906544747,0.02753264082117786,0.0001760557900791252,309.1473760575555,82.3795680252517,2.8449952867078783,78.33728705636135,55.44611770258769,63.65845399182276,3.87,17.968966176218313,-0.4764502056320019
203.4379310345,9.2310183485,0.97,0.011993,0.018007,0.027491021043302116,0.0005784001486028453,0.9845018107970803,0.007693007140923894,0.007805182061995821,0.33359963356293343,0.20069474693933803,0.4657056194977285,0.027064959997791575,0.0002114886211974122,0.00021457242431313132,0.0001929540776266554,0.00011608187145352355,0.00026936419952266626,19.10238906544747,0.02753264082117786,0.0001760557900791252,309.1473760575555,82.3795680252517,2.8449952867078783,78.33728705636135,55.44611770258769,63.65845399182276,3.87,17.884946115572458,-0.5072268166123131
203.4379310345,9.6784405796,0.97,0.011993,0.018007,0.027487656111021982,0.0006072479996947806,0.9835052611255075,0.008069333081530732,0.008425405792961764,0.3198907984505555,0.2008684274209689,0.4792407741284755,0.027034254401198828,0.00022180705279041006,0.00023159465703274546,0.00019425304747986607,0.00012197695075321957,0.0002910180014616949,19.10238906544747,0.02753264082117786,0.0001760557900791252,309.1473760575555,82.3795680252517,2.8449952867078783,78.33728705636135,55.44611770258769,63.65845399182276,3.87,17.80109918226642,-0.5373215699970011
203.4379310345,10.1258628107,0.97,0.011993,0.018007,0.027484244676228016,0.000636182926297833,0.9825177493871339,0.008429093236174731,0.009053157376691386,0.307405692574755,0.20063907853006666,0.4919552288951785,0.027003758222892867,0.00023166726090176494,0.0002488191924333846,0.00019556625306281966,0.00012764315610895853,0.00031297351712605495,19.10238906544747,0.02753264082117786,0.0001760557900791252,309.1473760575555,82.3795680252517,2.8449952867078783,78.33728705636135,55.44611770258769,63.65845399182276,3.87,17.71742162064414,-0.566741555311566
203.4379310345,10.5732850419,0.97,0.011993,0.018007,0.027480788787025066,0.0006652052641411939,0.9815388304076827,0.008773086635551729,0.009688082956765515,0.29598933246947773,0.20007583677670096,0.5039348307538213,0.026973461284697145,0.0002410913408418694,0.0002662361614860504,0.0001968936620883346,0.00013309149985131578,0.00033522010220154357,19.10238906544747,0.02753264082117786,0.0001760557900791252,309.1473760575555,82.3795680252517,2.8449952867078783,78.33728705636135,55.44611770258769,63.65845399182276,3.87,17.633909794591503,-0.5954938665788134
203.4379310345,11.020707273,0.97,0.011993,0.018007,0.027477290412124024,0.0006943153660178252,0.9805680752355986,0.009102083501801575,0.010329841262599714,0.2855118420837878,0.1992359997352608,0.5152521581809514,0.02694335377210602,0.00025010059173440465,0.00028383604828359423,0.00019823525913882867,0.00013833261608011492,0.0003577474907988816,19.10238906544747,0.02753264082117786,0.0001760557900791252,309.1473760575555,82.3795680252517,2.8449952867078783,78.33728705636135,55.44611770258769,63.65845399182276,3.87,17.550560201626997,-0.6235856494137941
203.4379310345,11.4681295042,0.97,0.011993,0.018007,0.027473751438683386,0.0007235135997760562,0.9796050717865243,0.009416824055837264,0.01097810415763845,0.2758635688182282,0.19816730621250375,0.5259691249692681,0.026913426250336565,0.0002587154834518874,0.00030160970489493544,0.00019959104372274612,0.00014337674107573262,0.00038054581497757754,19.10238906544747,0.02753264082117786,0.0001760557900791252,309.1473760575555,82.3795680252517,2.8449952867078783,78.33728705636135,55.44611770258769,63.65845399182276,3.87,17.46736948321216,-0.6510241171722342
203.4379310345,11.9155517353,0.97,0.011993,0.018007,0.027470173671309786,0.0007528003466784654,0.9786494252323096,0.009718017796608412,0.011632556971082083,0.2669512966409549,0.1969097135736132,0.5361389897854318,0.026883669674459047,0.00026695563661371236,0.00031954836023703016,0.0002009610286575767,0.00014823370064257334,0.0004036056173783153,19.10238906544747,0.02753264082117786,0.0001760557900791252,309.1473760575555,82.3795680252517,2.8449952867078783,78.33728705636135,55.44611770258769,63.65845399182276,3.87,17.384334431871107,-0.677816499114499
203.4379310345,12.3629739664,0.97,0.011993,0.018007,0.02746655883203026,0.0007821760000555314,0.9777007581690074,0.010006343185539286,0.012292898645453335,0.2586952792006592,0.19549679790152996,0.5458079228978109,0.02685407539436963,0.00027483981379909986,0.0003376436238615291,0.00020234523871842053,0.00015291290340628332,0.00042691785793082764,19.10238906544747,0.02753264082117786,0.0001760557900791252,309.1473760575555,82.3795680252517,2.8449952867078783,78.33728705636135,55.44611770258769,63.65845399182276,3.87,17.301451995576226,-0.703970038516875
