T_K,P_bubble_bar,P_dew_bar
200,27.560432009242327,2.417521738014983
210,26.558487891995235,3.932493787476487
220,26.49856068530336,6.088536684852529
230,27.448799938616975,9.042352070984126
240,29.513050286951362,12.96395013634042
250,32.82293536598906,18.037083871440462
260,37.532120032861826,24.46154480826554
270,43.81205531410962,32.458468813305274
280,51.84856215729736,42.28151557379492
290,61.83378464395858,54.24311954471036
