T,P,z_carbon dioxide,z_hydrogen,z_argon,z_carbon monoxide,z_hydrogen sulfide,rho_l,rho_v,x_carbon dioxide,x_hydrogen,x_argon,x_carbon monoxide,x_hydrogen sulfide,y_carbon dioxide,y_hydrogen,y_argon,y_carbon monoxide,y_hydrogen sulfide,rhoL1_carbon dioxide,rhoL2_hydrogen,rhoL3_argon,rhoL4_carbon monoxide,rhoL5_hydrogen sulfide,rhoV1_carbon dioxide,rhoV2_hydrogen,rhoV3_argon,rhoV4_carbon monoxide,rhoV5_hydrogen sulfide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,gamma_wsd,gamma_cDFT_minus_wsd_corrected,gamma_cDFT_minus_wsd_uncorrected
223.8243793103,7.3571386224,0.9900000000000001,0.0028250000000000003,0.0031800000000000005,0.0014260000000000002,0.0025690000000000005,0.026012113818352996,0.00043262058015373055,0.9964559833084851,7.00938796490905e-05,0.00043932235158462574,0.00011405540704495896,0.0029205450532362085,0.9573422900557772,0.016760743124325902,0.01704376813814378,0.008062495779551626,0.0007907029022015257,0.025919926452799166,1.8232899754020788e-06,1.1427703012365777e-05,2.9668222296520525e-06,7.596955033640807e-05,0.0004141659769296313,7.251042414253522e-06,7.373484859929429e-06,3.4880016016366284e-06,3.4207434827966253e-07,14.43607630389201,0.026005699219404616,0.0004143899980096591,309.1473760575555,82.3795680252517,7.036152411920726,14.439922544751692,-0.017563638471168375,-0.02657213718021012
223.8243793103,7.6011367195,0.9900000000000001,0.0028250000000000003,0.0031800000000000005,0.0014260000000000002,0.0025690000000000005,0.026011229819279454,0.000446555096991752,0.9961976730410896,0.0001259715723348945,0.0007224624443753743,0.0001960845997350056,0.002757808342465019,0.9294931894506827,0.029175147976060474,0.027172514337262775,0.013433451445427859,0.0007256967905662769,0.025912326618903195,3.276675518698926e-06,1.879213667644626e-05,5.100401587728654e-06,7.173398659338374e-05,0.0004150699213683225,1.3028311034198402e-05,1.213402477538615e-05,5.998776213147028e-06,3.240636006979269e-07,14.43607630389201,0.026005699219404616,0.0004143899980096591,309.1473760575555,82.3795680252517,7.036152411920726,14.41815938266547,-0.02862789133919108,-0.04370367416508003
223.8243793103,7.8451348167,0.9900000000000001,0.0028250000000000003,0.0031800000000000005,0.0014260000000000002,0.0025690000000000005,0.02601069391028901,0.0004604676963184529,0.9958607202406122,0.00018651614967310108,0.0009795529273335826,0.0002772958265559806,0.0026959148558250534,0.9032365918964395,0.04188570272630016,0.03575590868321264,0.018431672493996146,0.000690124200051695,0.02590302837145852,4.851414478472683e-06,2.547885136180139e-05,7.212656867148202e-06,7.012261612306639e-05,0.0004159112727010841,1.928701304305898e-05,1.6464440901131892e-05,8.487189772606599e-06,3.1777990057141916e-07,14.43607630389201,0.026005699219404616,0.0004143899980096591,309.1473760575555,82.3795680252517,7.036152411920726,14.398666534581682,-0.03959112231040329,-0.06040369237770982
223.8243793103,8.0891329138,0.9900000000000001,0.0028250000000000003,0.0031800000000000005,0.0014260000000000002,0.0025690000000000005,0.02601033124152829,0.00047436021242802645,0.9955166505695867,0.00025159879008450163,0.0012116429525697607,0.0003568491161887806,0.0026632585715703383,0.8784945884547287,0.05483992415790779,0.04296545675010745,0.02303623392719504,0.0006637967100610593,0.025893717837771724,6.544167870065631e-06,3.151523454280283e-05,9.2817637153168e-06,6.927223762838398e-05,0.0004167228795962568,2.6013878073081998e-05,2.038110319104815e-05,1.0927472819245948e-05,3.148787483935892e-07,14.43607630389201,0.026005699219404616,0.0004143899980096591,309.1473760575555,82.3795680252517,7.036152411920726,14.380621993764198,-0.05037216345251849,-0.07659392808195165
223.8243793103,8.333131011,0.9900000000000001,0.0028250000000000003,0.0031800000000000005,0.0014260000000000002,0.0025690000000000005,0.026010100162569723,0.0004882327789250434,0.9951813517948157,0.000321089643683836,0.0014204100525959426,0.0004341033980530394,0.002643045110851475,0.8551509702849122,0.06799136881916341,0.048974805390607404,0.027240941669097355,0.0006419138362197267,0.02588476664010469,8.351573793380397e-06,3.694500773994139e-05,1.129107286427143e-05,6.874586806743706e-05,0.00041751273462264986,3.31956149414977e-05,2.391110533316945e-05,1.3299920651638412e-05,3.134033760879924e-07,14.43607630389201,0.026005699219404616,0.0004143899980096591,309.1473760575555,82.3795680252517,7.036152411920726,14.36379106491581,-0.06094862126427181,-0.09226666518471482
223.8243793103,8.5771291081,0.9900000000000001,0.0028250000000000003,0.0031800000000000005,0.0014260000000000002,0.0025690000000000005,0.026009984083966098,0.0005020855396387047,0.9948596160527704,0.0003948178963295803,0.0016077335104562817,0.0005085533954798031,0.002629279144963987,0.8330933200507037,0.08129041813560468,0.053945145268874214,0.031048402095728286,0.0006227144490891255,0.02587628277931318,1.0269207199597362e-05,4.181712301822683e-05,1.3227465722276596e-05,6.83875087128173e-05,0.00041828410916705766,4.0814743457071025e-05,2.7085077373211027e-05,1.5588953721153227e-05,3.1265592021173226e-07,14.43607630389201,0.026005699219404616,0.0004143899980096591,309.1473760575555,82.3795680252517,7.036152411920726,14.348047668815193,-0.07131002021933597,-0.10743017311302516
223.8243793103,8.8211272053,0.9900000000000001,0.0028250000000000003,0.0031800000000000005,0.0014260000000000002,0.0025690000000000005,0.026009973290485808,0.0005159188856816093,0.9945527615972927,0.00047257449933966236,0.0017755546684111393,0.0005798232794436531,0.0026192859555129143,0.8122186696471285,0.09468514381076173,0.05802235317883232,0.03446845563475042,0.0006053777285269216,0.02586829076512448,1.229165010558932e-05,4.618212950117112e-05,1.5081188011531308e-05,6.812755774303549e-05,0.00041903895097414567,4.884985388545112e-05,2.9934827796647952e-05,1.7782927222246425e-05,3.123258031180732e-07,14.43607630389201,0.026005699219404616,0.0004143899980096591,309.1473760575555,82.3795680252517,7.036152411920726,14.33329557655086,-0.08145289738157935,-0.12210172864549662
223.8243793103,9.0651253024,0.9900000000000001,0.0028250000000000003,0.0031800000000000005,0.0014260000000000002,0.0025690000000000005,0.0260100602333341,0.0005297334628364177,0.994260734160348,0.0005541217753308836,0.0019257928865714438,0.000647660074462974,0.00261169110328665,0.7924339238033099,0.10812340245459806,0.061336357287922305,0.03751686116346971,0.00058945529069995,0.025860781583149636,1.4412740752958307e-05,5.00899889766496e-05,1.68456775475076e-05,6.793024290734855e-05,0.00041977876652537734,5.727658439592986e-05,3.249192094390283e-05,1.9873936778877927e-05,3.122541923297318e-07,14.43607630389201,0.026005699219404616,0.0004143899980096591,309.1473760575555,82.3795680252517,7.036152411920726,14.319449235594918,-0.09137866396524075,-0.136304319979919
223.8243793103,9.3091233996,0.9900000000000001,0.0028250000000000003,0.0031800000000000005,0.0014260000000000002,0.0025690000000000005,0.026010238075136534,0.0005435301235429389,0.993982870879251,0.0006392041211513346,0.002060288112325757,0.0007119216582955198,0.002605715228976432,0.7736551830254507,0.12155483676592907,0.06400142021351919,0.0402138876381248,0.0005746723569761987,0.025853731114177013,1.662585136975463e-05,5.358858430496658e-05,1.8517251823112468e-05,6.777527346168591e-05,0.0004205048972094582,6.60687154446272e-05,3.4786699835577634e-05,2.1857459316091835e-05,3.1235173718398515e-07,14.43607630389201,0.026005699219404616,0.0004143899980096591,309.1473760575555,82.3795680252517,7.036152411920726,14.306428632802678,-0.10109215893335133,-0.15006437280365503
223.8243793103,9.5531214967,0.9900000000000001,0.0028250000000000003,0.0031800000000000005,0.0014260000000000002,0.0025690000000000005,0.02601050024302758,0.000557309867084462,0.993718235244021,0.0007275579424845794,0.0021807630947117333,0.000772560670056617,0.0026008830487260644,0.7558068456220967,0.13493244865169188,0.0661169653780172,0.04258289509427927,0.0005608452539149571,0.025847108399315546,1.89241460398118e-05,5.672273900498512e-05,2.0094689496261187e-05,6.76502691709756e-05,0.0004212186126751772,7.51991850234554e-05,3.684763718685074e-05,2.3731867605064368e-05,3.125645939142961e-07,14.43607630389201,0.026005699219404616,0.0004143899980096591,309.1473760575555,82.3795680252517,7.036152411920726,14.294158208182107,-0.11060346077092653,-0.16341295172924042
223.8243793103,9.7971195938,0.9900000000000001,0.0028250000000000003,0.0031800000000000005,0.0014260000000000002,0.0025690000000000005,0.02601084033382774,0.0005710737784088125,0.9934657838767413,0.0008189200201609917,0.0022888014535358144,0.0008296066277397715,0.002596888021822124,0.7388206736671697,0.14821370161157246,0.0677687506234656,0.04464903144145847,0.0005478426563336271,0.025840879881538936,2.130079789058255e-05,5.953364916375292e-05,2.1578765534024463e-05,6.754723970044504e-05,0.00042192111367765487,8.4640958591277e-05,3.870095647658707e-05,2.5497891087567558e-05,3.1285857572596497e-07,14.43607630389201,0.026005699219404616,0.0004143899980096591,309.1473760575555,82.3795680252517,7.036152411920726,14.282566982051549,-0.11991796126033627,-0.17637540507950256
223.8243793103,10.041117691,0.9900000000000001,0.0028250000000000003,0.0031800000000000005,0.0014260000000000002,0.0025690000000000005,0.026011252142454266,0.0005848229821775774,0.9932244563087692,0.0009130340516526087,0.0023858380067130047,0.0008831481529464505,0.002593523479918819,0.7226350031786625,0.16136111299126119,0.06903020805937318,0.04643811009347935,0.0005355656772239316,0.025835011767099448,2.3749158932182616e-05,6.205863396366246e-05,2.2971789285432887e-05,6.746079317354382e-05,0.0004226135575848485,9.436768730704239e-05,4.037045213762126e-05,2.7158074031559247e-05,3.132111165060535e-07,14.43607630389201,0.026005699219404616,0.0004143899980096591,309.1473760575555,82.3795680252517,7.036152411920726,14.271588875073382,-0.1290480771750282,-0.1889827985141217
223.8243793103,10.2851157881,0.9900000000000001,0.0028250000000000003,0.0031800000000000005,0.0014260000000000002,0.0025690000000000005,0.026011729722286294,0.0005985586006073659,0.9929932246160386,0.0010096553645955737,0.0024731582686956573,0.0009333167603716568,0.002590644990298553,0.707193972036785,0.17434250088254757,0.06996386291416502,0.04797572744001572,0.0005239367264868487,0.02582947137477392,2.626288245651649e-05,6.433112444574894e-05,2.4277183316067382e-05,6.738715729404095e-05,0.0004232970342603027,0.00010435420335464613,4.18774718789882e-05,2.8716284279616216e-05,3.136068338127724e-07,14.43607630389201,0.026005699219404616,0.0004143899980096591,309.1473760575555,82.3795680252517,7.036152411920726,14.261162987053046,-0.13800508151197732,-0.20126359467069932
223.8243793103,10.5291138853,0.9900000000000001,0.0028250000000000003,0.0031800000000000005,0.0014260000000000002,0.0025690000000000005,0.02601226744293614,0.000612281724570609,0.9927711203847888,0.001108554021286137,0.002551904122292642,0.0009802728908951729,0.0025881485807372805,0.6924468675794313,0.18713091482077746,0.07062271988259972,0.04928660477448929,0.0005128929427022414,0.02582422789307248,2.883600367663732e-05,6.638081251780741e-05,2.5499120605025398e-05,6.732361306419374e-05,0.00042397256225505035,0.00011457683924694136,4.3241000723585195e-05,3.0177287369554316e-05,3.1403497547782294e-07,14.43607630389201,0.026005699219404616,0.0004143899980096591,309.1473760575555,82.3795680252517,7.036152411920726,14.251233685180877,-0.14680043384195862,-0.2132449273072119
223.8243793103,10.7731119824,0.9900000000000001,0.0028250000000000003,0.0031800000000000005,0.0014260000000000002,0.0025690000000000005,0.026012860032321655,0.0006259933932003335,0.9925572480449211,0.00120951658520423,0.0026230833644457292,0.0010241944792173797,0.0025859575262116214,0.6783475484697491,0.19970436319963378,0.07105156807615311,0.050394138166729656,0.0005023820877343223,0.0258192527674589,3.146298563768928e-05,6.823390041243813e-05,2.664222763375827e-05,6.726815117887166e-05,0.00042464108363570596,0.00012501361195625056,4.447781219219558e-05,3.1546397548397535e-05,3.144878677838761e-07,14.43607630389201,0.026005699219404616,0.0004143899980096591,309.1473760575555,82.3795680252517,7.036152411920726,14.2417505284342,-0.15544545266183718,-0.22495228769481024
223.8243793103,11.0171100796,0.9900000000000001,0.0028250000000000003,0.0031800000000000005,0.0014260000000000002,0.0025690000000000005,0.02601350260062765,0.0006396945810390027,0.9923507898345572,0.001312346847647262,0.00268758132554512,0.0010652679874702939,0.0025840140047801077,0.6648539386783433,0.21204541069057117,0.07128816950397115,0.05132012126191227,0.0004923598652020925,0.025814519852096155,3.413873813419755e-05,6.991340380146628e-05,2.771135156242387e-05,6.72192550334056e-05,0.00042530346175497364,0.0001356443001529482,4.560265572388024e-05,3.282920346950979e-05,3.149599376908724e-07,14.43607630389201,0.026005699219404616,0.0004143899980096591,309.1473760575555,82.3795680252517,7.036152411920726,14.23266805922045,-0.16395107963998434,-0.23640935060543633
223.8243793103,11.2611081767,0.9900000000000001,0.0028250000000000003,0.0031800000000000005,0.0014260000000000002,0.0025690000000000005,0.026014190648010953,0.0006533861910889598,0.9921510056374004,0.001416865789806671,0.002746173276329465,0.001103681650457902,0.0025822736460055463,0.6519275850627266,0.22414070681106052,0.07136431601735542,0.052084604009975805,0.0004827880988816272,0.025810005412267124,3.685861677867535e-05,7.143947516290757e-05,2.8711384869723246e-05,6.717575893252263e-05,0.0004259604816699588,0.00014645044269126611,4.662845862224871e-05,3.403136102845485e-05,3.154470770313465e-07,14.43607630389201,0.026005699219404616,0.0004143899980096591,309.1473760575555,82.3795680252517,7.036152411920726,14.223945503580213,-0.17232772376023497,-0.247637909933335
223.8243793103,11.5051062739,0.9900000000000001,0.0028250000000000003,0.0031800000000000005,0.0014260000000000002,0.0025690000000000005,0.026014920059427238,0.0006670690522650205,0.9919572297705991,0.0015229110154221384,0.002799536757535578,0.0011396205930637765,0.002580701863379371,0.6395332704798159,0.23598049090057457,0.07130675256228786,0.052705852605217866,0.0004736334521036623,0.02580568803485303,3.961840832382809e-05,7.28297249507162e-05,2.9647138626631203e-05,6.713675267302925e-05,0.0004266128526309198,0.00015741528241808056,4.7566527851821685e-05,3.515844314618254e-05,3.159462180158e-07,14.43607630389201,0.026005699219404616,0.0004143899980096591,309.1473760575555,82.3795680252517,7.036152411920726,14.21554641727552,-0.18058516654188494,-0.25865789149460916
223.8243793103,11.749104371,0.9900000000000001,0.0028250000000000003,0.0031800000000000005,0.0014260000000000002,0.0025690000000000005,0.02601568709014607,0.0006807439199816414,0.9917688660761957,0.0016303358428891228,0.0028482632929284915,0.001173263464552361,0.0025792713234342284,0.6276386751023089,0.24755810478625684,0.07113797279924948,0.0532003808122654,0.0004648664999194203,0.025801548485587293,4.241430714045296e-05,7.409952657917669e-05,3.0523255168094905e-05,6.710151567105182e-05,0.0004272612120212295,0.00016852367467542242,4.842674246290847e-05,3.6215835778657645e-05,3.164550434232915e-07,14.43607630389201,0.026005699219404616,0.0004143899980096591,309.1473760575555,82.3795680252517,7.036152411920726,14.207438307534936,-0.1887325141811136,-0.26948741902501716
223.8243793103,11.9931024682,0.9900000000000001,0.0028250000000000003,0.0031800000000000005,0.0014260000000000002,0.0025690000000000005,0.02601648834511443,0.0006944114788493792,0.9915853821966107,0.0017390082009368839,0.0028928691835810455,0.001204780258857769,0.0025779601600136376,0.6162140794648957,0.25886953309378735,0.07087689779448929,0.05358302860809464,0.00045646103873291165,0.025797569539103962,4.5242886591732855e-05,7.526229739857697e-05,3.1344151562997094e-05,6.706947045716413e-05,0.00042790613020902713,0.0001797619753047052,4.921773141372761e-05,3.7208670136975595e-05,3.1697178494364497e-07,14.43607630389201,0.026005699219404616,0.0004143899980096591,309.1473760575555,82.3795680252517,7.036152411920726,14.199592252295762,-0.19677818209296305,-0.2801429121339254
223.8243793103,12.2371005653,0.9900000000000001,0.0028250000000000003,0.0031800000000000005,0.0014260000000000002,0.0025690000000000005,0.02601732075472485,0.0007080723466919639,0.9914063035979721,0.0018488094331630925,0.0029338052456007956,0.0012343310338389086,0.002576750689425208,0.6052321035823693,0.2699129825993666,0.07053945061638361,0.05386706964150265,0.0004483935603778049,0.025793735798964563,4.810106803696521e-05,7.632975210669021e-05,3.211398642489802e-05,6.704014919173402e-05,0.00042854811587688204,0.0001911179189917607,4.9947034332304647e-05,3.814178241047823e-05,3.1749508053827713e-07,14.43607630389201,0.026005699219404616,0.0004143899980096591,309.1473760575555,82.3795680252517,7.036152411920726,14.191982531826271,-0.20472990855924778,-0.290639208602018
223.8243793103,12.4810986624,0.9900000000000001,0.0028250000000000003,0.0031800000000000005,0.0014260000000000002,0.0025690000000000005,0.026018181548924556,0.000721727079304585,0.9912312076910972,0.0019596330852184587,0.0029714654614350143,0.001262065292416646,0.002575628469832703,0.5946674772232137,0.28068850590718386,0.07013904014660843,0.05406433388000398,0.0004406428429901993,0.02579003351866671,5.098608938049301e-05,7.731212784197508e-05,3.283664390469285e-05,6.701316913068602e-05,0.0004291876214937358,0.00020258049556275956,5.062124459023873e-05,3.901969378576319e-05,3.1802387208778533e-07,14.43607630389201,0.026005699219404616,0.0004143899980096591,309.1473760575555,82.3795680252517,7.036152411920726,14.184586282054331,-0.2125947767617724,-0.3009896877623266
223.8243793103,12.7250967596,0.9900000000000001,0.0028250000000000003,0.0031800000000000005,0.0014260000000000002,0.0025690000000000005,0.026019068231057804,0.0007353761755306642,0.9910597182567361,0.00207138372345726,0.0030061945812754217,0.001288121836579004,0.002574581601952226,0.5844968371448392,0.29119767054210555,0.06968696689066677,0.05418533579560714,0.0004331896267812885,0.02578645043037494,5.3895474433337016e-05,7.821838192604144e-05,3.351572995586459e-05,6.698821436762108e-05,0.0004298250487093413,0.0002141398292866919,5.1246135196390545e-05,3.9846605007218373e-05,3.185573310219797e-07,14.43607630389201,0.026005699219404616,0.0004143899980096591,309.1473760575555,82.3795680252517,7.036152411920726,14.177383174775905,-0.22037925358955768,-0.311206402060515
223.8243793103,12.9690948567,0.9900000000000001,0.0028250000000000003,0.0031800000000000005,0.0014260000000000002,0.0025690000000000005,0.026019978552388655,0.0007490200823838329,0.9908915002854501,0.0021839758158263296,0.003038294748835857,0.0013126289479802812,0.0025736002019073737,0.5746985476587936,0.30144327193777803,0.06919276250083051,0.0542394015497991,0.0004260163527986122,0.02578297558517163,5.682700388673661e-05,7.905636420054407e-05,3.41545770736914e-05,6.696502205605298e-05,0.0004304607535132587,0.00022578706438088666,5.1826768668737054e-05,4.0626401017280316e-05,3.1909480367007653e-07,14.43607630389201,0.026005699219404616,0.0004143899980096591,309.1473760575555,82.3795680252517,7.036152411920726,14.17035512695267,-0.22808922970986245,-0.3213002008528498
223.8243793103,13.2130929539,0.9900000000000001,0.0028250000000000003,0.0031800000000000005,0.0014260000000000002,0.0025690000000000005,0.026020910487909697,0.0007626592000100192,0.9907262552805913,0.0022973326921878847,0.0030680312438483037,0.0013357047844951581,0.0025726759988772426,0.5652525414454377,0.3114290872198713,0.06866447341301296,0.05423479097235115,0.000419106949326877,0.025779599206678237,5.977868834436955e-05,7.983296637028695e-05,3.475625463562122e-05,6.69433718811784e-05,0.00043109505106240777,0.00023751425851895755,5.23675923622777e-05,4.136266229568394e-05,3.196357706922757e-07,14.43607630389201,0.026005699219404616,0.0004143899980096591,309.1473760575555,82.3795680252517,7.036152411920726,14.163486039329644,-0.23573006361517024,-0.331280849267964
223.8243793103,13.457091051,0.9900000000000001,0.0028250000000000003,0.0031800000000000005,0.0014260000000000002,0.0025690000000000005,0.02602186221378741,0.0007762938863893812,0.990563717033108,0.00241138559209477,0.0030956374393767273,0.0013574579109146409,0.0025718020245058476,0.5561401779757449,0.3211596659068324,0.06810889763455194,0.054178811827927484,0.0004124466549432694,0.025776312558612638,6.274874362180228e-05,8.055425091130287e-05,3.532358271883649e-05,6.692307792283069e-05,0.00043172822013807317,0.0002493142851983302,5.287252084242286e-05,4.20586803938608e-05,3.201798166942107e-07,14.43607630389201,0.026005699219404616,0.0004143899980096591,309.1473760575555,82.3795680252517,7.036152411920726,14.156761563304777,-0.24330662634383593,-0.3411571392823145
223.8243793103,13.7010891482,0.9900000000000001,0.0028250000000000003,0.0031800000000000005,0.0014260000000000002,0.0025690000000000005,0.026022832086614586,0.0007899244616977402,0.9904036478528853,0.0025260728017682567,0.003121319070152281,0.0013779879045288368,0.002570972370665322,0.547344117271718,0.33064015337916053,0.06753178241475585,0.054077925064150746,0.0004060218702148468,0.025773107826046197,6.57355683589794e-05,8.122556205132079e-05,3.585914785693981e-05,6.690398230114912e-05,0.00043236050719928654,0.00026118074517369165,5.334500687146493e-05,4.271747584603001e-05,3.2072660726697257e-07,14.43607630389201,0.026005699219404616,0.0004143899980096591,309.1473760575555,82.3795680252517,7.036152411920726,14.150168894258657,-0.2508233427006221,-0.3509369894730714
223.8243793103,13.9450872453,0.9900000000000001,0.0028250000000000003,0.0031800000000000005,0.0014260000000000002,0.0025690000000000005,0.02602381862451614,0.000803551212318732,0.9902458352276242,0.0026413388780444965,0.0031452579019578056,0.00139738599363265,0.0025701819987408374,0.5388482070756961,0.3398761430012576,0.06693798933766942,0.05393784055326199,0.00039982003211470543,0.02576997800964619,6.873772388811293e-05,8.18516211678761e-05,3.636531964673535e-05,6.688595016722792e-05,0.0004329921300514508,0.0002731078867468753,5.378810248246263e-05,4.334181716642814e-05,3.212758715150859e-07,14.43607630389201,0.026005699219404616,0.0004143899980096591,309.1473760575555,82.3795680252517,7.036152411920726,14.143696589126916,-0.2582842331982462,-0.3606275383915598
223.8243793103,14.1890853425,0.9900000000000001,0.0028250000000000003,0.0031800000000000005,0.0014260000000000002,0.0025690000000000005,0.026024820490068545,0.0008171743937071812,0.9900900888735493,0.002757133954419357,0.0031676148838310635,0.0014157357000317901,0.0025694265881685656,0.530637377260303,0.34887355699368766,0.06633163262853099,0.05376360361547404,0.00039382950200435746,0.025766916831930133,7.17539162308366e-05,8.243660873337276e-05,3.684426745470887e-05,6.68688657194962e-05,0.0004336232770410569,0.0002850905374167844,5.420451167682729e-05,4.393424018798821e-05,3.218273845244119e-07,14.43607630389201,0.026005699219404616,0.0004143899980096591,309.1473760575555,82.3795680252517,7.036152411920726,14.137334410443499,-0.2656911429815363,-0.37023341859163494
227.227862069,8.13347647,0.9900000000000001,0.0028250000000000003,0.0031800000000000005,0.0014260000000000002,0.0025690000000000005,0.0257432622000169,0.00047619407592881867,0.9955068711821413,2.4327355641103937e-05,0.00015781948752743424,3.9928789980447954e-05,0.004271053184709709,0.9856623394632648,0.005031038021217317,0.00556051567037842,0.0025177826457071606,0.001228324199432402,0.02562759440676031,6.262654949019988e-07,4.062788447691036e-06,1.0278973097960793e-06,0.00010995084200419924,0.0004693665669185469,2.3957505014763327e-06,2.6478846213435673e-06,1.1989531803621376e-06,5.849207070897186e-07,13.682450109374624,0.025732301505875573,0.00047126641617287445,309.1473760575555,82.3795680252517,8.042845231676623,13.720932455171829,-0.007504204531475267,-0.010551966127438916
227.227862069,8.3706553115,0.9900000000000001,0.0028250000000000003,0.0031800000000000005,0.0014260000000000002,0.0025690000000000005,0.025739184527066982,0.000489707307911075,0.9963999741148875,7.455504928915955e-05,0.0004455321261238841,0.00011761521782506776,0.0029623234918744923,0.961726774937862,0.01497566619278612,0.015260084112128569,0.007206063598735208,0.0008314111584880751,0.025646522796507854,1.918986171078252e-06,1.1467633607039134e-05,3.0273197947905967e-06,7.624779098622296e-05,0.0004709646299008207,7.333693175444189e-06,7.472974709047049e-06,3.528862005572612e-06,4.071481201904234e-07,13.682450109374624,0.025732301505875573,0.00047126641617287445,309.1473760575555,82.3795680252517,8.042845231676623,13.687131270570529,-0.016557365809612534,-0.02529125179741598
227.227862069,8.607834153,0.9900000000000001,0.0028250000000000003,0.0031800000000000005,0.0014260000000000002,0.0025690000000000005,0.025738166895440496,0.0005031455198303633,0.9961711798920336,0.0001306124779507542,0.0007173866919510635,0.00019744888388707602,0.002783372054177429,0.9380011080108446,0.025528140758678455,0.02393019131780552,0.011777877259708244,0.000762682652963144,0.02563962008448904,3.3617257561235535e-06,1.846421840600443e-05,5.081972326804014e-06,7.163889446252372e-05,0.00047195105509157314,1.2844369652327956e-05,1.2040368550237305e-05,5.925986176334119e-06,3.837403598907417e-07,13.682450109374624,0.025732301505875573,0.00047126641617287445,309.1473760575555,82.3795680252517,8.042845231676623,13.666603602957437,-0.02641684276361289,-0.04071951960790088
227.227862069,8.8450129944,0.9900000000000001,0.0028250000000000003,0.0031800000000000005,0.0014260000000000002,0.0025690000000000005,0.02573753380553331,0.0005165586696134263,0.9958529848945108,0.0001911835181422742,0.0009656983090399141,0.0002765474657063295,0.0027135858126006445,0.9154100870595103,0.036390120297378384,0.031398861543208485,0.016074519688236047,0.0007264114116668424,0.025630799864063726,4.920592261247573e-06,2.4854692874861143e-05,7.117649747451219e-06,6.984100658602466e-05,0.0004728630167221714,1.879763212788632e-05,1.621935414613595e-05,8.30343250483004e-06,3.7523411240263504e-07,13.682450109374624,0.025732301505875573,0.00047126641617287445,309.1473760575555,82.3795680252517,8.042845231676623,13.64827433735197,-0.03621510129038441,-0.05580702115475944
227.227862069,9.0821918359,0.9900000000000001,0.0028250000000000003,0.0031800000000000005,0.0014260000000000002,0.0025690000000000005,0.025737085368164627,0.0005299497249871109,0.9955221719111391,0.0002561283086845807,0.001191161964368997,0.0003541217452662773,0.0026764160705409655,0.8939353725756706,0.047513522178987064,0.037778159560160084,0.020072573638449748,0.0007003720467324893,0.025621839124377647,6.591996145818676e-06,3.065703716427555e-05,9.114061588641626e-06,6.888314888824055e-05,0.0004737408048527271,2.5179778011923187e-05,2.002052526942603e-05,1.0637454879479974e-05,3.711619735545427e-07,13.682450109374624,0.025732301505875573,0.00047126641617287445,309.1473760575555,82.3795680252517,8.042845231676623,13.631284302257878,-0.04587195853446069,-0.07047183241013144
227.227862069,9.3193706774,0.9900000000000001,0.0028250000000000003,0.0031800000000000005,0.0014260000000000002,0.0025690000000000005,0.02573677256038094,0.0005433191786214774,0.995196624074392,0.00032532830723161596,0.0013951536732248377,0.0004295873744128526,0.002653306570738804,0.8735094174802911,0.058859111267263516,0.04319016531843929,0.02376217162277071,0.0006791343112352192,0.025613149166661558,8.372900650673835e-06,3.590675277456768e-05,1.1056192550074798e-05,6.828754774406891e-05,0.00047459441922351696,3.197928398811976e-05,2.3466045145340257e-05,1.291044356834636e-05,3.689866961539821e-07,13.682450109374624,0.025732301505875573,0.00047126641617287445,309.1473760575555,82.3795680252517,8.042845231676623,13.615392307343502,-0.05536513638663898,-0.08470225097221196
227.227862069,9.5565495188,0.9900000000000001,0.0028250000000000003,0.0031800000000000005,0.0014260000000000002,0.0025690000000000005,0.02573657609667524,0.0005566673347058421,0.9948820883085496,0.00039863270824201625,0.001579262747924364,0.0005024818764896787,0.0026375343587943458,0.8540609850192797,0.07038583847262662,0.047751632370729026,0.0271408449787327,0.0006606991586319009,0.025604858572972164,1.025944103029439e-05,4.0644815888599844e-05,1.2932163051476786e-05,6.788110373270622e-05,0.00047542785220692856,3.918149710359298e-05,2.6581773919666937e-05,1.5108421835975569e-05,3.677896396780126e-07,13.682450109374624,0.025732301505875573,0.00047126641617287445,309.1473760575555,82.3795680252517,8.042845231676623,13.60047727258623,-0.06468401186268125,-0.09850220929324571
227.227862069,9.7937283603,0.9900000000000001,0.0028250000000000003,0.0031800000000000005,0.0014260000000000002,0.0025690000000000005,0.025736485231384873,0.0005699946669655846,0.9945804586186242,0.0004758566760961608,0.0017451556967688572,0.0005724545164470838,0.002626074492063702,0.8355224648619763,0.08205066288168059,0.05157061537828233,0.030212113663668685,0.0006441432143920307,0.025597005284662216,1.2246878316604738e-05,4.491417381635887e-05,1.473296720817994e-05,6.758592738151399e-05,0.0004762433491012666,4.676844026354898e-05,2.9394975737754293e-05,1.722074366604922e-05,3.6715819696552675e-07,13.682450109374624,0.025732301505875573,0.00047126641617287445,309.1473760575555,82.3795680252517,8.042845231676623,13.586452396942304,-0.07382414069989451,-0.11188376391122823
