T,P,z_carbon dioxide,z_hydrogen,z_argon,z_carbon monoxide,z_hydrogen sulfide,rho_l,rho_v,x_carbon dioxide,x_hydrogen,x_argon,x_carbon monoxide,x_hydrogen sulfide,y_carbon dioxide,y_hydrogen,y_argon,y_carbon monoxide,y_hydrogen sulfide,rhoL1_carbon dioxide,rhoL2_hydrogen,rhoL3_argon,rhoL4_carbon monoxide,rhoL5_hydrogen sulfide,rhoV1_carbon dioxide,rhoV2_hydrogen,rhoV3_argon,rhoV4_carbon monoxide,rhoV5_hydrogen sulfide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,gamma_wsd,gamma_cDFT_minus_wsd_corrected,gamma_cDFT_minus_wsd_uncorrected
200.0,8.6221310352,0.9900000000000001,0.0028250000000000003,0.0031800000000000005,0.0014260000000000002,0.0025690000000000005,0.027793930613870713,0.0005330766971357894,0.9912559692068159,0.0018835801600138018,0.003012115218777127,0.00127500376248167,0.00257333165191143,0.2961041642998121,0.5229391103355698,0.09593271235615405,0.08484815704952207,0.00017585595894200788,0.027550899628719407,5.23520962730871e-05,8.371852139167547e-05,3.5437366106839634e-05,7.152300137970359e-05,0.00015784622991309695,0.0002787666537408137,5.1139493450096335e-05,4.523057531801797e-05,9.374471376445254e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.583372104294863,-0.4116007072725836,-0.5331941210739046
200.0,8.9178267474,0.9900000000000001,0.0028250000000000003,0.0031800000000000005,0.0014260000000000002,0.0025690000000000005,0.02779515781615235,0.0005512121053047185,0.9910962802239351,0.001994280075576671,0.003038849101671028,0.001297850161701314,0.0025727404371156865,0.28704024708836473,0.5355014636099646,0.09368915855839173,0.08359858388802878,0.0001705468552500835,0.02754767751982583,5.543132943026181e-05,8.446529036041903e-05,3.607395006620687e-05,7.150972646962729e-05,0.00015822005890476414,0.00029517488915020674,5.164259833319869e-05,4.608055142541347e-05,9.400749113549762e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.575066155458863,-0.42626729112868844,-0.5509862235014857
200.0,9.2135224597,0.9900000000000001,0.0028250000000000003,0.0031800000000000005,0.0014260000000000002,0.0025690000000000005,0.027796402126723484,0.0005693445683818164,0.9909398486499322,0.0021055615374972105,0.0030632964493919903,0.0013191183423161654,0.002572175020862438,0.27855457365078684,0.5474246051856279,0.0915221041513147,0.08233314023504976,0.00016557677722086762,0.027544562516468023,5.852703519883463e-05,8.514861994066401e-05,3.666674389575702e-05,7.14972112202057e-05,0.00015859353350598812,0.00031167322556099756,5.210761288542592e-05,4.687592619064396e-05,9.427023876086704e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.566981604827994,-0.4407671013880332,-0.5685462429197798
200.0,9.5092181719,0.9900000000000001,0.0028250000000000003,0.0031800000000000005,0.0014260000000000002,0.0025690000000000005,0.02779766183359782,0.00058747426870182,0.9907863272567209,0.0022173598549133935,0.003085724664600629,0.0013389561323731735,0.0025716320913919386,0.27059358271092737,0.5587515764240778,0.08943197803929505,0.08106194854582102,0.0001609142798787588,0.02754154327443471,6.163741941027804e-05,8.577593073816034e-05,3.7219849777731517e-05,7.148535923694104e-05,0.0001589667671185075,0.00032825217374572415,5.253898589719208e-05,4.7621808941500764e-05,9.453299889545381e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.559094883292076,-0.45511485933755225,-0.5858958150911064
200.0,9.8049138842,0.9900000000000001,0.0028250000000000003,0.0031800000000000005,0.0014260000000000002,0.0025690000000000005,0.027798935431147923,0.0006056013662961474,0.9906354148142072,0.002329618472307944,0.00310636278491459,0.001357495056000061,0.002571108872570263,0.263110136013464,0.5695222239777424,0.08741811352993077,0.07979299477750593,0.00015653170135688455,0.027538609932228585,6.4760913490898e-05,8.635357848356153e-05,3.773691740984823e-05,7.147408953503227e-05,0.00015933985785611897,0.00034490343697694126,5.29405289927578e-05,4.832274665811894e-05,9.479581221038979e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.551385526910764,-0.46932350740676654,-0.6030538759656814
200.0,10.1006095964,0.9900000000000001,0.0028250000000000003,0.0031800000000000005,0.0014260000000000002,0.0025690000000000005,0.027800221592224762,0.0006237260016815383,0.9904868490881272,0.002442287806183084,0.0031254078387095313,0.001374852245748617,0.0025706030212315975,0.25606258267419724,0.5797733931655378,0.08547907550590897,0.07853254404567603,0.00015240460867983562,0.027535753888834426,6.789614220387822e-05,8.688703048220123e-05,3.822119708837941e-05,7.146333361588087e-05,0.0001597128908716254,0.00036161974040047935,5.331552199273491e-05,4.8982789699488805e-05,9.505871720971334e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.54383570690875,-0.4834044506766766,-0.6200370443638086
200.0,10.3963053087,0.9900000000000001,0.0028250000000000003,0.0031800000000000005,0.0014260000000000002,0.0025690000000000005,0.027801519144228376,0.0006418482983157759,0.9903404010086594,0.0025553242613023113,0.0031430300324752896,0.001391132150522596,0.0025701125470403655,0.24941398259976705,0.5895391290154046,0.08361290212436882,0.07728547492187518,0.00014851133858431438,0.02753296761794505,7.104189637030743e-05,8.73810096187465e-05,3.867558711490554e-05,7.145303317936428e-05,0.00016008594030782102,0.00037839468674910213,5.3666798945769654e-05,4.960555056313216e-05,9.532174995094023e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.536429837780485,-0.4973677616009091,-0.6368599440423814
200.0,10.692001021,0.9900000000000001,0.0028250000000000003,0.0031800000000000005,0.0014260000000000002,0.0025690000000000005,0.027802827048594554,0.0006599683647349945,0.9901958698032685,0.002668689398047258,0.0031593770009800634,0.0014064280483557482,0.0025696357493485175,0.243131458280726,0.5988508773309978,0.08181728327123078,0.07605554850223116,0.0001448326148142603,0.027530244512372924,7.419710978032583e-05,8.783961233955605e-05,3.910267578472724e-05,7.14431383170225e-05,0.00016045907093716527,0.00039522263423225545,5.3996818647574e-05,5.019425597404056e-05,9.558494395926072e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.529154249805927,-0.5112223568574095,-0.653535478326777
200.0,10.9876967332,0.9900000000000001,0.0028250000000000003,0.0031800000000000005,0.0014260000000000002,0.0025690000000000005,0.02780414438321714,0.0006780862964093786,0.990053078923621,0.002782349226923742,0.0031745773035869486,0.0014208233788548278,0.0025691711670133874,0.23718565083409177,0.607737680672096,0.08008969206642476,0.07484562520002118,0.00014135122736627366,0.027527578753441036,7.736083962992031e-05,8.826640570461568e-05,3.950477836873006e-05,7.14336060728387e-05,0.00016083233953553735,0.0004120985930753672,5.430772267388956e-05,5.075179279432682e-05,9.584833025771652e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.521996914695062,-0.5249761484118238,-0.6700750628829368
203.4034827586,2.8659151052,0.9900000000000001,0.0028250000000000003,0.0031800000000000005,0.0014260000000000002,0.0025690000000000005,0.027542882289710063,0.00017730444987320304,0.9951285328749666,5.891177925977407e-06,5.5555555463278976e-05,1.2169337606213317e-05,0.004797851054037892,0.986635114504002,0.004674647573351734,0.005229981554333169,0.0023536294811148926,0.0011066268871981163,0.027408708044107076,1.6226002016293398e-07,1.5301601246645515e-06,3.351786332316754e-07,0.000132146646824927,0.00017493479620271676,8.288358163442327e-07,9.272990023380418e-07,4.1730898035442837e-07,1.9620987144955712e-07,19.1104765544596,0.02753508945794014,0.00017577535805957144,309.1473760575555,82.3795680252517,2.8401526987551153,19.162052425691243,-0.007170487332491149,-0.00858122619733237
203.4034827586,3.1535509107,0.9900000000000001,0.0028250000000000003,0.0031800000000000005,0.0014260000000000002,0.0025690000000000005,0.027539287859917463,0.00019484900260272286,0.9966625486085519,5.443290929594008e-05,0.0004554791923370154,0.00010677867922686652,0.0027207606105883243,0.9024149026002569,0.03924655618652687,0.03899623704786091,0.018768331690221886,0.0005739724751333627,0.02744737682532989,1.499043558153671e-06,1.2543572591971779e-05,2.940608784530466e-06,7.492780965291666e-05,0.00017583464370549335,7.647152328536485e-06,7.598377894035049e-06,3.6569907103568104e-06,1.1183796430115188e-07,19.1104765544596,0.02753508945794014,0.00017577535805957144,309.1473760575555,82.3795680252517,2.8401526987551153,19.105533849070426,-0.02863266410587073,-0.04042214115580478
203.4034827586,3.4411867161,0.9900000000000001,0.0028250000000000003,0.0031800000000000005,0.0014260000000000002,0.0025690000000000005,0.027539059332074275,0.0002123755040988364,0.9962258823579786,0.00010952871616975036,0.0008123567286127404,0.00020311757918714678,0.0026491146180518585,0.8303795546158766,0.07244480821839965,0.06388212248794657,0.03277850964265591,0.0005150050351210669,0.02743512368240442,3.0163178131646784e-06,2.237154014807602e-05,5.59366706462213e-06,7.295412464399541e-05,0.00017635227650491405,1.538550266472615e-05,1.3566997966281267e-05,6.961352508967619e-06,1.0937445394727552e-07,19.1104765544596,0.02753508945794014,0.00017577535805957144,309.1473760575555,82.3795680252517,2.8401526987551153,19.074590464699728,-0.05148280162887886,-0.07296594218073338
203.4034827586,3.7288225215,0.9900000000000001,0.0028250000000000003,0.0031800000000000005,0.0014260000000000002,0.0025690000000000005,0.02753901621995567,0.000229896652724908,0.9957845195999446,0.00017043272319005576,0.0011230566569733111,0.000298070998708941,0.0026239200211830875,0.7692604899394875,0.10412431621483444,0.08167375525779051,0.04446820788367904,0.0004732307042085629,0.02742292603684364,4.693549528342161e-06,3.092787549231721e-05,8.208582068143913e-06,7.226017602322748e-05,0.00017685041171061093,2.3937831765060298e-05,1.8776522949239394e-05,1.0223092145133177e-05,1.0879415486419964e-07,19.1104765544596,0.02753508945794014,0.00017577535805957144,309.1473760575555,82.3795680252517,2.8401526987551153,19.046787173239135,-0.0736240566411297,-0.10398649210015165
203.4034827586,4.0164583269,0.9900000000000001,0.0028250000000000003,0.0031800000000000005,0.0014260000000000002,0.0025690000000000005,0.02753910518258124,0.0002474100045921506,0.995370122606378,0.00023695817614701148,0.001391884185844485,0.00039017816862026925,0.0026108568630101893,0.7167691162882055,0.1345041079917954,0.09415901479949043,0.05412843067071033,0.0004393302497983161,0.027411602502055828,6.525616136785162e-06,3.8331244995942725e-05,1.0745157625580514e-05,7.19006617671017e-05,0.00017733585035237666,3.327766197591322e-05,2.3295882283934303e-05,1.3391915280806349e-05,1.0869469912007204e-07,19.1104765544596,0.02753508945794014,0.00017577535805957144,309.1473760575555,82.3795680252517,2.8401526987551153,19.02156667237269,-0.0949950568148239,-0.13347768767251722
203.4034827586,4.3040941323,0.9900000000000001,0.0028250000000000003,0.0031800000000000005,0.0014260000000000002,0.0025690000000000005,0.027539313797054054,0.0002649138588423298,0.9949865271838811,0.0003088110084867261,0.0016236023555585876,0.00047829922961243574,0.0026027602224610877,0.671201007626017,0.16369016437930978,0.10268371921866729,0.062014469596279057,0.0004106391797268307,0.027401246195957955,8.504443266700674e-06,4.471289475136407e-05,1.3172032573186077e-05,7.167823050484611e-05,0.00017781044898906818,4.3363793100258236e-05,2.7202340298499454e-05,1.6428492444810623e-05,1.0878400969328373e-07,19.1104765544596,0.02753508945794014,0.00017577535805957144,309.1473760575555,82.3795680252517,2.8401526987551153,18.998646157544023,-0.11558507562774523,-0.16149602929638007
