T,P,z_carbon dioxide,z_hydrogen,z_nitrogen,z_methane,z_oxygen,z_carbon monoxide,rho_l,rho_v,x_carbon dioxide,x_hydrogen,x_nitrogen,x_methane,x_oxygen,x_carbon monoxide,y_carbon dioxide,y_hydrogen,y_nitrogen,y_methane,y_oxygen,y_carbon monoxide,rhoL1_carbon dioxide,rhoL2_hydrogen,rhoL3_nitrogen,rhoL4_methane,rhoL5_oxygen,rhoL6_carbon monoxide,rhoV1_carbon dioxide,rhoV2_hydrogen,rhoV3_nitrogen,rhoV4_methane,rhoV5_oxygen,rhoV6_carbon monoxide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,gamma_wsd,gamma_cDFT_minus_wsd_corrected,gamma_cDFT_minus_wsd_uncorrected
200.0,2.5472139581,0.95,0.010341,0.001495,0.019651,0.0184,0.000113,0.0277701475410076,0.00015940253189374295,0.9989863456381594,1.3251651199228578e-05,6.771864792718192e-06,0.0007546387097030764,0.0002383775250777471,6.146110680365785e-07,0.9408660665580079,0.012266699188104148,0.0017724931780764386,0.023174392163120706,0.02178639367202173,0.00013395524066929664,0.027741998209823697,3.680003089645479e-07,1.8805568442153904e-07,2.0956428308610035e-05,6.619779041869276e-06,1.7067840039712044e-08,0.00014997643318225332,1.955342908562722e-06,2.825399003497713e-07,3.694056785899955e-06,3.4728063121540834e-06,2.135280452312157e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.844234505079765,-0.0023829467856515407,-0.022518552193364627
200.0,3.6146952922,0.95,0.010341,0.001495,0.019651,0.0184,0.000113,0.02773996656858903,0.00022627113858686776,0.9926041557685082,0.00011991840908029932,5.95330099582261e-05,0.0052496729935241895,0.00196135643157117,5.3633873579062905e-06,0.6705020461600205,0.07739481996573168,0.010912158473964486,0.11412867144504005,0.12624317065793783,0.0008191332973054488,0.02753480609686096,3.3265326588458864e-06,1.6514437059686699e-06,0.0001456257533363857,5.4407961840871336e-05,1.4878018600271355e-07,0.0001517152614094524,1.7512214034371753e-05,2.4691065223442816e-06,2.5824024433275755e-05,2.856518596358785e-05,1.8534622383571917e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.419979779232474,-0.022153418383279444,-0.1668507225314002
200.0,4.6821766264,0.95,0.010341,0.001495,0.019651,0.0184,0.000113,0.027717539703582664,0.00029340591245129947,0.9872006672325654,0.0002555723490726319,0.000122554518016236,0.008654888887539474,0.0037553710234261017,1.094598938024283e-05,0.5231051426926471,0.12607594558606533,0.017244446495967538,0.1458364593882221,0.18645388887758746,0.0012841169595105145,0.02736277368942193,7.083836732558562e-06,3.3969097189684584e-06,0.00023989222637047175,0.00010408964544349684,3.033958952418749e-07,0.00015348214169970333,3.699142785283988e-05,5.059622558866969e-06,4.278927943546818e-05,5.470667339622175e-05,3.767675081993709e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.06986675704484,-0.04827146378397984,-0.29551762006778404
200.0,5.7496579605,0.95,0.010341,0.001495,0.019651,0.0184,0.000113,0.027701387863613515,0.0003606985798519291,0.9826480687132416,0.00042221829927799537,0.00019450164343059583,0.011193914107001915,0.005524092702978823,1.7204534069021575e-05,0.43044462183312143,0.1681866729779915,0.022190892347799834,0.15423551395455046,0.22330482740966026,0.0016374714768765271,0.02722071528485625,1.1696032871415e-05,5.3879654647811905e-06,0.000310086956390035,0.00015302503455977355,4.765894712587195e-07,0.00015526076380010758,6.066469409318236e-05,8.004223355498442e-06,5.5632530846138747e-05,8.054573412074459e-05,5.906336362574044e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.781765098551418,-0.08020540408874766,-0.41186015191811265
200.0,6.8171392947,0.95,0.010341,0.001495,0.019651,0.0184,0.000113,0.02769008777067094,0.0004280675743025419,0.9788132175736632,0.0006206147493900036,0.00027330294427880256,0.01307872412308866,0.00719021646491438,2.3924144664964917e-05,0.36684657055637193,0.20707279435495488,0.02622104199664964,0.15266791166812677,0.24527586678209387,0.0019158146418028156,0.027103423905707566,1.718487688238215e-05,7.567782515062832e-06,0.00036215101889671634,0.0001990977250036025,6.624616656111075e-07,0.00015703512159927243,8.864114878357462e-05,1.1224377843190891e-05,6.535218262160976e-05,0.00010499464532836433,8.200981265298245e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.544226298644475,-0.11672557651576199,-0.5181223709195564
200.0,7.8846206288,0.95,0.010341,0.001495,0.019651,0.0184,0.000113,0.02768246452069589,0.0004954512827895002,0.9755758772636851,0.0008502437490028773,0.00035646774453139076,0.014482266446235972,0.008704276719705438,3.086807683911244e-05,0.32050357398405444,0.24393600354946335,0.02951757683410912,0.14686850521312628,0.2570398358757838,0.0021345045434631293,0.02700634460959873,2.353684241571561e-05,9.867905690762712e-06,0.00040090482707719183,0.000240955831471565,8.545044419208447e-07,0.00015879390686901926,0.00012085840587712569,1.4624521307296997e-05,7.276618930921982e-05,0.00012735071641265967,1.057543014178824e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.34755277969435,-0.15653277038644475,-0.61587467443103
200.0,8.952101963,0.95,0.010341,0.001495,0.019651,0.0184,0.000113,0.027677613821966898,0.000562805739366366,0.9728321127994267,0.001109393034924033,0.00044143459903514553,0.015535584997958794,0.010043663292329818,3.781127632564097e-05,0.2852328689576788,0.27912334752054957,0.032170025790098984,0.13947314033316144,0.26169846422802606,0.002302153170485074,0.026925671531670674,3.070535199740722e-05,1.221785635974956e-05,0.0004299879220718459,0.0002779846339629693,1.0465259042567702e-06,0.0001605306957053162,0.000157092221975718,1.810547515023172e-05,7.849628386695384e-05,0.00014728539765089668,1.2956650172494755e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.183802848153977,-0.1985345892147663,-0.7063462641753411
200.0,10.0195832971,0.95,0.010341,0.001495,0.019651,0.0184,0.000113,0.027674858647353924,0.0006301027618146972,0.9704929763403545,0.001395428819670952,0.0005258930704763803,0.016334554350195603,0.011206580742394601,4.456667690792339e-05,0.25748680713882305,0.31263608672479243,0.03424374878310052,0.13172268386634026,0.26148512609092334,0.0024255473960203954,0.026858255938469106,3.861829533683753e-05,1.455401638905676e-05,0.00045205648270918344,0.0003101405379659292,1.2333764838090722e-06,0.00016224314830902068,0.0001969928616882309,2.157708068312031e-05,8.299882689782524e-05,0.00016476250012335513,1.5283441131448982e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.04649851844813,-0.24189290192301272,-0.7905815289809972
200.0,11.0870646313,0.95,0.010341,0.001495,0.019651,0.0184,0.000113,0.02767369625894617,0.0006973271561264373,0.9684830134339762,0.001705191680534104,0.000608001050843548,0.01694820844463653,0.012204586495256296,5.099889475322272e-05,0.23508601453460345,0.3443698728046653,0.03580368868381468,0.12419366505997037,0.25803558626974377,0.0025111726472022153,0.026801504745720742,4.718895663038277e-05,1.6825636406164433e-05,0.0004690195726301778,0.0003377460196357591,1.4113279229426492e-06,0.00016393186196051333,0.0002401384640585002,2.4966884408720793e-05,8.660361526518842e-05,0.0001799352215528984,1.751108880616018e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.9303620940836,-0.28600142232683723,-0.8695026024244044
200.0,12.1545459654,0.95,0.010341,0.001495,0.019651,0.0184,0.000113,0.027673753540465192,0.000764473241031382,0.9667391899958726,0.002035385745516666,0.0006864632518043518,0.017425931414988043,0.013056004719960383,5.7024871857917406e-05,0.21661873045505456,0.3742284956198885,0.03691879930042453,0.11713622025874594,0.25253235908571436,0.0025653952801720672,0.02675330208185473,5.632676348120422e-05,1.899701484501993e-05,0.00048224093119142897,0.0003613086568433339,1.5780922494726157e-06,0.0001655992229390789,0.00028608767093283455,2.8223434156182658e-05,8.954750594336934e-05,0.00019305423101555682,1.9611760443597504e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.83112348580259,-0.3304390540032536,-0.9439215905123461
