T_K,P_bubble_bar,P_dew_bar
200.0,38.82468380584255,2.5236616797443014
203.47237931034482,38.79457443503084,3.008067959642986
206.94475862068967,38.849270191520255,3.5602090448720323
210.4171379310345,38.994020447095565,4.188932630571632
213.8895172413793,39.228922626221305,4.89849973105248
217.36189655172413,39.559622245773035,5.697923901343553
220.83427586206898,39.98780554038263,6.592378261604861
224.3066551724138,40.51915575245128,7.590809884303958
227.77903448275862,41.156811158823146,8.699551635595794
231.25141379310344,41.906167677488185,9.927248739828736
234.7237931034483,42.77178879312714,11.281696381373685
238.1961724137931,43.75846721457448,12.771007863173526
241.66855172413796,44.87222460181413,14.404811101243476
245.14093103448278,46.11692505953783,16.19047300597301
248.6133103448276,47.500100216822666,18.139916115081487
252.08568965517242,49.024331064973154,20.25957801519546
255.55806896551724,50.69868355109575,22.564273386712472
259.03044827586206,52.52404220018993,25.05938876320929
262.5028275862069,54.510929897873986,27.763450488797577
265.97520689655175,56.658347590713,30.68127294486073
269.4475862068966,58.97690438846676,33.83489048731771
272.9199655172414,61.464422280874444,37.231053686900864
276.3923448275862,64.12887131032714,40.89449539741102
279.86472413793103,66.96678964878373,44.83770841478116
283.3371034482759,69.98033432846867,49.09020073824784
286.8094827586207,73.16074872893567,53.67542221617764
290.28186206896555,76.496411108926,58.63558703856472
293.7542413793104,79.9579042748556,64.02205602698295
297.2266206896552,83.48296323444733,69.9256312447661
