T,P,z_carbon dioxide,z_hydrogen,z_argon,z_nitrogen,z_carbon monoxide,rho_l,rho_v,x_carbon dioxide,x_hydrogen,x_argon,x_nitrogen,x_carbon monoxide,y_carbon dioxide,y_hydrogen,y_argon,y_nitrogen,y_carbon monoxide,rhoL1_carbon dioxide,rhoL2_hydrogen,rhoL3_argon,rhoL4_nitrogen,rhoL5_carbon monoxide,rhoV1_carbon dioxide,rhoV2_hydrogen,rhoV3_argon,rhoV4_nitrogen,rhoV5_carbon monoxide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,gamma_wsd,gamma_cDFT_minus_wsd_corrected,gamma_cDFT_minus_wsd_uncorrected
200.0,2.5488982965,0.95000095000095,0.0023540023540023543,0.004507004507004507,0.03680603680603681,0.006332006332006332,0.027774371276812912,0.00015946595149490486,0.9997458249352232,2.999958576726372e-06,5.1102219520582396e-05,0.00016581791076201543,3.425497591739831e-05,0.940979297039261,0.002780376483028786,0.0053151199987409095,0.04345104977974001,0.007474156699229296,0.027767311724194495,8.332196332505749e-08,1.4193320180338519e-06,4.605488217849648e-06,9.514104192081055e-07,0.00015005415893937246,4.4337538138024253e-07,8.475806679088166e-07,6.928962996578717e-06,1.1918735096646171e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.89566454605652,-0.024266680144648944,-0.02932494765489224
200.0,3.78639963,0.95000095000095,0.0023540023540023543,0.004507004507004507,0.03680603680603681,0.006332006332006332,0.027767442958164645,0.00023675647285084376,0.997754099641357,2.7598864595874826e-05,0.00043313451522368485,0.0014813834788823836,0.00030378349994102517,0.6449565489832504,0.017214935387642502,0.03053065406362398,0.26245791100664007,0.044839950558843066,0.027705080048066304,7.663498983760639e-07,1.2027037944685964e-05,4.1134231249034085e-05,8.43529100624403e-06,0.0001526976376793268,4.075747382733412e-06,7.228329969932893e-06,6.213860928173275e-05,1.0616148537117905e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.762850535981393,-0.2130814572126596,-0.2575667598764326
200.0,5.0239009635,0.95000095000095,0.0023540023540023543,0.004507004507004507,0.03680603680603681,0.006332006332006332,0.027760508213147943,0.0003146152732699341,0.9957885433030043,5.389553371907931e-05,0.000780199014224033,0.0028061460824462476,0.0005712160666064047,0.494071100590376,0.025257310446261026,0.041616661175280845,0.3753598663406227,0.06369506144745947,0.027643596034921676,1.4961674064604932e-06,2.1658721142256196e-05,7.790004136904198e-05,1.5857248308509158e-05,0.00015544231432701824,7.946335628113975e-06,1.309323722824324e-05,0.00011809394692332095,2.0039439163237706e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.63206652938766,-0.39681959424419233,-0.47984886648989544
200.0,6.261402297,0.95000095000095,0.0023540023540023543,0.004507004507004507,0.03680603680603681,0.006332006332006332,0.027753573537269663,0.0003930172783002597,0.9938465235838838,8.202238417677543e-05,0.001096521365198675,0.004138659994973289,0.0008362726717673672,0.4027199947820118,0.030712882544553958,0.04707669442279751,0.4445606109784821,0.07492981727215445,0.02758279257704513,2.2764142709523206e-06,3.043238634422875e-05,0.00011486260451624727,2.32095550931046e-05,0.00015827591626632107,1.2070693506416151e-05,1.850195431342089e-05,0.00017472000136626358,2.944871284783793e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.503162411505844,-0.5755378473616375,-0.6962931622830091
200.0,7.4989036305,0.95000095000095,0.0023540023540023543,0.004507004507004507,0.03680603680603681,0.006332006332006332,0.027746647279338375,0.00047195343668758925,0.9919262052655656,0.00011211540425425967,0.0013856520157114153,0.005477351967197405,0.0010986753472712373,0.34153611705280384,0.03489070033609889,0.04980746147976997,0.4914819324358944,0.08228378869543297,0.027522626544636244,3.110826576423376e-06,3.844719773184887e-05,0.00015197815305861658,3.048455733523962e-05,0.00016118914419600554,1.6466785932058696e-05,2.3506802618062156e-05,0.0002319565870829779,3.8834116858484994e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.376035947633998,-0.7492863194724357,-0.9069977864926422
200.0,8.736404964,0.95000095000095,0.0023540023540023543,0.004507004507004507,0.03680603680603681,0.006332006332006332,0.027739738159556902,0.0005514193124351327,0.9900261952868693,0.00014432163187575497,0.0016506295579293937,0.006820680778988504,0.0013581727443369989,0.29773498569911655,0.03836376361145851,0.05105553025011875,0.5254583117440493,0.08738740869525675,0.0274630674283601,4.003444278993404e-06,4.5788031735386545e-05,0.0001892038988790637,3.767535630335517e-05,0.00016417682110209092,2.1154520153054415e-05,2.81530053865316e-05,0.0002897478609752293,4.8187104818226416e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.250607193028493,-0.9181263949777048,-1.1120624722921235
200.0,9.9739062975,0.95000095000095,0.0023540023540023543,0.004507004507004507,0.03680603680603681,0.006332006332006332,0.027732854979362162,0.0006314119273073265,0.9881454224705927,0.00017880194260999591,0.001894073432256231,0.008167160805878784,0.001614541348662191,0.26486053918155855,0.04142434746526156,0.05143974610988116,0.5512095662759942,0.09106580096730453,0.027404093699897502,4.958688344431253e-06,5.25280638170248e-05,0.00022649868622256691,4.4775841080632344e-05,0.00016723610351228557,2.615582707048917e-05,3.247966923143962e-05,0.000348040294592561,5.7500032900551155e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.126813077180618,-1.0821305009672102,-1.311590946118102
200.0,11.211407631,0.95000095000095,0.0023540023540023543,0.004507004507004507,0.03680603680603681,0.006332006332006332,0.027726006605086367,0.0007119285834770417,0.986283078096869,0.00021573284673664334,0.0021182516306188616,0.00951535546916332,0.0018675819566122383,0.23930127037349286,0.04423874102625889,0.051298248379697944,0.5713799303674963,0.09378180985305397,0.027345691137798705,5.981410333554258e-06,5.873065870177353e-05,0.00026382280858776693,5.178058966457104e-05,0.0001703654144412573,3.149482423363218e-05,3.6520689303811806e-05,0.00040678170445374235,6.676595104459798e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.00460504408347,-1.2413797299145983,-1.505689935553086
200.0,12.4489089645,0.95000095000095,0.0023540023540023543,0.004507004507004507,0.03680603680603681,0.006332006332006332,0.02771920202069579,0.0007929663071811428,0.9844385777000061,0.00025530809316100597,0.002325134695827291,0.010863864035537027,0.002117115475468585,0.21887924694746969,0.04690994376738108,0.05082878910056363,0.5875665509338811,0.09581546925070454,0.027287851812232897,7.076936611848546e-06,6.445087835896574e-05,0.00030113764192642227,5.8684751565655125e-05,0.00017356386817052446,3.719800487929524e-05,4.030551719156306e-05,0.00046592047811720055,7.597843882255952e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.883947396006135,-1.3959604650170618,-1.6944667271412932
200.0,13.686410298,0.95000095000095,0.0023540023540023543,0.004507004507004507,0.03680603680603681,0.006332006332006332,0.02771245041760798,0.0008745215219749152,0.9826115361292291,0.00029774022493251327,0.0025164398565535296,0.012211305236436045,0.002362978552848872,0.20220308456099187,0.0495064339249892,0.05015291809997286,0.6007912315666805,0.09734633184736552,0.027230573474750875,8.25111122076972e-06,6.973671475363223e-05,0.0003384051908990106,6.548392598369542e-05,0.0001768309492583011,4.329444194363213e-05,4.3859806268271536e-05,0.0005254048622188771,8.513146228583325e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.764816144191826,-1.5459623435026337,-1.8780277788935997
