trial_id,loss,FINGERPRINT_FEATURE,MIN_UNIQUE_FOR_NUMERICAL_FEATURES,OUTLIER_REMOVAL_STD,POLYNOMIAL_FEATURES,PREPROCESS_TRANSFORMS,REGRESSION_Y_PREPROCESS_TRANSFORMS,average_before_softmax,max_depth,model_path,model_type,n_estimators,softmax_temperature
74,0.1135565797843008,0,2,1,0,91,2,1,3,5,1,0,0
57,0.11355667813561846,0,0,2,0,100,2,0,2,1,1,0,3
81,0.11355672319699524,0,2,1,0,91,2,0,3,5,1,0,0
75,0.1135567273474032,0,2,1,0,91,2,1,3,5,1,0,0
30,0.11355673872953884,1,1,2,0,48,2,1,2,1,1,0,2
4,0.11355677293714721,1,0,0,0,145,2,1,2,2,1,0,3
58,0.11355680556465592,0,0,2,0,100,2,0,2,1,1,0,3
6,0.11355683940645389,1,1,2,0,38,2,1,2,2,1,0,3
36,0.113556919462185,1,1,2,0,170,2,1,2,1,1,0,0
76,0.1135569227182914,0,2,1,0,121,2,1,3,5,1,0,0
52,0.11355692481086993,1,2,2,0,106,2,0,3,2,1,0,1
34,0.11355695281347539,1,1,0,0,102,2,0,2,1,1,0,2
88,0.11355705009247644,0,2,1,0,90,2,0,3,5,1,0,0
79,0.11355705679205857,0,2,1,0,162,0,1,3,5,1,0,0
32,0.11355705827049344,1,2,0,0,138,2,1,2,1,1,0,2
42,0.11355705828464831,0,0,0,0,107,0,0,3,3,1,0,3
69,0.11355713615965254,1,0,0,0,18,2,1,2,1,1,0,3
15,0.11355716724303816,1,1,1,0,12,1,0,3,0,1,0,1
60,0.11355717994687188,0,2,2,0,173,2,0,2,1,1,0,0
65,0.11355724338407959,0,0,2,0,93,2,0,2,2,1,0,3
98,0.11355724465081339,0,2,1,0,24,2,0,3,5,1,0,4
89,0.11355725928730659,0,2,1,0,19,1,0,3,4,1,0,0
71,0.11355734220830556,1,0,2,0,100,2,1,2,2,1,0,3
59,0.11355735674379781,0,1,2,0,14,0,0,3,1,1,0,1
70,0.11355747125141084,0,0,2,0,116,2,0,2,4,1,0,2
27,0.11355747274685343,1,0,2,0,38,0,1,2,6,1,0,0
67,0.11355753361447073,0,0,2,0,177,2,0,2,1,1,0,3
62,0.11355758490447253,0,3,2,0,48,1,0,2,1,1,0,2
73,0.11355759711263182,1,0,2,0,32,2,0,2,0,1,0,5
66,0.11355761245119358,0,0,0,0,31,2,0,2,2,1,0,3
39,0.11355766112564798,0,2,1,0,62,2,0,2,6,1,0,0
22,0.11355789820821807,1,0,0,0,46,2,1,2,2,1,0,3
90,0.11355806263332775,0,3,1,0,108,2,0,3,6,1,0,5
33,0.11355806796334889,1,3,2,0,48,0,1,3,1,1,0,2
84,0.11355820238996711,0,2,1,0,129,2,0,3,5,1,0,0
0,0.11355824726868433,1,3,2,0,179,0,0,3,3,1,0,2
14,0.11355834024024847,0,1,2,0,166,0,1,3,4,1,0,5
29,0.11355855185314126,1,2,2,0,114,0,1,2,3,1,0,4
54,0.11355870582478794,1,0,1,0,36,0,1,2,2,1,0,3
97,0.11355879539220795,0,3,1,0,148,2,0,3,5,1,0,1
86,0.1135588466476958,0,2,1,0,76,2,0,3,5,1,0,0
28,0.11355890197719289,1,3,0,0,52,2,1,3,2,1,0,3
77,0.11355891295564706,0,2,1,0,83,2,1,3,5,1,0,0
93,0.11355975041676024,0,3,1,0,85,2,0,3,3,1,0,4
68,0.11356054175547628,1,0,1,0,135,2,1,2,3,1,0,3
24,0.11356086134857937,1,0,0,0,130,2,1,2,2,1,0,0
21,0.113560915274129,1,0,0,0,160,2,1,2,2,1,0,3
72,0.11356101465713409,1,1,0,0,57,2,1,2,6,1,0,1
94,0.1135610360225858,0,2,1,0,70,1,0,3,5,1,0,0
31,0.113561416192893,1,0,1,0,117,2,1,2,1,1,0,2
23,0.11356168180622415,1,3,0,0,74,0,1,2,1,1,0,3
20,0.1135621611999584,1,0,0,0,154,0,1,2,2,1,0,3
47,0.11356260626628523,0,1,2,0,159,2,1,3,5,1,0,1
85,0.11356273181958962,0,2,1,0,77,0,0,3,5,1,0,0
25,0.11356337396428694,1,1,2,0,63,2,1,2,2,1,0,3
26,0.11356667525026022,1,1,1,0,75,2,1,2,4,1,0,3
44,0.113568067347506,0,1,2,0,71,2,1,2,0,1,0,4
82,0.11356856014760348,0,2,1,0,16,2,0,3,5,1,0,0
80,0.11357011837398831,0,2,1,0,29,2,1,3,5,1,0,0
51,0.11357273296025946,1,0,0,0,9,1,1,2,1,1,0,3
41,0.13757377833490483,1,1,2,0,164,2,1,1,5,1,0,2
63,0.13757387712150076,0,1,2,0,42,2,0,1,1,1,0,4
17,0.13757421035496264,1,1,2,0,0,2,1,1,2,1,0,1
12,0.13757430775906968,1,0,2,0,43,2,1,1,0,1,0,5
95,0.13757432525513433,0,2,1,0,156,2,0,1,4,1,0,5
16,0.1375743724479186,1,3,2,0,167,1,1,1,0,1,0,2
99,0.1375743957854753,0,2,1,0,101,2,0,1,0,1,0,0
91,0.13757625372760418,0,2,1,0,59,0,0,1,0,1,0,1
49,0.13758358788222014,1,1,0,0,35,2,0,1,2,1,0,2
35,0.137586076801051,1,2,1,0,33,1,1,1,5,1,0,2
50,0.24484353177517007,0,3,2,0,95,2,1,0,3,1,0,0
37,0.244843541389764,1,0,0,0,145,2,0,0,3,1,0,2
45,0.24484363301136997,1,2,2,0,132,2,0,0,4,1,0,2
56,0.24484370263024655,1,3,0,0,146,1,1,0,6,1,0,5
8,0.24484384619089167,0,1,0,0,25,1,1,0,6,1,0,2
64,0.24484428791240476,0,0,2,0,73,0,0,0,5,1,0,3
5,0.24484484676600846,0,2,2,0,124,1,0,0,2,1,0,5
48,inf,1,0,1,0,44,0,1,2,0,0,0,5
61,inf,0,0,2,0,64,2,0,2,1,0,0,3
19,inf,0,1,0,0,110,1,0,0,6,0,0,4
1,inf,1,2,2,0,72,1,0,2,5,0,0,0
7,inf,1,1,1,0,26,2,1,2,0,0,0,1
53,inf,0,1,0,0,126,2,1,2,0,0,0,4
55,inf,1,1,2,0,128,2,1,1,4,0,0,2
38,inf,1,1,2,0,145,1,1,2,1,0,0,4
40,inf,1,0,0,0,54,2,1,0,4,0,0,5
43,inf,1,3,1,0,134,1,1,2,1,0,0,5
46,inf,1,0,0,0,151,1,1,1,6,0,0,3
13,inf,0,0,2,0,142,2,1,3,2,0,0,1
9,inf,1,0,1,0,118,2,0,2,3,0,0,1
10,inf,0,2,0,0,69,2,0,0,5,0,0,4
11,inf,0,0,0,0,152,2,0,1,4,0,0,5
3,inf,0,1,0,0,163,2,0,2,1,0,0,3
2,inf,0,2,1,0,109,1,1,1,3,0,0,3
18,inf,0,3,2,0,34,2,1,0,5,0,0,1
78,inf,0,2,1,0,91,1,0,3,5,0,0,0
92,inf,0,2,1,0,139,2,0,0,5,0,0,0
87,inf,0,2,1,0,169,2,0,3,3,0,0,4
83,inf,0,2,1,0,91,1,0,3,5,0,0,0
96,inf,0,2,1,0,81,0,0,0,6,0,0,0
