T,P,z_carbon dioxide,z_hydrogen,z_argon,z_nitrogen,z_carbon monoxide,rho_l,rho_v,x_carbon dioxide,x_hydrogen,x_argon,x_nitrogen,x_carbon monoxide,y_carbon dioxide,y_hydrogen,y_argon,y_nitrogen,y_carbon monoxide,rhoL1_carbon dioxide,rhoL2_hydrogen,rhoL3_argon,rhoL4_nitrogen,rhoL5_carbon monoxide,rhoV1_carbon dioxide,rhoV2_hydrogen,rhoV3_argon,rhoV4_nitrogen,rhoV5_carbon monoxide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,gamma_wsd,gamma_cDFT_minus_wsd_corrected,gamma_cDFT_minus_wsd_uncorrected
200.0,2.4675863014,0.9800000000000001,0.007338000000000001,0.0055980000000000005,0.006941000000000001,0.00012300000000000004,0.02777517488755795,0.0001543754283544167,0.9998741178957157,1.1250861803316033e-05,7.622510982741364e-05,3.760604417179562e-05,8.000884818573856e-07,0.9706869403935368,0.010771332327184161,0.008185517038768086,0.010175947067078969,0.0001802631734321324,0.02777167849009624,3.1249465422284845e-07,2.117165756279726e-06,1.0445144537008528e-06,2.222259750910962e-08,0.00014985021222129038,1.6628290419568308e-06,1.2636426991621997e-06,1.570916187392186e-06,2.7828204615111946e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.904804605187202,-0.007686313977657733,-0.010192288124027726
200.0,3.3073703528,0.9800000000000001,0.007338000000000001,0.0055980000000000005,0.006941000000000001,0.00012300000000000004,0.027774480765213154,0.0002062897921476973,0.9985338333365988,0.0001440011947533319,0.0008529653404678117,0.0004595417548825885,9.658373297444413e-06,0.7331089641160469,0.103169973068838,0.0688070782905544,0.0932811494506632,0.0016328350738974262,0.02773375874742192,3.99955841384413e-06,2.3690669442216727e-05,1.2763533631798752e-05,2.682563033731182e-07,0.000151232895829113,2.128291230025412e-05,1.4194197878848801e-05,1.92429489314756e-05,3.3683720800577e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.821595195016275,-0.09188505578703854,-0.12098948982835367
200.0,4.1471544042,0.9800000000000001,0.007338000000000001,0.0055980000000000005,0.006941000000000001,0.00012300000000000004,0.027774014068259245,0.0002583228958841217,0.9973002707142251,0.00029007622809294157,0.0015095088601640872,0.0008818330509274755,1.8311146590487576e-05,0.5908449828848404,0.1658751085452229,0.09756516431667099,0.1432368566787696,0.002477887574495984,0.027699031749095642,8.056581239920937e-06,4.1925120318359336e-05,2.4492043562315676e-05,5.085740430101593e-07,0.0001526287869974163,4.284933839449499e-05,2.5203315783692624e-05,3.700135961459865e-05,6.400950939190849e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.745288314991996,-0.17328120435401573,-0.226732441343934
200.0,4.9869384556,0.9800000000000001,0.007338000000000001,0.0055980000000000005,0.006941000000000001,0.00012300000000000004,0.027773787195349977,0.0003104403198624544,0.9961611590318361,0.0004491420447254822,0.0020644701402419046,0.001298579980524301,2.664880267222522e-05,0.4961776477038696,0.21357218493618793,0.11138253719123802,0.17586013018662744,0.0030074999820768685,0.027667168043223403,1.2474375570689904e-05,5.733815434623298e-05,3.6066484035223656e-05,7.40138174429257e-07,0.0001540335476617895,6.630141740531344e-05,3.457763047273965e-05,5.459407506618949e-05,9.336492564222689e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.675124844536978,-0.25180634146172665,-0.327627080528039
200.0,5.826722507,0.9800000000000001,0.007338000000000001,0.0055980000000000005,0.006941000000000001,0.00012300000000000004,0.02777380726472513,0.0003626197552195835,0.9951053321989056,0.000620721367167043,0.0025343891927659006,0.0017049640539054203,3.459318725596755e-05,0.4286596069649311,0.252516788045489,0.11741893609892948,0.19805484499539025,0.0033498238952602323,0.027637863704592678,1.7239795616794136e-05,7.038963697368242e-05,4.735334302645357e-05,9.607845155197884e-07,0.0001554404417501462,9.156757586989066e-05,4.257842586633772e-05,7.181859941228097e-05,1.2147123209279771e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.61041802847347,-0.3274339362709817,-0.4238925508357987
200.0,6.6665065584,0.9800000000000001,0.007338000000000001,0.0055980000000000005,0.006941000000000001,0.00012300000000000004,0.027774076376773784,0.0004148446688020106,0.9941228458614725,0.0008042463205379438,0.0029335059083375383,0.002097307029063559,4.209488058843681e-05,0.3780801530017545,0.2858085047156813,0.11915952235268934,0.2133806199300127,0.0035711999998621624,0.02761084384885225,2.2337198732360144e-05,8.147541714988395e-05,5.82507656107558e-05,1.1691464285344162e-06,0.00015684453585262635,0.0001185661344795747,4.943269258500719e-05,8.851981260363382e-05,1.4814932811685591e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.55055278634089,-0.40018198061262567,-0.515762879590131
200.0,7.5062906098,0.9800000000000001,0.007338000000000001,0.0055980000000000005,0.006941000000000001,0.00012300000000000004,0.027774592268326164,0.00046710202505943033,0.9932049747942322,0.0009990887797510465,0.003273811296772843,0.002472996740597351,4.912838864663946e-05,0.33877530148963214,0.315151267304649,0.11845904091308115,0.22390423450804486,0.003710155784592939,0.027585863213782966,2.7749283497444837e-05,9.092877393130586e-05,6.868647615099099e-05,1.3645209634602753e-06,0.00015824262936592622,0.00014720779515804737,5.533245789709812e-05,0.00010458612135808934,1.7330212802693214e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.494984870490377,-0.4701092387252679,-0.6034844401618997
200.0,8.3460746612,0.9800000000000001,0.007338000000000001,0.0055980000000000005,0.006941000000000001,0.00012300000000000004,0.027775349089734724,0.000519381274634343,0.9923441200387892,0.0012045814648070318,0.0035652617106334307,0.0028303499026550104,5.568688311531158e-05,0.30735185093450756,0.3415564466918226,0.11636471675100565,0.23093600091917468,0.0037909847034893183,0.027562704351222992,3.345767069203931e-05,9.902638860910832e-05,7.861395659233962e-05,1.5467226182470334e-06,0.00015963279609958913,0.00017739802264237585,6.0437654908601604e-05,0.00011994383451635875,1.968966467417579e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.443235671467406,-0.537308065805906,-0.6873115528548013
200.0,9.1858587126,0.9800000000000001,0.007338000000000001,0.0055980000000000005,0.006941000000000001,0.00012300000000000004,0.027776338194251196,0.0005716738132737655,0.9915336775714068,0.0014200347421717107,0.0038160574633136434,0.0031684529049968014,6.177731811100686e-05,0.281653650422122,0.36566164908298615,0.11349186628402787,0.23536289545313954,0.003829938757724523,0.027541174759213017,3.944336524614774e-05,0.00010599610266969609,8.800801944174882e-05,1.7159476805851658e-06,0.00016101401635929056,0.00020903918929924417,6.48803279741465e-05,0.00013455080394685087,2.189475694233366e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.394884902997877,-0.6019043280732141,-0.7675097459914646
200.0,10.025642764,0.9800000000000001,0.007338000000000001,0.0055980000000000005,0.006941000000000001,0.00012300000000000004,0.027777548880584514,0.0006239726327192094,0.9907679019695564,0.0016447511270858317,0.0040329263200600245,0.003487004304793452,6.741627850431573e-05,0.26024520869126255,0.38788967719565187,0.11021162696956313,0.23781512550869352,0.0038383616348289865,0.02752110382627352,4.568715482902316e-05,0.00011202480798726315,9.686043252320873e-05,1.872658971500729e-06,0.00016238588801964715,0.00024203254308437518,6.876903903646573e-05,0.0001483901299641087,2.395032614612651e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.349563051349936,-0.6640202324687365,-0.8443218576840863
