T,P,z_carbon dioxide,z_hydrogen,z_nitrogen,z_methane,z_oxygen,z_carbon monoxide,z_hydrogen sulfide,rho_l,rho_v,x_carbon dioxide,x_hydrogen,x_nitrogen,x_methane,x_oxygen,x_carbon monoxide,x_hydrogen sulfide,y_carbon dioxide,y_hydrogen,y_nitrogen,y_methane,y_oxygen,y_carbon monoxide,y_hydrogen sulfide,rhoL1_carbon dioxide,rhoL2_hydrogen,rhoL3_nitrogen,rhoL4_methane,rhoL5_oxygen,rhoL6_carbon monoxide,rhoL7_hydrogen sulfide,rhoV1_carbon dioxide,rhoV2_hydrogen,rhoV3_nitrogen,rhoV4_methane,rhoV5_oxygen,rhoV6_carbon monoxide,rhoV7_hydrogen sulfide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,gamma_wsd,gamma_cDFT_minus_wsd_corrected,gamma_cDFT_minus_wsd_uncorrected
200.0,2.4728672456,0.9700000000000001,0.0019550000000000006,0.016369000000000005,0.0024640000000000005,0.0026700000000000005,0.004763000000000001,0.0017790000000000002,0.027781436751584912,0.00015471747176522665,0.9949662655218909,2.5337376358705235e-06,7.487433552273914e-05,9.544274665035614e-05,3.4989276338314387e-05,2.6163888031056415e-05,0.004799730493930955,0.9639550033386105,0.0024277439923731537,0.020314241035575067,0.0030374906839092295,0.0033080061532748685,0.005909913961052556,0.0010476008352046384,0.027641592375557054,7.039087187604723e-08,2.0801166166419247e-06,2.651536629464412e-06,9.720523675766076e-07,7.268704005103432e-07,0.00013334340914179622,0.00014914068101199042,3.75614412593192e-07,3.1429680138535938e-06,4.6995287912486516e-07,5.118063486185005e-07,9.143669464040677e-07,1.620821526420015e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.952791104609084,-0.01607821654013719,-0.020748341982056218
200.0,3.1442023624,0.9700000000000001,0.0019550000000000006,0.016369000000000005,0.0024640000000000005,0.0026700000000000005,0.004763000000000001,0.0017790000000000002,0.027770084217835344,0.0001966095398439431,0.9962042258770395,2.2444181577336213e-05,0.0006461007443938661,0.0006547167589853191,0.00028321320972612626,0.00022415576895229848,0.001965143459325463,0.767785862906755,0.016868247544140697,0.13770028910181753,0.01642597128874644,0.021088480800979626,0.039788589913959865,0.00034255844360083615,0.02766467525076885,6.232768126030151e-07,1.794227208502377e-05,1.8181539535850517e-05,7.86485468569799e-06,6.224824581718969e-06,5.457219936559639e-05,0.00015095402520478188,3.316458387627226e-06,2.707319047668628e-05,3.229502656570259e-06,4.146196506288433e-06,7.822816354023005e-06,6.735025796601774e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.812023009708287,-0.10231157064009011,-0.13864658345893233
200.0,3.8155374792,0.9700000000000001,0.0019550000000000006,0.016369000000000005,0.0024640000000000005,0.0026700000000000005,0.004763000000000001,0.0017790000000000002,0.02776403312525066,0.00023864384221225163,0.9948478464377641,4.438942700937395e-05,0.0012412807302873913,0.0010357940702365605,0.0005115096986362454,0.0004274846387036218,0.001891694997362601,0.6384872966511013,0.027445807731992046,0.21819860817818484,0.021518706004429393,0.03146794660473858,0.06260617853999766,0.0002754562895562386,0.027620988563082368,1.2324295218991548e-06,3.4462959313434466e-05,2.8757820876986078e-05,1.4201572216823699e-05,1.1868697669503167e-05,5.252108256964621e-05,0.0001523710616765325,6.549773009781305e-06,5.207175422100766e-05,5.13530668033288e-06,7.509631684284794e-06,1.4940578993011255e-05,6.57359473012313e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.715373093653533,-0.19335881995588267,-0.25785024864980244
200.0,4.4868725959,0.9700000000000001,0.0019550000000000006,0.016369000000000005,0.0024640000000000005,0.0026700000000000005,0.004763000000000001,0.0017790000000000002,0.027758765135761466,0.00028082774662822104,0.9935594223437876,6.818313264287075e-05,0.0018494924483540252,0.0013072777911757453,0.0007182188875648536,0.0006322095444153039,0.0018651958520594677,0.547707608194526,0.035775371152913904,0.27662485357524697,0.023197742155936566,0.03765482697171571,0.07880562108302742,0.00023397686663350958,0.027579982653264033,1.8926795652539201e-06,5.1339626494223826e-05,3.6288417172444534e-05,1.9936869415980642e-05,1.7549356260011178e-05,5.1775533589515256e-05,0.0001538114934204013,1.0046716865661074e-05,7.76839342908982e-05,6.514569656514156e-06,1.0574520208142483e-05,2.213080499038402e-05,6.57071962198203e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.627391001977543,-0.28486619915473455,-0.3750817775238957
200.0,5.1582077127,0.9700000000000001,0.0019550000000000006,0.016369000000000005,0.0024640000000000005,0.0026700000000000005,0.004763000000000001,0.0017790000000000002,0.027753977092199508,0.0003231568004415762,0.9923379794963395,9.385708058241683e-05,0.0024665120788924817,0.0015090429080035276,0.0009049405506546142,0.0008368177728380617,0.0018508501126893063,0.4804993579125035,0.042738932773364345,0.32101950633209425,0.02339033802331499,0.041348419143447966,0.09079892466647274,0.00020452114880230066,0.027541325550660953,2.60490726442512e-06,6.845551973521532e-05,4.1881942299876034e-05,2.511569931267057e-05,2.3225021297692975e-05,5.1368451628673885e-05,0.00015527663511723637,1.3811376769328043e-05,0.00010373963654561388,7.558746796861414e-06,1.3362022833713864e-05,2.9342289978753044e-05,6.609240006958699e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.54512850460283,-0.37609768682044376,-0.4903416500103539
200.0,5.8295428295,0.9700000000000001,0.0019550000000000006,0.016369000000000005,0.0024640000000000005,0.0026700000000000005,0.004763000000000001,0.0017790000000000002,0.027749517143484437,0.000365627384199081,0.9911695479419851,0.00012148879649607637,0.003089449658109622,0.001664099725856168,0.001073646390390682,0.001040315921527101,0.0018414515656353231,0.4287540445529706,0.04883273805481936,0.3558898500625842,0.022915206106422083,0.04348428366029117,0.09994158890526582,0.00018228865764699154,0.027504476362715836,3.3712554411091633e-06,8.57307362516451e-05,4.617796387111349e-05,2.9793168916186415e-05,2.88682644990561e-05,5.1099391789493656e-05,0.0001567642197746789,1.7854586278262522e-05,0.0001301230749413858,8.378426867073915e-06,1.58990448884831e-05,3.654138172413224e-05,6.664972506463133e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.46700882143577,-0.466618081678952,-0.6036305964503228
200.0,6.5008779463,0.9700000000000001,0.0019550000000000006,0.016369000000000005,0.0024640000000000005,0.0026700000000000005,0.004763000000000001,0.0017790000000000002,0.027745298745636835,0.0004082361736723795,0.990043319946642,0.0001511864541656685,0.003716138697556357,0.0017864990189998297,0.0012262957224088858,0.0012419998415472986,0.001834560318679958,0.387697075781972,0.05435978649643051,0.3839626998337663,0.02214690699580819,0.04461281310608053,0.10705586834203566,0.0001648494439068475,0.027469047683041693,4.194713337120003e-06,0.0001031053783439229,4.9566948990937414e-05,3.4023941168731074e-05,3.445965664576341e-05,5.090042410866615e-05,0.0001582719707612028,2.2191631240950276e-05,0.00015674746341305315,9.04116857064679e-06,1.8212564119187297e-05,4.370407806112667e-05,6.729750621255099e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.392077227544917,-0.5561457834516759,-0.7149403047128118
200.0,7.1722130631,0.9700000000000001,0.0019550000000000006,0.016369000000000005,0.0024640000000000005,0.0026700000000000005,0.004763000000000001,0.0017790000000000002,0.027741270091233873,0.0004509798473801915,0.9889516809571574,0.00018308209619016295,0.0043448349935210065,0.0018852460491665113,0.001364695116528659,0.0014413402920404677,0.0018291204953958184,0.3543349763590437,0.05951759197297855,0.4069864787192614,0.021265422714306922,0.04507418376384372,0.11267056277773783,0.00015078369282809054,0.027434775688612252,5.078929879280571e-06,0.00012053124105711062,5.2299119838359764e-05,3.785837581980942e-05,3.998461033487252e-05,5.07421256921869e-05,0.0001597979335598653,2.6841234544410375e-05,0.00018354270005861408,9.590277090173394e-06,2.032754851460495e-05,5.08121532057445e-05,6.800040677903395e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.319720134485607,-0.6444880722144681,-0.8242577402780817
200.0,7.8435481798,0.9700000000000001,0.0019550000000000006,0.016369000000000005,0.0024640000000000005,0.0026700000000000005,0.004763000000000001,0.0017790000000000002,0.027737399518650643,0.0004938549183719264,0.9878892904240326,0.00021732844434322877,0.0049740518682921476,0.0019663526517895826,0.001490456053677875,0.0016379200243432414,0.0018246005335211908,0.3266960081108688,0.06444216532906527,0.4261345886143741,0.020359540743568178,0.04508673712548663,0.11714176828317417,0.00013919179346279348,0.02740147992868769,6.028125887514967e-06,0.00013796726389730994,5.454150909724578e-05,4.134137502585463e-05,4.543164209480647e-05,5.0609673960220385e-05,0.0001613404304180273,3.182508029829572e-05,0.00021044866247560615,1.0054659332004772e-05,2.2266306882763704e-05,5.7851038413430096e-05,6.874055179860992e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.249527510761148,-0.7315036852320382,-0.9315642692051362
200.0,8.5148832966,0.9700000000000001,0.0019550000000000006,0.016369000000000005,0.0024640000000000005,0.0026700000000000005,0.004763000000000001,0.0017790000000000002,0.027733667774324518,0.0005368576248143444,0.9868523746668066,0.0002540973839366195,0.005602462047964997,0.002033972900099017,0.0016049931157966868,0.0018313962182945527,0.001820703667101636,0.3034286381264022,0.06923174856629459,0.44222387251760226,0.01947310140504673,0.04479481049370626,0.12071835726452573,0.00012947162642223663,0.02736903590131244,7.047052428423188e-06,0.000155376821156523,5.640952867332548e-05,4.451234585358327e-05,5.079133428133542e-05,5.049479061889112e-05,0.0001628979779651915,3.7167592097044806e-05,0.0002374112578360014,1.045428296808226e-05,2.4048435565659814e-05,6.480857055252274e-05,6.950782984189207e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.181218353075227,-0.817087744163242,-1.0368410301651387
200.0,9.1862184134,0.9700000000000001,0.0019550000000000006,0.016369000000000005,0.0024640000000000005,0.0026700000000000005,0.004763000000000001,0.0017790000000000002,0.027730063627518054,0.0005799838491051997,0.9858382545678316,0.00029357932231509673,0.006228836663019731,0.0020910625884426283,0.0017095385448973287,0.0020214770489271282,0.0018172512645664276,0.2835755010438224,0.07396040004904243,0.45584018718861496,0.018626978993292534,0.04429606872253548,0.12357966063691077,0.00012120336578129903,0.02733735752560731,8.140973287521263e-06,0.00017272603699095438,5.798529862663668e-05,4.740561262369755e-05,5.605568718831669e-05,5.039249319361468e-05,0.0001644692106073317,4.2895837501804034e-05,0.0002643799463424877,1.0803346973731501e-05,2.5691004437924575e-05,7.167420724730984e-05,7.029599461034326e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.11459748002459,-0.9011574846073849,-1.1400667355707093
