T,P,z_carbon dioxide,z_hydrogen,z_argon,z_nitrogen,z_hydrogen sulfide,rho_l,rho_v,x_carbon dioxide,x_hydrogen,x_argon,x_nitrogen,x_hydrogen sulfide,y_carbon dioxide,y_hydrogen,y_argon,y_nitrogen,y_hydrogen sulfide,rhoL1_carbon dioxide,rhoL2_hydrogen,rhoL3_argon,rhoL4_nitrogen,rhoL5_hydrogen sulfide,rhoV1_carbon dioxide,rhoV2_hydrogen,rhoV3_argon,rhoV4_nitrogen,rhoV5_hydrogen sulfide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,gamma_wsd,gamma_cDFT_minus_wsd_corrected,gamma_cDFT_minus_wsd_uncorrected
200.0,9.0234679533,0.98,0.005135,0.000734,0.00909,0.005041,0.02777756295892123,0.0005618847166997058,0.9882871112935888,0.001253295397495539,0.0005447836163378902,0.004817688360924557,0.005097121331653233,0.28552041835647124,0.330431052256062,0.01659078173134042,0.36711984835636274,0.00033789929976349935,0.027452207455448054,3.4813491810058546e-05,1.5132761201814533e-05,0.0001338236417620439,0.0001415856086992581,0.00016042955938020732,0.00018566415818568307,9.322106692940867e-06,0.00020627903198855384,1.898604523206428e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.553180512737793,-0.6896987144312092,-0.8199195186884545
200.0,9.6848183311,0.98,0.005135,0.000734,0.00909,0.005041,0.02777797351445275,0.0006031424507367207,0.9877458744153592,0.001414008228774131,0.0005666828713183505,0.005181056268208299,0.005092378216340153,0.26785929368635586,0.34723578372736047,0.01611681307033008,0.3684707233149406,0.0003173862010129713,0.02743757873851982,3.9278283128106056e-05,1.5741301790575173e-05,0.00014391924379517952,0.0001414559472190729,0.0001615573108465957,0.00020943264158080612,9.720734133304496e-06,0.0002222403350849054,1.9142909110898098e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.51978832600679,-0.7454533712906581,-0.8862575680498104
200.0,10.346168709,0.98,0.005135,0.000734,0.00909,0.005041,0.02777854689618968,0.0006444048330970977,0.9872212315208002,0.0015806486991268907,0.0005860641144800709,0.0055239945635508995,0.005088061102041988,0.25244597082034753,0.3632432537821234,0.01563884680629074,0.36837243207435744,0.0002994965168810412,0.027423571276714676,4.390812401509754e-05,1.6280009488258527e-05,0.0001534485420378955,0.0001413389439337519,0.00016267740369252086,0.00023407570832711594,1.0077748466038864e-05,0.00023738097560844826,1.9299700297388944e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.487684023300314,-0.7992445384889386,-0.9502801847294116
200.0,11.0075190868,0.98,0.005135,0.000734,0.00909,0.005041,0.027779276828035097,0.0006856683461585622,0.9867124390663062,0.001752966746443495,0.0006032857183312771,0.005847221584637662,0.005084086884281286,0.23887611356084001,0.3785470495072967,0.015166231784375152,0.367126850437563,0.00028375470992505195,0.027410157994488635,4.869614851979386e-05,1.6758840975924554e-05,0.00016243158707451166,0.0001412322569762323,0.00016378978972204604,0.0002595577293788715,1.039900506504993e-05,0.00025172726036992564,1.9456162266901293e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.456804809233688,-0.851154191601502,-1.012087799615557
200.0,11.6688694646,0.98,0.005135,0.000734,0.00909,0.005041,0.027780156470318507,0.0007269299825084465,0.986218719594869,0.001930693496189216,0.0006186456296827808,0.006151546366714549,0.005080394912544621,0.22683695960976583,0.39321572818456674,0.014704825817923114,0.3649726923659806,0.0002697940217637356,0.027397310344302633,5.3634967420362706e-05,1.718607239226637e-05,0.0001708909206017495,0.00014113416560149967,0.00016489458708139626,0.00028584030241125314,1.0689378774612602e-05,0.00026530959287766296,1.9612136352159575e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.427086825980613,-0.9012882087039067,-1.071804711194062
200.0,12.3302198425,0.98,0.005135,0.000734,0.00909,0.005041,0.027781178582522506,0.0007681872040631127,0.9857392765275679,0.0021135472958613752,0.0006323933642436635,0.006437843286953887,0.005076939525373344,0.2160827810656821,0.4073006276362286,0.014258188674203379,0.36210107564280175,0.0002573269810840712,0.0273849988770189,5.8716834868932394e-05,1.7568632986455418e-05,0.00017885087404115964,0.0001410433636070639,0.00016599202743302805,0.00031288313035702543,1.0952958092640632e-05,0.0002781614128862896,1.9767529412897414e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.398465802708337,-0.9497464480823403,-1.1295490350304789
200.0,12.9915702203,0.98,0.005135,0.000734,0.00909,0.005041,0.027782335680199683,0.0008094379000996462,0.9852733073766967,0.002301239333381232,0.000644739206167349,0.006707028674045944,0.005073685409708742,0.206417854176122,0.42084121635324395,0.013828354547991311,0.3586664498604015,0.00024612506224130833,0.02737319376227995,6.393380364047634e-05,1.791236105192676e-05,0.000186336922039069,0.00014095883118825974,0.00016708243442739516,0.0003406448304403507,1.1193194267159479e-05,0.0002903182180111984,1.9922295354249932e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.370877747584625,-0.996628012995,-1.185437818036153
200.0,13.6529205982,0.98,0.005135,0.000734,0.00909,0.005041,0.027783620176748815,0.0008506803419497416,0.9848200150909547,0.0024934786952862404,0.0006558613687040361,0.00696004023196296,0.005070604613092082,0.1976843616813859,0.43386880822134677,0.013416340628841698,0.35479448516891,0.00023600429951562812,0.02736186524174712,6.92778649886481e-05,1.8222203156675553e-05,0.0001933751142197496,0.00014087975263662078,0.00016816620039323773,0.00036908366613906213,1.1413017233857266e-05,0.00030181669396537084,2.0076421821356375e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.344259619982868,-1.0420299931064818,-1.2395856352647279
200.0,14.314270976,0.98,0.005135,0.000734,0.00909,0.005041,0.02778502450646122,0.0008919131369736553,0.984378617607694,0.0026899767283569227,0.0006659116332839443,0.007197819468545751,0.00506767456211944,0.18975364230653147,0.4464091435782314,0.0130224865999975,0.35058791259523264,0.00022681492000704352,0.027350984013866195,7.474106931920747e-05,1.8502371049932008e-05,0.00019999159032662735,0.00014080546189925875,0.00016924376636179539,0.00039815817962258326,1.1614926874601162e-05,0.0003126939649078596,2.0229920681591088e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.318549931945537,-1.0860464548729318,-1.2921034519005516
200.0,14.9756213538,0.98,0.005135,0.000734,0.00909,0.005041,0.027786541227055917,0.0009331351835407935,0.9839483556100234,0.002890450650102102,0.0006750198403217578,0.007421297187044086,0.005064876712508663,0.18251975515515667,0.45848417669999475,0.012646683868136662,0.3461309505342092,0.00021843374250290996,0.02734052154845179,8.031562615383263e-05,1.8756466622181227e-05,0.00020621218024603462,0.0001407354055820774,0.00017031560522652781,0.0004278277163754992,1.1801065672476096e-05,0.00032298696805588864,2.0382821040195531e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.2936892521484,-1.1287676649613267,-1.3430977411695366
200.0,15.6369717317,0.98,0.005135,0.000734,0.00909,0.005041,0.027788163101625917,0.0009743456283624111,0.9835284985461683,0.003094626410623205,0.0006832975022875641,0.007631381934422214,0.005062195606498702,0.17589467518701823,0.4701133034790554,0.012288531724594619,0.3414927310917195,0.0002107585176123938,0.027330450332698174,8.599398343699681e-05,1.8987582440500438e-05,0.00021206208588452598,0.00014066911716572006,0.00017138220782069748,0.00045805284207982907,1.1973277164851568e-05,0.0003327319496567573,2.0535164027577811e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.269620601725606,-1.1702795351941333,-1.3926698493125507
200.0,16.2983221095,0.98,0.005135,0.000734,0.00909,0.005041,0.027789883161128872,0.0010155438270949921,0.9831183490332323,0.0033022408502691274,0.0006908407374239501,0.007828951179746569,0.005059618199328114,0.16980465741386375,0.4813141933390324,0.011947444407896548,0.3367300011848772,0.00020370365433006876,0.02732074405319544,9.176888739888591e-05,1.9198383375959683e-05,0.0002175656385593392,0.00014060619859924953,0.00017244407164862923,0.0004887956579386599,1.2133153417999923e-05,0.00034196407410099145,2.068699887115934e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.24628974260327,-1.2106632613270314,-1.4409155797691255
200.0,16.9596724873,0.98,0.005135,0.000734,0.00909,0.005041,0.02779169474933266,0.0010567293087925666,0.9827172458169303,0.0035130432246503205,0.0006977326713340637,0.008014844919694813,0.005057133367390341,0.1641874513511018,0.4921033421543138,0.011622724769505042,0.33188928477263424,0.0001971969524450916,0.027311377720649035,9.763342494069299e-05,1.939117341835275e-05,0.00022274612347139789,0.00014054630685317714,0.00017350169197866296,0.0005200200246092399,1.2282073911965305e-05,0.0003507171344934451,2.0838379925330225e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.22364536629938,-1.2499951255919228,-1.4879249645269432
200.0,17.6210228652,0.98,0.005135,0.000734,0.00909,0.005041,0.0277935915525401,0.0010979017444314322,0.9823245654881828,0.0037267961826222204,0.0007040454170534649,0.008189861370559813,0.005054731541581816,0.15899014267816974,0.5024964299372779,0.011313614984431447,0.32700863532496705,0.00019117707515401653,0.027302327745204982,0.00010358105089936763,1.9567950756021754e-05,0.00022762566180526572,0.00014048914387446634,0.00017455555499376485,0.0005516917069987044,1.2421237627232876e-05,0.00035902335116742335,2.0989364430689377e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.20163919537752,-1.2883464358934305,-1.5337821925023576
200.0,18.282373243,0.98,0.005135,0.000734,0.00909,0.005041,0.0277955676165545,0.001139060919517597,0.9819397231660066,0.00394327628759623,0.0007098417177863597,0.00835475440000252,0.005052404428608292,0.15416746346368795,0.5125085435613843,0.011019331344433088,0.32211907005700846,0.00018559157348630654,0.027293571970641542,0.00010960560268263701,1.9730453463781955e-05,0.00023222514084497625,0.00014043444892156118,0.00017560613269264393,0.0005837784528896548,1.2551689693659032e-05,0.0003669132441332893,2.1140010835003e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.18022601157124,-1.3257835701942362,-1.5785656600301579
200.0,18.9437236209,0.98,0.005135,0.000734,0.00909,0.005041,0.027797617353284333,0.0011802067105825282,0.9815621723508272,0.0041622741695662244,0.0007151763171599627,0.008510232367182898,0.0050501447952637874,0.14968045654295256,0.5221543077652455,0.0107390879364524,0.3172457524283325,0.00018039532701714808,0.02728508967546682,0.00011570130468506122,1.9880197604543757e-05,0.00023656418293048533,0.00014038199259742322,0.0001766538792550491,0.0006162500179841175,1.2674343648136996e-05,0.00037441556591972136,2.1290377550336782e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.15936362484337,-1.362368105170141,-1.6223481190362605
200.0,19.6050739987,0.98,0.005135,0.000734,0.00909,0.005041,0.02779973553920133,0.0012213390652873867,0.9811914041351643,0.004383594388574823,0.0007200971075905881,0.008656958070047646,0.005047946298622613,0.14549541044838074,0.5314479553118943,0.01047211251888617,0.3124089724187809,0.0001755493020581567,0.02727686154829518,0.00012186276471350702,2.0018509153562153e-05,0.00024066114492127927,0.00014033157211779885,0.00017769922860063,0.0006490781489895218,1.2790000115400776e-05,0.00038155728236134685,2.1440522048756222e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.13901279677185,-1.398157001573722,-1.6651968920666391
200.0,20.2664243765,0.98,0.005135,0.000734,0.00909,0.005041,0.027801917307537356,0.0012624579837355533,0.9808269458987956,0.004607055100372275,0.0007246460972602375,0.008795549553509998,0.005045803350061848,0.14158299668210023,0.5404033667788918,0.01021765680973871,0.30762496018458835,0.00017101954468097552,0.02726886964288273,0.00012808496493181822,2.0146550873258796e-05,0.00024453314136103205,0.00014028300748851447,0.0001787425845225218,0.0006822365448275844,1.2899362414524578e-05,0.0003883635869813653,2.1590498955731672e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.11913713966673,-1.4331933800161742,-1.7071646858701435
200.0,20.9277747544,0.98,0.005135,0.000734,0.00909,0.005041,0.027804158136338714,0.0013035635135821358,0.9804683598761729,0.0048324874570583485,0.0007288602236172752,0.00892658143676402,0.005043711006387467,0.13791760410787363,0.5490340398351092,0.009975003405503004,0.3029065762350779,0.00016677641643622745,0.027261097325673767,0.00013436324544792365,2.0265344916741917e-05,0.00024819608188469245,0.00014023613841558923,0.00017978435659568974,0.0007157007420436493,1.3003050487271265e-05,0.0003948579608041332,2.1740365139224612e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.09970294177735,-1.4675480878567164,-1.7483311960096337
200.0,21.5891251322,0.98,0.005135,0.000734,0.00909,0.005041,0.02780645383252406,0.0013446557245682465,0.9801152410504268,0.005059735130214471,0.000732772049577256,0.009050586892045928,0.0050416648777355825,0.13447672729765486,0.5573531443583547,0.009743468902876884,0.29826386557385554,0.00016279386725800464,0.027253529200821882,0.0001406932913031088,2.0375792166333998e-05,0.0002516647265709225,0.00014019082166181253,0.0001808249011819946,0.0007494480961675739,1.3101611237406095e-05,0.0004010622142757388,2.1890170553307918e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.080679083885627,-1.5012535787600179,-1.7887370373770288
203.4723793103,2.8737476102,0.98,0.005135,0.000734,0.00909,0.005041,0.027552145555053077,0.0001776761098051459,0.9863546634303451,7.893844000547684e-06,9.46529306981952e-06,4.781752451199796e-05,0.013580159908072608,0.9785780554430216,0.006282261498816867,0.0008961247441590222,0.011113314420214453,0.0031302438937881576,0.027176187255738254,2.1749233889197226e-07,2.607891323809026e-07,1.3174753954368861e-06,0.00037416254244811273,0.00017386994203180044,1.1162077838884261e-06,1.5921995844230668e-07,1.974570473225134e-06,5.561695577895921e-07,19.094302214554034,0.027530191814731132,0.00017633656839078526,309.1473760575555,82.3795680252517,2.849844260094985,19.248729265592743,-0.017632538918739726,-0.018887188605852145
203.4723793103,3.5171858944,0.98,0.005135,0.000734,0.00909,0.005041,0.027537520164371464,0.00021697257905083848,0.9938290586005051,0.00010107026044565699,0.00010693182619221541,0.0005873790726276103,0.005375560240229338,0.8140801077585564,0.06553166936600757,0.008257511674354007,0.11110373707303076,0.0010269741280512362,0.027367587741149717,2.783224335040555e-06,2.9446373199811967e-06,1.617496305661263e-05,0.0001480295985101089,0.0001766330605343585,1.4218575311849489e-05,1.7916536045269963e-06,2.410646437492174e-05,2.2282522518176277e-07,19.094302214554034,0.027530191814731132,0.00017633656839078526,309.1473760575555,82.3795680252517,2.849844260094985,19.107307609843804,-0.07847107970681932,-0.09368076968482697
203.4723793103,4.1606241786,0.98,0.005135,0.000734,0.00909,0.005041,0.027536076680640714,0.00025627661071842006,0.993244064082641,0.00020321534939227062,0.00019018726124173368,0.0011275454898722742,0.0052349878168527625,0.6942168656125771,0.11155406191180323,0.012468502946557452,0.18090547847568367,0.0008550910533784479,0.02735004471117082,5.595753443548758e-06,5.237011009233426e-06,3.104817907003354e-05,0.0001441510259470776,0.00017791154542275617,2.8588696898629724e-05,3.1953856758763773e-06,4.63618428841423e-05,2.1913983701547225e-07,19.094302214554034,0.027530191814731132,0.00017633656839078526,309.1473760575555,82.3795680252517,2.849844260094985,19.06049480451777,-0.1461911639050264,-0.17522534675792656
203.4723793103,4.8040624629,0.98,0.005135,0.000734,0.00909,0.005041,0.02753494287727056,0.0002956400865108375,0.9925916492177957,0.0003118283535319298,0.0002599436277021537,0.001650794358451473,0.005185784442518683,0.6060740996250157,0.14836554664036958,0.014811739363120666,0.23000718244972285,0.0007414319217712631,0.027330954361667784,8.586175902015017e-06,7.1575329400892876e-06,4.545452836208182e-05,0.0001427902783985903,0.00017917979924511758,4.386280304398656e-05,4.378943906688971e-06,6.799934331755005e-05,2.1919699749435274e-07,19.094302214554034,0.027530191814731132,0.00017633656839078526,309.1473760575555,82.3795680252517,2.849844260094985,19.01640980430932,-0.21198481040507033,-0.2543441892674245
203.4723793103,5.4475007471,0.98,0.005135,0.000734,0.00909,0.005041,0.027534012558090477,0.000335052232458969,0.9919388207946443,0.00042696880570200436,0.0003189863512338402,0.002155661318443566,0.005159562729976345,0.5385662856574202,0.17921280325105593,0.01607898420144615,0.265484742274888,0.000657184615189698,0.027312055948617197,1.175616445811188e-05,8.782974200732015e-06,5.9354005813015015e-05,0.00014206346500142427,0.00018044783633665342,6.0045649814496264e-05,5.387299552367025e-06,8.895125558299525e-05,2.2019117245699678e-07,19.094302214554034,0.027530191814731132,0.00017633656839078526,309.1473760575555,82.3795680252517,2.849844260094985,18.974178855476023,-0.2757668368698951,-0.3309828425154251
203.4723793103,6.0909390313,0.98,0.005135,0.000734,0.00909,0.005041,0.02753326700727674,0.0003745041483607915,0.9912981732183618,0.0005486831358540611,0.00036941024826188536,0.0026411334093805615,0.0051425999881417,0.48521561150832293,0.20598499063101175,0.01670059157879613,0.29150720593541257,0.0005916003464566195,0.027293677287046823,1.510703928185976e-05,1.0171071000618877e-05,7.271903136231415e-05,0.00014159257858512361,0.00018171525935928512,7.714223349137267e-05,6.254440826338451e-06,0.00010917065789987554,2.215567839196855e-07,19.094302214554034,0.027530191814731132,0.00017633656839078526,309.1473760575555,82.3795680252517,2.849844260094985,18.933579171432854,-0.3375266296962458,-0.40515624110495807
203.4723793103,6.7343773155,0.98,0.005135,0.000734,0.00909,0.005041,0.027532701040743995,0.0004139882369399128,0.9906733744272687,0.0006769856677142247,0.00041281096895374894,0.0031065130581265326,0.005130315877936786,0.4419941249171967,0.2298472424418537,0.016923967558296876,0.31069575272097283,0.0005389123616798457,0.027275913847131024,1.86392439980442e-05,1.136580099454342e-05,8.553069530856519e-05,0.00014125145331181558,0.00018298036851226984,9.515405466400372e-05,7.006323491487605e-06,0.00012862438689367466,2.2310337847696394e-07,19.094302214554034,0.027530191814731132,0.00017633656839078526,309.1473760575555,82.3795680252517,2.849844260094985,18.894505090366263,-0.397276817771715,-0.4768981283382061
203.4723793103,7.3778155998,0.98,0.005135,0.000734,0.00909,0.005041,0.02753231239273458,0.0004534978194451256,0.9900656077143541,0.0008118533843991758,0.00045042307628980735,0.003551370752383487,0.005120745072573261,0.40626761552865426,0.25155124098371767,0.016897680250451238,0.32478787489394667,0.0004955883432302603,0.027258795600894208,2.2352200996376937e-05,1.2401188845307497e-05,9.777744897704301e-05,0.00014098595302164334,0.00018424147775341536,0.00011407793926483128,7.6630611472606e-06,0.00014729059304662107,2.2474823299734552e-07,19.094302214554034,0.027530191814731132,0.00017633656839078526,309.1473760575555,82.3795680252517,2.849844260094985,18.856886849112648,-0.4550454559147674,-0.5462549068625826
203.4723793103,8.021253884,0.98,0.005135,0.000734,0.00909,0.005041,0.027532099081887425,0.0004930269407775421,0.9894751428292765,0.0009532239150647981,0.0004832159396884179,0.003975514030378216,0.005112903285592042,0.37624147290303,0.27159884283397556,0.016714024533802153,0.33498635549723366,0.000459304231958637,0.02724232767144035,2.6244255276788665e-05,1.330394912944886e-05,0.00010945424618580666,0.00014076895985502784,0.00018549718237901737,0.00013390554660115542,8.240464383981258e-06,0.00016515729805301925,2.2644936036874537e-07,19.094302214554034,0.027530191814731132,0.00017633656839078526,309.1473760575555,82.3795680252517,2.849844260094985,18.82066797809153,-0.5108726918288582,-0.6132835217022716
