temperature,pressure,z_carbon dioxide,z_nitrogen,z_hydrogen sulfide,Tc,Pc,Tr,Pr,P_bubble,P_dew,liquid_density,vapor_density,x_carbon dioxide,x_nitrogen,x_hydrogen sulfide,y_carbon dioxide,y_nitrogen,y_hydrogen sulfide,gamma,interfacial_thickness,E_carbon dioxide,E_nitrogen,E_hydrogen sulfide,gamma0_CO2,rhoL0_CO2,rhoV0_CO2,Tc_CO2,Psat_CO2
200.0,2.1981585963164822,0.96,0.01,0.03,310.55,84.81,0.6440186765416197,0.02591862511869452,9.531451762009933,2.1763946498182993,1198.0186575611883,5.973590310398366,0.8867081093973128,3.025010059436212e-05,0.11326164050209293,0.9625079196475146,0.01034114731449715,0.027150933037988302,21.14733754824091,0.6006497332402155,1.0000000006217944,6.320118646440404,1.000000000046745,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.447744066939701,0.96,0.01,0.03,310.55,84.81,0.6440186765416197,0.028861502970636728,9.531451762009933,2.1763946498182993,1214.7578791417006,6.601443832538099,0.964205116613848,0.00017224256535908628,0.03562264082079281,0.943397233771364,0.04880224360526576,0.007800522623370378,20.26549959346009,0.6044154641675256,1.000000000709333,6.198385947572874,1.0000000002299814,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.6973295375629203,0.96,0.01,0.03,310.55,84.81,0.6440186765416197,0.03180438082257894,9.531451762009933,2.1763946498182993,1215.347248902645,7.053989902319485,0.9676329374246989,0.0005098704293492423,0.031857192145951785,0.8628770185567544,0.13075425578648178,0.006368725656763744,20.160548399571955,0.6068700900981995,1.000000000583672,6.160466647195516,1.000000000018257,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.9469150081861395,0.96,0.01,0.03,310.55,84.81,0.6440186765416197,0.03474725867452116,9.531451762009933,2.1763946498182993,1215.2788264914263,7.499919872073608,0.9679819711526322,0.0008555442121843755,0.031162484635183493,0.7933702138053921,0.20089754694080741,0.0057322392538005544,20.087694877637674,0.6092376981794779,1.0000000005754066,6.126481829439933,1.0000000000384364,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.1965004788093583,0.96,0.01,0.03,310.55,84.81,0.6440186765416197,0.037690136526463365,9.531451762009933,2.1763946498182993,1215.1245799014755,7.945654923744593,0.9679286667223498,0.0012021865401533687,0.03086914673749694,0.7343250834411519,0.2604135799849591,0.005261336573888882,20.019251664315515,0.6116317593158236,1.0000000005437089,6.093350075338529,1.0000000000405664,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.446085949432577,0.96,0.01,0.03,310.55,84.81,0.6440186765416197,0.04063301437840558,9.531451762009933,2.1763946498182993,1214.9429002097245,8.391839094276609,0.9677466181577663,0.001549085810980935,0.030704296031252836,0.683681740710998,0.3114401704787041,0.004878088810297964,19.952387972714412,0.61397844082069,1.0000000005081975,6.060693166537771,1.0000000000352713,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.6956714200557963,0.96,0.01,0.03,310.55,84.81,0.6440186765416197,0.043575892230347794,9.531451762009933,2.1763946498182993,1214.7490440981185,8.838632462406112,0.9675073490884883,0.00189606257620439,0.030596588335307207,0.6397998143010484,0.35564561170746284,0.004554573991488764,19.88636236722097,0.616358112705504,1.000000000481321,6.028497642490109,1.0000000000265166,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.9452568906790155,0.96,0.01,0.03,310.55,84.81,0.6440186765416197,0.04651877008229001,9.531451762009933,2.1763946498182993,1214.5487378512937,9.286089796513913,0.9672377177222685,0.002243053224638016,0.03051922905309342,0.6014228528448264,0.39430123307876286,0.00427591407641089,19.820895482456336,0.6186904201509719,1.000000000467955,5.996855143470981,1.0000000000166023,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.194842361302234,0.96,0.01,0.03,310.55,84.81,0.6440186765416197,0.04946164793423221,9.531451762009933,2.1763946498182993,1214.3446108832088,9.734232849137475,0.9669500633347162,0.0025900306983482513,0.030459905966935583,0.5675825226037822,0.4283848867121647,0.004032590684053192,19.755854863555133,0.6210563261043902,1.0000000004774992,5.965450269630648,1.000000000007038,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.444427831925454,0.96,0.01,0.03,310.55,84.81,0.6440186765416197,0.05240452578617444,9.531451762009933,2.1763946498182993,1214.1380388784294,10.183070674167288,0.9666508459276437,0.0029369823852047287,0.030412171687151594,0.5375230870033194,0.458658999291699,0.0038179137049816165,19.691178783499744,0.6233751719870363,1.0000000004929313,5.934261567736551,1.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.694013302548672,0.96,0.01,0.03,310.55,84.81,0.6440186765416197,0.05534740363811664,9.531451762009933,2.1763946498182993,1213.9298112251638,10.632607115777544,0.9663437742982319,0.0032839017780145942,0.030372323923753507,0.5106470027803909,0.48572607785109245,0.00362691936851666,19.626824952022424,0.6257264717601245,1.0000000005167082,5.90327541216389,1.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.943598773171891,0.96,0.01,0.03,310.55,84.81,0.6440186765416197,0.05829028149005885,9.531451762009933,2.1763946498182993,1213.7204130604248,11.082843612689613,0.9660311292486855,0.0036307854495733843,0.030338085301741036,0.486475907640589,0.5100682981036126,0.0034557942557984604,19.562768754208342,0.6280322124253331,1.0000000005478924,5.8724830012352305,1.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.193184243795111,0.96,0.01,0.03,310.55,84.81,0.6440186765416197,0.06123315934200107,9.531451762009933,2.1763946498182993,1213.5101589158157,11.533780552024183,0.965714390354888,0.00397763151379431,0.03030797813131762,0.46462247660864986,0.5320759871776598,0.0033015362136902607,19.498993909042394,0.6303678622378648,1.0000000005866208,5.841878660195512,1.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.442769714418329,0.96,0.01,0.03,310.55,84.81,0.6440186765416197,0.06417603719394327,9.531451762009933,2.1763946498182993,1213.2992616280258,11.985417893809801,0.9653945593186026,0.004324438897979559,0.030281001783417895,0.4447698255102097,0.5520684367743636,0.0031617377154268557,19.43548910687552,0.6326607781152986,1.0000000006417178,5.8114588009652985,1.0000000000381708,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.692355185041548,0.96,0.01,0.03,310.55,84.81,0.6440186765416197,0.06711891504588549,9.531451762009933,2.1763946498182993,1213.08787036292,12.437755476140193,0.9650723384570771,0.004671206965777402,0.030256454577145455,0.4266562351883046,0.5703093253387359,0.003034439472959504,19.372246150736,0.6349797566050811,1.0000000006795142,5.781221216650189,1.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.941940655664768,0.96,0.01,0.03,310.55,84.81,0.6440186765416197,0.0700617928978277,9.531451762009933,2.1763946498182993,1212.8760927766602,12.89079316509835,0.964748234773268,0.005017935313661335,0.030233829913070588,0.4100636714730486,0.5870183010986888,0.002918027428262548,19.309258868613647,0.6372601529100728,1.0000000007236507,5.751164659658353,1.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
