T,P,z_carbon dioxide,z_argon,z_carbon monoxide,z_hydrogen sulfide,rho_l,rho_v,x_carbon dioxide,x_argon,x_carbon monoxide,x_hydrogen sulfide,y_carbon dioxide,y_argon,y_carbon monoxide,y_hydrogen sulfide,rhoL1_carbon dioxide,rhoL2_argon,rhoL3_carbon monoxide,rhoL4_hydrogen sulfide,rhoV1_carbon dioxide,rhoV2_argon,rhoV3_carbon monoxide,rhoV4_hydrogen sulfide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,gamma_wsd,gamma_cDFT_minus_wsd_corrected,gamma_cDFT_minus_wsd_uncorrected
200.0,9.4796904749,0.95,0.035038,0.001379,0.013583,0.027776779190677572,0.000603141033274226,0.9612254272485867,0.024269209284434767,0.0007131358198872999,0.013792227647091227,0.2698428119055629,0.687527232710362,0.04172421790297839,0.0009057374810966611,0.026699746445148703,0.0006741204674260866,1.9808616201972342e-05,0.0003831036619008115,0.00016275327239434383,0.000414675885541097,2.5165587898561342e-05,5.46287440223835e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.55757058334654,-0.6612023552848676,-1.1366928556703009
200.0,9.8342369106,0.95,0.035038,0.001379,0.013583,0.02777557289139466,0.0006264546943584918,0.9600162707433109,0.025446883062823108,0.000769108032078156,0.013767738161787915,0.26114247387512124,0.6946560609964444,0.043323620207740526,0.0008778449206938856,0.0266650019049557,0.0007068017553702395,2.1362416206343925e-05,0.00038240681486237615,0.00016359392865545951,0.00043517055037580143,2.7140285255743473e-05,5.499300714874426e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.484099961591696,-0.6899217562633879,-1.187546481622352
200.0,10.1887833464,0.95,0.035038,0.001379,0.013583,0.02777434352273302,0.000649829703741542,0.9588086546888925,0.026619350645838886,0.0008280880233631654,0.0137439066419053,0.2530535592891238,0.7011269670671266,0.044967510938700814,0.0008519627050488801,0.026630280947898804,0.0007393349891896142,2.2999601227949524e-05,0.0003817279844166498,0.00016444171946359407,0.0004556131292944368,2.92212243112905e-05,5.536306722207565e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.410917785891233,-0.7183681011797063,-1.237962164127314
200.0,10.5433297821,0.95,0.035038,0.001379,0.013583,0.027773090176861876,0.000673266334597447,0.9576028982379237,0.02778615112396341,0.0008902957704221643,0.013720654867690734,0.24551459844477427,0.7069951283973466,0.04666238860285749,0.0008278845550217277,0.02659559164638614,0.0007717072808337478,2.4726264716013487e-05,0.0003810649849259736,0.00016529671378507724,0.000475996018674333,3.141621533820755e-05,5.573867998293171e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.33803484063011,-0.7465535331447981,-1.2879484993981727
200.0,10.8978762179,0.95,0.035038,0.001379,0.013583,0.027771811908063635,0.0006967648609118997,0.9563993277135926,0.02894678353488316,0.0009559700696684763,0.0136979186818557,0.23847211159617182,0.712307641938999,0.048414814781147335,0.0008054316836818719,0.026560942238260405,0.0008039046276742084,2.6549020964571414e-05,0.0003804160211644475,0.00016615898766767368,0.0004963109350621099,3.373374168706151e-05,5.611964950546366e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.265463057037866,-0.7744909324493747,-1.3375145296166586
200.0,11.2524226536,0.95,0.035038,0.001379,0.013583,0.027770507723934863,0.0007203255564694037,0.9551982811386158,0.030100703483261076,0.001025370124112968,0.013675645254010148,0.2318793536435545,0.7171047200000836,0.050231478015563075,0.0007844483407988286,0.026526341244249237,0.0008359118185777747,2.847504895157123e-05,0.00037977961215628195,0.00016702862444705906,0.0005165488564808962,3.618301735384109e-05,5.650581876074167e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.19321556287543,-0.8021940205506759,-1.3866698242017321
200.0,11.6069690894,0.95,0.035038,0.001379,0.013583,0.027769176577393244,0.0007439486938414914,0.9540001122120673,0.031247319596037687,0.0010987772047296633,0.013653790987165317,0.22569528832554173,0.721420664156054,0.052119249316154796,0.0007647982022495624,0.026491797570869866,0.0008677123354326107,3.0512138217352587e-05,0.0003791545328734141,0.0001679057149559656,0.0005366999608091577,3.8774047452752406e-05,5.689706236158828e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.121306743036712,-0.8296772428478896,-1.4354243391276
200.0,11.9615155251,0.95,0.035038,0.001379,0.013583,0.027767817359314637,0.0007676345433739967,0.9528051938801819,0.03238598985384261,0.0011764963669776366,0.013632319898997713,0.21988374442318226,0.7252846639983227,0.054085230156681964,0.0007463614218131523,0.026457320602671263,0.0008992882512621186,3.266873624213222e-05,0.0003785397691391191,0.0001687903577456541,0.0005567535618645151,4.1517690954602076e-05,5.729328092255062e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.04975230798556,-0.8569560096595517,-1.4837886341062898
200.0,12.3160619609,0.95,0.035038,0.001379,0.013583,0.027766428891731323,0.0007913833721652067,0.9516139215905272,0.03351601785730817,0.0012588581938099345,0.013611202358354639,0.21441271739171078,0.7287214571717188,0.05613679322967638,0.000729032206894122,0.02642292028622496,0.0009306201265689445,3.4953996523196876e-05,0.00037793448241421975,0.00016968265932455754,0.0005766980441456981,4.442572472864224e-05,5.769439663089129e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.978569367079608,-0.8840466877329938,-1.5317738405021046
200.0,12.6706083966,0.95,0.035038,0.001379,0.013583,0.02776500992160676,0.0008151954430062761,0.950426716272315,0.03463664911258954,0.0013462205248488965,0.013590414090246588,0.20925378799880234,0.7317518795053235,0.058281615683810246,0.0007127168120639701,0.02638860720706096,0.0009616869062622606,3.737782622910027e-05,0.00037733798205444086,0.00017058273440842507,0.0005965207975840174,4.751090751648522e-05,5.810034973485089e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.907776503532496,-0.9109666472446705,-1.5793916856883854
203.4723793103,2.8518584326,0.95,0.035038,0.001379,0.013583,0.027608250058055003,0.00017612061076431647,0.950424703124409,0.00037788978276556836,7.202210801715919e-06,0.049190204882023775,0.9499732913918352,0.03721769506117989,0.0014652692255538815,0.011343744321431055,0.026239562865211372,1.0432875616975895e-05,1.9884043678459788e-07,0.0013580554767898703,0.000167309876289718,6.554803185415087e-06,2.580641109387066e-07,1.9978671782446842e-06,19.094302214554034,0.027530191814731132,0.00017633656839078526,309.1473760575555,82.3795680252517,2.849844260094985,19.646822118863398,-0.05170894653223712,-0.059277695093722826
203.4723793103,3.2126202529,0.95,0.035038,0.001379,0.013583,0.027557810583489974,0.00019857182793324524,0.9809114187842989,0.001364568175149018,2.6504464062008333e-05,0.017697508576490197,0.8755556016934961,0.11613419259499733,0.004636233745488218,0.003673971966018376,0.02703177107804012,3.7604511299015206e-05,7.304050002377429e-07,0.0004877045891506061,0.00017386067628546992,2.3060978909140173e-05,9.206254095673916e-07,7.295473290677676e-07,19.094302214554034,0.027530191814731132,0.00017633656839078526,309.1473760575555,82.3795680252517,2.849844260094985,19.217654824934442,-0.051399549149369506,-0.07816994252790721
203.4723793103,3.5733820733,0.95,0.035038,0.001379,0.013583,0.02755363776270934,0.0002208848253198286,0.9816597762818748,0.0025723788222819853,5.0911161302793626e-05,0.01571693373454035,0.7923558824184422,0.19669467617899558,0.007991977652852146,0.002957463749710043,0.027048297881893068,7.087839425762269e-05,1.402787696616041e-06,0.00043305869886203134,0.00017501939067913626,4.344686918913769e-05,1.76530658781022e-06,6.532588637444282e-07,19.094302214554034,0.027530191814731132,0.00017633656839078526,309.1473760575555,82.3795680252517,2.849844260094985,19.120994957625246,-0.0812815412868737,-0.13157338592768753
203.4723793103,3.9341438936,0.95,0.035038,0.001379,0.013583,0.027551611659830565,0.0002432495016015283,0.981047184896175,0.003789120999457692,7.643626707520093e-05,0.015087257837291878,0.723285762140015,0.26322505819153347,0.010890643163837461,0.002598536504613952,0.027029431058229407,0.00010439639030916739,2.105942347183029e-06,0.000415678268944801,0.00017593890115604022,6.40293642141238e-05,2.6491435217235537e-06,6.320927096407213e-07,19.094302214554034,0.027530191814731132,0.00017633656839078526,309.1473760575555,82.3795680252517,2.849844260094985,19.03968343534477,-0.11223265383001646,-0.1861172456066278
203.4723793103,4.294905714,0.95,0.035038,0.001379,0.013583,0.02755007438780971,0.0002656719320095736,0.9801176275234376,0.005006960656510876,0.00010298158327283991,0.014772430236778803,0.6655202658626845,0.31869985489393954,0.013431788011352275,0.002348091232023509,0.027002313547074275,0.00013794213854371115,2.8371502797411596e-06,0.0004069815519119854,0.00017681005482326448,8.466960618084368e-05,3.5684490713189878e-06,6.238219341464256e-07,19.094302214554034,0.027530191814731132,0.00017633656839078526,309.1473760575555,82.3795680252517,2.849844260094985,18.9620848428486,-0.14316513130333064,-0.24055796133218266
203.4723793103,4.6556675343,0.95,0.035038,0.001379,0.013583,0.027548716093860327,0.0002881527253699917,0.9790656915226791,0.006224393488838186,0.0001305735377710235,0.014579341450711781,0.6165769360403864,0.365569305583496,0.01570015165193495,0.002153606724182655,0.02697200277299732,0.00017147404908047595,3.597133321424874e-06,0.0004016421384611086,0.0001776683245203164,0.00010533979171549968,4.524041487227232e-06,6.20567646948372e-07,19.094302214554034,0.027530191814731132,0.00017633656839078526,309.1473760575555,82.3795680252517,2.849844260094985,18.88603073485888,-0.1738742935120854,-0.29466199797472115
203.4723793103,5.0164293547,0.95,0.035038,0.001379,0.013583,0.027547436878344076,0.0003106918469265948,0.9779539466653688,0.007440879622885104,0.00015926101406978682,0.014445912697676262,0.5746045660941151,0.405641589630312,0.017758957054237825,0.001994887221335112,0.026940124615691716,0.00020497716173078408,4.38723273226852e-06,0.00039794786818930604,0.00017852495389223525,0.0001260295346724815,5.5175631666712295e-06,6.197951952068687e-07,19.094302214554034,0.027530191814731132,0.00017633656839078526,309.1473760575555,82.3795680252517,2.849844260094985,18.81082489118861,-0.20430059459739525,-0.3483603839265932
203.4723793103,5.377191175,0.95,0.035038,0.001379,0.013583,0.027546194664650223,0.00033328919592242505,0.9768086416319854,0.008656132125781165,0.00018910206954743166,0.014346124172686003,0.5382248099021024,0.4402580334567847,0.019655586081281238,0.0018615705598315894,0.02690736099250723,0.00023844350057970054,5.209042419241777e-06,0.00039518112914405275,0.00017938451411777178,0.0001467332459691999,6.550994480414234e-06,6.204413550391291e-07,19.094302214554034,0.027530191814731132,0.00017633656839078526,309.1473760575555,82.3795680252517,2.849844260094985,18.736176730048857,-0.2344210515617995,-0.4016258886063966
203.4723793103,5.7379529954,0.95,0.035038,0.001379,0.013583,0.027544968559576263,0.00035594471083312605,0.9756427297930449,0.009869946918396206,0.00022016102554880764,0.014267162263010096,0.5063964840106155,0.4704298996812541,0.021426204321885883,0.0017474119862445178,0.02687404831752858,0.0002718673775519101,6.064328526785973e-06,0.00039298853596898603,0.00018024915006807028,0.0001674470346093005,7.626544101605146e-06,6.219820541501433e-07,19.094302214554034,0.027530191814731132,0.00017633656839078526,309.1473760575555,82.3795680252517,2.849844260094985,18.66194456811075,-0.26422686327583733,-0.45444724257223257
203.4723793103,6.0987148157,0.95,0.035038,0.001379,0.013583,0.0275437469286467,0.000378658385209314,0.974463357046893,0.011082148035383807,0.0002525078034492603,0.014201987114273971,0.4783202263618054,0.49693253108666424,0.023098978302885063,0.0016482642486454146,0.02684037209773911,0.0003052438809124108,6.955011035714888e-06,0.0003911759389594637,0.0001811199645271148,0.00018816766977925353,8.746621824155439e-06,6.241290787903159e-07,19.094302214554034,0.027530191814731132,0.00017633656839078526,309.1473760575555,82.3795680252517,2.849844260094985,18.58805206472397,-0.29371556651367925,-0.5068202071408017
203.4723793103,6.4594766361,0.95,0.035038,0.001379,0.013583,0.027542522705111476,0.0004014302634772235,0.9732748050137002,0.012292566158378941,0.00028621793843398516,0.014146410889486804,0.4533727979116136,0.5203697208200709,0.0246962865426136,0.0015611947257019438,0.026806443415402784,0.00033856828252123696,7.883164067928235e-06,0.00038962784311952653,0.00018199756171906505,0.0002088921541343703,9.913836813710387e-06,6.267108100777829e-07,19.094302214554034,0.027530191814731132,0.00017633656839078526,309.1473760575555,82.3795680252517,2.849844260094985,18.51445535333304,-0.32288796168198175,-0.558744081450115
203.4723793103,6.8202384564,0.95,0.035038,0.001379,0.013583,0.027541291283985678,0.00042426043289300685,0.9720798117560245,0.013501028498579514,0.00032137284928849836,0.014097786896107444,0.4310613847314859,0.54121831944838,0.026236257621811785,0.0014840381983223607,0.026772333246854636,0.0003718357585127702,8.851023253018963e-06,0.00038827125536525144,0.00018288228968963918,0.00022961751849879535,1.1131006016122319e-05,6.296186884500027e-07,19.094302214554034,0.027530191814731132,0.00017633656839078526,309.1473760575555,82.3795680252517,2.849844260094985,18.44112830551658,-0.35174695039567183,-0.6102203502120638
203.4723793103,7.1810002768,0.95,0.035038,0.001379,0.013583,0.027540049475765542,0.0004471490156792902,0.9708802243753544,0.01470735458672092,0.00035806029051558874,0.014054360747409145,0.410991305496228,0.5598596899223185,0.027733859511269696,0.001415145070183781,0.02673808941433961,0.0004050412729759214,9.860998116106298e-06,0.00038705779033390504,0.00018377435770538478,0.00025034070926727733,1.2401167981451966e-05,6.327807251760777e-07,19.094302214554034,0.027530191814731132,0.00017633656839078526,309.1473760575555,82.3795680252517,2.849844260094985,18.368055170278893,-0.38029608282774063,-0.6612511592440384
203.4723793103,7.5417620971,0.95,0.035038,0.001379,0.013583,0.02753879495073461,0.00047009616251261494,0.9696773496273271,0.0159113516764289,0.0003963748074779882,0.014014923888765973,0.3928428134620641,0.5766022741368989,0.02920168435818954,0.0013532280428474024,0.026703745699758755,0.00043817945120620285,1.0915684546773224e-05,0.00038595411522287826,0.00018467389907917537,0.000271058516367803,1.3727599755689556e-05,6.361473099470203e-07,19.094302214554034,0.027530191814731132,0.00017633656839078526,309.1473760575555,82.3795680252517,2.849844260094985,18.295226765233416,-0.40854034460820543,-0.7118400269184555
203.4723793103,7.9025239175,0.95,0.035038,0.001379,0.013583,0.027537525918936576,0.0004931020471055436,0.9684721515320107,0.0171128132268853,0.00043641834196717213,0.013978616899136946,0.37635415520081217,0.5916980561839045,0.03065052533246938,0.001297263282813855,0.026669326974581017,0.0004712445377812746,1.201788140342033e-05,0.0003849365251708685,0.00018558100436619793,0.0002917675227726542,1.5113836786300972e-05,6.396831803903696e-07,19.094302214554034,0.027530191814731132,0.00017633656839078526,309.1473760575555,82.3795680252517,2.849844260094985,18.222638227846183,-0.4364852342113572,-0.761990906690567
203.4723793103,8.2632857378,0.95,0.035038,0.001379,0.013583,0.027536240939767084,0.0005161668619120147,0.96726537021703,0.018311516754193517,0.0004783008680915294,0.013944812160684866,0.36130901595624454,0.6053547530026472,0.032089807334298934,0.0012464237068094497,0.026634852286989145,0.0005042303373160544,1.3170607945468108e-05,0.0003839877075164125,0.0001864957409466528,0.00031246406320089914,1.6563695151106234e-05,6.433626133565748e-07,19.094302214554034,0.027530191814731132,0.00017633656839078526,309.1473760575555,82.3795680252517,2.849844260094985,18.150287727018664,-0.46413683359897817,-0.8117082329868772
