temperature,pressure,z_carbon dioxide,z_hydrogen,z_hydrogen sulfide,Tc,Pc,Tr,Pr,P_bubble,P_dew,liquid_density,vapor_density,x_carbon dioxide,x_hydrogen,x_hydrogen sulfide,y_carbon dioxide,y_hydrogen,y_hydrogen sulfide,gamma,interfacial_thickness,E_carbon dioxide,E_hydrogen,E_hydrogen sulfide,gamma0_CO2,rhoL0_CO2,rhoV0_CO2,Tc_CO2,Psat_CO2
200.0,2.300107611645712,0.96,0.020296,0.019704,309.55,88.73,0.6460991762235503,0.02592254718410585,55.07006685413688,2.2773342689561504,1206.5528635339563,6.164725271482,0.9257065744465499,1.964080094595104e-05,0.07427378475250414,0.9616115357046052,0.02124883793559053,0.017139626359804216,20.718358660483513,0.6020427631172574,1.0000000003046232,2.0565282510074523,1.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.100771700402602,0.96,0.020296,0.019704,309.55,88.73,0.6460991762235503,0.04621629325372029,55.07006685413688,2.2773342689561504,1217.6237842441096,6.753683422023685,0.9787539743214174,0.0006966398104144477,0.020549385868168114,0.5841258474702612,0.41311369160643585,0.0027604609233030887,20.023955076822823,0.6084659177807894,1.0000000006565,2.0265763447682126,1.0000000000698948,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.901435789159491,0.96,0.020296,0.019704,309.55,88.73,0.6460991762235503,0.06651003932333473,55.07006685413688,2.2773342689561504,1217.2299319158246,7.05601550382868,0.9782901728765122,0.001411652055636014,0.020298175067851747,0.4130079896390026,0.585057608115209,0.0019344022457885204,19.90787906131494,0.613360739927954,1.0000000008158083,2.0151677510267585,1.0000000001095248,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,7.702099877916382,0.96,0.020296,0.019704,309.55,88.73,0.6460991762235503,0.0868037853929492,55.07006685413688,2.2773342689561504,1216.803674302083,7.36153551814214,0.9776675684995709,0.002124880387687467,0.02020755111274151,0.32142608939669287,0.6770701854888864,0.0015037251144207635,19.79416572577206,0.6182562433117781,1.0000000008452992,2.004023642623433,1.0000000001224676,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,9.502763966673271,0.96,0.020296,0.019704,309.55,88.73,0.6460991762235503,0.10709753146256362,55.07006685413688,2.2773342689561504,1216.3706683048379,7.669210841735618,0.9770080822842107,0.0028363849248425827,0.020155532790946663,0.2644307743512239,0.7343312883421208,0.0012379373066553365,19.681542704719835,0.6231514653550448,1.0000000008394512,1.9927814237127408,1.000000000126092,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,11.30342805543016,0.96,0.020296,0.019704,309.55,88.73,0.6460991762235503,0.12739127753217808,55.07006685413688,2.2773342689561504,1215.9358113871904,7.978460083736539,0.9763350715409042,0.003546199574072274,0.020118728885023602,0.22556185687328906,0.773380692145797,0.0010574509809139646,19.569799495197742,0.6280368747217069,1.000000000819651,1.9815028462378026,1.000000000125281,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,13.104092144187051,0.96,0.020296,0.019704,309.55,88.73,0.6460991762235503,0.14768502360179253,55.07006685413688,2.2773342689561504,1215.5007019732234,8.288997652077065,0.9756561790492568,0.004254341345331053,0.020089479605412058,0.19737221116035147,0.8017008773101671,0.000926911529481487,19.458886062994917,0.6329047841746175,1.0000000007940892,1.9700499171455534,1.0000000001220775,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,14.90475623294394,0.96,0.020296,0.019704,309.55,88.73,0.6460991762235503,0.16797876967140696,55.07006685413688,2.2773342689561504,1215.066015972963,8.600675342544148,0.9749746441212629,0.0049608201987990114,0.02006453567993804,0.17600258395188761,0.8231692597192964,0.0008281563288158254,19.34879175768273,0.6377494506583439,1.000000000766507,1.9584691932445688,1.0000000001176685,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,16.705420321700828,0.96,0.020296,0.019704,309.55,88.73,0.6460991762235503,0.18827251574102138,55.07006685413688,2.2773342689561504,1214.6320877319563,8.913411369113266,0.9742920736162485,0.005665642960793304,0.020042283422958256,0.1592533744555656,0.839995740164799,0.0007508853796352976,19.23951713047456,0.6425658777639555,1.0000000007387206,1.9468621043894923,1.0000000001122151,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,18.506084410457717,0.96,0.020296,0.019704,309.55,88.73,0.6460991762235503,0.2085662618106358,55.07006685413688,2.2773342689561504,1214.1991010538668,9.22715815271015,0.9736093544119656,0.006368814947537557,0.020021830640496813,0.1457791313228055,0.8535320498800598,0.0006888187971344858,19.13106554619797,0.6473497330401365,1.0000000007116094,1.9353378800345322,1.0000000001140603,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
