T,P,z_carbon dioxide,z_nitrogen,z_oxygen,z_carbon monoxide,z_hydrogen sulfide,rho_l,rho_v,x_carbon dioxide,x_nitrogen,x_oxygen,x_carbon monoxide,x_hydrogen sulfide,y_carbon dioxide,y_nitrogen,y_oxygen,y_carbon monoxide,y_hydrogen sulfide,rhoL1_carbon dioxide,rhoL2_nitrogen,rhoL3_oxygen,rhoL4_carbon monoxide,rhoL5_hydrogen sulfide,rhoV1_carbon dioxide,rhoV2_nitrogen,rhoV3_oxygen,rhoV4_carbon monoxide,rhoV5_hydrogen sulfide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,gamma_wsd,gamma_cDFT_minus_wsd_corrected,gamma_cDFT_minus_wsd_uncorrected
200.0,2.4108819808,0.97999902000098,0.0021349978650021355,0.001918998081001919,0.010993989006010995,0.004952995047004954,0.027795858087489585,0.00015081438525537023,0.9860162516076691,9.167295114615786e-06,2.3678750368301043e-05,5.670527515226632e-05,0.013894197071695757,0.9787519454077451,0.0025755774315725267,0.002311804065181188,0.013260747135213219,0.003099925960287939,0.027407167801645194,2.5481283405199697e-07,6.581711849263875e-07,1.576171780944444e-06,0.0003862011300444686,0.00014760987296416676,3.88434127020216e-07,3.486533089211667e-07,1.9999114272240933e-06,4.675134280379887e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,20.06894383969603,-0.019747355323310956,-0.021544716703992606
200.0,2.6937915363,0.97999902000098,0.0021349978650021355,0.001918998081001919,0.010993989006010995,0.004952995047004954,0.027781378234928805,0.0001685051746590557,0.9938569686319482,6.403540756810836e-05,0.0001574463500588403,0.0003939646940497339,0.005527584916375191,0.8873784552749465,0.015976419668609507,0.013692451747114342,0.08183998966801129,0.0011126836413181181,0.027610716356983925,1.778991878077441e-06,4.374076602693648e-06,1.0944882176603662e-05,0.0001535639272875065,0.0001495278615947879,2.6921093866854178e-06,2.3072489731581946e-06,1.3790461753103556e-05,1.8749295132058358e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.93598814479579,-0.05570692735152605,-0.06798401640680396
200.0,2.9767010917,0.97999902000098,0.0021349978650021355,0.001918998081001919,0.010993989006010995,0.004952995047004954,0.027778931953741787,0.00018619115368486902,0.9935692583222808,0.000123197649571825,0.00028860890280467275,0.0007537141050036925,0.00526522102033902,0.8066695529125129,0.027831249542590492,0.022743576154929532,0.14179061537365042,0.0009650060163167846,0.027600292818264333,3.4222991243166527e-06,8.017247072255082e-06,2.0937372835472967e-05,0.00014626221644540853,0.00015019473469923827,5.181932460826407e-06,4.234652683206007e-06,2.6400158258107497e-05,1.7967558349086168e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.896085654648488,-0.10130019558857484,-0.12451655356488445
200.0,3.2596106472,0.97999902000098,0.0021349978650021355,0.001918998081001919,0.010993989006010995,0.004952995047004954,0.027776721952784657,0.00020391236223580583,0.9931138193147119,0.00018355058604118315,0.0004102508619530619,0.0011165904765225146,0.005175788760771547,0.7397349609609064,0.03788565123222127,0.02955935476831718,0.19194863472190404,0.0008713983166511319,0.027585446426572773,5.098433592736621e-06,1.1395424123360442e-05,3.101522320149321e-05,0.00014376644529429913,0.00015084110331795004,7.725352637604106e-06,6.027517856973787e-06,3.914069953408127e-05,1.7768888919663702e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.85851698740118,-0.1469883645523602,-0.18101240608636715
200.0,3.5425202026,0.97999902000098,0.0021349978650021355,0.001918998081001919,0.010993989006010995,0.004952995047004954,0.027774556550221326,0.00022166873072377468,0.9926201241543662,0.0002450144340310949,0.0005231664059345658,0.0014819505501466007,0.005129744455521563,0.6833943306986386,0.046550917543419355,0.034722009233607146,0.2345334809986063,0.0007992615257285277,0.027569583771213158,6.805167253617118e-06,1.4530714926805644e-05,4.1160519359678364e-05,0.00014247637746806795,0.00015148715386979075,1.0318882805876864e-05,7.69678371499288e-06,5.1988739045189586e-05,1.771712879245903e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.821770156418715,-0.19259486463062103,-0.23729703762984045
200.0,3.825429758,0.97999902000098,0.0021349978650021355,0.001918998081001919,0.010993989006010995,0.004952995047004954,0.027772398673224837,0.00023945988138462847,0.9921137912981969,0.00030755306884152603,0.0006281523962113268,0.0018494310465055547,0.005101072190244644,0.6353332274775828,0.05412588514705487,0.038643616322533485,0.2711570774427797,0.0007401936100489756,0.027553379741138105,8.541486441040624e-06,1.7445298775122454e-05,5.136313634219169e-05,0.00014166901052837445,0.00015213681929149517,1.2960978037151783e-05,9.25359578086696e-06,6.493124160105055e-05,1.7724667406398766e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.785520061270034,-0.23807009929332423,-0.2933293782515669
200.0,4.1083393135,0.97999902000098,0.0021349978650021355,0.001918998081001919,0.010993989006010995,0.004952995047004954,0.027770236999856802,0.0002572855022859377,0.9916030933735919,0.0003711404157034417,0.0007259337028816215,0.002218739435424012,0.00508109307239912,0.5938588601793251,0.06082957652755629,0.04161971823778978,0.30300147317608894,0.0006903718792398166,0.02753705291277578,1.0306657304309952e-05,2.015935097520626e-05,6.161491996265328e-05,0.0001411031588388541,0.00015279127512819211,1.5650568150733207e-05,1.0708150111808947e-05,7.795788621948912e-05,1.7762267571430298e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.749643037350904,-0.28338988047731917,-0.34909387674879966
200.0,4.3912488689,0.97999902000098,0.0021349978650021355,0.001918998081001919,0.010993989006010995,0.004952995047004954,0.027768067456937346,0.00027514536379914394,0.9910913750057274,0.00043575547687528944,0.000817161185129377,0.002589621987808501,0.005066086344459508,0.5577084885548909,0.06682585664392679,0.04386638329593481,0.33095170881084685,0.0006475626944006773,0.027520692157147825,1.210008747660294e-05,2.2690986911863408e-05,7.190879804543464e-05,0.00014067542735562074,0.00015345090497730614,1.8386824637482675e-05,1.2069631990512675e-05,9.10598283207088e-05,1.7817387313362824e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.71407488932241,-0.32853104076177786,-0.4045753386229407
200.0,4.6741584244,0.97999902000098,0.0021349978650021355,0.001918998081001919,0.010993989006010995,0.004952995047004954,0.027765888605719175,0.0002930393042250866,0.9905801572977736,0.0005013807792582673,0.0009024176163430199,0.002961853189012565,0.005054191117612503,0.5259219888299878,0.07223974894781479,0.045544350100450604,0.3556836271274287,0.0006102849943180527,0.02750433830256576,1.3921282865933726e-05,2.5056427011218914e-05,8.223848571261699e-05,0.00014033410756364404,0.0001541158136834134,2.116908576906258e-05,1.3346284664819798e-05,0.00010422928261767684,1.788374901139731e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.678775130776046,-0.3734805326527635,-0.45976790910744825
200.0,4.9570679798,0.97999902000098,0.0021349978650021355,0.001918998081001919,0.010993989006010995,0.004952995047004954,0.02776370010900668,0.0003109672139598183,0.9900701691853407,0.0005680017590250793,0.0009822247974912153,0.003335231048101391,0.005044373210041414,0.49775662702238366,0.07716833697072918,0.046775030063938565,0.3777225218929529,0.0005774840499957618,0.027488011264135307,1.576983049896058e-05,2.7270194717175917e-05,9.259835461373506e-05,0.0001400504650414972,0.00015478599153518705,2.3996822753700095e-05,1.4545500781869717e-05,0.00011745932028292803,1.7957860613341446e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.643714838104025,-0.4182259732961455,-0.5146656613422529
