feature,mean_abs_shap
temperature,18.31073287451183
z_carbon dioxide,0.05270570482526498
z_hydrogen sulfide,0.024670881695217556
pressure,0.010457256790193634
z_hydrogen,0.005927825905028141
z_nitrogen,0.0039040750359733557
z_methane,0.003495869159698616
z_oxygen,0.0029873730644347585
z_carbon monoxide,0.0026229669782850988
z_argon,0.0024391195130727557
