T,P,z_carbon dioxide,z_nitrogen,z_methane,z_oxygen,z_hydrogen sulfide,rho_l,rho_v,x_carbon dioxide,x_nitrogen,x_methane,x_oxygen,x_hydrogen sulfide,y_carbon dioxide,y_nitrogen,y_methane,y_oxygen,y_hydrogen sulfide,rhoL1_carbon dioxide,rhoL2_nitrogen,rhoL3_methane,rhoL4_oxygen,rhoL5_hydrogen sulfide,rhoV1_carbon dioxide,rhoV2_nitrogen,rhoV3_methane,rhoV4_oxygen,rhoV5_hydrogen sulfide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,parachor_carbon dioxide,parachor_nitrogen,parachor_methane,parachor_oxygen,parachor_hydrogen sulfide,n_exp,gamma_parachor,gamma_cDFT_minus_parachor
200.0,6.0697276547,0.9499990500009501,0.008967991032008968,0.02221697778302222,0.01223998776001224,0.006575993424006577,0.027670311239960704,0.00038405154394164514,0.9708590768087649,0.0018210025636769714,0.01535517040055496,0.005161941221068643,0.006802809005934585,0.4062252447026166,0.19527384536543896,0.20108880503257118,0.19674868163753645,0.0006634232618367444,0.02686397282543944,5.038770770570816e-05,0.0004248823441259878,0.00014283252018935217,0.00018823584250021765,0.00015601143241611253,7.49952218040189e-05,7.722846604213942e-05,7.556163495137908e-05,2.5478872799520395e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,75.52930996715713,55.44611770258769,86.02971371321541,3.87,18.958588416564073,-0.6198768993065258
200.0,6.4299412379,0.9499990500009501,0.008967991032008968,0.02221697778302222,0.01223998776001224,0.006575993424006577,0.027663525910458227,0.0004073174097131165,0.9693136624663722,0.002082742706316787,0.016145958648746184,0.005678357756531083,0.0067792784220336525,0.38497831453506676,0.21038585948846414,0.19981576224825817,0.20419087556887455,0.0006291881593362896,0.026814633616999647,5.761600682101233e-05,0.00044665414542877714,0.00015708339692664905,0.00018753874428213831,0.00015680836987214483,8.56938233271089e-05,8.138843869881245e-05,8.317049852376726e-05,2.562792912830211e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,75.52930996715713,55.44611770258769,86.02971371321541,3.87,18.872725546864192,-0.6591838956001119
200.0,6.7901548211,0.9499990500009501,0.008967991032008968,0.02221697778302222,0.01223998776001224,0.006575993424006577,0.02765725757146102,0.0004306340168958925,0.96784627089662,0.002359089592253199,0.01685313014523745,0.006182846578157496,0.006758662787731856,0.3660106207418345,0.2252213782396305,0.19773029579967308,0.2104389334261274,0.0005987717927345918,0.026767973603765857,6.524594848709968e-05,0.00046611136131218645,0.00017100058033692826,0.0001869260775589487,0.00015761662383661525,9.698798680216124e-05,8.514939154222623e-05,9.062216321258055e-05,2.578515023092521e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,75.52930996715713,55.44611770258769,86.02971371321541,3.87,18.78885519466145,-0.696194899003217
200.0,7.1503684043,0.9499990500009501,0.008967991032008968,0.02221697778302222,0.01223998776001224,0.006575993424006577,0.027651443756873208,0.00045400104510542655,0.9664509003656032,0.002649670865767576,0.017485859166847553,0.006673216003400018,0.006740353598381801,0.34897706651833654,0.23979001010114973,0.195055061752842,0.21560630392481567,0.0005715577028561191,0.02672376271523895,7.326722491899767e-05,0.0004835092512926909,0.0001845240569954818,0.0001863805084270923,0.00015843595291715074,0.00010886491519176277,8.855520188889378e-05,9.788548731318454e-05,2.594877944347349e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,75.52930996715713,55.44611770258769,86.02971371321541,3.87,18.70679028112701,-0.7311394718424182
200.0,7.5105819875,0.9499990500009501,0.008967991032008968,0.02221697778302222,0.01223998776001224,0.006575993424006577,0.027646028269605775,0.0004774182968170487,0.9651218171162673,0.002954054781509884,0.018052475887642055,0.007147744910856215,0.006723907303724489,0.33359867311247465,0.2540945967069855,0.19196108071674184,0.21979859046098008,0.0005470590028178231,0.02668178503960962,8.166788199958637e-05,0.0004990792587261289,0.00019760675786946173,0.00018588933140097595,0.00015926611033778503,0.00012130940959026387,9.16457322109469e-05,0.00010493586870066912,2.611759773837182e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,75.52930996715713,55.44611770258769,86.02971371321541,3.87,18.626360336296216,-0.7642201803222228
200.0,7.8707955707,0.9499990500009501,0.008967991032008968,0.02221697778302222,0.01223998776001224,0.006575993424006577,0.02764096104415614,0.0005008856716718715,0.9638536253421961,0.0032717597454634904,0.018560471725800453,0.007605151696913545,0.006708991489626341,0.31964750107958856,0.26813351043978745,0.18857965581821642,0.22311444759806182,0.0005248850643457785,0.02664184051035231,9.043458367019454e-05,0.0005130292759340118,0.00021021370178928527,0.00018544297241033676,0.00016010685327648498,0.00013430423347436971,9.445684756815769e-05,0.00011175482994485377,2.6290740800536874e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,75.52930996715713,55.44611770258769,86.02971371321541,3.87,18.5474108608703,-0.7956155262367233
200.0,8.231009154,0.9499990500009501,0.008967991032008968,0.02221697778302222,0.01223998776001224,0.006575993424006577,0.027636197819882215,0.0005244031463113897,0.9626412964879212,0.003602263884254486,0.019016535481883076,0.008044553065255894,0.006695351080685333,0.30693551199013885,0.2819023533853818,0.1850114424765413,0.22564597387836105,0.0005047182695771589,0.026603745299328078,9.955287730467427e-05,0.0005255447364261299,0.00022232085988395172,0.00018503404693938203,0.00016095794820232607,0.00014783048106787943,9.702058253830694e-05,0.00011832945865431018,2.6467584856710225e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,75.52930996715713,55.44611770258769,86.02971371321541,3.87,18.469802384415296,-0.825482402684397
200.0,8.5912227372,0.9499990500009501,0.008967991032008968,0.02221697778302222,0.01223998776001224,0.006575993424006577,0.027631699702088574,0.0005479707586376028,0.9614801743374447,0.003945014543730547,0.01942660761367456,0.008465417162968444,0.006682786342181835,0.29530622085133706,0.2953952251148186,0.18133339243049815,0.2274788642477867,0.00048629735555953674,0.02656733144680404,0.00010900745719273444,0.000536790187811363,0.00023391386490005065,0.0001846567453803874,0.00016181917387031065,0.0001618679456040926,9.936539661647021e-05,0.00012465176581587993,2.664767308494194e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,75.52930996715713,55.44611770258769,86.02971371321541,3.87,18.39340935103121,-0.8539581778809406
200.0,8.9514363204,0.9499990500009501,0.008967991032008968,0.02221697778302222,0.01223998776001224,0.006575993424006577,0.02762743266884413,0.0005715885954865891,0.9603659661702119,0.0042994375360924895,0.01979594358481871,0.008867514595291929,0.006671138113585007,0.2846283571974716,0.30860566758411156,0.17760409343616987,0.22869247656516328,0.0004694052170837196,0.02653244606781697,0.00011878242104229635,0.0005469110985058158,0.0002449866624214204,0.00018430641905762963,0.00016269032292615798,0.00017639548009360352,0.00010151647431984928,0.0001307180114782314,2.6830666874696075e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,75.52930996715713,55.44611770258769,86.02971371321541,3.87,18.31811893759507,-0.8811635750057327
200.0,9.3116499036,0.9499990500009501,0.008967991032008968,0.02221697778302222,0.01223998776001224,0.006575993424006577,0.02762336706405846,0.0005952567828871411,0.9592947263421572,0.004664945918163611,0.020129180141999565,0.009250869971087225,0.006660277626592433,0.27479099337229707,0.3215273597382169,0.17386788903298545,0.22935989805070287,0.00045385980579783225,0.026498950348364917,0.00012886151343141465,0.0005560357317610104,0.0002555401768732183,0.00018397929362789887,0.00016357120268115528,0.0001913913417679675,0.00010349604027315337,0.00013652803503698405,2.701631278810003e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,75.52930996715713,55.44611770258769,86.02971371321541,3.87,18.24382987756181,-0.9072044413511691
200.0,9.6718634868,0.9499990500009501,0.008967991032008968,0.02221697778302222,0.01223998776001224,0.006575993424006577,0.027619477103374986,0.0006189754782848875,0.9582628361369031,0.00504094809015453,0.020430400581835075,0.009615715874828776,0.006650099316278523,0.26569975895073106,0.33415461334103674,0.17015806581044635,0.22954805466909733,0.0004395072286885032,0.02646671846169837,0.0001392283503553249,0.0005642769810827728,0.00026558104443739276,0.00018367226580112431,0.00016446163537670808,0.00020683351161386988,0.0001053236701690524,0.00014208461692817004,2.720441970871317e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,75.52930996715713,55.44611770258769,86.02971371321541,3.87,18.170451335421017,-0.9321737401803638
200.0,10.03207707,0.9499990500009501,0.008967991032008968,0.02221697778302222,0.01223998776001224,0.006575993424006577,0.02761574040904238,0.0006427448642663973,0.9572669821480976,0.0054268550407920125,0.020703196648031927,0.009962450525816163,0.006640515637262249,0.2572738691974245,0.34648270912529056,0.16649932511405205,0.22931788012371848,0.00042621643951441525,0.026435636481149268,0.0001498666200440153,0.000571734104269406,0.00027512044755886693,0.0001833827560208209,0.00016536145813658947,0.0002226999818473885,0.00010701658612087813,0.0001473928897339774,2.7394842756379995e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,75.52930996715713,55.44611770258769,86.02971371321541,3.87,18.09790185636885,-0.9561531528227789
200.0,10.3922906532,0.9499990500009501,0.008967991032008968,0.02221697778302222,0.01223998776001224,0.006575993424006577,0.027612137582530498,0.0006665651434360915,0.9563041344724618,0.005822086620531047,0.020950725784331686,0.010291599868911015,0.006631453253764407,0.24944377057267444,0.3585081048869959,0.16290970391180484,0.22872454552483412,0.00041387510369065666,0.026405601331796362,0.00016076025678351332,0.0005784943228108357,0.0002841730715247238,0.00018310859961506232,0.00016627052271101425,0.00023896900635700177,0.00010858993015510339,0.0001524598094951159,2.758747178561898e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,75.52930996715713,55.44611770258769,86.02971371321541,3.87,18.026108401820157,-0.9792146404200253
200.0,10.7525042365,0.9499990500009501,0.008967991032008968,0.02221697778302222,0.01223998776001224,0.006575993424006577,0.027608651818647686,0.0006904365341975043,0.955371525409198,0.006226076784805355,0.021175763183640665,0.010603784432050876,0.006622850190304971,0.2421492589118779,0.37022854219014106,0.15940207043502372,0.22781774212229042,0.00040238634066693647,0.026376519802472867,0.0001718935861478565,0.0005846342727312735,0.00029275619234448943,0.0001828479649511945,0.0001671886950816111,0.00025561931153075546,0.00011005701305506424,0.000157293692299615,2.778222304584959e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,75.52930996715713,55.44611770258769,86.02971371321541,3.87,17.95500547278204,-1.001421701550111
200.0,11.1127178197,0.9499990500009501,0.008967991032008968,0.02221697778302222,0.01223998776001224,0.006575993424006577,0.027605268561639158,0.0007143592672728119,0.954466629023287,0.0066382778064944786,0.02138074852740523,0.01089969097636272,0.006614653666450513,0.2353379632214348,0.3816430746301565,0.15598529069434863,0.22664200532275555,0.00039166613130440386,0.02634830762731025,0.00018325144163504898,0.0005902213051478922,0.0003008888966413678,0.00018259929090459753,0.00016811585496834012,0.0002726302671525417,0.00011142953796575145,0.0001619038168556044,2.7979033057419085e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,75.52930996715713,55.44611770258769,86.02971371321541,3.87,17.88453431813241,-1.0228304729887405
200.0,11.4729314029,0.9499990500009501,0.008967991032008968,0.02221697778302222,0.01223998776001224,0.006575993424006577,0.02760197520171924,0.0007383335828289022,0.9535871417449712,0.007058163503428976,0.021567827582843965,0.011180048741875405,0.006606818426880462,0.22896411486305182,0.3927520373816653,0.15266513961171593,0.2252370669082504,0.00038164123531655156,0.026320888639123022,0.00019481925399132636,0.0005953146420966154,0.0003085914281272573,0.00018236123838101623,0.00016905189526608534,0.0002899820189233559,0.00011271779950259279,0.0001663000905962417,2.817785406265177e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,75.52930996715713,55.44611770258769,86.02971371321541,3.87,17.814642222404185,-1.0434906924854666
200.0,11.8331449861,0.9499990500009501,0.008967991032008968,0.02221697778302222,0.01223998776001224,0.006575993424006577,0.027598760809314848,0.0007623597281000695,0.9527309640783034,0.007485231561643367,0.021738888980158882,0.011445609944165816,0.006599305435728569,0.22298754139895682,0.4035569747707364,0.14944501350225692,0.22363822282381696,0.0003722475042329555,0.02629419399322503,0.00020658311547212954,0.0005999663972236554,0.00031588465116574784,0.00018213265222828407,0.0001699967214306117,0.0003076555855591052,0.0001139308598594918,0.00017049277474474785,2.837865061129654e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,75.52930996715713,55.44611770258769,86.02971371321541,3.87,17.745281866661422,-1.0634465292834356
200.0,12.1933585693,0.9499990500009501,0.008967991032008968,0.02221697778302222,0.01223998776001224,0.006575993424006577,0.02759561590370959,0.0007864379554457724,0.9518961834419657,0.007919005056536026,0.021895596568503397,0.011697134090217026,0.006592080842777774,0.21737283869678406,0.41406053977252494,0.14632648768190745,0.2218767053446676,0.00036342850411586397,0.02626816145847157,0.0002185298218797022,0.0006042224728870014,0.00032278961952781656,0.00018191253094349767,0.00017095025083414253,0.00032563292432947745,0.0001150767038001203,0.00017449226251230448,2.858139697275955e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,75.52930996715713,55.44611770258769,86.02971371321541,3.87,17.676410755840255,-1.0827373037091803
200.0,12.5535721525,0.9499990500009501,0.008967991032008968,0.02221697778302222,0.01223998776001224,0.006575993424006577,0.027592532252553485,0.0008105685207575021,0.9510810581380871,0.008359033285577848,0.022039417777758186,0.011935375643224042,0.006585115155352741,0.2120886855295174,0.42426637668520273,0.14330975306158522,0.21998005034060825,0.00035513438308647254,0.026242734771467862,0.00023064689553247488,0.0006081233458602934,0.00032932723738200064,0.00018170000231084926,0.00017191241209906397,0.00034389696935686995,0.00011616237454925205,0.00017830890400074767,2.878607515685301e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,75.52930996715713,55.44611770258769,86.02971371321541,3.87,17.607990706214323,-1.1013981055133826
200.0,12.9137857357,0.9499990500009501,0.008967991032008968,0.02221697778302222,0.01223998776001224,0.006575993424006577,0.02758950269739997,0.0008347516820980523,0.950284002194049,0.008804892162848037,0.022171648449103583,0.0121610746280745,0.006578382565924787,0.20710727268943013,0.4341789973790725,0.14039395713143601,0.2179724518651744,0.00034732093488698616,0.026217863041828753,0.00024292259607721178,0.0006117047546923472,0.00033551800125454376,0.00018149430354711085,0.0001728831442522418,0.0003624316483938266,0.00011719409187186805,0.00018195287084549105,2.899267346247798e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,75.52930996715713,55.44611770258769,86.02971371321541,3.87,17.539987380662904,-1.119460116554535
203.4034827586,2.9332606221,0.9499990500009501,0.008967991032008968,0.02221697778302222,0.01223998776001224,0.006575993424006577,0.02756480274972685,0.00018143885222337089,0.976732353732976,4.3014834382468844e-05,0.0008526902442217246,0.00016331672848264947,0.0222086244599371,0.9473014759542784,0.009868582459062445,0.024372781202158054,0.01345860685293856,0.004998553531562584,0.026923434669925913,1.1856954250649223e-06,2.3504238388588252e-05,4.5017934063549295e-06,0.0006121763525809252,0.00017187729250664946,1.790544274443981e-06,4.422169446810907e-06,2.441914179922766e-06,9.069318155437923e-07,19.1104765544596,0.02753508945794014,0.00017577535805957144,309.1473760575555,82.3795680252517,2.8401526987551153,78.33804083188728,61.77794369140718,75.52930996715713,55.44611770258769,86.01926876374208,3.87,19.335351131536125,-0.057724486636047345
203.4034827586,3.2968866434,0.9499990500009501,0.008967991032008968,0.02221697778302222,0.01223998776001224,0.006575993424006577,0.02752885934053309,0.00020417227955629423,0.9879458799297443,0.0001515142305298293,0.0027746691316997384,0.0005603779620048344,0.008567558746021352,0.8578138888095599,0.030386073559840562,0.06944865326996241,0.040613549238064865,0.0017378351225721851,0.027197023164645125,4.171013940344775e-06,7.638347624308119e-05,1.5426566093565685e-05,0.00023585511961097587,0.00017514181711329735,6.203993905477888e-06,1.4179489850242913e-05,8.2921609288075e-06,3.5481775846855503e-07,19.1104765544596,0.02753508945794014,0.00017577535805957144,309.1473760575555,82.3795680252517,2.8401526987551153,78.33804083188728,61.77794369140718,75.52930996715713,55.44611770258769,86.01926876374208,3.87,19.068824294571737,-0.10319101206619763
203.4034827586,3.6605126647,0.9499990500009501,0.008967991032008968,0.02221697778302222,0.01223998776001224,0.006575993424006577,0.027513187642031877,0.000226901478291308,0.9863462721179831,0.0002810862421459021,0.0047051660657273205,0.0010127361533210776,0.007654739420822651,0.7760215249145667,0.05054823040037565,0.10603800962264576,0.06597970524832338,0.0014125298140886494,0.027137530064800703,7.733578523753814e-06,0.00012945411685327666,2.7863599818192373e-05,0.000210606282035952,0.00017608043118899028,1.146946820285487e-05,2.4060181138446267e-05,1.4970892658069347e-05,3.20505102947261e-07,19.1104765544596,0.02753508945794014,0.00017577535805957144,309.1473760575555,82.3795680252517,2.8401526987551153,78.33804083188728,61.77794369140718,75.52930996715713,55.44611770258769,86.01926876374208,3.87,18.951036409957478,-0.16622751385445866
203.4034827586,4.0241386861,0.9499990500009501,0.008967991032008968,0.02221697778302222,0.01223998776001224,0.006575993424006577,0.02749943073982405,0.00024969097427393654,0.9842688085100739,0.00042433222938880063,0.006486841510408198,0.0014869824436449135,0.007333035306484206,0.7085748999086232,0.06915649701614791,0.13303289670586052,0.08799293386703226,0.0012427725023360298,0.027066831928991918,1.1668894752752454e-05,0.00017838444883568587,4.089117072034762e-05,0.00020165429652334684,0.0001769247571042412,1.7267753117334557e-05,3.321711358897028e-05,2.1971041386481353e-05,3.103090769091414e-07,19.1104765544596,0.02753508945794014,0.00017577535805957144,309.1473760575555,82.3795680252517,2.8401526987551153,78.33804083188728,61.77794369140718,75.52930996715713,55.44611770258769,86.01926876374208,3.87,18.843224371270953,-0.22581259481338023
