trial_id,loss,FINGERPRINT_FEATURE,MIN_UNIQUE_FOR_NUMERICAL_FEATURES,OUTLIER_REMOVAL_STD,POLYNOMIAL_FEATURES,PREPROCESS_TRANSFORMS,REGRESSION_Y_PREPROCESS_TRANSFORMS,average_before_softmax,max_depth,model_path,model_type,n_estimators,softmax_temperature
96,0.005621689620653638,1,0,0,0,92,1,1,0,5,1,0,2
75,0.005793613131213464,1,0,1,0,146,0,0,0,1,1,0,2
88,0.006111930852940247,1,0,1,0,44,1,1,0,1,1,0,2
82,0.006157729315836457,1,0,1,0,115,1,0,0,1,1,0,2
38,0.006355422756209522,1,1,1,0,146,0,0,0,1,1,0,3
90,0.006803608143740692,1,0,1,0,121,1,1,0,1,1,0,2
80,0.0069228922900013016,1,0,1,0,84,1,0,0,1,1,0,2
67,0.006937377845639464,0,1,1,0,146,0,0,0,3,1,0,2
43,0.006950382275759627,0,1,1,0,146,0,0,0,3,1,0,2
74,0.0071906140197710465,0,1,1,0,146,2,0,0,3,1,0,1
81,0.007192459404063574,1,0,2,0,93,1,0,0,1,1,0,3
40,0.007232229167667844,0,1,1,0,146,0,0,0,3,1,0,2
65,0.0073128782606630876,0,1,1,0,104,0,0,0,3,1,0,2
84,0.007314702115987129,1,0,1,0,130,1,0,0,1,1,0,1
76,0.007358134468291676,1,0,2,0,73,0,0,0,1,1,0,0
27,0.007445152809751447,1,1,2,0,38,0,1,1,1,1,0,3
55,0.007497218791674258,0,1,1,0,20,0,0,0,2,1,0,4
59,0.0075741692779344024,0,0,0,0,165,2,0,0,5,1,0,1
66,0.007648606031375129,0,1,1,0,178,0,0,0,3,1,0,2
68,0.0076712745481928545,0,1,1,0,157,0,0,0,3,1,0,2
89,0.00769163588354019,1,0,1,0,140,1,1,1,5,1,0,2
94,0.007838665504961628,1,0,1,0,102,1,1,0,2,1,0,2
31,0.007849430932355543,1,1,1,0,139,0,1,1,1,1,0,3
95,0.007861106106499536,1,0,1,0,44,1,1,1,1,1,0,5
50,0.007893433387266564,0,1,1,0,150,1,0,0,4,1,0,2
72,0.007922861413791324,0,1,1,0,86,0,0,0,2,1,0,5
36,0.007953994576764436,1,2,1,0,170,0,1,3,1,1,0,3
12,0.00796423515131047,1,0,2,0,43,2,1,1,0,1,0,5
86,0.008113138621657714,1,0,2,0,7,1,0,0,1,1,0,3
6,0.008175964086703544,1,1,2,0,38,2,1,2,2,1,0,3
29,0.008292712904284348,1,2,2,0,114,0,1,1,1,1,0,2
60,0.008305597788414438,1,1,1,0,175,0,0,2,2,1,0,5
83,0.008328111959326107,1,0,1,0,50,1,0,2,1,0,0,0
97,0.008400605891426707,1,2,0,0,92,1,1,0,5,0,0,2
37,0.008461866938894728,1,1,1,0,38,0,1,1,6,1,0,0
64,0.008510394497040073,1,1,1,0,79,0,0,0,0,1,0,3
32,0.008547235374682143,1,1,1,0,139,0,1,3,1,1,0,3
92,0.008554236559005725,1,0,2,0,115,1,1,3,1,0,0,2
33,0.008559214995207733,1,1,1,0,126,0,1,1,1,1,0,3
93,0.0085852726031681,1,0,1,0,67,1,1,0,4,1,0,2
24,0.008612960215098062,1,0,2,0,43,2,1,2,0,1,0,3
58,0.008619122257162852,1,1,1,0,173,0,0,0,0,1,0,0
46,0.008648928235596003,0,1,0,0,168,0,0,0,4,1,0,2
4,0.008910484424773915,1,0,0,0,145,2,1,2,2,1,0,3
21,0.009029572695860648,1,0,2,0,172,2,1,1,1,1,0,5
54,0.009040176799499854,0,2,1,0,141,0,0,0,3,1,0,1
85,0.009093409141211954,1,0,0,0,85,1,0,3,1,1,0,2
19,0.00925369135006599,0,1,0,0,110,1,0,0,6,0,0,4
8,0.00938823465361438,0,1,0,0,25,1,1,0,6,1,0,2
52,0.009496854061523584,0,3,0,0,113,0,0,0,5,1,0,0
17,0.009772831069927228,1,1,2,0,0,2,1,1,2,1,0,1
