trial_id,loss,FINGERPRINT_FEATURE,MIN_UNIQUE_FOR_NUMERICAL_FEATURES,OUTLIER_REMOVAL_STD,POLYNOMIAL_FEATURES,PREPROCESS_TRANSFORMS,REGRESSION_Y_PREPROCESS_TRANSFORMS,average_before_softmax,max_depth,model_path,model_type,n_estimators,softmax_temperature
35,0.010029682399121727,1,1,1,0,2,0,1,1,1,1,0,3
34,0.010066913467603102,1,1,1,0,135,0,0,1,3,1,0,3
39,0.010173947793465213,1,2,0,0,149,0,0,0,5,0,0,3
5,0.010201732900274724,0,2,2,0,124,1,0,0,2,1,0,5
61,0.010237907432348517,1,2,1,0,174,0,0,3,1,0,0,4
28,0.010310076877489301,1,3,2,0,56,0,1,1,1,1,0,5
45,0.010330064530694518,0,1,1,0,123,1,0,0,3,1,0,4
1,0.010365473782002352,1,2,2,0,72,1,0,2,5,0,0,0
91,0.010451185243271278,1,0,0,0,36,1,1,2,0,1,0,2
2,0.010761981674080883,0,2,1,0,109,1,1,1,3,0,0,3
14,0.010789787878258269,0,1,2,0,166,0,1,3,4,1,0,5
16,0.010806165478861516,1,3,2,0,167,1,1,1,0,1,0,2
44,0.010872929401621892,0,2,1,0,146,0,0,0,3,0,0,2
71,0.010915444743038185,0,1,1,0,155,0,0,2,1,1,0,2
0,0.011008402133969855,1,3,2,0,179,0,0,3,3,1,0,2
47,0.01107033643634024,0,3,1,0,144,1,0,0,6,0,0,0
30,0.011500894220674268,1,0,2,0,131,0,1,1,1,1,0,5
22,0.011591279549296805,1,0,2,0,54,2,1,2,2,1,0,3
15,0.011796096590434239,1,1,1,0,12,1,0,3,0,1,0,1
63,0.012089502188720062,1,0,0,0,63,1,0,0,1,1,0,2
41,0.012226116551339762,0,1,1,0,74,1,0,0,3,0,0,2
73,0.012328385305752728,0,1,1,0,66,0,0,3,4,1,0,3
57,0.012576305138130479,0,3,1,0,125,1,0,2,6,0,0,3
53,0.012719488398701967,0,1,1,0,154,1,0,2,3,0,0,2
99,0.012814790624508316,1,0,0,0,45,1,1,3,5,1,0,1
87,0.012850870221009428,1,0,1,0,111,1,0,0,6,0,0,4
62,0.013107782662558154,0,3,1,0,57,2,0,0,3,1,0,3
70,0.013212912031851376,0,1,1,0,82,0,0,0,3,1,0,2
9,0.013321862169815136,1,0,1,0,118,2,0,2,3,0,0,1
56,0.013467961697643078,0,1,0,0,153,0,0,3,4,1,0,2
26,0.013524106580411416,1,0,1,0,75,2,1,2,4,1,0,4
10,0.013974118613996668,0,2,0,0,69,2,0,0,5,0,0,4
25,0.014021852489947488,1,1,2,0,76,2,1,1,2,1,0,0
13,0.01429935006412722,0,0,2,0,142,2,1,3,2,0,0,1
20,0.014506362896642245,1,0,2,0,161,0,1,1,0,1,0,0
98,0.014796539494251802,1,3,0,0,148,1,1,2,5,1,0,0
48,0.015764609991442906,0,1,1,0,10,0,0,0,5,1,0,2
3,0.016408695625781008,0,1,0,0,163,2,0,2,1,0,0,3
78,0.01647425371779393,1,0,1,0,87,2,0,0,1,0,0,5
79,0.016512542066847023,1,0,0,0,71,0,0,3,1,1,0,4
42,0.016862194840617156,0,3,1,0,35,0,0,0,3,1,0,2
49,0.0171687943664633,0,2,0,0,89,0,0,0,3,0,0,4
23,0.01716891674625132,1,3,2,0,64,0,1,1,0,1,0,5
69,0.017300689870556846,0,1,1,0,3,0,0,0,3,1,0,2
7,0.017540898998078716,1,1,1,0,26,2,1,2,0,0,0,1
18,0.0181107407409689,0,3,2,0,34,2,1,0,5,0,0,1
11,0.01936525824565489,0,0,0,0,152,2,0,1,4,0,0,5
77,0.019841390359419887,1,0,1,0,33,0,0,2,1,1,0,3
51,0.022851928235838283,0,1,1,0,27,0,0,3,6,1,0,1
