T,P,z_carbon dioxide,z_hydrogen,z_methane,z_oxygen,z_carbon monoxide,z_hydrogen sulfide,rho_l,rho_v,x_carbon dioxide,x_hydrogen,x_methane,x_oxygen,x_carbon monoxide,x_hydrogen sulfide,y_carbon dioxide,y_hydrogen,y_methane,y_oxygen,y_carbon monoxide,y_hydrogen sulfide,rhoL1_carbon dioxide,rhoL2_hydrogen,rhoL3_methane,rhoL4_oxygen,rhoL5_carbon monoxide,rhoL6_hydrogen sulfide,rhoV1_carbon dioxide,rhoV2_hydrogen,rhoV3_methane,rhoV4_oxygen,rhoV5_carbon monoxide,rhoV6_hydrogen sulfide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,gamma_wsd,gamma_cDFT_minus_wsd_corrected,gamma_cDFT_minus_wsd_uncorrected
200.0,5.1560006669,0.9900000000000001,0.0028050000000000006,0.0029530000000000003,0.0036420000000000003,3.300000000000001e-05,0.0005670000000000001,0.027766627963003082,0.000320145904446312,0.9930670938173372,0.0007517394755592222,0.002717736249559885,0.0028733275903346403,2.00773300409496e-05,0.000570025537168162,0.47870689400941757,0.34508926434657683,0.042172124309002954,0.13178183765527107,0.0021872451762334822,6.26345034980053e-05,0.02757412453632668,2.087327034295597e-05,7.546237134309663e-05,7.978261821665409e-05,5.57479753737473e-07,1.582768701995934e-05,0.0001532560515473298,0.00011047891464894729,1.350123287932805e-05,4.218941560574381e-05,7.002375851911012e-07,2.00521797719146e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.521577043770417,-0.11770167143555454,-0.24271055276844322
200.0,5.4281093055,0.9900000000000001,0.0028050000000000006,0.0029530000000000003,0.0036420000000000003,3.300000000000001e-05,0.0005670000000000001,0.027767599576826743,0.000336833753087977,0.9928310282252903,0.0008511853829805862,0.002753107532087727,0.002973576207378516,2.1413294011774995e-05,0.0005696893582509255,0.45594547844922745,0.37137904711468384,0.04066137583279082,0.12973567351856494,0.002218754514070972,5.96705706618787e-05,0.027568534439209032,2.3635374880252834e-05,7.64471875429577e-05,8.256907343766575e-05,5.9459577373983e-07,1.58189059830911e-05,0.00015357782670954661,0.0001250929982578756,1.3696123827479699e-05,4.3699353820654697e-05,7.473514101554161e-07,2.0099062264941934e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.508508357030063,-0.12997145487790362,-0.2595688609327844
200.0,5.7002179441,0.9900000000000001,0.0028050000000000006,0.0029530000000000003,0.0036420000000000003,3.300000000000001e-05,0.0005670000000000001,0.02776863445892319,0.000353515292248852,0.9926143730561777,0.0009522607846418375,0.002782125124315835,0.003059215762014712,2.2621362652154067e-05,0.0005694039101975289,0.4353379989144712,0.3958797519952447,0.03920559228335984,0.12728474902473014,0.0022349182558104824,5.6989526383573854e-05,0.027563545684070215,2.6442981638286565e-05,7.725581559611266e-05,8.49502442263627e-05,6.281643504504036e-07,1.5811569041756706e-05,0.00015389863991327972,0.00013994954622200198,1.385977641384129e-05,4.4997105250299256e-05,7.900777803551372e-07,2.0146669074612772e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.49668627108719,-0.14218485514907897,-0.2759906674492463
200.0,5.9723265827,0.9900000000000001,0.0028050000000000006,0.0029530000000000003,0.0036420000000000003,3.300000000000001e-05,0.0005670000000000001,0.02776971867327869,0.000370191640304279,0.9924132296513621,0.0010546456975566898,0.0028062729427928462,0.0031329795469006968,2.3715486569122554e-05,0.0005691566748183265,0.41659229911597634,0.41870683335012776,0.037816828431387374,0.12459039276893726,0.0022390940189512746,5.455231461998585e-05,0.027559036195058242,2.9287214321133038e-05,7.792941014179124e-05,8.700196062656849e-05,6.585723902244525e-07,1.5805320740723686e-05,0.00015421898654787412,0.0001550017694444942,1.3999473748120787e-05,4.612232186528727e-05,8.288938876710727e-07,2.0194810831567663e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.485857721588182,-0.15434650182096377,-0.29205712335478395
200.0,6.2444352213,0.9900000000000001,0.0028050000000000006,0.0029530000000000003,0.0036420000000000003,3.300000000000001e-05,0.0005670000000000001,0.027770841935539275,0.00038686366132825186,0.9922246204157513,0.001158091244591723,0.002826624140627458,0.003197016730248942,2.4708623491084138e-05,0.0005689388452894146,0.39946689025908205,0.43998257056648654,0.036499904767680065,0.12176433323410342,0.0022339742961875668,5.2326876460504576e-05,0.027554913098116286,3.2161168900488694e-05,7.849773222054467e-05,8.878384628101798e-05,6.861792774156503e-07,1.5799910743520566e-05,0.00015453922374503948,0.00017021326816996692,1.4120486796557225e-05,4.7106195774138585e-05,8.642434755363266e-07,2.0243367013381915e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.475830142392656,-0.1664609462591251,-0.30783113793085093
200.0,6.5165438599,0.9900000000000001,0.0028050000000000006,0.0029530000000000003,0.0036420000000000003,3.300000000000001e-05,0.0005670000000000001,0.02777199653341801,0.00040353202558767826,0.9920462482631938,0.0012624026107373443,0.002843969151878918,0.0032530234501371,2.561245478270754e-05,0.0005687440692701737,0.38376039026935543,0.45982854697590886,0.03525544345344489,0.11888363320007092,0.002221699489674191,5.028661154585481e-05,0.02755110496775576,3.505944092917537e-05,7.898270142712906e-05,9.034295598033505e-05,7.113090054376794e-07,1.5795158320173317e-05,0.00015485960762571093,0.00018555554498422738,1.4226700509760468e-05,4.7973353314447174e-05,8.965268953153374e-07,2.029225821703952e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.466455425964593,-0.17853234078465618,-0.32336183025537935
200.0,6.7886524985,0.9900000000000001,0.0028050000000000006,0.0029530000000000003,0.0036420000000000003,3.300000000000001e-05,0.0005670000000000001,0.027773176595631593,0.00042019725594902513,0.9918763225601624,0.0013674261158407254,0.002858900162079825,0.0033023461678678735,2.6437330056695856e-05,0.0005685676639924661,0.3693035086127862,0.4783613275486669,0.034081677167374966,0.11600111477415899,0.0022039626555833826,4.840924142942589e-05,0.027547556267489035,3.797776699672305e-05,7.940073907072276e-05,9.17166433001017e-05,7.34248636381613e-07,1.579093013862849e-05,0.00015518032093143994,0.00020100611718808264,1.4321027223871504e-05,4.8743350115129526e-05,9.260990600902637e-07,2.0341430411218622e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.457618411171122,-0.19056433940689743,-0.33868787202914774
200.0,7.0607611371,0.9900000000000001,0.0028050000000000006,0.0029530000000000003,0.0036420000000000003,3.300000000000001e-05,0.0005670000000000001,0.027774377589199366,0.0004368597629621061,0.9917134329076871,0.0014730395106527132,0.0028718678584073822,0.003346061284682396,2.719232800736486e-05,0.0005684061105630172,0.3559528855870771,0.4956901903064315,0.03297553547959371,0.11315261325387894,0.00218209942015626,4.667595286237957e-05,0.027544223345859233,4.091275557267792e-05,7.976434228569197e-05,9.293476955737039e-05,7.552499856059128e-07,1.578712593878544e-05,0.0001555014932232482,0.00021654709903990894,1.4405684613163828e-05,4.943182380463242e-05,9.532714354492129e-07,2.0390845703489576e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.449228586582414,-0.202560095250103,-0.3538399749167631
200.0,7.3328697757,0.9900000000000001,0.0028050000000000006,0.0029530000000000003,0.0036420000000000003,3.300000000000001e-05,0.0005670000000000001,0.02777559596846587,0.0004535198711912954,0.991556457114978,0.0015791447122739354,0.002883220238808879,0.003385035845139121,2.788536959515691e-05,0.0005682567192049657,0.34358630226545045,0.5119161356689614,0.031933299569143994,0.11036202969462369,0.002157162060569869,4.507074125048251e-05,0.027541071532749085,4.3861685503860116e-05,8.00831604412591e-05,9.402138797335863e-05,7.74532759306421e-07,1.5783669039003087e-05,0.00015582321554652058,0.0002321641399093331,1.4482385907311233e-05,5.0051373491515655e-05,9.783158598483963e-07,2.0440476766415034e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.441214070684243,-0.21452230126557836,-0.3688427431239987
200.0,7.6049784142,0.9900000000000001,0.0028050000000000006,0.0029530000000000003,0.0036420000000000003,3.300000000000001e-05,0.0005670000000000001,0.027776828926389458,0.00047017783897208664,0.9914044936027352,0.0016856623561078013,0.0028932296075731565,0.0034199736826402123,2.8523348646677807e-05,0.0005681174022969741,0.33209891687485105,0.5271316661131833,0.030950995747261664,0.1076448622336377,0.0021299791306907553,4.3579900375437026e-05,0.027538073015656948,4.6822354893260985e-05,8.036474385432447e-05,9.499602391545134e-05,7.922881757665317e-07,1.5780499893707827e-05,0.0001561455510611881,0.00024784562762685203,1.4552472294481733e-05,5.061222870145976e-05,1.001468984723823e-06,2.0490303381141808e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.43351720749383,-0.22645325792531779,-0.38371606985608153
200.0,7.8770870528,0.9900000000000001,0.0028050000000000006,0.0029530000000000003,0.0036420000000000003,3.300000000000001e-05,0.0005670000000000001,0.027778074215761325,0.0004868338732769814,0.9912568113244681,0.0017925276915284653,0.0029021116594638028,0.0034514505456192408,2.9112261736248443e-05,0.0005679865171840826,0.32140027903863627,0.5414210116051101,0.030024629305286422,0.10501068561574066,0.002101202814304734,4.21916209218223e-05,0.027535205271849994,4.979296724908503e-05,8.061507305901178e-05,9.58746494082412e-05,8.08682567098178e-07,1.5777571627891243e-05,0.0001564685427166819,0.00026358208815325726,1.4617006578398151e-05,5.112275881378242e-05,1.0229367046284675e-06,2.0540310233204876e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.426091314233524,-0.23835490588910702,-0.3984761530952454
200.0,8.1491956914,0.9900000000000001,0.0028050000000000006,0.0029530000000000003,0.0036420000000000003,3.300000000000001e-05,0.0005670000000000001,0.027779330018925498,0.000503488140937728,0.9911128123263019,0.001899687470475486,0.002910039178281215,0.00347994094104357,2.965732869081496e-05,0.000567862755206995,0.31141194022245394,0.5548605967814342,0.029150320040010096,0.10246490102956879,0.0020713462553042694,4.089567122861882e-05,0.027532449899597713,5.2772045175156316e-05,8.083893870147664e-05,9.667042784761948e-05,8.238607211818965e-07,1.5774846882351415e-05,0.00015679221884841422,0.0002793657303530826,1.4676840444684482e-05,5.1589862530745886e-05,1.0428982753214712e-06,2.059048547929782e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.418898256415726,-0.25022889856419894,-0.413136302342096
200.0,8.42130433,0.9900000000000001,0.0028050000000000006,0.0029530000000000003,0.0036420000000000003,3.300000000000001e-05,0.0005670000000000001,0.027780594851607845,0.000520140777187602,0.9909720034928634,0.002007097572311644,0.0029171520115949794,0.003505838760981101,3.0163100258416314e-05,0.0005677450619904474,0.30206552556766825,0.5675196242479642,0.028324377000113105,0.10000997716290118,0.002040812880378034,3.9683140975150085e-05,0.027529791738321353,5.5758364484035466e-05,8.104021815467295e-05,9.73942862338788e-05,8.379488677474915e-07,1.57722955461576e-05,0.00015711659723034843,0.00029519009842555197,1.473266346619347e-05,5.201926724802575e-05,1.0615099976942992e-06,2.0640819788059742e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.411906622206857,-0.2620766399597194,-0.4277075299900268
200.0,8.6934129686,0.9900000000000001,0.0028050000000000006,0.0029530000000000003,0.0036420000000000003,3.300000000000001e-05,0.0005670000000000001,0.02778186749104973,0.0005367918921877827,0.9908339750268096,0.0021147211766726634,0.0029235644320317303,0.0035294732329973766,3.0633552212488826e-05,0.0005676325792762304,0.2933011662927794,0.5794606979346992,0.027543335698010436,0.0976463344361185,0.0020099194047637314,3.854623362879026e-05,0.027527218199824902,5.87509035108367e-05,8.12220796522516e-05,9.805535767234001e-05,8.510572883475179e-07,1.5769893101055012e-05,0.0001574416880351846,0.00031104980449282043,1.4785039286498327e-05,5.24157606271651e-05,1.0789084404280653e-06,2.0691305686310667e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.405090334705122,-0.2738993259693423,-0.44219901386276916
200.0,8.9655216072,0.9900000000000001,0.0028050000000000006,0.0029530000000000003,0.0036420000000000003,3.300000000000001e-05,0.0005670000000000001,0.02778314692168432,0.0005534415760601521,0.9906983839070763,0.002222527347127,0.0029293706384862376,0.003551121338921672,3.107216652682557e-05,0.0005675246018618737,0.28506621623732376,0.5907404420506931,0.026803972296202547,0.09537297742961548,0.001978913889107618,3.747809705741598e-05,0.02752471875516552,6.174880382269073e-05,8.138713483713134e-05,9.866132589598916e-05,8.632825677898364e-07,1.5767619395198837e-05,0.00015776749599588858,0.0003269403212910065,1.483443267228299e-05,5.27833709421957e-05,1.0952132216750451e-06,2.0741937103191646e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.398427587178602,-0.2856979767617389,-0.45661845316953276
200.0,9.2376302458,0.9900000000000001,0.0028050000000000006,0.0029530000000000003,0.0036420000000000003,3.300000000000001e-05,0.0005670000000000001,0.02778443229362598,0.0005700899027955958,0.9905649410614732,0.002330489924685069,0.002934648915769512,0.0035710175519203073,3.148200085344385e-05,0.0005674205452983849,0.2773141941567248,0.6014100908118818,0.02610330388974732,0.09318794852510359,0.0019479899322443546,3.6472684298272464e-05,0.02752228453736211,6.47513395233898e-05,8.15375541057609e-05,9.921869539067977e-05,8.747095211803859e-07,1.5765457722855307e-05,0.00015809402199064624,0.0003428578202112362,1.4881229977149947e-05,5.3125508516397296e-05,1.1105293911199835e-06,2.0792709046296604e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.39190001869814,-0.2974734669896364,-0.47097234946450683
200.0,9.5097388844,0.9900000000000001,0.0028050000000000006,0.0029530000000000003,0.0036420000000000003,3.300000000000001e-05,0.0005670000000000001,0.027785722890628042,0.0005867369333036361,0.9904334013346799,0.0024385866568860767,0.0029394648145313,0.0035893615248100007,3.186574773016057e-05,0.0005673199213623945,0.27000390670511637,0.6115160363143908,0.02543858063781395,0.09108865385439008,0.0019172978499318555,3.552463835695573e-05,0.02751990803110761,6.775789309301958e-05,8.167515478331806e-05,9.973300468265281e-05,8.854128361329012e-07,1.5763394125308386e-05,0.00015842126420016105,0.00035879904381310064,1.4925754791028212e-05,5.344507742128127e-05,1.124949460698672e-06,2.0843617366280927e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.385492070348366,-0.3092265448741074,-0.4852662217259365
200.0,9.781847523,0.9900000000000001,0.0028050000000000006,0.0029530000000000003,0.0036420000000000003,3.300000000000001e-05,0.0005670000000000001,0.027787018105111683,0.00060338271782195,0.9903035555786119,0.0025467985071057505,0.002943873607248083,0.0036063242028829003,3.222578492973537e-05,0.0005672223192215316,0.2630987170704074,0.6211003293013436,0.024807273376301463,0.0890720975542352,0.0018869535014051702,3.462919630707049e-05,0.027517582828419363,7.076793622701889e-05,8.180146922376292e-05,0.00010020899591840962,8.95458469293992e-07,1.5761416853832137e-05,0.00015874921896141066,0.0003747612047339528,1.4968280031544878e-05,5.37445643043763e-05,1.1385551320814963e-06,2.0894658583750023e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.379190478285775,-0.320957854873253,-0.499504783476592
200.0,10.0539561616,0.9900000000000001,0.0028050000000000006,0.0029530000000000003,0.0036420000000000003,3.300000000000001e-05,0.0005670000000000001,0.02778831741853054,0.0006200272978093459,0.9901752243676102,0.0026551091028734646,0.0029479222033614483,0.00362205271708238,3.2564218252096316e-05,0.0005671273908205208,0.2565659317784875,0.630201131989559,0.02420705899310763,0.08713504985246041,0.0018570452773834522,3.3782109002109716e-05,0.027515303434691846,7.37810145314777e-05,8.191779791214186e-05,0.00010065075060893618,9.049048332755582e-07,1.5759515952863654e-05,0.0001590778813905526,0.00039074190494387716,1.500903737540795e-05,5.402610950450367e-05,1.151418765245669e-06,2.0945829758878866e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.3729838714125,-0.33266795308710684,-0.5136920808563659
200.0,10.3260648002,0.9900000000000001,0.0028050000000000006,0.0029530000000000003,0.0036420000000000003,3.300000000000001e-05,0.0005670000000000001,0.027789620385801787,0.0006366707074816687,0.9900482529674508,0.0027635042923995433,0.0029516506561457585,0.0036366743266591723,3.288291791267792e-05,0.0005670348394321312,0.2503762839485119,0.6388531246460568,0.02363580498447905,0.08527416719971227,0.0018276396477412019,3.2979573498702016e-05,0.027513065113591716,7.67967352203171e-05,8.202525124579339e-05,0.00010106179900464972,9.138038059708012e-07,1.5757682933342996e-05,0.00015940724583813026,0.00040673907084527966,1.5048224681367028e-05,5.429156436095092e-05,1.1636046275489389e-06,2.0997128391862307e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.36686244966453,-0.3443573192815137,-0.5278316028009726
203.3690344828,2.8868440222,0.9900000000000001,0.0028050000000000006,0.0029530000000000003,0.0036420000000000003,3.300000000000001e-05,0.0005670000000000001,0.0275377884449738,0.00017865468820346095,0.9987691825970977,6.886036334332816e-06,0.0001951675294937142,8.437770126436095e-05,3.316323990005307e-07,0.0009440545034108493,0.9818387086585382,0.0054091450284825555,0.005519655901337271,0.006953003248178663,6.340375345017519e-05,0.00021608341001308666,0.027503894455718287,1.8962621179925998e-07,5.374482138526086e-06,2.32357528689117e-06,9.132422845175756e-09,2.5997173195452766e-05,0.00017541008836147987,9.663691185108519e-07,9.861124040438033e-07,1.2421866273810103e-06,1.132737780357016e-08,3.860431424182861e-08,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,19.11111860507226,-0.0016160943481260404,-0.00709802614649746
