T,P,z_carbon dioxide,z_hydrogen,z_methane,z_oxygen,z_carbon monoxide,z_hydrogen sulfide,rho_l,rho_v,x_carbon dioxide,x_hydrogen,x_methane,x_oxygen,x_carbon monoxide,x_hydrogen sulfide,y_carbon dioxide,y_hydrogen,y_methane,y_oxygen,y_carbon monoxide,y_hydrogen sulfide,rhoL1_carbon dioxide,rhoL2_hydrogen,rhoL3_methane,rhoL4_oxygen,rhoL5_carbon monoxide,rhoL6_hydrogen sulfide,rhoV1_carbon dioxide,rhoV2_hydrogen,rhoV3_methane,rhoV4_oxygen,rhoV5_carbon monoxide,rhoV6_hydrogen sulfide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,gamma_wsd,gamma_cDFT_minus_wsd_corrected,gamma_cDFT_minus_wsd_uncorrected
200.0,2.434914281,0.9900000000000001,0.0028050000000000006,0.0029530000000000003,0.0036420000000000003,3.300000000000001e-05,0.0005670000000000001,0.027775596108872612,0.00015237377692915133,0.99879289288431,5.494554219163872e-06,0.0001699647358154244,7.172557068290879e-05,2.73778332153539e-07,0.00095964847664051,0.9820667881140783,0.005330797842573666,0.005463937950371874,0.006863208754766255,6.252657949239273e-05,0.00021274075871753953,0.02774206798916706,1.5261451878979763e-07,4.720871854760463e-06,1.992220481966869e-06,7.604356377257472e-09,2.6654808493661677e-05,0.0001496412257016227,8.12273801318721e-07,8.325608624046883e-07,1.0457730398169518e-06,9.527411075716697e-09,3.2416112912564776e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.907299877480078,-0.0018595591905032904,-0.006787011866070003
200.0,2.7070229195,0.9900000000000001,0.0028050000000000006,0.0029530000000000003,0.0036420000000000003,3.300000000000001e-05,0.0005670000000000001,0.027769852156234048,0.00016927611672135014,0.9978392798370865,4.4925061998457686e-05,0.0009930889601696,0.0005196761664928787,2.13981723633933e-06,0.0006008901570162095,0.8867522139658591,0.039156760947328006,0.02876614609143556,0.044764785484215065,0.0004394462059235647,0.00012064730523850496,0.027709849276758947,1.2475623298068185e-06,2.7577933601897993e-05,1.4431330312625711e-05,5.942240829450452e-08,1.66866308224764e-05,0.00015010597127420043,6.628304436549901e-06,4.869421503397256e-06,7.57760905263219e-06,7.438774724667181e-08,2.0422707323669523e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.81651504148664,-0.009439883279831918,-0.04039856833975719
200.0,2.9791315581,0.9900000000000001,0.0028050000000000006,0.0029530000000000003,0.0036420000000000003,3.300000000000001e-05,0.0005670000000000001,0.027766683269052222,0.00018614054847845946,0.9968207033041135,9.462823204650109e-05,0.0015384708827017432,0.000957646078493722,4.270470801026623e-06,0.0005842810318435133,0.8085401740733219,0.07491245978538777,0.040585513239266464,0.07505727399797013,0.0007973281249687363,0.00010725077908518581,0.027678404744679197,2.627512147545573e-06,4.27182337186385e-05,2.65906553453851e-05,1.1857681014184198e-07,1.6223546351313848e-05,0.00015050211146887724,1.3944246352322616e-05,7.554609694636838e-06,1.3971202149280173e-05,1.4841509449898226e-07,1.9963718843658575e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.74947024866112,-0.019603412552356758,-0.07098693825826174
200.0,3.2512401967,0.9900000000000001,0.0028050000000000006,0.0029530000000000003,0.0036420000000000003,3.300000000000001e-05,0.0005670000000000001,0.027764902530307813,0.00020297121319559823,0.9960015629760584,0.0001540546598416587,0.0019029318132711224,0.001356491319874603,6.5425865546468875e-06,0.0005784166443996006,0.7433637636323521,0.11174648476342655,0.04610590309163827,0.09756574308166159,0.0011202762482399777,9.78291826815849e-05,0.0276538863160645,4.277312614843379e-06,5.283471631729462e-05,3.7662849279526946e-05,1.8165427798587323e-07,1.6059681753662624e-05,0.00015088144495010444,2.2681319582776118e-05,9.358171085988503e-06,1.98030372396149e-05,2.2738382921948144e-07,1.9856507894815094e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.697192073413458,-0.0310581228946063,-0.09865410082753812
200.0,3.5233488353,0.9900000000000001,0.0028050000000000006,0.0029530000000000003,0.0036420000000000003,3.300000000000001e-05,0.0005670000000000001,0.027764028152107996,0.00021977133913931343,0.9953376446193251,0.00022230754372377023,0.0021522145105041853,0.0017035581350549756,8.843710492417405e-06,0.0005754314808995641,0.6881983367546384,0.1488358683971493,0.048231097338587235,0.11324558372806415,0.0013988474610373608,9.026632052328084e-05,0.027634582386063804,6.172152902372736e-06,5.975414425901353e-05,4.729763602041894e-05,2.455370270805697e-07,1.5976295835304693e-05,0.00015124627006201505,3.270985810960412e-05,1.0599812850259893e-05,2.48881335875299e-05,3.0742657976380934e-07,1.9837950140579923e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.65574026048298,-0.04316065853353379,-0.12382182923821716
200.0,3.7954574739,0.9900000000000001,0.0028050000000000006,0.0029530000000000003,0.0036420000000000003,3.300000000000001e-05,0.0005670000000000001,0.02776375786527338,0.00023654474252296,0.9947924386048667,0.0002982105971538229,0.002327353031045472,0.0019972823029891034,1.1084077820796273e-05,0.0005736313861242023,0.640888578802234,0.18541533332434065,0.048529066906311355,0.12345359906556039,0.0016294938457577643,8.392805579596857e-05,0.027619176391630352,8.279446812237322e-06,6.461606602095657e-05,5.545206224878505e-05,3.0773565277643474e-07,1.5926162908273493e-05,0.00015159882385868022,4.3859022281014966e-05,1.1479295636232918e-05,2.9202299804495715e-05,3.854482021875182e-07,1.9852740348710004e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.622350386412485,-0.05555125605998512,-0.14690317275100995
200.0,4.0675661125,0.9900000000000001,0.0028050000000000006,0.0029530000000000003,0.0036420000000000003,3.300000000000001e-05,0.0005670000000000001,0.027763899231193198,0.0002532955586519785,0.9943378507425958,0.00038049064829047993,0.0024537873237320193,0.002242236658085792,1.3203112181067126e-05,0.0005724315151148379,0.5998587525110083,0.22086254949941952,0.0478516071302583,0.12953508595642807,0.0018135090512303425,7.849585165531097e-05,0.027606695889778654,1.0563904017548258e-05,6.812670399087503e-05,6.225323262758133e-05,3.6656987613328715e-07,1.5892930902407605e-05,0.00015194155782955477,5.594350286075573e-05,1.2120599560453776e-05,3.28106619623655e-05,4.5935378825180915e-07,1.9882650596894825e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.595010980461165,-0.06803921919193101,-0.16828250426612712
200.0,4.3396747511,0.9900000000000001,0.0028050000000000006,0.0029530000000000003,0.0036420000000000003,3.300000000000001e-05,0.0005670000000000001,0.02776432725402383,0.000270027807654224,0.9939523921632154,0.0004679395833010321,0.0025474836037269544,0.002445441545655936,1.5167717581370306e-05,0.0005715753865192325,0.5639301460079283,0.2547412829885496,0.04666787054333278,0.13263160044506098,0.001955328972606236,7.377104252208748e-05,0.027596419490939345,1.29920277258814e-05,7.072916844813513e-05,6.789603935417727e-05,4.2112147462577603e-07,1.586940608166513e-05,0.0001522768209966473,6.878723016442232e-05,1.260162277070729e-05,3.5814220293850815e-05,5.279931957156481e-07,1.9920232880605816e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.57223309349398,-0.08052968855176346,-0.18829801494835152
200.0,4.6117833897,0.9900000000000001,0.0028050000000000006,0.0029530000000000003,0.0036420000000000003,3.300000000000001e-05,0.0005670000000000001,0.027764959097657266,0.0002867450608869571,0.9936197658200389,0.0005595083610954289,0.002618643915251434,0.002614183273955215,1.696585062502603e-05,0.0005709327790340139,0.5322031944301102,0.28679544312025873,0.045239477946549776,0.13363140740579474,0.002060861118323582,6.961597896284422e-05,0.02758781215661717,1.5534726760611836e-05,7.270654119828515e-05,7.25826916751463e-05,4.7105614866081073e-07,1.585192525739119e-05,0.00015260663739109502,8.223717679962043e-05,1.2972196858277567e-05,3.831814605298438e-05,5.90941746853258e-07,1.996203812640589e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.552911659313306,-0.09297943335192471,-0.2072319175631634
200.0,4.8838920283,0.9900000000000001,0.0028050000000000006,0.0029530000000000003,0.0036420000000000003,3.300000000000001e-05,0.0005670000000000001,0.02776573882370292,0.0003034502972485678,0.9933277210586928,0.0006543361050270831,0.0026739189055190213,0.0027549939406180846,1.859922598297258e-05,0.0005704307641601111,0.5039791798268818,0.31691408898778795,0.04371339428849896,0.1331911433553869,0.002136264028275536,6.592951316877189e-05,0.02758047806925969,1.8168125395101034e-05,7.424333396640271e-05,7.649444221608584e-05,5.164212509662458e-07,1.583843161467492e-05,0.0001529326319255567,9.616767450560332e-05,1.3264842490588856e-05,4.041689204206876e-05,6.482499543816343e-07,2.0006330368517195e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.53622824157186,-0.1053715558432593,-0.22531050377825323
