idx,split,source_id,temperature,pressure,actual,predicted,residual
12789,test,65,295.0,73.36663124240808,65.45027187515556,67.40071755419498,-1.9504456790394187
4228,test,21,290.0,65.40140747291734,60.08034820513094,59.961233776215266,0.11911442891567248
369,test,1,285.0,51.52821769224509,50.08211640315393,50.23817847494124,-0.15606207178731069
8323,test,42,295.0,68.81319100394123,68.81309100394122,67.88165675060796,0.9314342533332649
4237,test,21,295.0,70.33214453747752,68.3567305515318,67.85688394396163,0.49984660757016286
4229,test,21,290.0,68.06188710681054,60.08034820513094,59.961233776215266,0.11911442891567248
7935,test,40,290.0,63.91536734185814,57.0491840684996,57.18206097006109,-0.13287690156148813
15687,test,80,295.0,72.45115847245675,69.39768820199494,69.18210273512175,0.21558546687319335
6589,test,33,295.0,67.41143038362964,64.63445678339761,64.73272904253616,-0.09827225913855386
7931,test,40,290.0,60.863774775921016,57.0491840684996,57.26535231424094,-0.2161682457413434
17806,test,91,285.0,52.04776800706821,52.04766800706821,51.88095137831115,0.16671662875705806
15685,test,80,295.0,69.39778820199494,69.39768820199494,68.90518857071088,0.49249963128406193
4226,test,21,290.0,60.08044820513094,60.08034820513094,59.958224657978796,0.12212354715214246
7932,test,40,290.0,61.626672917405294,57.0491840684996,57.18539262382828,-0.13620855532867893
16471,test,84,295.0,71.98882269472267,70.38744055582808,70.27427739293279,0.11316316289529027
4235,test,21,290.0,84.02476491016976,60.08034820513094,59.95536976520219,0.12497843992874635
3075,test,15,295.0,65.62448510253718,65.62438510253718,65.36458452204953,0.2598005804876493
12783,test,65,295.0,68.08912499757307,65.45027187515556,65.61049734082178,-0.16022546566621543
9872,test,50,295.0,77.60029303468531,66.83876913694161,66.96377746227978,-0.12500832533817174
7547,test,38,295.0,67.89771970766752,67.89761970766752,67.18962856143177,0.7079911462357416
10635,test,54,290.0,56.57519547832451,56.575095478324506,56.4577345712259,0.11736090709860747
9868,test,50,295.0,71.45090795026033,66.83876913694161,67.12957080976726,-0.2908016728256513
5219,test,26,295.0,73.79233257082066,67.89636060989888,68.08747461960954,-0.19111400971065962
4230,test,21,290.0,70.72236674070375,60.08034820513094,59.96001649591745,0.12033170921348812
3273,test,16,295.0,66.23334544059561,66.23324544059561,65.90773184491721,0.32551359567840166
7943,test,40,295.0,68.45780444787233,64.35993824723154,64.54375016930504,-0.1838119220735024
7929,test,40,290.0,59.33797849295245,57.0491840684996,57.23395403125021,-0.18476996275060742
4227,test,21,290.0,62.74092783902415,60.08034820513094,59.958224657978796,0.12212354715214246
6590,test,33,295.0,67.87424265033498,64.63445678339761,64.73494595911873,-0.10048917572112259
5222,val,26,295.0,76.74026855128155,67.89636060989888,68.1289079143565,-0.23254730445762561
5216,val,26,295.0,70.84439659035976,67.89636060989888,67.728313194513,0.1680474153858711
17816,val,91,290.0,58.88813969411616,58.88803969411615,58.686855952397536,0.20118374171861575
12788,val,65,295.0,72.4870468682689,65.45027187515556,66.3343759083564,-0.8841040332008419
5393,val,27,285.0,51.31259042160899,51.312490421608985,51.20286499438112,0.1096254272278614
3472,val,17,290.0,57.15482772256993,55.98918534937304,56.364967112524376,-0.3757817631513376
3470,val,17,290.0,56.89581830630395,55.98918534937304,56.33225485681445,-0.3430695074414132
17237,val,88,295.0,70.5435146744729,69.31625271328639,68.94934880384145,0.3669039094449431
8127,val,41,290.0,58.58692447297256,58.09660211241908,58.20130210043528,-0.10469998801620051
5213,val,26,295.0,67.89646060989888,67.89636060989888,66.79687979120718,1.0994808186917027
16470,val,84,295.0,71.45506198175781,70.38744055582808,70.24472603206853,0.14271452375955107
3468,val,17,290.0,56.636808890037976,55.98918534937304,56.160462678044205,-0.17127732867116663
571,val,2,295.0,68.45439447157793,67.32475685095926,67.18377768203052,0.1409791689287374
4231,val,21,290.0,73.38284637459695,60.08034820513094,59.94222315316244,0.1381250519685011
15487,val,79,295.0,71.54544086952929,69.62951130712035,69.37863322582702,0.25087808129333666
9867,val,50,295.0,69.9135616791541,66.83876913694161,67.09616931623816,-0.25740017929655323
5221,val,26,295.0,75.75762322446126,67.89636060989888,68.12430421494018,-0.22794360504130395
7930,val,40,290.0,60.10087663443673,57.0491840684996,57.260978400308865,-0.21179433180926566
3471,val,17,290.0,57.02532301443694,55.98918534937304,56.35966711892874,-0.37048176955570256
4236,val,21,295.0,68.3568305515318,68.3567305515318,66.8048950434071,1.5518355081246966
17996,val,92,285.0,52.06833645974916,52.06823645974915,51.89574930303709,0.17248715671205872
3664,val,18,290.0,58.842283614147576,58.22606648348325,58.378318852374115,-0.15225236889086347
7944,val,40,295.0,69.04319961939244,64.35993824723154,64.69606433236287,-0.33612608513132614
