T,P,z_carbon dioxide,z_hydrogen,z_argon,z_methane,z_carbon monoxide,rho_l,rho_v,x_carbon dioxide,x_hydrogen,x_argon,x_methane,x_carbon monoxide,y_carbon dioxide,y_hydrogen,y_argon,y_methane,y_carbon monoxide,rhoL1_carbon dioxide,rhoL2_hydrogen,rhoL3_argon,rhoL4_methane,rhoL5_carbon monoxide,rhoV1_carbon dioxide,rhoV2_hydrogen,rhoV3_argon,rhoV4_methane,rhoV5_carbon monoxide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,gamma_wsd,gamma_cDFT_minus_wsd_corrected,gamma_cDFT_minus_wsd_uncorrected
200.0,8.2536922864,0.9900000000000001,0.0036160000000000003,0.0034130000000000002,0.0017470000000000003,0.0012240000000000003,0.027777946424282298,0.0005107509156553211,0.9925226659020634,0.001755429630387322,0.003051927718237071,0.0016914703002512126,0.0009785064490610486,0.3087991366705331,0.5060297921033173,0.10091411969249262,0.016741803465001235,0.06751514806865569,0.027570241438313357,4.8762230224496705e-05,8.477628464797147e-05,4.698557137864288e-05,2.7180899717832525e-05,0.00015771944180804743,0.00025845517966564113,5.1541979035491275e-05,8.550891449470808e-06,3.4483423696670476e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.460149387080232,-0.3535312171818177,-0.5001374797508511
200.0,8.6169551618,0.9900000000000001,0.0036160000000000003,0.0034130000000000002,0.0017470000000000003,0.0012240000000000003,0.027779375294562415,0.0005330468238453285,0.9923062864625923,0.001890636350273725,0.003097494790419704,0.0016991039626017793,0.0010064784341124642,0.29675032940482365,0.5222453208716032,0.09825112447424714,0.016144132657930455,0.06660909259139541,0.027565648738797913,5.2520696719795564e-05,8.604647025602091e-05,4.720004664159297e-05,2.795934214709365e-05,0.00015818182056429622,0.0002783812095586925,5.237244984022945e-05,8.60557863704747e-06,3.5505765245062724e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.448731914464027,-0.371583495579344,-0.5223766267497005
200.0,8.9802180371,0.9900000000000001,0.0036160000000000003,0.0034130000000000002,0.0017470000000000003,0.0012240000000000003,0.027780838029263608,0.0005553379680336497,0.9920967290371991,0.002026850352972475,0.003138379081047535,0.0017058018172623089,0.0010322397115185887,0.2856703070074335,0.5374404776279416,0.09566319738053988,0.015586224279667535,0.06563979370441748,0.027561278538744655,5.6307601365484104e-05,8.718680092501074e-05,4.738860399538772e-05,2.8676484233071705e-05,0.000158643567821057,0.0002984611027849352,5.312540564891098e-05,8.655622120787304e-06,3.645226965795916e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.437769102710458,-0.389392038066422,-0.5442377820697963
200.0,9.3434809124,0.9900000000000001,0.0036160000000000003,0.0034130000000000002,0.0017470000000000003,0.0012240000000000003,0.027782330364833442,0.0005776247119116661,0.9918930932667666,0.0021639395801275278,0.003175229556993601,0.0017117167400203894,0.0010560208560918944,0.2754468252471331,0.5517001336069183,0.09316009693136636,0.015064761927875496,0.06462818228670668,0.02755710160373386,6.011928430464195e-05,8.821527653657995e-05,4.7555479962262176e-05,2.9338720296099244e-05,0.0001591048930803583,0.0003186756307363239,5.381157415164338e-05,8.701778768606919e-06,3.733083517473359e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.42720105124149,-0.40698122553299854,-0.5657629612657153
200.0,9.7067437878,0.9900000000000001,0.0036160000000000003,0.0034130000000000002,0.0017470000000000003,0.0012240000000000003,0.02778384869679472,0.0005999073669675906,0.9916946258221516,0.0023017915887371993,0.003208586307950808,0.0017169709569763469,0.0010780253241840579,0.2659843467540393,0.5651012842108161,0.09074715415180422,0.014576674207086771,0.06359054067625358,0.027553093437267112,6.395262923302908e-05,8.914687651071243e-05,4.770406128542166e-05,2.9951692498442943e-05,0.00015956596911581033,0.0003390084234809148,5.443988630701093e-05,8.744654242717817e-06,3.814843382113676e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.41697761096486,-0.4243667305190648,-0.5869825804620561
200.0,10.0700066631,0.9900000000000001,0.0036160000000000003,0.0034130000000000002,0.0017470000000000003,0.0012240000000000003,0.02778538996151344,0.0006221862020745814,0.9915006927151775,0.0024403102551566265,0.0032389013409156262,0.0017216631849413608,0.001098432503808966,0.25720106643803203,0.5777136700344082,0.08842661432711038,0.014119147120493208,0.06253950207995622,0.027549233394201914,6.780497206660722e-05,8.999413680420946e-05,4.783708297597694e-05,3.052037546473372e-05,0.00016002695469661122,0.00035944547424527636,5.5017819330498574e-05,8.784738523431931e-06,3.891121527876334e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.4070565298104,-0.44157787343874944,-0.6079383592686511
200.0,10.4332695384,0.9900000000000001,0.0036160000000000003,0.0034130000000000002,0.0017470000000000003,0.0012240000000000003,0.027786951541568284,0.0006444614468097804,0.9913107573482566,0.0025794130798944604,0.0032665550619085425,0.0017258739077806993,0.00111740060215977,0.24902649239775534,0.5896004670311077,0.08619858925689414,0.013689618269113977,0.06148483304512893,0.02754550397707136,7.167402625671477e-05,9.076760721311725e-05,4.795677464235938e-05,3.1049156384732746e-05,0.0001604879735846222,0.0003799747700225899,5.555166754545999e-05,8.822431195986795e-06,3.962460446112159e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.397402037660473,-0.4586250842867372,-0.6286512157185378
200.0,10.7965324138,0.9900000000000001,0.0036160000000000003,0.0034130000000000002,0.0017470000000000003,0.0012240000000000003,0.02778853118992678,0.0006667332990076554,0.9911243631228961,0.002719028969756725,0.0032918693391398414,0.0017296693115572527,0.0011350692566501292,0.24139957558645797,0.6008188789037812,0.08406173552224332,0.013285763998416012,0.060434045989101653,0.027541890277736916,7.555782133239924e-05,9.147621380385115e-05,4.80649696124679e-05,3.154190744114912e-05,0.000160949135409807,0.00040058595323759906,5.60467582450543e-05,8.858061260501047e-06,4.029339085469411e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.3879836714099,-0.4755222248970945,-0.6491439309607543
200.0,11.1597952891,0.9900000000000001,0.0036160000000000003,0.0034130000000000002,0.0017470000000000003,0.0012240000000000003,0.027790126968542023,0.0006890019289092366,0.99094111950285,0.00285909641840792,0.003315117937812087,0.0017331042629544105,0.0011515618779754733,0.23426717361192423,0.6114207275479153,0.0820137380422401,0.012905481574769364,0.05939287922315093,0.027538379529333374,7.945465248285984e-05,9.212754840748909e-05,4.8163187517224506e-05,3.2002050801071096e-05,0.0001614105344987308,0.00042127006065560246,5.6507623708160266e-05,8.891901698518705e-06,4.092180834822431e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.378775358396243,-0.4922814029900522,-0.6694362376192764
200.0,11.5230581644,0.9900000000000001,0.0036160000000000003,0.0034130000000000002,0.0017470000000000003,0.0012240000000000003,0.027791737198455634,0.0007112674831021976,0.990760690811927,0.002999562006793168,0.0033365348815935065,0.001736224584600805,0.0011669877150855233,0.22758280990715452,0.6214529914271156,0.08005165502451986,0.012546870068005945,0.05836567357320401,0.027534960745605432,8.336303900326792e-05,9.272810058272701e-05,4.8252697372723375e-05,3.243261589148308e-05,0.00016187225239998768,0.0004420193050786961,5.693813918745563e-05,8.924180694080886e-06,4.151360574197726e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.369754674337756,-0.5089132229069477,-0.6895452907644923
200.0,11.8863210398,0.9900000000000001,0.0036160000000000003,0.0034130000000000002,0.0017470000000000003,0.0012240000000000003,0.02779336041901612,0.0007335300878537067,0.9905827871744027,0.0031403791642076804,0.0033563211882953812,0.0017390688114240814,0.0011814436616701756,0.2213056596298011,0.6309582969721704,0.07817216370483623,0.012208211293756462,0.057355668399435705,0.027531624428811713,8.728168996319267e-05,9.3283444468274e-05,4.833456626937947e-05,3.283628950356133e-05,0.0001623343599507705,0.0004628268950100213,5.734163411012286e-05,8.955090302845791e-06,4.207210847994614e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.360902242817236,-0.5254269978786859,-0.70948605813782
200.0,12.2495839151,0.9900000000000001,0.0036160000000000003,0.0034130000000000002,0.0017470000000000003,0.0012240000000000003,0.027794995354374474,0.0007557898519341252,0.9904071571479677,0.0032815071413589384,0.003374650323433168,0.001741669559215373,0.0011950158280248507,0.21539971535456184,0.6399753634755625,0.07637173481039168,0.011887951644022494,0.05636523471546136,0.02752836233186699,9.120947574941835e-05,9.379839006246322e-05,4.840969730724673e-05,3.321545938835469e-05,0.00016279691897447702,0.00048368688520268333,5.7720982144298204e-05,8.984793212835802e-06,4.260027239983075e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.3522012466362,-0.5418309304857054,-0.7292716452059764
200.0,12.6128467904,0.9900000000000001,0.0036160000000000003,0.0034130000000000002,0.0017470000000000003,0.0012240000000000003,0.02779664088582203,0.0007780468690061247,0.9902335817008322,0.003422910156249846,0.0033916726382195693,0.0017440546004512693,0.0012077809042471243,0.20983309641263423,0.6485394035715415,0.07464675565228612,0.011584685219236387,0.05539605914430198,0.027525167263619345,9.514540439770994e-05,9.427710632685795e-05,4.847885941400976e-05,3.357225206411072e-05,0.00016325998367771035,0.0005045940523759374,5.807867451672646e-05,9.013428063248402e-06,4.3100730372502255e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.34363702806914,-0.5581322664700394,-0.7489135670990343
200.0,12.9761096658,0.9900000000000001,0.0036160000000000003,0.0034130000000000002,0.0017470000000000003,0.0012240000000000003,0.02779829602884216,0.0008003012196531407,0.990061869262097,0.003564556681261488,0.0034075189993523275,0.0017462477169958388,0.0012198073402931756,0.2045774738105681,0.6566824822818165,0.07299361610593372,0.011297138429151886,0.05444928937252983,0.0275220329286166,9.908860183729401e-05,9.472322186790002e-05,4.854271097674012e-05,3.39085655436243e-05,0.0001637236018041561,0.0005255437914949897,5.841687999647189e-05,9.04111366344062e-06,4.357583269408242e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.335196760143983,-0.5743374232471616,-0.7684219741334637
203.3690344828,2.8944567537,0.9900000000000001,0.0036160000000000003,0.0034130000000000002,0.0017470000000000003,0.0012240000000000003,0.02753668994711782,0.00017911281703651997,0.999787292992463,9.141585018418277e-06,7.214293733535018e-05,0.00011875411185683676,1.2668373326267527e-05,0.9803855263160819,0.007159170245251968,0.006694865816774436,0.003346495106006866,0.002413942515884686,0.027530832700201697,2.517289922774015e-07,1.9865776972778883e-06,3.270095158147062e-06,3.4884506841976656e-07,0.00017559961340030472,1.2822991502711135e-06,1.1991362761239713e-06,5.994001656358173e-07,4.323680441843305e-07,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,19.104985477519058,-0.0030365853793128394,-0.007101214244311649
203.3690344828,3.2476439334,0.9900000000000001,0.0036160000000000003,0.0034130000000000002,0.0017470000000000003,0.0012240000000000003,0.027533037216541132,0.00020069563409397066,0.9987065442882976,7.049122140000223e-05,0.0004940335151590535,0.0006361882750630371,9.274270008022296e-05,0.8780120641170531,0.04922011072668126,0.04095820975540257,0.01603481708461149,0.015774798316251566,0.027497424452292883,1.940837422245702e-06,1.3602243159092858e-05,1.7516195454037706e-05,2.553488212871291e-06,0.000176213187950128,9.878261332466744e-06,8.220133878214374e-06,3.2181177823769374e-06,3.165933150784609e-06,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,19.036892379009352,-0.023115050115446678,-0.04777031779294205
203.3690344828,3.6008311132,0.9900000000000001,0.0036160000000000003,0.0034130000000000002,0.0017470000000000003,0.0012240000000000003,0.027530970974567186,0.00022225043422764463,0.9978532120101286,0.0001422427310284674,0.0008817715626641008,0.0009460578877258927,0.00017671580845301938,0.7955504732021638,0.08962799818505908,0.06608750454952599,0.021578734393938873,0.02715528966931229,0.027471867816729487,3.916080499287903e-06,2.427602729790411e-05,2.6045892247241893e-05,4.865157793267251e-06,0.00017681143811918907,1.9919861515583926e-05,1.468797658315359e-05,4.795883089135924e-06,6.035274920582129e-06,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,18.984226680828435,-0.04493696501595679,-0.08577975566379337
203.3690344828,3.9540182929,0.9900000000000001,0.0036160000000000003,0.0034130000000000002,0.0017470000000000003,0.0012240000000000003,0.027529828278672182,0.00024378302927591144,0.9971469276472417,0.00022318568426404084,0.0012242733274370069,0.0011447054364215111,0.00026090790463582307,0.7276779966482894,0.12814641253995654,0.08374838240136563,0.02385371834445284,0.036573490065935535,0.027451283686734117,6.144263562046993e-06,3.37040344704994e-05,3.15135440943467e-05,7.182749811172387e-06,0.0001773955463603465,3.123992063983125e-05,2.0416434358762343e-05,5.815131717505093e-06,8.915996199466218e-06,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,18.941376005513895,-0.0672155212159602,-0.12141126178956085
203.3690344828,4.3072054727,0.9900000000000001,0.0036160000000000003,0.0034130000000000002,0.0017470000000000003,0.0012240000000000003,0.027529279052150437,0.00026529573500333145,0.9965446788094607,0.0003123388898962386,0.0015206814400499842,0.001279431646317532,0.0003428692142754806,0.670823685165713,0.1647316802775395,0.09569915827323312,0.02454976059472517,0.04419571568878931,0.027434156550881272,8.598464458792444e-06,4.186326371256199e-05,3.522183081962758e-05,9.438942278181268e-06,0.00017796666261368123,4.370261219756364e-05,2.538857853329753e-05,6.512946781133437e-06,1.1724934877655626e-05,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,18.905376330846394,-0.08934000711289514,-0.1548906531001215
203.3690344828,4.6603926525,0.9900000000000001,0.0036160000000000003,0.0034130000000000002,0.0017470000000000003,0.0012240000000000003,0.027529144545632583,0.0002867898556426516,0.9960206710250817,0.000408788956882591,0.00177454841950812,0.001374980943989652,0.00042101065453792525,0.6224977772580464,0.1993844089095684,0.10342421057393442,0.024455071810701653,0.05023853144774903,0.027419597023087435,1.1253610282679214e-05,4.885179994386288e-05,3.785204915458146e-05,1.159006316402593e-05,0.00017852604767770662,5.718142584857054e-05,2.966101442045385e-05,7.013466514321806e-06,1.4407901181598755e-05,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,18.87447876793539,-0.11102337466947176,-0.18643120749128173
