T,P,z_carbon dioxide,z_hydrogen,z_oxygen,rho_l,rho_v,x_carbon dioxide,x_hydrogen,x_oxygen,y_carbon dioxide,y_hydrogen,y_oxygen,rhoL1_carbon dioxide,rhoL2_hydrogen,rhoL3_oxygen,rhoV1_carbon dioxide,rhoV2_hydrogen,rhoV3_oxygen,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,gamma_wsd,gamma_cDFT_minus_wsd_corrected,gamma_cDFT_minus_wsd_uncorrected
200.0,2.5482249246,0.95,0.008117,0.041883,0.027775475274005052,0.00015941501209915758,0.9994487242944982,1.0363099426056217e-05,0.000540912606075768,0.9409326806674335,0.009603498722452352,0.04946382061011402,0.027760163329277728,2.878400118704804e-07,1.5024104715455129e-05,0.0001499987946730917,1.5309418650339859e-06,7.885275561031887e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.879536640328535,-0.010709465908696814,-0.021674616316168738
200.0,3.5468199728,0.95,0.008117,0.041883,0.027776940201833373,0.00022166813743688143,0.995963736242224,8.205186184663486e-05,0.003954211895929335,0.6846426172094684,0.0545042823036386,0.2608531004868929,0.0276648251447948,2.27914965996307e-06,0.0001098359073786073,0.00015176345376673465,1.2081862740581546e-05,5.782282092956522e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.671121450939776,-0.07759994426931627,-0.15731954820470406
200.0,4.5454150209,0.95,0.008117,0.041883,0.027778433172770227,0.0002842581801504,0.9925641875300386,0.00016410392007332604,0.007271708549888197,0.5402397909746309,0.08467855442337527,0.37508165460199383,0.027571877952988152,4.558549777146514e-06,0.00020199667000493117,0.00015356757982728107,2.4070571778155257e-05,0.00010662002854496367,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.469183040209014,-0.1416553557833815,-0.2875090908356235
200.0,5.544010069,0.95,0.008117,0.041883,0.02777997732946611,0.00034714110522573197,0.9892641234931129,0.0002581952875283067,0.010477681219358796,0.4476576342892816,0.10866198100827429,0.4436803847024441,0.02748173492349284,7.172659234111344e-06,0.00029106974673916017,0.00015540036592991775,3.772104018322983e-05,0.00015401969911258437,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.274484502585626,-0.2029735578038654,-0.41214771103505754
200.0,6.5426051171,0.95,0.008117,0.041883,0.027781599272307965,0.000410278195913404,0.9860796656801235,0.0003661363958962322,0.013554197923980238,0.38327665309955333,0.12986411933393685,0.4868592275665098,0.0273948701224966,1.0171854629796226e-05,0.0003765572951815675,0.00015725005376941234,5.3280416594210624e-05,0.00019974772554978105,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.087896377238458,-0.2616626244109206,-0.5311235090454822
200.0,7.5412001652,0.95,0.008117,0.041883,0.02778332819269746,0.00047362906586463985,0.9830280643186105,0.0004898183177052378,0.016482117363684316,0.33593078725287606,0.14992420389620087,0.5141450088509231,0.027311791333596062,1.3608783075599575e-05,0.00045792807602579885,0.00015910658496175276,7.100846064185742e-05,0.00024351402026102968,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.910334951690828,-0.31784263669519675,-0.6443287261194008
200.0,8.5397952134,0.95,0.008117,0.041883,0.02778519451440634,0.0005371501033463379,0.9801266184403626,0.0006311067256022857,0.01924227483403515,0.2996577207598002,0.169714721425588,0.5306275578146118,0.027233008742112798,1.7535423130209575e-05,0.0005346503491633326,0.00016096117567465475,9.116228015314955e-05,0.0002850266475185336,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.74269953104616,-0.37165464057616404,-0.7516880079290829
200.0,9.5383902615,0.95,0.008117,0.041883,0.027787227898145684,0.0006007950992063952,0.9773912738211463,0.0007916909268539567,0.02181703525199978,0.2709843489162124,0.18970766066698486,0.5393079904168027,0.027158994071327103,2.199889620938508e-05,0.0006062349306091961,0.00016280606879049623,0.00011397543281063432,0.00032401359760526454,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.585792974147868,-0.42325830469209436,-0.8531793766560192
200.0,10.5369853096,0.95,0.008117,0.041883,0.02778945474848853,0.0006645172059711908,0.9748349957929214,0.0009729060652657255,0.02419209814181293,0.24775072769724224,0.21012769526090497,0.5421215770418529,0.027090133002830398,2.7036529075231908e-05,0.000672285216582904,0.00016463462134670074,0.00013963346895194242,0.0003602491156725478,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.440231252253337,-0.47283116656284463,-0.9488589036108017
200.0,11.5355803577,0.95,0.008117,0.041883,0.027791895638231846,0.000728271690413599,0.9724662047872616,0.0011755633902170287,0.02635823182252132,0.22854324060796166,0.23102720710622157,0.5404295522858168,0.027026679275154973,3.267113505703768e-05,0.0007325452280198342,0.0001664415721701621,0.0001682505746507806,0.00039357954359265626,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.306358839742256,-0.5205645349371864,-1.0388792413023609
