T,P,z_carbon dioxide,z_hydrogen sulfide,rho_l,rho_v,x_carbon dioxide,x_hydrogen sulfide,y_carbon dioxide,y_hydrogen sulfide,rhoL1_carbon dioxide,rhoL2_hydrogen sulfide,rhoV1_carbon dioxide,rhoV2_hydrogen sulfide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,parachor_carbon dioxide,parachor_hydrogen sulfide,n_exp,gamma_parachor,gamma_cDFT_minus_parachor
200.0,2.170808936,0.96,0.04,0.027938626764510567,0.00013538401996112187,0.8847807443961857,0.11521925560381424,0.9720549088048863,0.02794509119511373,0.024719558986110855,0.0032190677783997088,0.00013160070117694723,3.7833187841746482e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,86.02971371321541,3.87,21.31494667303326,-0.13942818092750286
200.0,2.1771799035,0.96,0.04,0.027934226124990826,0.00013579519429274395,0.8881126291600816,0.11188737083991847,0.9729282883585392,0.027071711641460793,0.02480873900741784,0.003125487117572987,0.00013211898595055462,3.6762083421893064e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,86.02971371321541,3.87,21.274214812904063,-0.13585573002046658
200.0,2.183550871,0.96,0.04,0.02792980693252597,0.00013620645410741664,0.891444037548905,0.10855596245109504,0.9737970603476653,0.02620293965233468,0.02489785985989235,0.003031947072633623,0.00013263744461018153,3.5690094972351314e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,86.02971371321541,3.87,21.23349774584149,-0.13225254061369895
200.0,2.1899218386,0.96,0.04,0.027925369234472214,0.0001366177994315908,0.8947749294075191,0.10522507059248089,0.9746612736697919,0.025338726330208172,0.02498692028545378,0.0029384489490184326,0.00013315607839995845,3.4617210316323486e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,86.02971371321541,3.87,21.192796110655998,-0.12861896571157416
200.0,2.1962928061,0.96,0.04,0.027920913081136114,0.00013702923029144167,0.8981052634882631,0.10189473651173683,0.9755209767383934,0.024479023261606607,0.025075918999566644,0.0028449940815694704,0.00013367488857561743,3.3543417158242495e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,86.02971371321541,3.87,21.15211056007982,-0.12495536433522858
200.0,2.2026637736,0.96,0.04,0.02791643852587458,0.00013744074671288248,0.9014349974065835,0.09856500259341647,0.976376217479924,0.02362378252007605,0.025164854690172798,0.002751583835701779,0.0001341938764031405,3.246870309741993e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,86.02971371321541,3.87,21.111441761266363,-0.12126210917324798
200.0,2.2090347412,0.96,0.04,0.027911945625110103,0.00013785234872154686,0.9047640876603993,0.09523591233960066,0.9772270433474254,0.022772956652574693,0.025253726018329415,0.002658219606780686,0.00013471304315965547,3.139305561891397e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,86.02971371321541,3.87,21.07079039553208,-0.11753958192656455
200.0,2.2154057087,0.96,0.04,0.027907434438388494,0.00013826403634279724,0.9080924896174323,0.09190751038256774,0.9780735013255655,0.02192649867443458,0.025342531617991475,0.002564902820397019,0.00013523239013320493,3.0316462095923184e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,86.02971371321541,3.87,21.03015715847629,-0.11378817500655813
200.0,2.2217766762,0.96,0.04,0.027902905028426597,0.00013867580960171807,0.9114201575104816,0.08857984248951857,0.9789156379374572,0.02108436206254287,0.025431270096008575,0.0024716349324180238,0.0001357519186227592,2.9238909789588825e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,86.02971371321541,3.87,20.989542760006813,-0.11000829153513436
200.0,2.2281476438,0.96,0.04,0.027898357461140562,0.00013908766852310938,0.914747044446874,0.08525295555312602,0.9797534992548829,0.020246500745117066,0.025519940032500726,0.002378417428639838,0.00013627162993871963,2.8160385843897296e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,86.02971371321541,3.87,20.948947924196055,-0.10620034292828961
200.0,2.2345186113,0.96,0.04,0.0278937918057372,0.00013949961313149492,0.9180731023718366,0.08192689762816346,0.9805871308964479,0.019412869103552142,0.025608539980007266,0.0022852518257299365,0.00013679152540177706,2.708087729717874e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,86.02971371321541,3.87,20.908373389681977,-0.10236475509732301
200.0,2.2408895789,0.96,0.04,0.027889208134712833,0.00013991164345110495,0.921398282099686,0.07860171790031405,0.981416578042847,0.018583421957153116,0.025697068464444993,0.0021921396702678417,0.0001373116063441343,2.6000371069706415e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,86.02971371321541,3.87,20.867819909264316,-0.09850196204753559
200.0,2.2472605464,0.96,0.04,0.02788460652390803,0.00014032375950588234,0.9247225333037074,0.07527746669629266,0.9822418854413016,0.017758114558698364,0.02578552398496532,0.002099082538942712,0.00013783187410926966,2.4918853966126972e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,86.02971371321541,3.87,20.827288249988584,-0.09461240739182841
200.0,2.2536315139,0.96,0.04,0.027879987050010043,0.0001407359613196098,0.9280458063300099,0.07195419366999012,0.9830630974060885,0.01693690259391149,0.025873905062296806,0.002006081987713239,0.0001383523300512791,2.3836312683307264e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,86.02971371321541,3.87,20.78677917159806,-0.09069651165838266
200.0,2.2600024815,0.96,0.04,0.027875349801004628,0.0001411482489151507,0.9313680447533466,0.0686319552466534,0.9838802578318214,0.016119742168178543,0.02596221004097727,0.0019131397600273584,0.0001388729755351486,2.2752733800021164e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,86.02971371321541,3.87,20.74629351478813,-0.08675481510042715
200.0,2.266373449,0.96,0.04,0.027870694860336134,0.00014156062231611319,0.9346891967446153,0.0653108032553847,0.984693410197284,0.015306589802715983,0.02605043739172186,0.0018202574686142748,0.00013939381193810323,2.1668103780099466e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,86.02971371321541,3.87,20.70583206633214,-0.08278775671802663
200.0,2.2727444165,0.96,0.04,0.027866022317706875,0.0001419730815453163,0.9380092073622529,0.061990792637746955,0.9855025975678633,0.014497402432136703,0.026138585506571076,0.0017274368111357956,0.0001399148406476233,2.058240897693011e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,86.02971371321541,3.87,20.665395650483756,-0.07879582541909613
200.0,2.2791153841,0.96,0.04,0.027861332266371327,0.00014238562662534571,0.9413280205222702,0.058671979477729896,0.9863078626062821,0.0136921373937179,0.026226652751416574,0.0016346795149547522,0.00014043606306270086,1.949563562644851e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,86.02971371321541,3.87,20.624985105563983,-0.07477951922489012
200.0,2.2854863516,0.96,0.04,0.027856624803198976,0.00014279825757719346,0.9446455789827658,0.055354421017234125,0.9871092475743157,0.012890752425684186,0.026314637465723573,0.0015419873374754027,0.00014095748059194676,1.8407769852466817e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,86.02971371321541,3.87,20.58460128410592,-0.07073934623142364
200.0,2.2918573192,0.96,0.04,0.027851900018917863,0.0001432109744240815,0.9479618311734765,0.05203816882652351,0.9879067943429289,0.012093205657071036,0.026402538143593963,0.0014493618753239012,0.00014147909465802154,1.7318797660599578e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,86.02971371321541,3.87,20.54424497193133,-0.0666757460617724
203.5068275862,2.5265398542,0.96,0.04,0.027744146056128578,0.00015552430185077263,0.8562041950069237,0.14379580499307634,0.9632318413475931,0.03676815865240686,0.023754654240142087,0.003989491815986493,0.0001498059596460186,5.718342204754022e-06,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,86.01888342988661,3.87,20.839497666173596,-0.16609498859355654
203.5068275862,2.5337568713,0.96,0.04,0.027739773844965405,0.0001559858543224695,0.859384673041584,0.14061532695841605,0.9641307084290105,0.035869291570989434,0.023839136476003078,0.0039006373689623283,0.00015039075223282695,5.595102089642541e-06,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,86.01888342988661,3.87,20.800506730925754,-0.16299564022413193
203.5068275862,2.5409738884,0.96,0.04,0.027735383556379545,0.00015644751156504698,0.8625648551383182,0.1374351448616819,0.965024901543899,0.034975098456101104,0.023923567099514213,0.003811816456865333,0.00015097574444484745,5.471767120199535e-06,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,86.01888342988661,3.87,20.76152714088827,-0.15986688954342654
203.5068275862,2.5481909056,0.96,0.04,0.027730975210604802,0.00015690927361879234,0.8657447146846375,0.13425528531536243,0.9659144675737202,0.03408553242627984,0.02400794522163181,0.0037230299889729904,0.000151560937484875,5.348336133917362e-06,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,86.01888342988661,3.87,20.722559339858584,-0.1567089653657554
203.5068275862,2.5554079227,0.96,0.04,0.02772654883002387,0.0001573711405237343,0.8689242242509063,0.13107577574909368,0.9667994529334555,0.03320054706654451,0.024092269933283363,0.0036342788967405047,0.00015214633256586027,5.224807957874031e-06,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,86.01888342988661,3.87,20.683603782172305,-0.15352210357764662
203.5068275862,2.5626249398,0.96,0.04,0.027722104439213104,0.00015783311231962205,0.8721033555802672,0.1278966444197329,0.9676799035769984,0.03232009642300158,0.02417654030518437,0.003545564134028737,0.0001527319309107094,5.101181408912623e-06,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,86.01888342988661,3.87,20.64466093280711,-0.15030654792878195
