T,P,z_carbon dioxide,z_hydrogen sulfide,rho_l,rho_v,x_carbon dioxide,x_hydrogen sulfide,y_carbon dioxide,y_hydrogen sulfide,rhoL1_carbon dioxide,rhoL2_hydrogen sulfide,rhoV1_carbon dioxide,rhoV2_hydrogen sulfide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,gamma_wsd,gamma_cDFT_minus_wsd_corrected,gamma_cDFT_minus_wsd_uncorrected
200.0,2.1070992606,0.96,0.04,0.02798160436227597,0.00013127697220828124,0.8514437464342138,0.14855625356578608,0.9630565740367046,0.036943425963295286,0.023824762049456192,0.004156842312819775,0.00012642715110481903,4.849821103462211e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,21.665377490308106,-0.11582121643849774,-0.11582121643849774
200.0,2.1134702281,0.96,0.04,0.027977391236307627,0.00013168729322096846,0.8547784267543448,0.14522157324565518,0.9639788318899272,0.036021168110072874,0.023914470465661825,0.004062920770645799,0.0001269437630938955,4.743530127072965e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,21.625642793792718,-0.11368626371350032,-0.11368626371350032
200.0,2.1198411957,0.96,0.04,0.0279731592368866,0.00013209769943810722,0.8581129725031635,0.1418870274968364,0.9648959645557602,0.035104035444239734,0.024004130823069087,0.003969028413817513,0.00012746053711492939,4.637162323177843e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,21.585926323747614,-0.11152667113524828,-0.11152667113524828
200.0,2.1262121632,0.96,0.04,0.02796890838427626,0.0001325081908886619,0.8614473542760873,0.1385526457239127,0.9658080262641623,0.034191973735837676,0.024093742129625062,0.0038751662546512005,0.0001279774743060134,4.530716582648493e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,21.546228514191863,-0.10934262071643985,-0.10934262071643985
200.0,2.1325831307,0.96,0.04,0.027964638701243254,0.00013291876760137072,0.8647815416175025,0.13521845838249752,0.9667150706705744,0.03328492932942572,0.024183303366837616,0.0037813353344056406,0.00012849457581520476,4.424191786165986e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,21.506549811590077,-0.1071343110038363,-0.1071343110038363
200.0,2.1389540983,0.96,0.04,0.02796035021309531,0.00013332942960473228,0.8681155030210781,0.13188449697892177,0.96761715086734,0.03238284913265999,0.024272813489886743,0.0036875367232085633,0.00012901184280089863,4.317586803833656e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,21.46689067481819,-0.10490194147639897,-0.10490194147639897
200.0,2.1453250658,0.96,0.04,0.02795604294770505,0.00013374017692698693,0.871449205940811,0.12855079405918904,0.9685143193977012,0.031485680602298845,0.024362271428024777,0.003593771519680276,0.0001295292764325689,4.210900494418048e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,21.427251575002924,-0.10264576330452613,-0.10264576330452613
200.0,2.1516960333,0.96,0.04,0.027951716935579535,0.00013415100959613465,0.8747826167671389,0.1252173832328612,0.9694066282600942,0.030593371739905863,0.024451676084040617,0.003500040851538919,0.00013004687789027643,4.104131705858226e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,21.3876329957705,-0.10036590770858567,-0.10036590770858567
200.0,2.1580670009,0.96,0.04,0.027947372209933517,0.00013456192763992378,0.878115700800537,0.12188429919946304,0.9702941289114458,0.02970587108855416,0.024541026333659222,0.0034063458762742956,0.00013056464836402486,3.997279275898928e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,21.34803543352307,-0.09806265906948752,-0.09806265906948752
200.0,2.1644379684,0.96,0.04,0.027943008806672463,0.00013497293108584026,0.8814484222946607,0.11855157770533925,0.9711768722891332,0.028823127710866796,0.02463032102680725,0.0033126877798652097,0.00013108258905564305,3.890342030197197e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,21.308459396900908,-0.09573624775459422,-0.09573624775459422
200.0,2.170808936,0.96,0.04,0.027938626764510567,0.00013538401996112187,0.8847807443961857,0.11521925560381424,0.9720549088048863,0.02794509119511373,0.024719558986110855,0.0032190677783997088,0.00013160070117694723,3.7833187841746482e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,21.268905407452824,-0.09338691534706811,-0.09338691534706811
200.0,2.1771799035,0.96,0.04,0.027934226124990826,0.00013579519429274395,0.8881126291600816,0.11188737083991847,0.9729282883585392,0.027071711641460793,0.02480873900741784,0.003125487117572987,0.00013211898595055462,3.6762083421893064e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,21.229373999422936,-0.09101491653933991,-0.09101491653933991
