temperature,pressure,z_carbon dioxide,z_oxygen,z_carbon monoxide,Tc,Pc,Tr,Pr,P_bubble,P_dew,liquid_density,vapor_density,x_carbon dioxide,x_oxygen,x_carbon monoxide,y_carbon dioxide,y_oxygen,y_carbon monoxide,gamma,interfacial_thickness,E_carbon dioxide,E_oxygen,E_carbon monoxide,gamma0_CO2,rhoL0_CO2,rhoV0_CO2,Tc_CO2,Psat_CO2
200.0,2.4939147774025985,0.97,0.011993,0.018007,306.75,85.76,0.6519967400162999,0.029080162982772835,15.593099192478805,2.4692225518837607,1222.2508681652507,6.780140850239838,0.9997264911578043,0.00016774776818983148,0.00010576107400576944,0.9607626201336913,0.015667646506386194,0.023569733359922577,19.8814220851033,0.6054239172649724,1.000000001045109,3.996508482140094,6.783791601978991,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.9402338609595438,0.97,0.011993,0.018007,306.75,85.76,0.6519967400162999,0.03428444334141259,15.593099192478805,2.4692225518837607,1221.701337295919,7.618436484399902,0.9985366547960685,0.0008850375989733657,0.00057830760495814,0.8202788053651604,0.07027233976584088,0.10944885486899866,19.745108925057075,0.6099892302245309,1.000000001131863,3.964217520186416,6.710775712752918,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.3865529445164895,0.97,0.011993,0.018007,306.75,85.76,0.6519967400162999,0.039488723700052346,15.593099192478805,2.4692225518837607,1221.152587867138,8.458018608109334,0.9973642772773375,0.0015716764139625946,0.0010640463086999206,0.716540632150295,0.10851965266850659,0.17493971518119852,19.609949803695542,0.6145373465258963,1.0000000011958854,3.93225451436964,6.6393249943108446,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.8328720280734347,0.97,0.011993,0.018007,306.75,85.76,0.6519967400162999,0.0446930040586921,15.593099192478805,2.4692225518837607,1220.604547934276,9.298849692967417,0.9962087919857177,0.00222851790889428,0.001562690105388134,0.6368276768731503,0.1361213911214628,0.22705093200538692,19.475920961659057,0.6190675265063291,1.0000000012726502,3.9008978297281343,6.569040819207354,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.2791911116303805,0.97,0.011993,0.018007,306.75,85.76,0.6519967400162999,0.04989728441733186,15.593099192478805,2.4692225518837607,1220.0571710145975,10.140920061365051,0.9950696514424454,0.002856445548931582,0.0020739030086230413,0.5736780624249714,0.15643126517174666,0.26989067240328185,19.343009223122625,0.6235789553299611,1.0000000012707768,3.8699051596798393,6.500371328383724,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.725510195187326,0.97,0.011993,0.018007,306.75,85.76,0.6519967400162999,0.05510156477597161,15.593099192478805,2.4692225518837607,1219.510422977493,10.984241159791148,0.9939463058365184,0.003456380796509579,0.0025973133669720187,0.5224276839197883,0.17154806684351803,0.30602424923669364,19.21120001090409,0.628070837116055,1.0000000011869536,3.8392709451627978,6.432656387716108,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.171829278744271,0.97,0.011993,0.018007,306.75,85.76,0.6519967400162999,0.06030584513461137,15.593099192478805,2.4692225518837607,1218.9642755329926,11.828839639582215,0.9928381956097818,0.004029281008551993,0.003132523381666278,0.4800121517886808,0.18285262477298006,0.3371352234383392,19.080480652306615,0.6325424473293815,1.0000000009501515,3.809007131212261,6.365749929408659,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.618148362301216,0.97,0.011993,0.018007,306.75,85.76,0.6519967400162999,0.06551012549325112,15.593099192478805,2.4692225518837607,1218.4187031098393,12.67475305704377,0.9917447509175273,0.004576132658563187,0.003679116423909432,0.44433548608615114,0.19129070640220416,0.3643738075116447,18.950838705834993,0.6369931471645416,1.0000000011665546,3.7791228455825454,6.29963451172976,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,6.0644674458581616,0.97,0.011993,0.018007,306.75,85.76,0.6519967400162999,0.07071440585189087,15.593099192478805,2.4692225518837607,1217.87368126472,13.522026769496003,0.9906653939875268,0.0050979428254918505,0.004236663186981347,0.41391576496774624,0.19753180931107722,0.3885524257211765,18.822261635537025,0.6414223884786928,1.0000000012413444,3.7496253978588663,6.234304674059529,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,6.510786529415108,0.97,0.011993,0.018007,306.75,85.76,0.6519967400162999,0.07591868621053063,15.593099192478805,2.4692225518837607,1217.329186051642,14.370711675711114,0.9895995429886246,0.005595730171093777,0.00480472684028158,0.38767569322013523,0.20206302972281934,0.4102612770570455,18.69473663713815,0.6458297105489038,1.0000000012304375,3.720519991079202,6.169760447116121,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
