T,P,z_carbon dioxide,z_oxygen,z_hydrogen sulfide,rho_l,rho_v,x_carbon dioxide,x_oxygen,x_hydrogen sulfide,y_carbon dioxide,y_oxygen,y_hydrogen sulfide,rhoL1_carbon dioxide,rhoL2_oxygen,rhoL3_hydrogen sulfide,rhoV1_carbon dioxide,rhoV2_oxygen,rhoV3_hydrogen sulfide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,parachor_carbon dioxide,parachor_oxygen,parachor_hydrogen sulfide,n_exp,gamma_parachor,gamma_cDFT_minus_parachor
200.0,3.6023463038,0.97,0.012892,0.017108,0.027802669772819737,0.00022542752390892364,0.9774443180575053,0.005098509526938199,0.017457172415556405,0.6622842824301372,0.33504098594697296,0.0026747316228899823,0.027175561596271804,0.00014175217671103812,0.00048535599983689256,0.00014929710591202408,7.55274598700306e-05,6.029581268689856e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,55.44611770258769,86.02971371321541,3.87,19.85528543370849,-0.15466428521979125
200.0,3.7105593475,0.97,0.012892,0.017108,0.027802709600328084,0.0002322408572966165,0.9770364816161445,0.005542526100465806,0.01742099228338969,0.6437805289347607,0.35362215732932595,0.0025973137359134495,0.027164261567299956,0.00015409724362348964,0.00048435078940464,0.00014951214195067805,8.212551297724165e-05,6.032023686968173e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,55.44611770258769,86.02971371321541,3.87,19.831484330551476,-0.16575966275961207
200.0,3.8187723911,0.97,0.012892,0.017108,0.027802754397859432,0.0002390598796938847,0.9766242318494898,0.005986689155697902,0.01738907899481232,0.6263170163779742,0.3711581186579799,0.002524864964045876,0.02715284365710949,0.0001664464482521972,0.00048346429249774333,0.00014972727058555133,8.872901519378525e-05,6.035939145481116e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,55.44611770258769,86.02971371321541,3.87,19.807735468760036,-0.17681319842285603
200.0,3.9269854348,0.97,0.012892,0.017108,0.027802802825949595,0.0002458845829694101,0.9762084706595135,0.006430993335431434,0.01736053600505494,0.6098089655569479,0.3877341796096108,0.002456854833441418,0.027141331626768257,0.0001787996396799961,0.00048267155950134115,0.0001499426231869775,9.533785705629551e-05,6.041027261371226e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,55.44611770258769,86.02971371321541,3.87,19.784028369951447,-0.18782370996989428
200.0,4.0351984785,0.97,0.012892,0.017108,0.027802853894486515,0.00025271496006842913,0.9757898637531747,0.006875434966414264,0.017334701280411077,0.5941804722198138,0.40342668720074065,0.0023928405794456185,0.02712974301365042,0.0001911567138322596,0.0004819541670038375,0.00015015829431047062,0.00010195195914647382,6.047066114847163e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,55.44611770258769,86.02971371321541,3.87,19.760355301645177,-0.19879036063234423
200.0,4.1434115222,0.97,0.012892,0.017108,0.02780290685555536,0.0002595510050959675,0.9753689131361277,0.007320011515023895,0.017311075348848366,0.579363401142495,0.4183041524145404,0.002332446442964568,0.027118091041728028,0.00020351759833380203,0.00048129821549353167,0.00015037435308235276,0.00010857126319501074,6.053888186039678e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,55.44611770258769,86.02971371321541,3.87,19.73671043458405,-0.2097125461104632
200.0,4.2516245659,0.97,0.012892,0.017108,0.02780296113343759,0.00026639271332176614,0.9749460044624222,0.007764721235218814,0.017289274302358992,0.56529643316748,0.43242821757053235,0.002275349261987561,0.027106385869268994,0.00021588224271476618,0.0004806930214538283,0.00015059085066260143,0.00011519572619550913,6.061364636555445e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,55.44611770258769,86.02971371321541,3.87,19.713089292289972,-0.22058983062058246
200.0,4.3598376095,0.97,0.012892,0.017108,0.02780301627755774,0.00027324008113358667,0.9745214388555689,0.008209562935050145,0.017268998209381024,0.5519242442030382,0.44585448770223246,0.0022212680947293253,0.02709463542733037,0.00022825061191483387,0.0004801302383125361,0.00015080782526563166,0.00012182531639353172,6.069394744232883e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,55.44611770258769,86.02971371321541,3.87,19.68948838112573,-0.2314218978140552
200.0,4.4680506532,0.97,0.012892,0.017108,0.027803071930057557,0.00028009310597652284,0.9740954548325776,0.008654535818529357,0.017250009348892984,0.539196797072814,0.45863324640456854,0.0021699565226176096,0.02708284599745229,0.00024062268188383126,0.000479603250721437,0.00015102530562471737,0.00012846001048955153,6.077898622539811e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,55.44611770258769,86.02971371321541,3.87,19.665904935372183,-0.24220851797443288
200.0,4.5762636969,0.97,0.012892,0.017108,0.027803127803142137,0.0002869517863266531,0.9736682439761413,0.009099639135762325,0.017232116888096387,0.5270687320705327,0.47081007114472706,0.0021211967847402486,0.027071022625129636,0.00025299842985407377,0.0004791067481584278,0.0001512433141845635,0.00013509979093555808,6.086812065315674e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,55.44611770258769,86.02971371321541,3.87,19.642336742977363,-0.2529505293043073
200.0,4.6844767406,0.97,0.012892,0.017108,0.027803183661934242,0.00029381612142341084,0.9732399611106617,0.009544873052227601,0.01721516583711071,0.515498826566043,0.4824263781716837,0.002074795262273326,0.027059169385893467,0.00026537785850093084,0.00047863641753984504,0.00015146186581995428,0.00014174464730674774,6.09608296708817e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,55.44611770258769,86.02971371321541,3.87,19.618781995853666,-0.26364576967688436
200.0,4.7926897843,0.97,0.012892,0.017108,0.027803239313570104,0.00030068611148654687,0.9728107337475098,0.009990237199526837,0.01719902905296325,0.5044495502160856,0.493519870969037,0.002030578814877377,0.027047289637191746,0.000277760955657775,0.0004781887207205822,0.00015168097369561235,0.00014839457094302207,6.105668479124392e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,55.44611770258769,86.02971371321541,3.87,19.59523922614279,-0.27429519502565114
200.0,4.9009028279,0.97,0.012892,0.017108,0.027803294597586115,0.0003075617574527648,0.9723806672227305,0.010435731545622051,0.017183601231647375,0.4938866535215695,0.5041249545672236,0.001988391911206891,0.027035386151790925,0.00029014771850425255,0.00047776072729093557,0.00015190064713955866,0.0001550495570024905,6.115533107156533e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,55.44611770258769,86.02971371321541,3.87,19.571707216435794,-0.28489875962628375
200.0,5.0091158716,0.97,0.012892,0.017108,0.027803349379387672,0.0003144430609582886,0.9719498494390618,0.010881356142740673,0.017168794418197537,0.48377882042405546,0.5142730853283922,0.0019480942475524092,0.02702346124319748,0.00030253814655816516,0.000477349989632027,0.00015212089312093024,0.0001617096031191228,6.125647182356136e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,55.44611770258769,86.02971371321541,3.87,19.548184951961264,-0.29545644317042274
200.0,5.1173289153,0.97,0.012892,0.017108,0.02780340354495759,0.0003213300242546162,0.9715183541007584,0.01132711133037874,0.0171545345688628,0.47409736048539064,0.5239930807189428,0.0019095587956665596,0.027011516850396388,0.00031493224731718157,0.0004769544472440175,0.0001523417163438201,0.00016837470933666896,6.135985741271512e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,55.44611770258769,86.02971371321541,3.87,19.524671575266336,-0.30596766834278455
200.0,5.225541959,0.97,0.012892,0.017108,0.027803456997646896,0.00032822265027767733,0.9710862442837813,0.011772996784421907,0.017140758931796864,0.46481594547536953,0.5333113843985214,0.001872670126109114,0.026999554633950543,0.00032733000982910967,0.0004765723538672461,0.00015256312151525016,0.00017504487601053984,6.146527518873656e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,55.44611770258769,86.02971371321541,3.87,19.501166376678533,-0.31643373172651934
200.0,5.3337550027,0.97,0.012892,0.017108,0.02780350965395795,0.00033512094239999886,0.9706535731173634,0.012219012945435212,0.017127413937201255,0.45591036370836896,0.5422523132053965,0.0018373230862346593,0.026987575990817393,0.0003397314443902451,0.00047620221875030905,0.00015278511073587485,0.0001817201062199718,6.157254441522334e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,55.44611770258769,86.02971371321541,3.87,19.477668737154005,-0.3268539680746869
200.0,5.4419680463,0.97,0.012892,0.017108,0.027803561441888155,0.0003420249045261573,0.9702203863668729,0.012665160032993204,0.017114453600133892,0.4473583173272955,0.5508382610871169,0.0018034215855877347,0.026975582124523816,0.00035213655514867276,0.0004758427622156666,0.0001530076857728506,0.00018840040365767564,6.168150956310562e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,55.44611770258769,86.02971371321541,3.87,19.454178131568284,-0.3372284089212556
203.4379310345,2.7463394553,0.97,0.012892,0.017108,0.027627928318464806,0.00016957792764067436,0.9395809014218083,0.0001511555092500045,0.06026794306894177,0.9719481360374115,0.013707964294132001,0.014343899668456497,0.025958673793880265,4.176113574500169e-06,0.001665078411010041,0.00016482095068344048,2.3245681771712644e-06,2.4324087800626087e-06,19.10238906544747,0.02753264082117786,0.0001760557900791252,309.1473760575555,82.3795680252517,2.8449952867078783,78.33728705636135,55.44611770258769,86.01914075734022,3.87,19.82647807798347,-0.07927288990207515
203.4379310345,2.8574247796,0.97,0.012892,0.017108,0.02757735225935277,0.00017663134124793956,0.971967959485295,0.00030090131852642774,0.02773113919617853,0.9680156534373762,0.025587943984076912,0.006396402578546851,0.026804302803530303,8.29806165630701e-06,0.0007647513941661601,0.00017098190321564437,4.519632865684651e-06,1.1298051666105092e-06,19.10238906544747,0.02753264082117786,0.0001760557900791252,309.1473760575555,82.3795680252517,2.8449952867078783,78.33728705636135,55.44611770258769,86.01914075734022,3.87,19.423005173141533,-0.04278820752832502
203.4379310345,2.9685101039,0.97,0.012892,0.017108,0.027566183944965388,0.00018352462953952087,0.9786244780180396,0.0006805594733489302,0.020694962508611386,0.9399567402557528,0.05543039812986072,0.004612861614386421,0.02697694237409102,1.876042762782538e-05,0.0005704811432465438,0.00017250521253861268,1.0172843282010839e-05,8.465737188973441e-07,19.10238906544747,0.02753264082117786,0.0001760557900791252,309.1473760575555,82.3795680252517,2.8449952867078783,78.33728705636135,55.44611770258769,86.01914075734022,3.87,19.317913852050353,-0.042774332128740156
203.4379310345,3.0795954282,0.97,0.012892,0.017108,0.027563777884255385,0.00019038695313253044,0.9797211369400569,0.0011101125661481443,0.019168750493794927,0.908779663938898,0.08709022522634494,0.0041301108347571135,0.02700481580712588,3.059889619982822e-05,0.0005283631809296741,0.00017301979128613173,1.6580842628469655e-05,7.863192179290587e-07,19.10238906544747,0.02753264082117786,0.0001760557900791252,309.1473760575555,82.3795680252517,2.8449952867078783,78.33728705636135,55.44611770258769,86.01914075734022,3.87,19.27712829306572,-0.05087139002213448
203.4379310345,3.1906807524,0.97,0.012892,0.017108,0.027562818619090212,0.00019724925250018863,0.9799040543938579,0.0015479312220889367,0.018548014384053162,0.8789333075429417,0.11719946657150934,0.0038672258855488783,0.027008917715369014,4.266534750926401e-05,0.0005112355562119336,0.00017336893791036366,2.311750717465106e-05,7.628074151738962e-07,19.10238906544747,0.02753264082117786,0.0001760557900791252,309.1473760575555,82.3795680252517,2.8449952867078783,78.33728705636135,55.44611770258769,86.01914075734022,3.87,19.246906911588166,-0.06027073264365157
203.4379310345,3.3017660767,0.97,0.012892,0.017108,0.027562314366085087,0.00020411567490205332,0.9797993543326844,0.0019884049802641273,0.01821224068705154,0.8508240491081155,0.14549729831878033,0.0036786525731041376,0.02700553781980464,5.480504315312909e-05,0.00050197150312732,0.00017366652500660075,2.9698279242763237e-05,7.50870652689326e-07,19.10238906544747,0.02753264082117786,0.0001760557900791252,309.1473760575555,82.3795680252517,2.8449952867078783,78.33728705636135,55.44611770258769,86.01914075734022,3.87,19.220011582411036,-0.07004931073435827
203.4379310345,3.412851401,0.97,0.012892,0.017108,0.02756200788464437,0.0002109872593684473,0.9795691685517498,0.002430083819966574,0.0180007476282836,0.8244198053591755,0.17205397792615443,0.0035262167146700566,0.02699889314717786,6.697798940626542e-05,0.000496136748060246,0.0001739420753018012,3.630119726607865e-05,7.439868005674454e-07,19.10238906544747,0.02753264082117786,0.0001760557900791252,309.1473760575555,82.3795680252517,2.8449952867078783,78.33728705636135,55.44611770258769,86.01914075734022,3.87,19.194568295580318,-0.07996795490962683
203.4379310345,3.5239367253,0.97,0.012892,0.017108,0.027561804247959825,0.00021786436330777692,0.9792732765319851,0.0028724353184620033,0.01785428814955295,0.7996098381796036,0.19699470000777528,0.0033954618126210054,0.026990538353032806,7.916949996237588e-05,0.0004920963949646473,0.00017420648828963387,4.2918124892200475e-05,7.397501259425455e-07,19.10238906544747,0.02753264082117786,0.0001760557900791252,309.1473760575555,82.3795680252517,2.8449952867078783,78.33728705636135,55.44611770258769,86.01914075734022,3.87,19.169886117973423,-0.08993859992997244
203.4379310345,3.6350220496,0.97,0.012892,0.017108,0.027561660474042914,0.00022474712988724126,0.9789387299362512,0.0033152202212731697,0.01774604984247562,0.7762711035133184,0.2204493366306224,0.003279559856059073,0.026981176899393746,9.137297413541253e-05,0.0004891106005137558,0.00017446470252901986,4.9545355693278665e-05,7.370716649426907e-07,19.10238906544747,0.02753264082117786,0.0001760557900791252,309.1473760575555,82.3795680252517,2.8449952867078783,78.33728705636135,55.44611770258769,86.01914075734022,3.87,19.145652386985823,-0.0999215204093602
203.4379310345,3.7461073738,0.97,0.012892,0.017108,0.027561554314290724,0.00023163561965264118,0.9785795242580511,0.0037583160356565184,0.017662159706292455,0.7542850084326742,0.24254022991182386,0.0031747616555018498,0.026971172708691052,0.00010358503154701693,0.0004867965740526566,0.00017471927532300018,5.6180956446319376e-05,7.353878833216159e-07,19.10238906544747,0.02753264082117786,0.0001760557900791252,309.1473760575555,82.3795680252517,2.8449952867078783,78.33728705636135,55.44611770258769,86.01914075734022,3.87,19.1217053403715,-0.10989626898060934
203.4379310345,3.8571926981,0.97,0.012892,0.017108,0.02756147310889904,0.00023852985710829422,0.9782036190537665,0.004201654100730067,0.017594726845503415,0.7335419695238198,0.263379262027928,0.003078768448252115,0.026960732741578106,0.00011580377651016711,0.0004849365908107664,0.00017497166117345345,6.282381773680964e-05,7.343781980311017e-07,19.10238906544747,0.02753264082117786,0.0001760557900791252,309.1473760575555,82.3795680252517,2.8449952867078783,78.33728705636135,55.44611770258769,86.01914075734022,3.87,19.097952978161207,-0.1198513064326363
203.4379310345,3.9682780224,0.97,0.012892,0.017108,0.0275614091270002,0.00024542984989334274,0.9778158721655609,0.004645193306367607,0.017538934528071436,0.7139422803225733,0.2830676722553166,0.0029900474221100436,0.026949983303629552,0.0001280280731908004,0.00048339775017984705,0.00017522274669208,6.94732563112803e-05,7.338468899824444e-07,19.10238906544747,0.02753264082117786,0.0001760557900791252,309.1473760575555,82.3795680252517,2.8449952867078783,78.33728705636135,55.44611770258769,86.01914075734022,3.87,19.07433915030022,-0.12977966083655446
203.4379310345,4.0793633467,0.97,0.012892,0.017108,0.02756135738166478,0.00025233559753593156,0.9774194151711313,0.005088907788333602,0.01749167704053515,0.6953957484562753,0.3016967436472824,0.002907507896442277,0.02693900581330933,0.0001402572062365997,0.0004820943621188498,0.00017547310171066058,7.612882808288177e-05,7.336677423892013e-07,19.10238906544747,0.02753264082117786,0.0001760557900791252,309.1473760575555,82.3795680252517,2.8449952867078783,78.33728705636135,55.44611770258769,86.01914075734022,3.87,19.050827659933088,-0.13967690257366172
203.4379310345,4.190448671,0.97,0.012892,0.017108,0.027561314511905147,0.00025924709576274533,0.9770163569899707,0.0055327806472809755,0.017450862362748384,0.6778209315769815,0.31934873500816124,0.0028303334148571803,0.026927855098276377,0.0001524907075450931,0.0004809687060836764,0.00017572310795853097,8.279023208637236e-05,7.337557178419774e-07,19.10238906544747,0.02753264082117786,0.0001760557900791252,309.1473760575555,82.3795680252517,2.8449952867078783,78.33728705636135,55.44611770258769,86.01914075734022,3.87,19.027394131338646,-0.1495400952778425
203.4379310345,4.3015339952,0.97,0.012892,0.017108,0.027561278169850614,0.00026616433872372625,0.9766081694850558,0.0059768005144889835,0.017415030000455186,0.6611442787339232,0.33609783326840387,0.002757887997673118,0.026916569422126238,0.00016472826154553715,0.00047998048617883907,0.00017597302975018962,8.945725753836191e-05,7.340514351747669e-07,19.10238906544747,0.02753264082117786,0.0001760557900791252,309.1473760575555,82.3795680252517,2.8449952867078783,78.33728705636135,55.44611770258769,86.01914075734022,3.87,19.00402155318648,-0.1593672360429288
203.4379310345,4.4126193195,0.97,0.012892,0.017108,0.02756124666555196,0.00027308732018345937,0.9761959109162645,0.006420959570015722,0.017383129513719887,0.6452992944780831,0.35201104504004055,0.0026896604818763426,0.02690517629466635,0.00017696965053873973,0.0004791007203468701,0.00017622305504529673,9.61297529649637e-05,7.345121731989625e-07,19.10238906544747,0.02753264082117786,0.0001760557900791252,309.1473760575555,82.3795680252517,2.8449952867078783,78.33728705636135,55.44611770258769,86.01914075734022,3.87,18.980697695740286,-0.16915692234224977
203.4379310345,4.5237046438,0.97,0.012892,0.017108,0.027561218751379072,0.0002800160341538671,0.9757803615525815,0.006865252344712625,0.017354386102705913,0.6302257689391126,0.3671490013563896,0.002625229704497761,0.02689369599805046,0.00018921472165604275,0.0004783080316725706,0.0001764733204399017,0.00010280760730336899,7.351064105963915e-07,19.10238906544747,0.02753264082117786,0.0001760557900791252,309.1473760575555,82.3795680252517,2.8449952867078783,78.33728705636135,55.44611770258769,86.01914075734022,3.87,18.957413543339467,-0.17890815319181996
203.4379310345,4.6347899681,0.97,0.012892,0.017108,0.027561193485963083,0.0002869504752397041,0.9753621092357744,0.007309674969566567,0.01732821579465904,0.615869086234869,0.3815666720436504,0.002564241721480505,0.026882143811524237,0.00020146336615572548,0.00047758630828311936,0.00017672392698053798,0.0001094907378785578,7.358103806083079e-07,19.10238906544747,0.02753264082117786,0.0001760557900791252,309.1473760575555,82.3795680252517,2.8449952867078783,78.33728705636135,55.44611770258769,86.01914075734022,3.87,18.93416230527722,-0.18862020269053303
203.4379310345,4.7458752924,0.97,0.012892,0.017108,0.027561170145438144,0.0002938906388062405,0.9749416051896842,0.007754224688682296,0.017304170121633548,0.6021796108677996,0.3953139948262348,0.0025063943059655406,0.026870531462499465,0.00021371550599072988,0.00047692317694794927,0.00017697495051403094,0.000116179082468529,7.366058236805365e-07,19.10238906544747,0.02753264082117786,0.0001760557900791252,309.1473760575555,82.3795680252517,2.8449952867078783,78.33728705636135,55.44611770258769,86.01914075734022,3.87,18.910938770636747,-0.19829254275722263
203.4379310345,4.8569606167,0.97,0.012892,0.017108,0.027561148163852935,0.00030083652105109855,0.9745192014798876,0.008198899536060235,0.01728189898405219,0.589112146448359,0.4084364275205661,0.0024514260310749066,0.026858868100506833,0.00022597108489390123,0.00047630897845220196,0.00017722644864646958,0.00012287259392582627,7.374784788026771e-07,19.10238906544747,0.02753264082117786,0.0001760557900791252,309.1473760575555,82.3795680252517,2.8449952867078783,78.33728705636135,55.44611770258769,86.01914075734022,3.87,18.88773887519271,-0.2079247819659038
203.4379310345,4.9680459409,0.97,0.012892,0.017108,0.02756112709215251,0.00030778811902629867,0.9740951767955821,0.008643698114749772,0.017261125089668032,0.5766254594759155,0.42097543217825023,0.002399108345834481,0.026847160967515805,0.00023823006228681752,0.000475736062349883,0.00017747846555476722,0.0001295712364264268,7.384170451046897e-07,19.10238906544747,0.02753264082117786,0.0001760557900791252,309.1473760575555,82.3795680252517,2.8449952867078783,78.33728705636135,55.44611770258769,86.01914075734022,3.87,18.864559403310505,-0.21751663431745882
