T,P,z_carbon dioxide,z_nitrogen,z_methane,z_carbon monoxide,z_hydrogen sulfide,rho_l,rho_v,x_carbon dioxide,x_nitrogen,x_methane,x_carbon monoxide,x_hydrogen sulfide,y_carbon dioxide,y_nitrogen,y_methane,y_carbon monoxide,y_hydrogen sulfide,rhoL1_carbon dioxide,rhoL2_nitrogen,rhoL3_methane,rhoL4_carbon monoxide,rhoL5_hydrogen sulfide,rhoV1_carbon dioxide,rhoV2_nitrogen,rhoV3_methane,rhoV4_carbon monoxide,rhoV5_hydrogen sulfide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,gamma_wsd,gamma_cDFT_minus_wsd_corrected,gamma_cDFT_minus_wsd_uncorrected
200.0,9.6151521247,0.9600000000000001,0.029291000000000005,0.009892000000000001,2.8000000000000003e-05,0.0007890000000000001,0.027678445166305493,0.0006109244357189622,0.98156087722488,0.00955680932420952,0.00805993550005228,1.0289831370071924e-05,0.000812088119488225,0.27247084186232307,0.6585711243818685,0.06831252483140546,0.0005927384937826234,5.277043062032877e-05,0.027168078917659558,0.00026451762284497024,0.00022308648278215607,2.8480653334706586e-07,2.247733648546298e-05,0.0001664590953146103,0.0004023371925437955,4.173379068516397e-05,3.621184298430568e-07,3.2238745549370994e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.726353749313283,-0.9309394325515861,-1.2669524318476881
200.0,10.3255711515,0.9600000000000001,0.029291000000000005,0.009892000000000001,2.8000000000000003e-05,0.0007890000000000001,0.027672449498700614,0.0006573514627011753,0.9803309513086194,0.010564872396816343,0.008282523761981542,1.130107248621745e-05,0.0008103514600967112,0.25602947596088416,0.6776936085118724,0.06562101206182229,0.0006062096752051642,4.969379021582077e-05,0.0271281587421009,0.00029235589786111635,0.00022919772052522205,3.1272835765600737e-07,2.242440985572455e-05,0.0001683013505175026,0.000445482884818517,4.313606826277034e-05,3.9849281669971906e-07,3.2666285685535135e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.64503421860181,-1.0230810838315065,-1.381460711927165
200.0,11.0359901784,0.9600000000000001,0.029291000000000005,0.009892000000000001,2.8000000000000003e-05,0.0007890000000000001,0.027666639173383592,0.0007039741516579323,0.9791268063093002,0.011576275437116965,0.00847585756495828,1.2302640427422443e-05,0.000808758048197091,0.2417307278861935,0.6945323430511744,0.06307242016937756,0.0006174832023693176,4.7025690885281105e-05,0.027089148055146853,0.00032027663549041846,0.0002344984929346944,3.4037271358537845e-07,2.2375617098038893e-05,0.00017017218409333756,0.0004889328169984465,4.440135348175023e-05,4.346922135509637e-07,3.310487084709392e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.565661341001732,-1.1142102515001007,-1.4943469979210455
200.0,11.7464092052,0.9600000000000001,0.029291000000000005,0.009892000000000001,2.8000000000000003e-05,0.0007890000000000001,0.027660980863896685,0.0007507939291401922,0.9779439416992257,0.0125903798689462,0.008645109068637455,1.3294071721313145e-05,0.0008072752914691808,0.22918609019726374,0.7094673903764952,0.06067489106823997,0.0006269373529389828,4.469100506201363e-05,0.02705088865730598,0.0003482622566241109,0.00023913219651388034,3.6772706348651297e-07,2.2330026389225628e-05,0.00017207152516348213,0.0005326638096176074,4.5554339865277046e-05,4.7070075853781033e-07,3.3553735287733435e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.487915727207096,-1.204260214523405,-1.6056346422248566
200.0,12.4568282321,0.9600000000000001,0.029291000000000005,0.009892000000000001,2.8000000000000003e-05,0.0007890000000000001,0.02765544854376753,0.0007978122185308545,0.9767788410137723,0.01360668328844594,0.008794320845525382,1.4275062224498896e-05,0.0008058797900317916,0.21809569379396815,0.7227990974097033,0.05842770582550144,0.0006348709054276183,4.2632065399474276e-05,0.027013256976297265,0.0003762989295349583,0.00024321088762080937,3.9478324880870886e-07,2.2286967065686394e-05,0.00017399940931779164,0.0005766579514565346,4.6614337608311436e-05,5.065077655399005e-07,3.401238267690705e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.411548124964895,-1.293184103703183,-1.715346994420159
200.0,13.1672472589,0.9600000000000001,0.029291000000000005,0.009892000000000001,2.8000000000000003e-05,0.0007890000000000001,0.027650021626809615,0.0008450304410373497,0.9756287217437163,0.014624785220861488,0.008926693302089913,1.5245425103983643e-05,0.0008045543082282488,0.20822439766536194,0.7347679180972194,0.05632535751695656,0.0006415228704055788,4.080385005628096e-05,0.026976155255950374,0.0004043756276442658,0.00024682326285868265,4.2153633383505393e-07,2.224594402245393e-05,0.0001759559545938973,0.0006209012578897886,4.759664170414021e-05,5.421063541143729e-07,3.448049540908099e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.336361458063564,-1.3809494386965717,-1.8235070402166542
200.0,13.8776662858,0.9600000000000001,0.029291000000000005,0.009892000000000001,2.8000000000000003e-05,0.0007890000000000001,0.0276446836429621,0.0008924500168690781,0.9744913570309707,0.015644362095373746,0.009044789942662413,1.6205060366895258e-05,0.000803285870626175,0.19938522152818453,0.7455686021961716,0.05435991896050299,0.0006470866305307921,3.9170684609984086e-05,0.026939505277922014,0.00043248344092255487,0.0002500403565819477,4.479837672579227e-07,2.220658376832199e-05,0.00017794134431627315,0.0006653827116070284,4.851351059330261e-05,5.774924743329604e-07,3.4957878140953636e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.262198062626144,-1.4675346222163377,-1.930137516452131
200.0,14.5880853126,0.9600000000000001,0.029291000000000005,0.009892000000000001,2.8000000000000003e-05,0.0007890000000000001,0.027639421276954623,0.0009400723662338333,0.9733649460813312,0.01666514920462335,0.009150686258186207,1.7153932955517687e-05,0.0008020645229037552,0.1914276185730204,0.7553605370031627,0.05252242023987153,0.0006517202549689731,3.7703928976392585e-05,0.026903243800962134,0.00046061507950989004,0.0002529196724632481,4.741247795141887e-07,2.2168599239836512e-05,0.000179955814354447,0.0007100935673802222,4.937487587522381e-05,6.126642022111996e-07,3.544442172914977e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.188930437660517,-1.552926332646802,-2.0352609241507267
200.0,15.2985043394,0.9600000000000001,0.029291000000000005,0.009892000000000001,2.8000000000000003e-05,0.0007890000000000001,0.027634223661088343,0.0009878989101343234,0.972248018758002,0.01768692744060348,0.009246079243105498,1.8092056713130735e-05,0.0008008825015758786,0.18422901547915224,0.7642754061900248,0.05080364386657418,0.0006555541432535439,3.638032099538849e-05,0.026867319204408643,0.0004887645087710774,0.0002555082217921238,4.999599416997495e-07,2.2131766174799768e-05,0.0001819996436069739,0.0007550268408175929,5.018886440664094e-05,6.476212236542162e-07,3.594007946168113e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.116454451324756,-1.6371175588687095,-2.1388994858735906
200.0,16.0089233663,0.9600000000000001,0.029291000000000005,0.009892000000000001,2.8000000000000003e-05,0.0007890000000000001,0.027629081848056354,0.001035931070944371,0.9711393644206859,0.018709513412267408,0.009332369021222548,1.9019482499984806e-05,0.0007997336633242261,0.1776886049466817,0.7724229437592648,0.0491945737545166,0.0006586967712350926,3.518076830177383e-05,0.02683168898544856,0.0005169266774048444,0.0002578447875236234,5.254908386997557e-07,2.2095906840630987e-05,0.00018407314681702724,0.0008001769273505388,5.0962187474168226e-05,6.823644516531687e-07,3.644485098350234e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.044684283763136,-1.720106154440888,-2.241075129544221
200.0,16.7193423931,0.9600000000000001,0.029291000000000005,0.009892000000000001,2.8000000000000003e-05,0.0007890000000000001,0.0276239884131034,0.001084170272767941,0.9700379781984673,0.01973275199122442,0.009410720437130354,1.9936289284252708e-05,0.0007986130838937248,0.17172272083793655,0.77989531343279,0.04768663721022256,0.0006612390664018221,3.4089452649034207e-05,0.02679631787002471,0.0005450973123642264,0.00025996163231424427,5.507198241884742e-07,2.2060878576033027e-05,0.00018617666909131865,0.0008455393146948667,5.1700434471592834e-05,7.168957389856821e-07,3.6958771177013227e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.973548615426328,-1.8018937587869175,-2.341809486196478
200.0,17.42976142,0.9600000000000001,0.029291000000000005,0.009892000000000001,2.8000000000000003e-05,0.0007890000000000001,0.02761893715033033,0.0011326179416363536,0.9689430199611225,0.020756510624056698,0.009482110066892523,2.0842577393679982e-05,0.0007975167705344708,0.16626134441406304,0.7867704815199463,0.04627182313103299,0.0006632577788820771,3.309315607562255e-05,0.02676117637055751,0.0005732727623859857,0.0002618858019900191,5.756498350869431e-07,2.2026565561725967e-05,0.00018831058168394894,0.0008911103633193644,5.240829707043199e-05,7.512176602917179e-07,3.74819023166222e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.902987720602102,-1.8824849481917525,-2.441123861184888
200.0,18.1401804468,0.9600000000000001,0.029291000000000005,0.009892000000000001,2.8000000000000003e-05,0.0007890000000000001,0.027613922838372492,0.0011812755055285742,0.9678537826531746,0.021780674945767606,0.009547362485528723,2.1738463355583737e-05,0.000796441452173444,0.16124543159381677,0.7931148428789054,0.044942726673319645,0.0006648181067435757,3.218074721459522e-05,0.026726239673011704,0.0006014498773200997,0.00026364013098536236,6.002842497258773e-07,2.199287280559882e-05,0.00019047527872015902,0.0009368871369639947,5.3089742170858196e-05,7.85333345128067e-07,3.8014328434208224e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.83295122712626,-1.961886580724837,-2.5390392108468376
200.0,18.8505994737,0.9600000000000001,0.029291000000000005,0.009892000000000001,2.8000000000000003e-05,0.0007890000000000001,0.027608941057796214,0.0012301443942660554,0.9667696676107886,0.022805145362623968,0.00960717852681173,2.2624075917737034e-05,0.0007953844238579764,0.1566248446399392,0.798985285822959,0.0436925509912847,0.0006659757608643954,3.134278495266341e-05,0.0266914867695315,0.0006296259141311597,0.0002652440256784705,6.246267784999085e-07,2.195972167658407e-05,0.00019267117463661303,0.0009828672704561751,5.3748146673112655e-05,8.192463489444071e-07,3.8556151210205364e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.763396372119406,-2.0401072812310552,-2.63557611901728
200.0,19.5610185005,0.9600000000000001,0.029291000000000005,0.009892000000000001,2.8000000000000003e-05,0.0007890000000000001,0.027603988047468837,0.0012792260392785785,0.9656901651427452,0.023829834365217958,0.009662157509309698,2.349955295662247e-05,0.000794343429770588,0.15235673460357266,0.8044308308306843,0.04251508475258248,0.0006667786039024495,3.057120925806781e-05,0.026656899776158545,0.0006577984629906387,0.0002667140803997462,6.486813789354677e-07,2.1927046540972714e-05,0.0001948987021643458,0.0010290488655971125,5.438640347763917e-05,8.529605525458305e-07,3.91074869351547e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.694286631123965,-2.117157040905976,-2.730754782660558
200.0,20.2714375274,0.9600000000000001,0.029291000000000005,0.009892000000000001,2.8000000000000003e-05,0.0007890000000000001,0.027599060590594724,0.001328521873274856,0.9646148391194166,0.024854664397821292,0.009712814869602878,2.4365039059592628e-05,0.000793316574099675,0.14840426393792305,0.8094939421393624,0.04140466686289529,0.000667267962251259,2.9859097568033917e-05,0.02662246339144356,0.0006859653886743674,0.0002680645660913992,6.72452189297904e-07,2.189479219609996e-05,0.00019715831072878568,0.0010754304084156336,5.5007005583015004e-05,8.864800831863384e-07,3.9668464235381116e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.625590631186515,-2.1930469257495826,-2.8245950262375406
200.0,20.9818565542,0.9600000000000001,0.029291000000000005,0.009892000000000001,2.8000000000000003e-05,0.0007890000000000001,0.027594155923558322,0.001378033329811127,0.9635433146439939,0.025879566154143333,0.009759596265916121,2.5220683622261243e-05,0.00079230225232448,0.14473558865554143,0.8142115858410807,0.04035614534782436,0.0006674796845033336,2.920047105004906e-05,0.026588164463388585,0.0007141247836914737,0.000269307821112667,6.959434763714104e-07,2.186291188922815e-05,0.00019945046517716932,0.0011220107028073827,5.561211335200423e-05,9.198092522174093e-07,4.0239222353152525e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.55728128203895,-2.267788834587872,-2.9171163041228496
200.0,21.6922755811,0.9600000000000001,0.029291000000000005,0.009892000000000001,2.8000000000000003e-05,0.0007890000000000001,0.02758927166244759,0.0014277618427776424,0.9624752681134732,0.02690447720455093,0.00980288894497161,2.6066639344598972e-05,0.0007912990976597094,0.14132304051845265,0.8186160897860117,0.039364834554666245,0.0006674450016665359,2.8590139202790742e-05,0.02655399164036969,0.0007422749305324841,0.00027045456617962597,7.191595942051858e-07,2.183136577158337e-05,0.00020177564475756538,0.001168788816880304,5.620360872440729e-05,9.529525055321399e-07,4.081990983344583e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.489335076217348,-2.3413952767911024,-3.008337675097545
200.0,22.4026946079,0.9600000000000001,0.029291000000000005,0.009892000000000001,2.8000000000000003e-05,0.0007890000000000001,0.027584405743406124,0.0014777088458169537,0.9614104191491492,0.027929340882116536,0.00984303096880007,2.690306103711415e-05,0.0007903059388970431,0.13814246485511877,0.8227358472330308,0.03842647310658157,0.0006671912310503923,2.8023574218413506e-05,0.02651993508774828,0.0007704142710382028,0.000271514159988293,7.421049513873771e-07,2.1800119679959564e-05,0.00020413434229936666,0.0012157640392269555,5.678313922314287e-05,9.859143839746676e-07,4.1410683513957564e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.421731521211683,-2.4138792015684736,-3.0982777912206174
200.0,23.1131136347,0.9600000000000001,0.029291000000000005,0.009892000000000001,2.8000000000000003e-05,0.0007890000000000001,0.02757955637388656,0.0015278757716516002,0.9603485240012181,0.028954105372355415,0.009880318754844877,2.773010466994102e-05,0.000789321766911593,0.13517268051660172,0.8265958963548706,0.03753718396394943,0.0006667423559225017,2.7496808655692456e-05,0.02648598625627034,0.0007985413813723279,0.00027249480809121295,7.647839849984133e-07,2.1769144167674026e-05,0.0002065270635505181,0.001262935842987244,5.735215391454731e-05,1.018699491547898e-06,4.201170774277251e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.354452675634967,-2.4852537751804835,-3.1869548053289964
203.5068275862,2.998027008,0.9600000000000001,0.029291000000000005,0.009892000000000001,2.8000000000000003e-05,0.0007890000000000001,0.02752752847317758,0.00018545778144724568,0.9972159676957143,0.00016188041414737662,0.000436751667338351,1.8465063293058845e-07,0.0021852155721671976,0.9519367712324899,0.03560212851712668,0.011940578475326025,3.402648645411213e-05,0.0004864952886032162,0.02745089094465111,4.456167709691688e-06,1.2022693958364239e-05,5.0829755555870355e-09,6.0153583882863565e-05,0.00017654408167083182,6.602691769586033e-06,2.2144731932307002e-06,6.310476688224393e-09,9.022433690888998e-08,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,19.071484735828285,-0.01579996149193974,-0.027227128436866366
203.5068275862,3.702526075,0.9600000000000001,0.029291000000000005,0.009892000000000001,2.8000000000000003e-05,0.0007890000000000001,0.027509472582794302,0.00022910393155412532,0.9959245548321487,0.0009685531341200542,0.002193483152448001,1.0986999822000064e-06,0.0009123101813011573,0.7788558014740823,0.17210270530251112,0.04871062059819084,0.00016364578472295523,0.00016722684049254937,0.027397359235686616,2.6644385888055123e-05,6.034156464308949e-05,3.022465703704767e-08,2.5097171919508286e-05,0.00017843892623145156,3.942940641590631e-05,1.1159794687486881e-05,3.749189266228906e-08,3.831232661821766e-08,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,18.885367346675842,-0.08466932036396813,-0.14459584223002864
203.5068275862,4.4070251421,0.9600000000000001,0.029291000000000005,0.009892000000000001,2.8000000000000003e-05,0.0007890000000000001,0.027496034407842183,0.0002729219035805071,0.9937639562994098,0.0018317634196487551,0.0035395662845280006,2.065818945224701e-06,0.0008626481774682348,0.6601215149801488,0.2731733872562989,0.06631187514413608,0.0002583374301273009,0.0001348851892888673,0.02732456793568195,5.036623001368883e-05,9.732403634822001e-05,5.680182879827063e-08,2.3719403969528935e-05,0.00018016162046283045,7.455500085752414e-05,1.8097963194330535e-05,7.05059431964392e-08,3.681312262553469e-08,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,18.738229050433954,-0.16056457020549786,-0.26179644520022904
203.5068275862,5.1115242092,0.9600000000000001,0.029291000000000005,0.009892000000000001,2.8000000000000003e-05,0.0007890000000000001,0.027484605751058305,0.0003169141696423137,0.9918377891027575,0.0027341045853534374,0.004580482774497121,3.064888514069695e-06,0.0008445586488778411,0.5740614125467786,0.35121444356549303,0.07427836328131494,0.00033026413253158465,0.00011551647388209103,0.027260270602490606,7.514578661059997e-05,0.00012589276320656707,8.423725248015247e-08,2.3212361498053945e-05,0.00018192819588095602,0.00011130483374894547,2.353986582168805e-05,1.046653833238862e-07,3.66088074003509e-08,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,18.609915255175117,-0.24033267994645158,-0.3775174385123208
203.5068275862,5.8160232763,0.9600000000000001,0.029291000000000005,0.009892000000000001,2.8000000000000003e-05,0.0007890000000000001,0.027474618693092277,0.00036107943970459044,0.9900972634105291,0.003664898447269745,0.00539890766885061,4.082998271962524e-06,0.0008348474750786308,0.5088571421580271,0.41341338787805876,0.07724119674170328,0.00038650384014725825,0.0001017693820636126,0.02720254478127843,0.0001006916873876422,0.00014833292956088222,1.1217882064672503e-07,2.293711604467624e-05,0.00018373785178009956,0.000149275074461386,2.7890208041606256e-05,1.3955859004404458e-07,3.674683145461163e-08,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,18.495124284613283,-0.3225642490484937,-0.4918106932069044
203.5068275862,6.5205223434,0.9600000000000001,0.029291000000000005,0.009892000000000001,2.8000000000000003e-05,0.0007890000000000001,0.02746568783364337,0.00040541799404558785,0.9884961235425364,0.0046166025999680735,0.006053577608308041,5.111172306006568e-06,0.0008285850768813604,0.45776789390319894,0.4641668017696465,0.07754256864632667,0.00043140589209201126,9.13297887358961e-05,0.027149725953985872,0.00012679816586270946,0.0001662656728665221,1.4038186302073952e-07,2.2757659065238835e-05,0.0001855873412847084,0.00018818157367600608,3.143715263373605e-05,1.7489971139139055e-07,3.7026739745914324e-08,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,18.390250970509925,-0.4062585247670505,-0.6046982139426973
