idx,split,actual,predicted,residual,abs_residual,temperature,pressure,z_carbon dioxide,z_hydrogen,z_nitrogen,z_argon,z_methane,z_oxygen,z_water,z_carbon monoxide,z_nitrogen dioxide,z_nitrogen oxide,z_sulfur dioxide,z_hydrogen sulfide,z_propane,z_ethane,Tc,Pc,Tr,Pr,P_bubble,P_dew,liquid_density,vapor_density,x_carbon dioxide,x_hydrogen,x_nitrogen,x_argon,x_methane,x_oxygen,x_water,x_carbon monoxide,x_nitrogen dioxide,x_nitrogen oxide,x_sulfur dioxide,x_hydrogen sulfide,x_propane,x_ethane,y_carbon dioxide,y_hydrogen,y_nitrogen,y_argon,y_methane,y_oxygen,y_water,y_carbon monoxide,y_nitrogen dioxide,y_nitrogen oxide,y_sulfur dioxide,y_hydrogen sulfide,y_propane,y_ethane,gamma,interfacial_thickness,E_carbon dioxide,E_hydrogen,E_nitrogen,E_argon,E_methane,E_oxygen,E_water,E_carbon monoxide,E_nitrogen dioxide,E_nitrogen oxide,E_sulfur dioxide,E_hydrogen sulfide,E_propane,E_ethane,gamma0_CO2,rhoL0_CO2,rhoV0_CO2,Tc_CO2,Psat_CO2,source_id,P_over_Pbubble
1747,train,14.243983204044152,12.37564,1.8683432040441517,1.8683432040441517,225.0,8.140475829892955,0.97,0.0,0.0,0.0,0.001084,0.004826,0.0,0.0,0.0,0.0,0.0,0.02409,0.0,0.0,310.51,83.73,0.7246143441435059,0.0972229288175439,8.740673665659054,6.940180158360756,1134.8315603151316,20.31041729142663,0.9718167629156104,0.0,0.0,0.0,0.000856675799799,0.0028364687299589,0.0,0.0,0.0,0.0,0.0,0.0244900925546316,0.0,0.0,0.8895571019741243,0.0,0.0,0.0,0.0111494946765226,0.0929187608660697,0.0,0.0,0.0,0.0,0.0,0.0063746424832833,0.0,0.0,14.243983204044152,0.7388462742895506,1.0,0.0,0.0,0.0,2.2202012045822217,2.5747163053020694,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.174868895867752,1140.374164499297,19.07302514416849,309.1473760575555,7.3724464327452335,9,0.9313327715088829
13023,train,14.247244220118771,12.34406,1.9031842201187708,1.9031842201187708,225.0,8.265246787903767,0.97,0.0,0.0,0.0,0.0,0.004938,0.0,0.0,0.0,0.0,0.0,0.025062,0.0,0.0,310.64,83.74,0.7243110996652073,0.0987012991151632,8.651007691641375,6.915333624822137,1135.340480472444,20.62398460923338,0.9711105619253252,0.0,0.0,0.0,0.0,0.003605796233823,0.0,0.0,0.0,0.0,0.0,0.0252836418408517,0.0,0.0,0.8769451518419321,0.0,0.0,0.0,0.0,0.1165643905237867,0.0,0.0,0.0,0.0,0.0,0.0064904576342811,0.0,0.0,14.247244220118771,0.7390276500638684,1.0,0.0,0.0,0.0,0.0,2.5770364899797054,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.174868895867752,1140.374164499297,19.07302514416849,309.1473760575555,7.3724464327452335,68,0.9554085584607291
1691,train,21.01012286899424,20.715525,0.29459786899424145,0.29459786899424145,200.0,2.2116944705566413,0.97,0.0,0.0,0.0,0.001084,0.004826,0.0,0.0,0.0,0.0,0.0,0.02409,0.0,0.0,310.51,83.73,0.6441016392386719,0.0264146001499658,3.616114821201265,2.211594470556641,1200.7212558198448,6.027860121197316,0.8990579659679667,0.0,0.0,0.0,2.704643825109613e-05,4.245572362702414e-05,0.0,0.0,0.0,0.0,0.0,0.1008725318701551,0.0,0.0,0.9700120238646814,0.0,0.0,0.0,0.0010841791415593,0.0048268107561315,0.0,0.0,0.0,0.0,0.0,0.0240769862376276,0.0,0.0,21.01012286899424,0.6010736991507641,1.000000000150547,0.0,0.0,0.0,4.318302147627466,4.394389568243862,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414,9,0.6116217487313972
1746,train,14.28791553337664,13.433798,0.8541175333766411,0.8541175333766411,225.0,7.9404432179709215,0.97,0.0,0.0,0.0,0.001084,0.004826,0.0,0.0,0.0,0.0,0.0,0.02409,0.0,0.0,310.51,83.73,0.7246143441435059,0.0948339092078218,8.740673665659054,6.940180158360756,1135.142410765358,19.933509785203697,0.9723034978101084,0.0,0.0,0.0,0.0007447279351072,0.0021902438892121,0.0,0.0,0.0,0.0,0.0,0.0247615303655721,0.0,0.0,0.9099458306371307,0.0,0.0,0.0,0.0099291145713045,0.0735424290679416,0.0,0.0,0.0,0.0,0.0,0.0065826257236232,0.0,0.0,14.28791553337664,0.7372673447791919,1.0,0.0,0.0,0.0,2.2269360604294968,2.5814140236442014,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.174868895867752,1140.374164499297,19.07302514416849,309.1473760575555,7.3724464327452335,9,0.9084475089337642
1748,train,14.201543972397609,13.036463,1.1650809723976092,1.1650809723976092,225.0,8.340508441814988,0.97,0.0,0.0,0.0,0.001084,0.004826,0.0,0.0,0.0,0.0,0.0,0.02409,0.0,0.0,310.51,83.73,0.7246143441435059,0.099611948427266,8.740673665659054,6.940180158360756,1134.5251999540565,20.68918887818286,0.9712467190372376,0.0,0.0,0.0,0.0009472955922506,0.0034928297065706,0.0,0.0,0.0,0.0,0.0,0.0243131556639411,0.0,0.0,0.8700521496775215,0.0,0.0,0.0,0.0120434152941098,0.1117045355498351,0.0,0.0,0.0,0.0,0.0,0.0061998994785335,0.0,0.0,14.201543972397609,0.7404233635196548,1.0,0.0,0.0,0.0,2.2138386055522545,2.5683433477768904,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.174868895867752,1140.374164499297,19.07302514416849,309.1473760575555,7.3724464327452335,9,0.9542180340840017
16672,train,21.68173721378433,21.389057,0.2926802137843296,0.2926802137843296,200.0,2.1054557707289825,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.04,0.0,0.0,311.27,85.04,0.6425289941208597,0.024758416871225,8.342549242665022,2.1053557707289823,1187.4038376354415,5.697501987605746,0.839130240815884,0.0,0.0,0.0,0.0,0.0,0.0,3.2185164816379705e-05,0.0,0.0,0.0,0.1608375740192995,0.0,0.0,0.950013019736366,0.0,0.0,0.0,0.0,0.0,0.0,0.0100011705475167,0.0,0.0,0.0,0.039985809716117,0.0,0.0,21.68173721378433,0.5986850771011775,1.0000444163936772,0.0,0.0,0.0,0.0,0.0,0.0,7.056447365101847,0.0,0.0,0.0,1.0,0.0,0.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414,87,0.25237558802306764
13024,test,14.208763450216662,12.811695,1.3970684502166613,1.3970684502166613,225.0,8.458077239772571,0.97,0.0,0.0,0.0,0.0,0.004938,0.0,0.0,0.0,0.0,0.0,0.025062,0.0,0.0,310.64,83.74,0.7243110996652073,0.1010040272244157,8.651007691641375,6.915333624822137,1135.1188875832936,20.997064602033024,0.9705704272867698,0.0,0.0,0.0,0.0,0.0042716018422871,0.0,0.0,0.0,0.0,0.0,0.025157970870943,0.0,0.0,0.8586794657492078,0.0,0.0,0.0,0.0,0.1349875271893822,0.0,0.0,0.0,0.0,0.0,0.00633300706141,0.0,0.0,14.208763450216662,0.7404724835768669,1.0,0.0,0.0,0.0,0.0,2.5713975076829656,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.174868895867752,1140.374164499297,19.07302514416849,309.1473760575555,7.3724464327452335,68,0.9776984995568535
14710,test,21.27195751826428,20.956146,0.31581151826427956,0.31581151826427956,200.0,2.1970631250056702,0.95,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,309.93,85.42,0.6453070048075372,0.0257207108991532,7.238928638158292,2.19696312500567,1195.343500116094,5.954264645277832,0.8746364659583803,0.0,0.0,0.0,0.0,0.0001715966866162,0.0,0.0,0.0,0.0,0.0,0.1251919373550032,0.0,0.0,0.9500100250945652,0.0,0.0,0.0,0.0,0.0200026376366345,0.0,0.0,0.0,0.0,0.0,0.0299873372688001,0.0,0.0,21.27195751826428,0.6004054777135708,1.0000000005861422,0.0,0.0,0.0,0.0,4.490884442796022,0.0,0.0,0.0,0.0,0.0,1.000000000038233,0.0,0.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414,77,0.3035066699544977
13022,test,14.286283276191192,13.083364,1.2029192761911922,1.2029192761911922,225.0,8.072416336034962,0.97,0.0,0.0,0.0,0.0,0.004938,0.0,0.0,0.0,0.0,0.0,0.025062,0.0,0.0,310.64,83.74,0.7243110996652073,0.0963985710059107,8.651007691641375,6.915333624822137,1135.553936180585,20.25107237714096,0.9715992653272932,0.0,0.0,0.0,0.0,0.0029411208196859,0.0,0.0,0.0,0.0,0.0,0.0254596138530209,0.0,0.0,0.8960173503465995,0.0,0.0,0.0,0.0,0.0973144245219992,0.0,0.0,0.0,0.0,0.0,0.0066682251314012,0.0,0.0,14.286283276191192,0.7375978098288464,1.0,0.0,0.0,0.0,0.0,2.5827988630781507,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.174868895867752,1140.374164499297,19.07302514416849,309.1473760575555,7.3724464327452335,68,0.9331186173646049
12971,val,21.05321280638784,20.656673,0.3965398063878389,0.3965398063878389,200.0,2.202396152511528,0.97,0.0,0.0,0.0,0.0,0.004938,0.0,0.0,0.0,0.0,0.0,0.025062,0.0,0.0,310.64,83.74,0.6438320885912954,0.0263004078398797,3.5554771719341725,2.202296152511528,1199.937450885304,6.004417694932104,0.8953842722895581,0.0,0.0,0.0,0.0,4.31374547979948e-05,0.0,0.0,0.0,0.0,0.0,0.104572590255644,0.0,0.0,0.9700128925513776,0.0,0.0,0.0,0.0,0.0049388457636048,0.0,0.0,0.0,0.0,0.0,0.0250482616850175,0.0,0.0,21.05321280638784,0.6008727509373891,1.0000000007582182,0.0,0.0,0.0,0.0,4.409962190117857,0.0,0.0,0.0,0.0,0.0,1.0000000001484606,0.0,0.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414,68,0.6194375736389355
