T,P,z_carbon dioxide,z_argon,z_methane,rho_l,rho_v,x_carbon dioxide,x_argon,x_methane,y_carbon dioxide,y_argon,y_methane,rhoL1_carbon dioxide,rhoL2_argon,rhoL3_methane,rhoV1_carbon dioxide,rhoV2_argon,rhoV3_methane,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,gamma_wsd,gamma_cDFT_minus_wsd_corrected,gamma_cDFT_minus_wsd_uncorrected
200.0,3.9028500411,0.97,0.01,0.02,0.027698932123458742,0.0002455660831282104,0.9868819516196046,0.002468397573423166,0.010649650806972347,0.6209399602278451,0.1657273413528808,0.21333269841927402,0.02733557619177792,6.837197683995854e-05,0.00029498395484086465,0.00015248179389093866,4.069701408327883e-05,5.238727515399288e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.027018621658275,0.007029981585858991,-0.24588512178995714
200.0,4.0438772629,0.97,0.01,0.02,0.02769330445703844,0.00025457317195968745,0.9858138713087137,0.0027678288345769925,0.011418299856709288,0.6000293836779905,0.1791989754553943,0.22077164086661527,0.02730044367612392,7.665032660091053e-05,0.00031621045431360874,0.00015275138347192236,4.56192515936059e-05,5.620253689415921e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.956952020619983,0.005811480055136542,-0.26698419546324814
200.0,4.1849044846,0.97,0.01,0.02,0.027687933437095472,0.00026358919566841165,0.9847725840878374,0.003078930020470257,0.0121484858916922,0.5805364739954435,0.19246667623785477,0.22699684976670176,0.027266317758900545,8.524920946425548e-05,0.00033636646873066707,0.00015302314223663473,5.0732136382508736e-05,5.9833917049268196e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.88897039347053,0.004213899115054431,-0.28786389933454615
200.0,4.3259317063,0.97,0.01,0.02,0.027682813873810958,0.0002726139623157591,0.9837575403211408,0.0034014441817958223,0.01284101549706338,0.5623228315241583,0.2055349931165751,0.2321421753592666,0.02723317688566822,9.416154618681096e-05,0.0003554754419559277,0.00015329705520241782,5.603170886805181e-05,6.328519824528944e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.823019400573905,0.0022370387501311484,-0.308542925943609
200.0,4.466958928,0.97,0.01,0.02,0.027677939268446815,0.000281647312229532,0.9827680552746213,0.003735059878875328,0.013496884846503404,0.5452674124244788,0.21840481744624268,0.2363277701292785,0.02720099454886055,0.00010337876049152365,0.00037356595909474136,0.00015357310115570618,6.151312981171585e-05,6.656108126210997e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.75903604143687,-0.0001156575506051638,-0.32903830662582223
200.0,4.6079861498,0.97,0.01,0.02,0.027673301999212474,0.0002906891168638361,0.9818033284547824,0.004079419391888126,0.014117252153329592,0.5292638924775209,0.23107439113371947,0.2396617163887596,0.02716974001216119,0.00011289100481316381,0.0003906709822381224,0.00015385125349220687,6.717081068850955e-05,6.966705268311969e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.696950098745084,-0.0028378081329059057,-0.3493657226182343
200.0,4.7490133715,0.97,0.01,0.02,0.02766889352142179,0.0002997392770372411,0.9808624644061864,0.004434127475234599,0.014703408118578941,0.5142184988587076,0.24354016543924067,0.2422413357020517,0.027139379086814144,0.00012268740097267695,0.00040682703363496944,0.00015413148108708443,7.299855311828809e-05,7.26092428318686e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.63668565616015,-0.005920048439296721,-0.36953905521962227
200.0,4.8900405932,0.97,0.01,0.02,0.0276647045717552,0.00030879772065367544,0.979944493915191,0.00479876021895062,0.015256745865858427,0.5000482155227176,0.2557975174447527,0.2441542670325297,0.027109874920881922,0.0001327562837679602,0.0004220733671053209,0.00015441374917035303,7.898969033580841e-05,7.539428114751399e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.57816261720177,-0.009350792042639,-0.3895707491192155
200.0,5.0310678149,0.97,0.01,0.02,0.02766072536759972,0.00031786440010701827,0.9790483946827033,0.005172873639330621,0.01577873167796619,0.48667928878830036,0.26784133291702006,0.24547937829467953,0.027081188766907634,0.0001430854370988204,0.0004364511635932687,0.0001546980201752034,8.513722461153275e-05,7.802915532028212e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.521298162070465,-0.013116605201506815,-0.4094718121179497
200.0,5.1720950366,0.97,0.01,0.02,0.027656945794217118,0.00032693928947814804,0.978173110719728,0.00555601169292584,0.01627087758734618,0.4740459758949271,0.2796664659943177,0.24628755811075512,0.027053280700536256,0.00015366231422328646,0.00045000277945757554,0.00015498425453906275,9.143395568304689e-05,8.052107925603837e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.46600809349448,-0.017202642016659553,-0.42925190986941075
200.0,5.3131222584,0.97,0.01,0.02,0.02765335557440163,0.00033602238170103054,0.9773175699126367,0.005947713497187139,0.016734716590176127,0.46208949133324134,0.2912680881056988,0.24664242056105987,0.027026110269904268,0.0001644742361923838,0.0004627710683049785,0.00015527241143681347,9.787259667878253e-05,8.287737358543456e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.4122080367988,-0.021593047330167536,-0.44891947059912596
200.0,5.4541494801,0.97,0.01,0.02,0.027649944417282142,0.0003451136857688101,0.976480699417175,0.006347519620970877,0.017171780961854125,0.4507571152685873,0.3026419397582056,0.24660094497320711,0.02699963706343368,0.00017550856470745257,0.00047479878914101026,0.00015556244943685854,0.00010444587529817652,8.510536103377503e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.359814474304528,-0.02627132454239245,-0.4684818009233389
200.0,5.5951767018,0.97,0.01,0.02,0.027646702144635826,0.000354213224100832,0.9756614387119302,0.006754977387966431,0.017583583900103245,0.44000143545824255,0.31378449962888216,0.2462140649128753,0.026973821190075596,0.00018675284783885806,0.0004861281067213684,0.00015585432706265824,0.00011114661928641267,8.72122777517611e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.308745606117565,-0.031220647349343267,-0.4879451927310505
200.0,5.7362039235,0.97,0.01,0.02,0.027643618794599627,0.0003633210301012503,0.9748587503052937,0.00716964519252478,0.017971604502181514,0.4297796998708432,0.3246930851540925,0.24552721497506433,0.02694862367201932,0.00019819493859468888,0.0004968001839856162,0.00015614800327368094,0.00011796782616493788,8.92052006626315e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.258922040306572,-0.036424135611024866,-0.5073150395781525
200.0,5.8772311452,0.97,0.01,0.02,0.027640684703726524,0.0003724371459689403,0.9740716281938145,0.007591095879305287,0.01833727592688021,0.4200532614627446,0.3353658982511133,0.24458084028614224,0.02692400675375076,0.0002098230877556351,0.0005068548622201305,0.00015644343785412964,0.00012490271799995466,9.109099011485604e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.210267322361364,-0.0418650759732202,-0.5265959398622826
200.0,6.018258367,0.97,0.01,0.02,0.02763789056914932,0.00038156162075600204,0.9732991042582975,0.008018919265858824,0.01868197647584378,0.41078710016001535,0.34580202849604696,0.24341087134393763,0.02689993413454188,0.00022162601315264938,0.0005163304214547922,0.0001567405917227136,0.00013194478245366487,9.287624657962354e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.16270831937829,-0.04752710119237591,-0.5457917960851546
200.0,6.1592855887,0.97,0.01,0.02,0.027635227493055612,0.0003906945086941476,0.9725402528267618,0.00845272390841043,0.019007023264827828,0.40194940977376925,0.3560014246656037,0.24204916556062714,0.026876371133021385,0.00023359294814491243,0.0005252634118893177,0.0001570394271714654,0.00013908780170414464,9.456727981853761e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.116175476915362,-0.05339433152737172,-0.5649059084479084
200.0,6.3003128104,0.97,0.01,0.02,0.027632687011901014,0.00039983586775905604,0.9717941936571972,0.008892138218119383,0.019313668124683374,0.3935112397920547,0.36596484390420014,0.2405239163037452,0.026853284793312053,0.0002457136722478561,0.0005336885463411049,0.00015733990803519819,0.00014632587093174336,9.617008879211453e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.070602967624296,-0.05945147437477161,-0.5839410536799612
200.0,6.4413400321,0.97,0.01,0.02,0.027630261112811066,0.00040898575847765617,0.9710600935949534,0.009336811034947283,0.019603095370099376,0.38544618374714,0.3756937861561299,0.23886003009673004,0.026830643942259313,0.0002579785268565692,0.0005416386436951834,0.0001576419998121421,0.00015365340808640716,9.769035057910692e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.02592875044241,-0.06568399847973794,-0.6028996603555932
200.0,6.5823672538,0.97,0.01,0.02,0.0276279422395006,0.00041814424293833103,0.9703371671461488,0.009786411761391084,0.01987642109246,0.37773010725146533,0.38519041999832854,0.2370794727502061,0.026808419206754436,0.0002703784188756822,0.0005491446138704763,0.00015794566973167856,0.00016106515655729884,9.913341664935361e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.982094557867594,-0.07207777834187112,-0.621783471674167
203.3345862069,2.9501017865,0.97,0.01,0.02,0.027533167919650305,0.00018268161445928068,0.99890194207325,0.00014583233139366293,0.0009522255953562574,0.9604360303753877,0.013260852160713968,0.026303117463898313,0.027502934906367595,4.015226068375812e-06,2.6217787214332817e-05,0.00017545400461383857,2.4225138818250685e-06,4.805095963617044e-06,19.126653497754432,0.027539985623781873,0.00017521553168180204,309.1473760575555,82.3795680252517,2.830486656552926,19.053617350688143,0.0028382945886207267,-0.018106679771683787
203.3345862069,3.0946566288,0.97,0.01,0.02,0.027525115109378308,0.0001917157616057949,0.9975943932086893,0.0003311560265392657,0.0020744507647712973,0.9166897830895916,0.028679452945382152,0.054630763965026294,0.027458900505539577,9.115107749657627e-06,5.709949608906782e-05,0.00017574387992127198,5.498303163861498e-06,1.0473578520661433e-05,19.126653497754432,0.027539985623781873,0.00017521553168180204,309.1473760575555,82.3795680252517,2.830486656552926,18.9669987126905,0.006088458193875823,-0.039648708358623
203.3345862069,3.2392114712,0.97,0.01,0.02,0.027517275124266407,0.00020076197720024248,0.9963090284446596,0.000526789586926533,0.003164181968413819,0.8768378772315367,0.04354530530728812,0.07961681746117517,0.027415709644502264,1.4495813996056063e-05,8.70696657680859e-05,0.00017603570591706678,8.742241591279375e-06,1.5984029691896316e-05,19.126653497754432,0.027539985623781873,0.00017521553168180204,309.1473760575555,82.3795680252517,2.830486656552926,18.88222889895584,0.009112244392238011,-0.060839716071544814
203.3345862069,3.3837663136,0.97,0.01,0.02,0.02750965669252643,0.0002098198478956303,0.9950467284046359,0.0007330905749186694,0.004220181020445437,0.8403856011666878,0.057955360667078425,0.10165903816623384,0.02737339389143312,2.016707004053942e-05,0.00011609573105276983,0.00017632957901047227,1.216018495990279e-05,2.1330083925255262e-05,19.126653497754432,0.027539985623781873,0.00017521553168180204,309.1473760575555,82.3795680252517,2.830486656552926,18.799353542048504,0.01187944665992191,-0.08170239352192965
203.3345862069,3.528321156,0.97,0.01,0.02,0.027502267673412045,0.00021888896898980277,0.9938082842034803,0.0009503761378730755,0.005241339658646656,0.8069185865740249,0.07198789622115463,0.12109351720482041,0.027331981448218468,2.6137498934208873e-05,0.00014414872625937044,0.00017662557747389723,1.5757356383593455e-05,2.650603513231208e-05,19.126653497754432,0.027539985623781873,0.00017521553168180204,309.1473760575555,82.3795680252517,2.830486656552926,18.71841158992395,0.014362198145715155,-0.10225897172104936
203.3345862069,3.6728759983,0.97,0.01,0.02,0.027495114882007746,0.00022796894740956426,0.9925943796033092,0.001178915539863392,0.00622670485682743,0.7760871248354058,0.08570563475371057,0.13820724041088372,0.027291496498428193,3.241441820472815e-05,0.00017120396537482577,0.00017692376494684255,1.953822334187197e-05,3.150695912084976e-05,19.126653497754432,0.027539985623781873,0.00017521553168180204,309.1473760575555,82.3795680252517,2.830486656552926,18.63943419348646,0.016534890901329646,-0.12253155646383362
203.3345862069,3.8174308407,0.97,0.01,0.02,0.02748820392817404,0.00023705940517609704,0.9914055745582208,0.0014189234797303718,0.007175501962048965,0.747594015086598,0.09915821296536496,0.15324777194803718,0.027251958608984925,3.9003657969302786e-05,0.0001972416612198149,0.00017722419252963904,2.3506386983894174e-05,3.632882566256387e-05,19.126653497754432,0.027539985623781873,0.00017521553168180204,309.1473760575555,82.3795680252517,2.830486656552926,18.562443710686853,0.01837462272540691,-0.14254190082734297
203.3345862069,3.9619856831,0.97,0.01,0.02,0.027481539084569618,0.000246159983120692,0.9902422920365845,0.00167055435387955,0.00808715360953591,0.7211850530140351,0.11238418520571962,0.16643076178024518,0.0272133822517972,4.59094047690388e-05,0.00022224742800337936,0.00017752690047683023,2.766448913327266e-05,4.096859351058906e-05,19.126653497754432,0.027539985623781873,0.00017521553168180204,309.1473760575555,82.3795680252517,2.830486656552926,18.487452947707286,0.019861499649724834,-0.16231125574744354
203.3345862069,4.1065405255,0.97,0.01,0.02,0.027475123169069204,0.00025527034443221277,0.9891048052072307,0.0019338987053188932,0.008961296087450483,0.6966415095893077,0.12541270635825444,0.17794578405243794,0.027175776350186864,5.313410512514006e-05,0.0002462127137572,0.00017783191809863923,3.201414474824757e-05,4.542428158532599e-05,19.126653497754432,0.027539985623781873,0.00017521553168180204,309.1473760575555,82.3795680252517,2.830486656552926,18.414464449018954,0.020979776598746724,-0.18185937262018115
203.3345862069,4.2510953678,0.97,0.01,0.02,0.027468957499791412,0.0002643901780924652,0.9879932341620695,0.002208980061593976,0.009797785776336455,0.6737741438077897,0.13826496510171873,0.18796089109049163,0.02713914415927935,6.067837942981155e-05,0.0002691349610822469,0.00017813926587543976,3.65558987471919e-05,4.9695013469833536e-05,19.126653497754432,0.027539985623781873,0.00017521553168180204,309.1473760575555,82.3795680252517,2.830486656552926,18.34347041958123,0.021716527863492985,-0.20120580233820107
203.3345862069,4.3956502102,0.97,0.01,0.02,0.027463041861743535,0.0002735192016163318,0.9869075419243044,0.0024957548596962796,0.01059670321599927,0.6524183828352776,0.15095545750694364,0.1966261596577787,0.027103483137537583,6.854102018848879e-05,0.0002910177040174603,0.00017844895519292345,4.128921621692733e-05,5.378103020648102e-05,19.126653497754432,0.027539985623781873,0.00017521553168180204,309.1473760575555,82.3795680252517,2.830486656552926,18.274452617908466,0.022062793198514896,-0.2203687361925155
203.3345862069,4.5402050526,0.97,0.01,0.02,0.02745737453183963,0.00028265716318254204,0.9858475373195491,0.002794113726404009,0.011358348954046906,0.6324304224207716,0.16349312239581285,0.20407645518341558,0.02706878506347461,7.671902707042897e-05,0.00031187044129459484,0.00017876098911179204,4.621250217625659e-05,5.768367189449342e-05,19.126653497754432,0.027539985623781873,0.00017521553168180204,309.1473760575555,82.3795680252517,2.830486656552926,18.207382699411355,0.022013313520957922,-0.23936513944218518
203.3345862069,4.684759895,0.97,0.01,0.02,0.02745195234338523,0.00029180384296602536,0.9848128817175432,0.0031038846832892883,0.012083233599167473,0.6136840459184508,0.17588236883172076,0.21043358524982833,0.027035036296061875,8.520769440502091e-05,0.0003317083529183367,0.00017907536296594273,5.1323151135064e-05,6.140532886501862e-05,19.126653497754432,0.027539985623781873,0.00017521553168180204,309.1473760575555,82.3795680252517,2.830486656552926,18.14222281159772,0.021566435869729617,-0.258210655658452
203.3345862069,4.8293147373,0.97,0.01,0.02,0.027446770788318874,0.00030095905363783235,0.9838030996285393,0.0034248379667814505,0.012772062404679289,0.59606801277918,0.18812400631353643,0.2158079809072836,0.027002218176342154,9.400074266138253e-05,0.0003505518693153372,0.00017939206502980536,5.661762290667952e-05,6.494936570134746e-05,19.126653497754432,0.027539985623781873,0.00017521553168180204,309.1473760575555,82.3795680252517,2.830486656552926,18.07892643342846,0.020723888724074158,-0.2769195832021403
203.3345862069,4.9738695797,0.97,0.01,0.02,0.02744182415061618,0.0003101226400459665,0.9828175924732793,0.003756692165726826,0.013425715360993924,0.579483901011561,0.20021608194417442,0.22030001704426452,0.026970307544783686,0.00010309048579987302,0.0003684261200326217,0.00017971107724584081,6.209153991218694e-05,6.832002288793873e-05,19.126653497754432,0.027539985623781873,0.00017521553168180204,309.1473760575555,82.3795680252517,2.830486656552926,18.01743940902593,0.019490593953328528,-0.29550477129528474
