temperature,pressure,z_carbon dioxide,z_argon,z_nitrogen,z_methane,z_carbon monoxide,Tc,Pc,Tr,Pr,P_bubble,P_dew,liquid_density,vapor_density,x_carbon dioxide,x_argon,x_nitrogen,x_methane,x_carbon monoxide,y_carbon dioxide,y_argon,y_nitrogen,y_methane,y_carbon monoxide,gamma,interfacial_thickness,E_carbon dioxide,E_argon,E_nitrogen,E_methane,E_carbon monoxide,gamma0_CO2,rhoL0_CO2,rhoV0_CO2,Tc_CO2,Psat_CO2
200.0,2.5199817671080798,0.9600000000000001,0.012520000000000002,0.005307000000000001,0.014880000000000003,0.007293000000000001,306.12,85.65,0.6533385600418137,0.029421853673182483,14.602592062086016,2.495031452582257,1221.6754153153213,6.812319849418802,0.9991996918041828,0.00014687978223127264,2.4755373953012354e-05,0.0005878251048685645,4.084793476425564e-05,0.9507782070214778,0.01543079720005491,0.006549656872065482,0.018242258018612043,0.008999080887789787,19.850166416194828,0.6062838367095047,1.0000000007658372,4.608847968230907,6.137308010977194,3.7281181198312914,6.768101837378212,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.931588124844531,0.9600000000000001,0.012520000000000002,0.005307000000000001,0.014880000000000003,0.007293000000000001,306.12,85.65,0.6533385600418137,0.03422753210559872,14.602592062086016,2.495031452582257,1219.5700550501779,7.544204680620179,0.9967422765398145,0.0006361067438354016,0.0001099564875150979,0.002330836485444347,0.0001808237433904884,0.8211960487945987,0.05741464167718086,0.02494024655013171,0.06228788117076676,0.03416118180732194,19.656596817582955,0.6122796912491204,1.000000000760187,4.545277374027891,6.048264765302406,3.6716206527423214,6.667774711709291,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.3431944825809814,0.9600000000000001,0.012520000000000002,0.005307000000000001,0.014880000000000003,0.007293000000000001,306.12,85.65,0.6533385600418137,0.03903321053801496,14.602592062086016,2.495031452582257,1217.6821941531878,8.2949442169863,0.9944597779268989,0.001145571055470443,0.00020338958241049722,0.003858011458262791,0.0003332499769574713,0.7234287550924621,0.09060706200103635,0.040344006697300136,0.09054750883324834,0.055072667375953156,19.473919673479838,0.6179728099354136,1.0000000006548206,4.486230569043687,5.964986779055184,3.619332717488677,6.574107216501001,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.7548008403174324,0.9600000000000001,0.012520000000000002,0.005307000000000001,0.014880000000000003,0.007293000000000001,306.12,85.65,0.6533385600418137,0.0438388889704312,14.602592062086016,2.495031452582257,1215.9892416390007,9.062194358307654,0.9923364164873306,0.0016699171148666385,0.0003049175329817315,0.005191117386164019,0.0004976314786569809,0.6470758485771014,0.11751781201880324,0.05371287119331304,0.10864071004523923,0.07305275816554305,19.300922209824922,0.6234042317478234,1.0000000004717862,4.431215931364509,5.886673942236343,3.570889036736263,6.486875581039706,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.166407198053883,0.9600000000000001,0.012520000000000002,0.005307000000000001,0.014880000000000003,0.007293000000000001,306.12,85.65,0.6533385600418137,0.048644567402847436,14.602592062086016,2.495031452582257,1214.4678676984292,9.843610346660032,0.9903556171090732,0.0022039316326361857,0.00041434326818762024,0.0063527407558627265,0.0006733672342403085,0.5858191374721926,0.13968181475494573,0.06561671168808293,0.11999192071980007,0.08889041536497871,19.13643888968581,0.6286130637466378,1.000000000457766,4.379755265060208,5.81295116815506,3.5257708895487996,6.404427575639743,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.578013555790334,0.9600000000000001,0.012520000000000002,0.005307000000000001,0.014880000000000003,0.007293000000000001,306.12,85.65,0.6533385600418137,0.05345024583526368,14.602592062086016,2.495031452582257,1213.0955313723798,10.636980361954963,0.9885011671890861,0.00274280701161456,0.0005314414237234379,0.007364777545315313,0.0008598068302607057,0.535600079946751,0.15810842082105755,0.07641800624529818,0.12678628747905846,0.10308720550783493,18.979392730987648,0.6336352610020001,1.00000000038858,4.331523353852423,5.743360555190113,3.483468257119418,6.3261274846333135,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.989619913526785,0.9600000000000001,0.012520000000000002,0.005307000000000001,0.014880000000000003,0.007293000000000001,306.12,85.65,0.6533385600418137,0.058255924267679914,14.602592062086016,2.495031452582257,1211.8514414034753,11.44030437162856,0.9867579613375163,0.0032822895228322804,0.0006559809299005777,0.008247477676633336,0.0010562905331174754,0.4936932586795396,0.17350411293503226,0.0863595704496248,0.13046391285243525,0.11597914508336815,18.828823670564944,0.6384955007502442,1.000000000996104,4.286196732635206,5.6769237958955205,3.4436132956501893,6.251425626207971,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.401226271263235,0.9600000000000001,0.012520000000000002,0.005307000000000001,0.014880000000000003,0.007293000000000001,306.12,85.65,0.6533385600418137,0.06306160270009614,14.602592062086016,2.495031452582257,1210.7170365612324,12.251828990542021,0.9851123905422329,0.003818735280572369,0.00078773876394982,0.009018961687918738,0.0012621737253263373,0.4582010205745937,0.18638977749394595,0.0956114523854858,0.13199601244929088,0.12780173709668355,18.683894939713262,0.6432166935479415,1.0000000009560959,4.243200567131697,5.613235382789755,3.4058881410011925,6.1798568986419475,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.812832628999686,0.9600000000000001,0.012520000000000002,0.005307000000000001,0.014880000000000003,0.007293000000000001,306.12,85.65,0.6533385600418137,0.06786728113251239,14.602592062086016,2.495031452582257,1209.676118169391,13.070051767880699,0.983552469390963,0.004349104269275286,0.0009265069536873247,0.00969507985291748,0.0014768395331568355,0.4277616957596866,0.1971657632809394,0.10429730764054454,0.13204873763408784,0.13872649568474166,18.543889358664362,0.6478180099303664,1.000000000899775,4.202242070676618,5.551952063342948,3.370022454112925,6.111474745451263,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,6.224438986736137,0.9600000000000001,0.012520000000000002,0.005307000000000001,0.014880000000000003,0.007293000000000001,306.12,85.65,0.6533385600418137,0.07267295956492863,14.602592062086016,2.495031452582257,1208.7147658010445,13.893707058020034,0.9820677977350648,0.004870918058066764,0.0010720949270702086,0.010289485847789902,0.0016997034320082839,0.40137304040551985,0.20614980575635813,0.11250991047905322,0.1310848426676422,0.14888240069142664,18.40819790687226,0.6523152133182905,1.0000000008261416,4.163073130664883,5.492805234559684,3.3357882597712942,6.045623378424807,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,6.636045344472588,0.9600000000000001,0.012520000000000002,0.005307000000000001,0.014880000000000003,0.007293000000000001,306.12,85.65,0.6533385600418137,0.07747863799734486,14.602592062086016,2.495031452582257,1207.8211354636096,14.721742604278386,0.9806494294109308,0.005382200994736597,0.0012243293815628223,0.010813826628320656,0.001930213584449173,0.37828110741767684,0.21360025506114355,0.12032066859456547,0.12942892160695416,0.15836904731965998,18.27630788437104,0.6567212444463095,1.0000000007537238,4.125484829519699,5.436060170086165,3.3029942594543176,5.9818742372371325,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,7.0476517022090395,0.9600000000000001,0.012520000000000002,0.005307000000000001,0.014880000000000003,0.007293000000000001,306.12,85.65,0.6533385600418137,0.08228431642976111,14.602592062086016,2.495031452582257,1206.9852131360121,15.553292788761752,0.9792897060628658,0.005881414782275235,0.0013830522403891936,0.011277978851374127,0.002167848063095682,0.3579079213133081,0.2197310150487608,0.1277856865876723,0.12731034983433953,0.16726502721591932,18.147787068567336,0.6610467251432659,1.000000000693304,4.089301726590484,5.380960092452051,3.271480194242076,5.920005428344941,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,7.4592580599454905,0.9600000000000001,0.012520000000000002,0.005307000000000001,0.014880000000000003,0.007293000000000001,306.12,85.65,0.6533385600418137,0.08708999486217735,14.602592062086016,2.495031452582257,1206.1985593549082,16.38765211396809,0.9779820794946542,0.0063673960688746,0.0015481185146958459,0.011690294035165954,0.002412111886609378,0.3398030180058792,0.224721619430251,0.1349497898426462,0.12489208249728963,0.1756334902239339,18.022272072130594,0.6653003894931686,1.0000000006421075,4.054376461857755,5.327343103630288,3.2411116697088604,5.859831871567754,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,7.870864417681942,0.9600000000000001,0.012520000000000002,0.005307000000000001,0.014880000000000003,0.007293000000000001,306.12,85.65,0.6533385600418137,0.0918956732945936,14.602592062086016,2.495031452582257,1205.4540710326646,17.224250699214867,0.9767209455224481,0.006839298566998445,0.001719393916812378,0.012057828290385623,0.00266253370335546,0.3236101515848007,0.22872432403098789,0.14184928395087484,0.12229027916585232,0.18352596126748408,17.899456633250203,0.6694894381846268,1.0000000006080696,4.020585003028135,5.275073814415273,3.2117756725053237,5.801198730286364,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
