T,P,z_carbon dioxide,z_hydrogen,rho_l,rho_v,x_carbon dioxide,x_hydrogen,y_carbon dioxide,y_hydrogen,rhoL1_carbon dioxide,rhoL2_hydrogen,rhoV1_carbon dioxide,rhoV2_hydrogen,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,gamma_wsd,gamma_cDFT_minus_wsd_corrected,gamma_cDFT_minus_wsd_uncorrected
200.0,2.4943261168,0.97,0.03,0.02777575265116359,0.0001559328750726965,0.9999586589388268,4.134106117308596e-05,0.9608041391070676,0.03919586089293228,0.027774604372074106,1.1482790894802585e-06,0.00014982095179271208,6.1119232799844e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.910747239411894,-0.004592282748124177,-0.005415448198281325
200.0,5.1566109109,0.97,0.03,0.02778891478428442,0.000318107048483271,0.9988843655153296,0.001115634484670379,0.47941576416778997,0.52058423583221,0.027757912512659504,3.1002271624914224e-05,0.00015250553373576757,0.0001656015147475034,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.861464764098177,-0.12325216367155534,-0.14543504666768925
200.0,7.8188957051,0.97,0.03,0.02780206957174771,0.0004803955787954086,0.9978148776489966,0.002185122351003433,0.3236590519228794,0.6763409480771205,0.02774131864812233,6.075092362537837e-05,0.00015548437758086488,0.0003249112012145437,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.81207533263116,-0.24035152279951433,-0.2837381364879157
200.0,10.4811804993,0.97,0.03,0.027815219748642383,0.0006426461910417677,0.9967492618223812,0.003250738177618859,0.2467837522984754,0.7532162477015245,0.027724799751886617,9.041999675576983e-05,0.0001585946384256103,0.0004840515526161573,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.762761949465855,-0.3560523122113999,-0.42050539707936707
200.0,13.1434652934,0.97,0.03,0.02782836573065766,0.0008048253989138994,0.9956873604263786,0.004312639573621359,0.20102234780947384,0.7989776521905262,0.02770835201933842,0.00012001371131924269,0.00016178789126636842,0.0006430375076475311,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.713585399140925,-0.4702957130787446,-0.5556815399048425
200.0,15.8057500876,0.97,0.03,0.027841507615226305,0.0009669169973571087,0.9946291221462725,0.005370877853727389,0.17069524834770444,0.8293047516522956,0.0276919742785613,0.0001495333366650014,0.00016504813699548835,0.0008018688603616203,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.664565563048345,-0.583017256179275,-0.6892035494760584
200.0,18.4680348817,0.97,0.03,0.02785464542224314,0.0011289091583698188,0.9935745214469864,0.006425478553013642,0.14914326682266416,0.8508567331773358,0.02767566599548072,0.0001789794267624229,0.0001683691998252991,0.0009605399585445196,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.615709586517006,-0.6941697194377419,-0.8210251475205297
200.0,21.1303196759,0.97,0.03,0.027867779146164198,0.0012907915580493883,0.9925235411565356,0.007476458843464415,0.13305672362293525,0.8669432763770647,0.027659426842319146,0.0002083523038450525,0.00017174849559419543,0.0011190430624551928,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.567019906549785,-0.8037222739487468,-0.9511162781756894
200.0,23.79260447,0.97,0.03,0.027880908771286267,0.0014525545137076144,0.9914761673621612,0.008523832637838919,0.12060473377087826,0.8793952662291217,0.02764325657112897,0.00023765220015729927,0.00017518495041339436,0.0012773695632942198,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.51849697144679,-0.9116566694739063,-1.0794593933350498
200.0,26.4548892642,0.97,0.03,0.027894034277198918,0.0016141886679762337,0.990432387591643,0.009567612408357067,0.11069226138381234,0.8893077386161877,0.027627154968729254,0.0002668793084696657,0.00017867819395841315,0.0014355104740178207,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.470140303232867,-1.0179642361656782,-1.206046490231131
200.0,29.1171740583,0.97,0.03,0.027907155641030076,0.001775684854594761,0.9893921900664647,0.010607809933535285,0.1026241839602699,0.89737581603973,0.027611121838204442,0.0002960338028256341,0.00018222820917339786,0.001593456645421363,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.421948961093474,-1.1226434635241596,-1.3308767052927877
200.0,31.7794588525,0.97,0.03,0.027920272838482443,0.001937034033870656,0.988355563358837,0.011644436641162992,0.09593799732155305,0.9040620026784469,0.02759515699041075,0.0003251158480716928,0.00018583516595324008,0.001751198867917416,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.373921761873987,-1.225698240363542,-1.453954561075001
200.0,34.4417436466,0.97,0.03,0.027933385844363553,0.0020982272580259025,0.9873224962180842,0.012677503781915705,0.09031401889775725,0.9096859811022429,0.02757926023967992,0.00035412560468362956,0.00018949933623314076,0.001908727921792762,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.326057392601008,-1.3271365491684293,-1.5752886642298307
200.0,37.1040284408,0.97,0.03,0.02794649463288296,0.0022592556506150323,0.986292977474783,0.01370702252521708,0.08552420699903725,0.9144757930009627,0.027563431401449175,0.00038306323143378495,0.0001932210479269446,0.0020660346026880874,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.278354471320384,-1.4269694374925344,-1.6948906789719835
200.0,39.7663132349,0.97,0.03,0.027959599177836317,0.0024201103931418967,0.9852669959830028,0.014733004016997227,0.08140151752592735,0.9185984824740726,0.027547670290835623,0.00041192888700069483,0.00019700065858201904,0.0022231097345598774,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.230811581638452,-1.5252105174115798,-1.8127748278345805
200.0,42.4285980291,0.97,0.03,0.02797269945272969,0.0025807827156763097,0.984244540582502,0.015755459417498015,0.07782078606010956,0.9221792139398904,0.02753197672170434,0.0004407227310253516,0.00020083853958427464,0.002379944176092035,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.183427293170787,-1.6218750338232013,-1.928956960868689
200.0,45.0908828233,0.97,0.03,0.027985795430870614,0.0027412638898724373,0.9832256000721119,0.016774399927888095,0.07468637624391108,0.9253136237560889,0.027516350506013126,0.000469444924857487,0.0002047350662628601,0.0025365288236095774,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.136200174113522,-1.716979681092461,-2.0434543729608983
200.0,47.7531676174,0.97,0.03,0.02799888708466207,0.00290154522535171,0.9822101634400672,0.01778983655993287,0.07192395802996124,0.9280760419700388,0.027500791459565917,0.0004980956250961536,0.0002086906170102308,0.0026928546083414794,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.089128805029382,-1.8105476104066511,-2.1562908068765374
200.0,50.4154524116,0.97,0.03,0.028011974388569463,0.0030616180585390615,0.9811982189124406,0.018801781087559345,0.06947487990847744,0.9305251200915226,0.027485299378285262,0.0005266750102842021,0.00021270554694262714,0.0028489125115964344,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.04221176394535,-1.9025867853815477,-2.267474827479184
200.0,53.0777372057,0.97,0.03,0.028025057315105673,0.0032214737592771445,0.9801897552499623,0.019810244750037707,0.0672922498319121,0.9327077501680879,0.027469874070559595,0.0005551832445460779,0.00021678021703622666,0.003004693542240918,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.995447655978705,-1.993121383751685,-2.377031198342131
200.0,55.7400219999,0.97,0.03,0.028038135837421003,0.003381103721666904,0.9791847609173419,0.02081523908265805,0.06533812297284412,0.9346618770271559,0.02745451533653304,0.000583620500887961,0.0002209149707502131,0.0031601887509166908,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.948835100773014,-2.08217081756624,-2.484979918262354
200.0,58.402306794,0.97,0.03,0.028051209928751483,0.0035404993635690272,0.9781832242652811,0.021816775734718834,0.06358146529609889,0.936418534703901,0.02743922297264839,0.0006119869561030894,0.00022511013741562428,0.0033153892261534026,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.90237273750288,-2.1697548988284296,-2.591341383485137
200.0,61.0645915882,0.97,0.03,0.028064279562461544,0.003699652125098865,0.9771851335210218,0.022814866478978273,0.06199664808216145,0.9380033519178386,0.027423996771415264,0.0006402827910462789,0.0002293660308261751,0.0034702860942726903,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.856059226170686,-2.2558934591286715,-2.696136007656488
200.0,63.7268763823,0.97,0.03,0.02807734471208384,0.0038585534676295595,0.9761904767798693,0.023809523220130722,0.06056231954282196,0.939437680457178,0.027408836521201865,0.0006685081908819748,0.0002336829480796451,0.003624870519549914,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.809893248594094,-2.34060643842885,-2.799384310907083
