feed_source,template_name,mixture_size,active_components,CO2,H2,Ar,N2,CH4,O2,CO,H2S
systematic,systematic_grid,4,"CO2,H2,N2,O2",0.96,0.01,0.0,0.01,0.0,0.02,0.0,0.0
systematic,systematic_grid,4,"CO2,H2,N2,CO",0.98,0.0,0.0,0.01,0.0,0.0,0.01,0.0
systematic,systematic_grid,4,"CO2,H2,CH4,H2S",0.96,0.03,0.0,0.0,0.01,0.0,0.0,0.0
systematic,systematic_grid,4,"CO2,N2,CH4,O2",0.97,0.0,0.0,0.01,0.01,0.01,0.0,0.0
systematic,systematic_grid,4,"CO2,Ar,CH4,CO",0.96,0.0,0.0,0.0,0.01,0.0,0.03,0.0
systematic,systematic_grid,4,"CO2,CH4,O2,CO",0.96,0.0,0.0,0.0,0.04,0.0,0.0,0.0
systematic,systematic_grid,4,"CO2,N2,CH4,CO",0.96,0.0,0.0,0.0,0.02,0.0,0.02,0.0
industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4",0.99,0.006050194659731075,0.0013755757569210787,0.0010134697522222124,0.0014417004362763683,3.8107620762691588e-06,1.8557372752828524e-05,9.669126002017679e-05
industrial_range,post_combustion_unspecified_48,8,"CO2,H2,Ar,N2,CH4,O2,CO,H2S",0.9991161081154235,1e-06,1e-06,0.0007842034622731616,4.773959714310294e-06,8.377168050070548e-05,8.14278208829057e-06,1e-06
industrial_range,oxyfuel_unspecified_48,6,"CO2,H2,N2,O2,CO,H2S",0.9520631199971638,0.02729408830440602,0.0,0.016446446261454247,0.0,0.004194345436976004,1e-06,1e-06
industrial_range,oxyfuel_distillation_41,5,"CO2,Ar,N2,O2,CO",0.9933831199258695,0.0,0.0009366976073631031,0.001882330079893785,0.0,0.003747852386873642,5e-05,0.0
industrial_range,oxyfuel_distillation_41,5,"CO2,Ar,N2,O2,CO",0.9936540565725148,0.0,0.0009672110879871805,0.0019369793728419753,0.0,0.003391752966656046,5e-05,0.0
industrial_range,post_combustion_unspecified_48,8,"CO2,H2,Ar,N2,CH4,O2,CO,H2S",0.999508745762633,1e-06,1e-06,0.00032965167002909604,5.8670605009205026e-05,9.464987027076425e-05,5.2820920578354516e-06,1e-06
industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4",0.98,0.006714810524698325,0.0039551205625155995,0.0002631766003572517,0.008680273231676564,9.371005110061885e-06,0.0003736384472280155,3.609628414200637e-06
industrial_range,oxyfuel_double_flashing_41,4,"CO2,Ar,N2,O2",0.9668236267637482,0.0,0.005406720267220959,0.016851893670979837,0.0,0.010917759298050951,0.0,0.0
industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4",0.98,0.00023516440194935732,0.0038578099846983847,0.011117637828328041,0.004208077032334343,1.5508499270709873e-05,0.0005650738527921499,7.284006270336564e-07
industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4",0.98,0.003463912686948619,0.0012405643840564977,0.010503458395995643,0.004527576258724397,1.823970032157385e-05,0.00024551128337928837,7.372905739983949e-07
