T,P,z_carbon dioxide,z_hydrogen,z_argon,z_nitrogen,z_methane,z_oxygen,z_carbon monoxide,z_hydrogen sulfide,rho_l,rho_v,x_carbon dioxide,x_hydrogen,x_argon,x_nitrogen,x_methane,x_oxygen,x_carbon monoxide,x_hydrogen sulfide,y_carbon dioxide,y_hydrogen,y_argon,y_nitrogen,y_methane,y_oxygen,y_carbon monoxide,y_hydrogen sulfide,rhoL1_carbon dioxide,rhoL2_hydrogen,rhoL3_argon,rhoL4_nitrogen,rhoL5_methane,rhoL6_oxygen,rhoL7_carbon monoxide,rhoL8_hydrogen sulfide,rhoV1_carbon dioxide,rhoV2_hydrogen,rhoV3_argon,rhoV4_nitrogen,rhoV5_methane,rhoV6_oxygen,rhoV7_carbon monoxide,rhoV8_hydrogen sulfide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,parachor_carbon dioxide,parachor_hydrogen,parachor_argon,parachor_nitrogen,parachor_methane,parachor_oxygen,parachor_carbon monoxide,parachor_hydrogen sulfide,n_exp,gamma_parachor,gamma_cDFT_minus_parachor
200.0,2.5205770727,0.96,0.005944,0.000125,0.02388,0.009352,1.1e-05,0.000685,3e-06,0.027772287229179696,0.00015771726988443718,0.999499076205091,7.8174332506158e-06,1.4618772255381243e-06,0.00011101664251296327,0.0003683819227819796,1.4627486671155778e-07,3.8238275409620415e-06,8.275816730211784e-06,0.9508387550403933,0.007320812519274268,0.00015365289807565003,0.029392875234046267,0.011435621535896504,1.3517366081019354e-05,0.0008429890563552011,1.7763498777414054e-06,0.027758375429667553,2.171080016310419e-07,4.059967420144109e-08,3.0831860830891773e-06,1.0230808569538634e-05,4.0623876127233585e-09,1.061964367824457e-07,2.298383592874924e-07,0.00014996369254528796,1.1546185638757461e-06,2.4233715594323214e-08,4.635764035967665e-06,1.803595008073271e-06,2.1319220743268665e-09,1.3295393251080029e-07,2.801610530769282e-10,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,75.52930996715713,55.44611770258769,63.65845399182276,86.02971371321541,3.87,19.883696768526534,-0.01717748566655075
200.0,3.6131241438,0.96,0.005944,0.000125,0.02388,0.009352,1.1e-05,0.000685,3e-06,0.027751541953168368,0.00022595165237602417,0.9959287833652604,8.1148177801877e-05,1.3776869928632802e-05,0.0011141297327672663,0.002819445018019522,1.3603424432109292e-06,3.8044671645647814e-05,3.3118221332949567e-06,0.6729029496449322,0.05279244036353885,0.001013753516925997,0.2057958232006351,0.06155185457181644,8.802785877417123e-05,0.005854642528492056,5.083148851912752e-07,0.027638559413928954,2.2519870606919555e-06,3.823293838077969e-07,3.091881802016305e-05,7.824394670222031e-05,3.775160038344366e-08,1.0557983012687104e-06,9.190817087356656e-08,0.00015204353336097302,1.1928539133104317e-05,2.2905928225143483e-07,4.649990630426763e-05,1.3907743247310661e-05,1.9890040145147286e-08,1.3228661533837241e-06,1.1485458823629766e-10,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,75.52930996715713,55.44611770258769,63.65845399182276,86.02971371321541,3.87,19.65306352123909,-0.1426580132699975
200.0,4.7056712149,0.96,0.005944,0.000125,0.02388,0.009352,1.1e-05,0.000685,3e-06,0.027736608440441027,0.00029449825009646586,0.9931363671527238,0.00016500667599576686,2.5369561129289522e-05,0.0021835282167986985,0.004410168672811855,2.4741936345594504e-06,7.388698018632324e-05,3.1985467197622345e-06,0.5236201672192373,0.0820487862835145,0.0014370543375769825,0.30960542925568335,0.07443202275113117,0.00012327814862518176,0.008732876708008975,3.8529622243484474e-07,0.02754623454367718,4.576725562153305e-06,7.036655833489363e-07,6.0563667167999926e-05,0.0001223231216340819,6.862574004760711e-08,2.049374238274672e-06,8.871683794450216e-08,0.00015420522296128423,2.4163223983033932e-05,4.232099877099573e-07,9.11782571361639e-05,2.1920100451348466e-05,3.630519904524807e-08,2.5718169088168286e-06,1.1346906327584044e-10,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,75.52930996715713,55.44611770258769,63.65845399182276,86.02971371321541,3.87,19.443936422093255,-0.2417453003723864
200.0,5.798218286,0.96,0.005944,0.000125,0.02388,0.009352,1.1e-05,0.000685,3e-06,0.02772519849784547,0.00036333023554446813,0.9908159128912629,0.0002579261193198738,3.592354018930341e-05,0.003282887390111922,0.005490662583796255,3.4645494254213456e-06,0.00011006664671606819,3.1562791780474235e-06,0.4305483580157915,0.10363707056365505,0.0016554326071834434,0.3777612927567275,0.07569406951706943,0.00014046741814462556,0.010562994171445357,3.149499832403083e-07,0.02747056785973423,7.151052855922477e-06,9.959872824937663e-07,9.101870453692689e-05,0.00015222971002044425,9.605532052540328e-08,3.051619628195222e-06,8.750846672598135e-08,0.00015643123633116152,3.7654481259031455e-05,6.014687190959535e-07,0.00013725209947688458,2.750194410695618e-05,5.10360601208101e-08,3.837855160366085e-06,1.1443085159542751e-10,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,75.52930996715713,55.44611770258769,63.65845399182276,86.02971371321541,3.87,19.24834772653691,-0.32402804664319973
200.0,6.8907653571,0.96,0.005944,0.000125,0.02388,0.009352,1.1e-05,0.000685,3e-06,0.02771602549026151,0.00043243311906262616,0.9887922976571711,0.0003592253219409252,4.539552920022753e-05,0.004391110068828937,0.006258629328759914,4.3347039804452384e-06,0.0001458747516492038,3.132638469063546e-06,0.3670084081334185,0.12096519302846179,0.0017644933958143704,0.4252633144406691,0.07306149690828771,0.0001482750637673867,0.011788550784366735,2.682452144228641e-07,0.027405392526440402,9.956298179662081e-06,1.2581836444574169e-06,0.00012170411859820679,0.00017346433001000805,1.2014076601475827e-07,4.0430683350949e-06,8.682428766033904e-08,0.00015870659065134345,5.230935571931037e-05,7.630253827174132e-07,0.0001838979414864889,3.159421099143527e-05,6.411904830414082e-08,5.097759784911875e-06,1.1599811474650207e-10,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,75.52930996715713,55.44611770258769,63.65845399182276,86.02971371321541,3.87,19.061878036734083,-0.39470765989328527
200.0,7.9833124282,0.96,0.005944,0.000125,0.02388,0.009352,1.1e-05,0.000685,3e-06,0.027708363538950544,0.0005017944750246207,0.9869665326538964,0.00046868080237284684,5.385260687699681e-05,0.005495603007578521,0.006826197479388885,5.097081344561842e-06,0.00018091969350106452,3.1166750406154823e-06,0.3208906500722,0.13570957787220972,0.001811199881590261,0.45959193083821764,0.0692137563374621,0.00015089972507676636,0.012631750482635378,2.3479060813604393e-07,0.027347227487551664,1.2986378055873874e-05,1.4921676088680158e-06,0.00015227416599973564,0.0001891427613475751,1.4123178288272234e-07,5.012988638883004e-06,8.635796505814724e-08,0.00016102115529328888,6.809831638419836e-05,9.088500937472402e-07,0.00023062069166051522,3.473108052583881e-05,7.572064832625557e-08,6.338542602076019e-06,1.178166299503376e-10,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,75.52930996715713,55.44611770258769,63.65845399182276,86.02971371321541,3.87,18.882064070269582,-0.45668454344087195
200.0,9.0758594993,0.96,0.005944,0.000125,0.02388,0.009352,1.1e-05,0.000685,3e-06,0.027701789663731186,0.0005714014683319615,0.9852807129015628,0.0005863184281631776,6.13967699226574e-05,0.006588350554430127,0.007259371673185897,5.765843217417999e-06,0.00021497918044053384,3.1046490773713968e-06,0.28590736714438786,0.14880285413216404,0.0018209359092403888,0.4849498102765892,0.06515047941404968,0.0001505651515085102,0.013217778366950516,2.096051101931258e-07,0.02729403906853021,1.6242069772945828e-05,1.7008004064299525e-06,0.0001825091012897501,0.00020109758718144405,1.597241760429645e-07,5.955308038644982e-06,8.600433572103953e-08,0.00016336788939322843,8.502616934310521e-05,1.0404854522783534e-06,0.0002771010336593492,3.722707959971921e-05,8.603314865158697e-08,7.552657966961961e-06,1.1976866773423465e-10,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,75.52930996715713,55.44611770258769,63.65845399182276,86.02971371321541,3.87,18.7074945025278,-0.5116739385567186
200.0,10.1684065705,0.96,0.005944,0.000125,0.02388,0.009352,1.1e-05,0.000685,3e-06,0.027696047789665935,0.0006412402771183346,0.983699562991261,0.0007122982528592713,6.813389612874547e-05,0.007663871277634015,0.007598760750198461,6.354213970136246e-06,0.0002479236868995291,3.0949310489102616e-06,0.2584702994795436,0.16080736862993408,0.0018082909886683038,0.5038928985668406,0.061249556351883803,0.00014851970377741707,0.013622876329070862,1.899502815024274e-07,0.027244590107279462,1.9727846451685927e-05,1.8870396432778696e-06,0.0002122589451591998,0.00021045564087973434,1.7598661378265638e-07,6.866506280559532e-06,8.571735823633952e-08,0.00016574156646512148,0.00010311616162292912,1.1595490146842506e-06,0.00032311642191496176,3.9275682488457024e-05,9.523681600776389e-08,8.7355369924022e-06,1.2180377114932223e-10,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,75.52930996715713,55.44611770258769,63.65845399182276,86.02971371321541,3.87,18.537335416993812,-0.5607541868007466
200.0,11.2609536416,0.96,0.005944,0.000125,0.02388,0.009352,1.1e-05,0.000685,3e-06,0.027690977319217012,0.0007112960225329012,0.9822007585107441,0.0008468500887494615,7.416212993619537e-05,0.008718161672422087,0.007870430286289939,6.8737103844942195e-06,0.00027967690474160116,3.086696732160225e-06,0.2363826415318783,0.17208184401601148,0.001782022899821768,0.5180689438062694,0.0576426726859088,0.00014549336834152447,0.013896207507845437,1.7418392334478384e-07,0.02719809892683876,2.345010660033825e-05,2.0536218580080112e-06,0.00024141441713630707,0.00021793990655013336,1.903397583558959e-07,7.744526825908494e-06,8.547364920155006e-08,0.0001681380327174456,0.00012240113119871607,1.2675458007057701e-06,0.0003685003791272205,4.100100380965283e-05,1.0348885420624068e-07,9.884317128622298e-06,1.238963318643205e-10,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,75.52930996715713,55.44611770258769,63.65845399182276,86.02971371321541,3.87,18.371081451438663,-0.6046472273295542
200.0,12.3535007127,0.96,0.005944,0.000125,0.02388,0.009352,1.1e-05,0.000685,3e-06,0.027686474436071747,0.0007815528522237873,0.9807696899965409,0.0009902349914560989,7.956838564456014e-05,0.009748138566063208,0.008091759751144784,7.334085917768249e-06,0.0003101947385718401,3.079484660954638e-06,0.218224253718257,0.18286444208310496,0.001747560069452339,0.5285900877892039,0.054360647276129825,0.00014192569771648538,0.014070922108250145,1.6125788553428306e-07,0.02715405494976324,2.7416115776653004e-05,2.2029680750676125e-06,0.0002698915892085941,0.00022403229949290434,2.0305498227424441e-07,8.588198699673209e-06,8.526007334179566e-08,0.0001705537879179112,0.00014291822628036225,1.3658105567128755e-06,0.0004131210907688745,4.2485718927390524e-05,1.1092243385417021e-07,1.0997169307121647e-05,1.2603156038289593e-10,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,75.52930996715713,55.44611770258769,63.65845399182276,86.02971371321541,3.87,18.20842081997851,-0.6438670728989742
