T,P,z_carbon dioxide,z_hydrogen,z_argon,z_oxygen,z_carbon monoxide,z_hydrogen sulfide,rho_l,rho_v,x_carbon dioxide,x_hydrogen,x_argon,x_oxygen,x_carbon monoxide,x_hydrogen sulfide,y_carbon dioxide,y_hydrogen,y_argon,y_oxygen,y_carbon monoxide,y_hydrogen sulfide,rhoL1_carbon dioxide,rhoL2_hydrogen,rhoL3_argon,rhoL4_oxygen,rhoL5_carbon monoxide,rhoL6_hydrogen sulfide,rhoV1_carbon dioxide,rhoV2_hydrogen,rhoV3_argon,rhoV4_oxygen,rhoV5_carbon monoxide,rhoV6_hydrogen sulfide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,parachor_carbon dioxide,parachor_hydrogen,parachor_argon,parachor_oxygen,parachor_carbon monoxide,parachor_hydrogen sulfide,n_exp,gamma_parachor,gamma_cDFT_minus_parachor
200.0,9.8442416267,0.96999903000097,0.006016993983006017,0.004200995799004201,0.0084989915010085,0.0064479935520064474,0.004835995164004836,0.027779949402448427,0.0006159542212624595,0.9811857114146297,0.0012833370972270613,0.002966681751979939,0.006229846128327916,0.0034267057910315783,0.004907717816803852,0.2632168634468583,0.3050926667173139,0.08218579970150348,0.15186514482428878,0.197335016300128,0.0003045090099075404,0.02725728941750378,3.56510396272528e-05,8.241426896316976e-05,0.00017306481022998874,9.519371349193426e-05,0.00013633615263230567,0.00016212953814755674,0.00018792311594075016,5.062269025397205e-05,9.354197701715543e-05,0.0001215493362929601,1.875636100650016e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,55.44611770258769,63.65845399182276,86.02971371321541,3.87,18.84830923205079,-0.36895451271050916
200.0,10.5849237408,0.96999903000097,0.006016993983006017,0.004200995799004201,0.0084989915010085,0.0064479935520064474,0.004835995164004836,0.02778072925176077,0.0006624338986695108,0.9802842610284245,0.0014737590057247324,0.0031165008962744712,0.006514815715806387,0.003709969668060947,0.004900693685708917,0.24664161814048471,0.3255414349865987,0.08047321797081995,0.1480455176635089,0.19901244494996165,0.00028576628862615473,0.027233011645393043,4.094209992038294e-05,8.657866761227086e-05,0.00018098633152593326,0.00010306566288064594,0.000136144844428493,0.00016338376867895804,0.00021564968195663967,5.33081875188916e-05,9.807036944638413e-05,0.0001318325897919545,1.8930127668294036e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,55.44611770258769,63.65845399182276,86.02971371321541,3.87,18.75747154081044,-0.38396738509214856
200.0,11.3256058549,0.96999903000097,0.006016993983006017,0.004200995799004201,0.0084989915010085,0.0064479935520064474,0.004835995164004836,0.027781727790356477,0.0007088953143140012,0.9794434585287055,0.0016738578229204967,0.0032488234858255682,0.006764322554924929,0.003975085278746674,0.004894452328876855,0.23222458802982676,0.3452916094350521,0.07858224554352175,0.14400686367592117,0.19962522137391114,0.00026947194176703086,0.0272106315508898,4.650266239613595e-05,9.025792972212299e-05,0.00018792456790709303,0.0001104347371575934,0.0001359763422837331,0.0001646229223228435,0.0002447756040004486,5.5706585654074876e-05,0.00010208579088891566,0.00014151338405086081,1.910273968577436e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,55.44611770258769,63.65845399182276,86.02971371321541,3.87,18.669757889193086,-0.396116519513658
200.0,12.066287969,0.96999903000097,0.006016993983006017,0.004200995799004201,0.0084989915010085,0.0064479935520064474,0.004835995164004836,0.027782935446711267,0.0007553342751956719,0.9786572122034859,0.0018828735766931956,0.0033657801425283746,0.006983160699240728,0.004222126398734134,0.004888846979317726,0.21956869445400948,0.36433347325499443,0.0765916143703143,0.139880543724808,0.1993705026472456,0.0002551715486282968,0.02718997015110786,5.2311755035585406e-05,9.351125242768847e-05,0.00019401270292101626,0.00011730306518388596,0.00013582652003523376,0.0001658477606810792,0.00027519355995058294,5.7852271526467754e-05,0.00010565656910835433,0.00015059137411245404,1.9273981673371173e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,55.44611770258769,63.65845399182276,86.02971371321541,3.87,18.584923647873953,-0.4056690577684883
200.0,12.8069700831,0.96999903000097,0.006016993983006017,0.004200995799004201,0.0084989915010085,0.0064479935520064474,0.004835995164004836,0.02778434032263895,0.0008017480069968088,0.9779197864262178,0.002100035128318175,0.003469303325877704,0.007175540883245555,0.004451568095346656,0.004883766140994111,0.20836883421947572,0.38265704945228235,0.07455779654379487,0.13575703340985262,0.19841676898009147,0.00024251739450297595,0.027170856154308434,5.834809069468894e-05,9.639230428864931e-05,0.0001993676698991038,0.00012368388293051318,0.0001356922205175615,0.0001670592975557131,0.00030679452676164666,5.977656478506109e-05,0.00010884293097214852,0.00015908024908453458,1.944378377048198e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,55.44611770258769,63.65845399182276,86.02971371321541,3.87,18.502725913382854,-0.4128816202540371
200.0,13.5476521972,0.96999903000097,0.006016993983006017,0.004200995799004201,0.0084989915010085,0.0064479935520064474,0.004835995164004836,0.027785929128470225,0.0008481348711367963,0.9772258795142809,0.002324585074993648,0.003561117721201344,0.007345123846091831,0.0046641709569662055,0.0048791228864661345,0.19838672780450148,0.40025630018614705,0.07252091803193826,0.1316976932313286,0.1969071219362227,0.00023123880986194694,0.02715312903069079,6.459075614687315e-05,9.894896461943992e-05,0.00020409109062734427,0.00012959832365333214,0.0001355709627324451,0.00016825870182172155,0.0003394713255800687,6.150751946974012e-05,0.00011169740607776622,0.00016700379648929567,1.9612169820408852e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,55.44611770258769,63.65845399182276,86.02971371321541,3.87,18.422929967346366,-0.41799562024799997
200.0,14.2883343113,0.96999903000097,0.006016993983006017,0.004200995799004201,0.0084989915010085,0.0064479935520064474,0.004835995164004836,0.027787687953509974,0.0008944941032887346,0.9765706617203879,0.002555798069939683,0.003642743779027163,0.007495067583648618,0.004860880762256625,0.0048748480847402,0.18943357856949747,0.4171310164551565,0.0705090694389736,0.12774309391189395,0.19496211973823524,0.0002211218862433316,0.027136640812438887,7.101971923966698e-05,0.0001012234274261965,0.00020827059920489584,0.0001350726378008068,0.00013546075739952643,0.00016944721899529868,0.0003731212345179736,6.306994684153781e-05,0.0001142654442400482,0.00017439246647052363,1.977922233527425e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,55.44611770258769,63.65845399182276,86.02971371321541,3.87,18.345313851812605,-0.42123434493035816
200.0,15.0290164253,0.96999903000097,0.006016993983006017,0.004200995799004201,0.0084989915010085,0.0064479935520064474,0.004835995164004836,0.027789602858300653,0.0009408255858055154,0.9759497832127972,0.002792993044955011,0.003715509647839916,0.007628081077582886,0.005042747102666215,0.004870885914158877,0.18135785638241184,0.43328725591867306,0.06854148420453883,0.12391897179559183,0.1926824364168828,0.0002119952819015444,0.027121256885128252,7.761616750529563e-05,0.00010325253752965578,0.0002119813437169465,0.0001401359392979404,0.00013535998512256592,0.00017062611147141514,0.00040764773637174984,6.448558202871472e-05,0.00011658613923200482,0.00018128056611634773,1.9945058528302588e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,55.44611770258769,63.65845399182276,86.02971371321541,3.87,18.269671243097,-0.42280152461355414
200.0,15.7696985394,0.96999903000097,0.006016993983006017,0.004200995799004201,0.0084989915010085,0.0064479935520064474,0.004835995164004836,0.027791660299995927,0.0009871296589133583,0.9753593608790521,0.003035540283299084,0.003780567801829804,0.007746479226843194,0.005210861045958074,0.004867190763017753,0.17403652506294368,0.44873693220155364,0.06663089600261729,0.12024051797848173,0.1901514086678374,0.00020372008656638742,0.027106856027971752,8.436270438040154e-05,0.00010506825608955622,0.00021528751919340115,0.00014481848005974826,0.00013526731230106736,0.00017179661562384974,0.00044296153482594646,6.577333364415505e-05,0.0001186929814996642,0.00018770409518017694,2.0109813956607786e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,55.44611770258769,63.65845399182276,86.02971371321541,3.87,18.195812920856486,-0.42288106268754433
200.0,16.5103806535,0.96999903000097,0.006016993983006017,0.004200995799004201,0.0084989915010085,0.0064479935520064474,0.004835995164004836,0.02779384741524945,0.0010334069701742605,0.974795951371647,0.0032828644591396646,0.0038389136938768013,0.00785223555879796,0.005366309907191734,0.004863725009346966,0.1673686340763741,0.4634969676312541,0.06478529162927095,0.11671547825359042,0.18743744595578568,0.0001961824537246701,0.027093329933426478,9.124343386227325e-05,0.00010669818144792345,0.0002182438369898265,0.0001491503987434285,0.0001351816307795223,0.00017295991304307025,0.0004789809970047716,6.694957193446078e-05,0.00012061458875448267,0.0001936991631223702,2.027363151049634e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,55.44611770258769,63.65845399182276,86.02971371321541,3.87,18.123567162044193,-0.42163753026726525
200.0,17.2510627676,0.96999903000097,0.006016993983006017,0.004200995799004201,0.0084989915010085,0.0064479935520064474,0.004835995164004836,0.027796152189539906,0.001079658358536718,0.9742565162387071,0.003534444727013353,0.0038914046409202355,0.00794703073636446,0.005510146276098615,0.004860457380896301,0.16127056449977667,0.47758827765137646,0.06300921459974525,0.11334639611521705,0.1845962589760089,0.0001892881578756616,0.02708058239702206,9.824396353757999e-05,0.00010816607563010075,0.0002208968758029379,0.00015316086447706367,0.0001351020130701661,0.00017411711294811877,0.0005156321759054634,6.802842520744875e-05,0.00012237538397580786,0.00019930089395805666,2.0436654182247592e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,55.44611770258769,63.65845399182276,86.02971371321541,3.87,18.052779369552212,-0.4192175218196965
200.0,17.9917448817,0.96999903000097,0.006016993983006017,0.004200995799004201,0.0084989915010085,0.0064479935520064474,0.004835995164004836,0.02779856354098164,0.0011258847677621485,0.9737383834681229,0.0037898128009860718,0.00393877783275885,0.008032295914033458,0.005643368271086543,0.00485736171301217,0.15567245246106945,0.4910347505141806,0.061304733356242765,0.11013223463587586,0.18167287051782802,0.00018295851480325256,0.02706852832513136,0.00010535135195663692,0.00010949236585775684,0.0002232862883462263,0.00015687753146895897,0.00013502767822070024,0.00017526924298609528,0.0005528485460458027,6.902206547751382e-05,0.00012399620541613955,0.00020454271763164768,2.0599020494936764e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,55.44611770258769,63.65845399182276,86.02971371321541,3.87,17.98331119819938,-0.41575068994632147
200.0,18.7324269958,0.96999903000097,0.006016993983006017,0.004200995799004201,0.0084989915010085,0.0064479935520064474,0.004835995164004836,0.0278010713430178,0.0011720871837547124,0.9732392084585413,0.004048549777161312,0.00398166685254928,0.00810925069025327,0.005766908232512083,0.004854415988982898,0.1505154637673388,0.5038623129555705,0.05967215875274925,0.1070695466993465,0.17870339054239168,0.00017712728260327402,0.027057092668178077,0.00011255402119062045,0.00011069460423185167,0.00022544585697814747,0.00016032622720070508,0.00013495796523839984,0.00017641724603859458,0.0005905705593922301,6.994097250107399e-05,0.0001254948434567307,0.00020945595374825037,2.0760861783259652e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,55.44611770258769,63.65845399182276,86.02971371321541,3.87,17.915039384451546,-0.41135155575943827
200.0,19.4731091099,0.96999903000097,0.006016993983006017,0.004200995799004201,0.0084989915010085,0.0064479935520064474,0.004835995164004836,0.0278036664057314,0.0012182665906362734,0.9727569363749121,0.0043102822675762644,0.004020616436803085,0.008178935833080325,0.0058816275006516,0.004851601586976587,0.14574969261975604,0.5160981243053954,0.058110574157531396,0.10415331635679304,0.17571655428170457,0.00017173827881955997,0.02704620935282934,0.00011984165028222995,0.00011178787815427344,0.0002274044034568482,0.00016353080895089285,0.0001348923120578141,0.000177561981114155,0.0006287451023313097,7.079417105881211e-05,0.00012688650562145146,0.0002140696075031259,2.0922300741924705e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,55.44611770258769,63.65845399182276,86.02971371321541,3.87,17.847854432440354,-0.406121027000534
200.0,20.213791224,0.96999903000097,0.006016993983006017,0.004200995799004201,0.0084989915010085,0.0064479935520064474,0.004835995164004836,0.027806340430905484,0.0012644239411238717,0.9722897670503668,0.004574678250729434,0.004056095420369959,0.008242241194517677,0.005988315402164528,0.004848902681851591,0.14133252389063752,0.5277699114068177,0.05661822567203534,0.10137756064037383,0.17273503486260472,0.00016674352753092285,0.02703582026008829,0.00012720506080164185,0.00011278517007904377,0.0002291865645683916,0.00016651313668022155,0.00013483023868789593,0.00017870422686678365,0.0006673249113876051,7.158944004367569e-05,0.00012818421476642577,0.00021841031355114405,2.1083450823754627e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,55.44611770258769,63.65845399182276,86.02971371321541,3.87,17.781659262726333,-0.400147927147799
200.0,20.9544733381,0.96999903000097,0.006016993983006017,0.004200995799004201,0.0084989915010085,0.0064479935520064474,0.004835995164004836,0.027809085951932638,0.001310560137549719,0.9718361230269826,0.004841442913007791,0.004088507941534787,0.008299929338665355,0.006087691014423851,0.004846305765385635,0.13722734387176713,0.538905439386482,0.05519280808473866,0.09873575699504385,0.1697765498584598,0.0001621018035085583,0.02702587427645034,0.0001346361020992088,0.00011369766876130006,0.00023081344837391229,0.00016929312266892086,0.0001347713335789558,0.0001798446866601657,0.0007062679867686397,7.233349415529034e-05,0.00012939914726850028,0.0002225023785352198,2.1244416190323366e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,55.44611770258769,63.65845399182276,86.02971371321541,3.87,17.71636789374991,-0.3935105218625843
200.0,21.6951554522,0.96999903000097,0.006016993983006017,0.004200995799004201,0.0084989915010085,0.0064479935520064474,0.004835995164004836,0.027811896266398167,0.0013566760206195712,0.9713946209437311,0.005110314654850433,0.004118203051531419,0.008352655436568993,0.00618040665484025,0.004843799258477875,0.13340251590874241,0.5495321043876208,0.053831673245804505,0.09622114392044441,0.16685478506005927,0.0001577774773285214,0.027016326431424216,0.00014212754106935458,0.00011453503607315621,0.00023230318655082354,0.00017188882876857393,0.000134715242512043,0.00018098399442371168,0.0007455370285832962,7.30321402424111e-05,0.00013054091863345157,0.0002263678858166151,2.1405292008545304e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,55.44611770258769,63.65845399182276,86.02971371321541,3.87,17.651904198576013,-0.3862774295398239
200.0,22.4358375663,0.96999903000097,0.006016993983006017,0.004200995799004201,0.0084989915010085,0.0064479935520064474,0.004835995164004836,0.027814765366635952,0.0014027723636820038,0.9709640462327646,0.005381061363350632,0.004145482902862306,0.008400983960652121,0.006267052344711437,0.004841373195658953,0.12983055946554012,0.5596766308016365,0.05253198082274289,0.09382692959074655,0.16398015972830324,0.00015373959103074966,0.02700713712540381,0.000149672959245068,0.00011530563427451595,0.00023367139771441074,0.00017431659050857432,0.00013466165948957428,0.00018212272077963268,0.0007850989102871919,7.369041090761674e-05,0.0001316178237990365,0.00023002683625902447,2.156616495017093e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,55.44611770258769,63.65845399182276,86.02971371321541,3.87,17.588200760012825,-0.3785093684024119
200.0,23.1765196803,0.96999903000097,0.006016993983006017,0.004200995799004201,0.0084989915010085,0.0064479935520064474,0.004835995164004836,0.027817687871673234,0.0014488498682345325,0.9705433309052218,0.005653477021812185,0.004170609699105026,0.00844540267043668,0.006348160736627913,0.004839018966796444,0.1264874810116107,0.5693648639301206,0.051290805853487616,0.09154643296411495,0.1611604551373492,0.00014996110331682306,0.02699827144505553,0.00015726665918244814,0.00011601671884427665,0.00023493157543680318,0.0001765911539307265,0.00013461031922345018,0.0001832613701969901,0.0008249242080825279,7.431267730246852e-05,0.0001326370373373994,0.00023349730419036568,2.1727112478088421e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,55.44611770258769,63.65845399182276,86.02971371321541,3.87,17.525197852722357,-0.37025010578631523
