temperature,pressure,z_carbon dioxide,z_nitrogen,z_carbon monoxide,z_hydrogen sulfide,Tc,Pc,Tr,Pr,P_bubble,P_dew,liquid_density,vapor_density,x_carbon dioxide,x_nitrogen,x_carbon monoxide,x_hydrogen sulfide,y_carbon dioxide,y_nitrogen,y_carbon monoxide,y_hydrogen sulfide,gamma,interfacial_thickness,E_carbon dioxide,E_nitrogen,E_carbon monoxide,E_hydrogen sulfide,gamma0_CO2,rhoL0_CO2,rhoV0_CO2,Tc_CO2,Psat_CO2
200.0,2.3837861487453664,0.95,0.001897,0.034035,0.014068,307.15,87.44,0.6511476477291226,0.02726196418967711,23.645164407636525,2.3601843056884815,1211.0291930535318,6.446279656644892,0.9467367015949734,6.759611084513632e-06,0.0001458248631652048,0.05311071393077687,0.9501821443397671,0.0020025057015656184,0.03592655898861271,0.011888790970054491,20.461375810828297,0.6036405473599579,1.0000000007548595,6.224840485227842,6.869022322307376,1.000000000102677,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.1087836182217385,0.95,0.001897,0.034035,0.014068,307.15,87.44,0.6511476477291226,0.03555333506657981,23.645164407636525,2.3601843056884815,1218.171435445059,7.829864014721467,0.9826795219718968,5.611493647892814e-05,0.0012031353415681658,0.01606122775005615,0.7655776423614026,0.012285779978121875,0.2193170824976071,0.0028194951628683286,19.866643867848822,0.6116694528932236,1.0000000005970358,6.078506118215152,6.702500915089373,1.000000000019958,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.833781087698111,0.95,0.001897,0.034035,0.014068,307.15,87.44,0.6511476477291226,0.04384470594348252,23.645164407636525,2.3601843056884815,1217.5314750336836,9.133533605359975,0.9822647352870871,0.00011112454400991971,0.0023683913465354063,0.01525574882236746,0.6277169045260343,0.01973559266056985,0.35034358177490343,0.002203921038492421,19.64824043569119,0.6191992601624279,1.0000000007701273,5.97497928937249,6.585627136740607,1.0000000000463167,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.558778557174483,0.95,0.001897,0.034035,0.014068,307.15,87.44,0.6511476477291226,0.052136076820385215,23.645164407636525,2.3601843056884815,1216.7773973186386,10.442886563368212,0.9813122777113716,0.00016684306157798624,0.0035346448965606564,0.014986234330489838,0.5332482712622936,0.024924577288414664,0.43998041967338436,0.0018467317759073567,19.437865194840295,0.6266283058994028,1.000000001111684,5.87438189951917,6.473335976185948,1.000000000104274,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.283776026650855,0.95,0.001897,0.034035,0.014068,307.15,87.44,0.6511476477291226,0.06042744769728792,23.645164407636525,2.3601843056884815,1215.995956687416,11.758804522448692,0.9802315262622189,0.00022322807743557112,0.004700761345492384,0.014844484314853119,0.46459063419855434,0.02877174527025857,0.5050371603953143,0.0016004601358728255,19.231289980885688,0.634010113822103,1.0000000013899306,5.77679261112448,6.363623558507463,1.0000000004609293,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,6.008773496127228,0.95,0.001897,0.034035,0.014068,307.15,87.44,0.6511476477291226,0.06871881857419063,23.645164407636525,2.3601843056884815,1215.2036340522493,13.081434177105812,0.9791003469073225,0.00028028039740957215,0.005866543806182077,0.014752828889085861,0.41247175629710275,0.03176030201863692,0.5543497864149669,0.0014181552692933848,19.02768107767598,0.6413057986439711,1.0000000013518695,5.681443855868077,6.256211132506783,1.000000000448337,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,6.7337709656036004,0.95,0.001897,0.034035,0.014068,307.15,87.44,0.6511476477291226,0.07701018945109332,23.645164407636525,2.3601843056884815,1214.4058002422496,14.410832888419627,0.9779441310909752,0.00033800683511204464,0.0070319267334712325,0.014685935340441573,0.3715774179026873,0.034166990753005895,0.5929783900284294,0.001277201315877368,18.826742886697463,0.6485404005506012,1.0000000012232864,5.5879776663457275,6.151436424299215,1.0000000003828464,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,7.458768435079971,0.95,0.001897,0.034035,0.014068,307.15,87.44,0.6511476477291226,0.08530156032799602,23.645164407636525,2.3601843056884815,1213.6047298978945,15.747045000404638,0.976773625991983,0.00039641558083415487,0.008196874395856703,0.014633084031326135,0.33864782083221795,0.036161524161088913,0.6240258513861299,0.001164803620563302,18.628329050110143,0.6556940298843692,1.0000000010911028,5.496697980741086,6.049451310835632,1.0000000003021599,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,8.183765904556344,0.95,0.001897,0.034035,0.014068,307.15,87.44,0.6511476477291226,0.09359293120489871,23.645164407636525,2.3601843056884815,1212.8015546970187,17.090115800250118,0.9755941649688006,0.00045551524005654987,0.009361359327538935,0.014588960463603801,0.31157338861004763,0.037853720283032466,0.6494998461621893,0.001073044944730699,18.432348219631084,0.6627886459572053,1.0000000009850527,5.40788767446299,5.9496041344061315,1.0000000002394336,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,8.908763374032716,0.95,0.001897,0.034035,0.014068,307.15,87.44,0.6511476477291226,0.10188430208180142,23.645164407636525,2.3601843056884815,1211.9969042174048,18.440094046675146,0.9744086990142554,0.0005153145688653461,0.01052535622516476,0.014550630191714412,0.2889289153198319,0.039317768969026994,0.670756592641948,0.000996723069193167,18.238732998364185,0.6697960986705106,1.0000000009049954,5.320887998407406,5.851891696272551,1.0000000002247575,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
