feature,mean_abs_shap
temperature,8.163838673397567
pressure,1.0015487166117032
z_hydrogen,0.36409069744231104
z_carbon dioxide,0.25737736517428295
z_argon,0.11362618049801247
z_methane,0.11040872380081147
z_nitrogen,0.10758443317067382
z_hydrogen sulfide,0.0641857750425622
z_oxygen,0.05483844052908208
z_carbon monoxide,0.045899633747672225
