T,P,z_carbon dioxide,z_hydrogen,z_argon,z_methane,rho_l,rho_v,x_carbon dioxide,x_hydrogen,x_argon,x_methane,y_carbon dioxide,y_hydrogen,y_argon,y_methane,rhoL1_carbon dioxide,rhoL2_hydrogen,rhoL3_argon,rhoL4_methane,rhoV1_carbon dioxide,rhoV2_hydrogen,rhoV3_argon,rhoV4_methane,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,gamma_wsd,gamma_cDFT_minus_wsd_corrected,gamma_cDFT_minus_wsd_uncorrected
200.0,2.5206985286,0.96,0.012001,0.024252,0.003747,0.027774239440281002,0.00015768547177856526,0.9995531878263388,1.577325239130874e-05,0.0002834939257373103,0.00014754499553241824,0.9508370278810152,0.014777522059618131,0.029804592975728184,0.0045808570836385005,0.027761829571984906,4.3809008866819383e-07,7.873828173293297e-06,4.097950034132575e-06,0.0001499331853259467,2.3302005376890404e-06,4.699751304545811e-06,7.223346103837195e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.88410870561193,-0.008464985113150192,-0.01735341840541693
200.0,3.750264738,0.96,0.012001,0.024252,0.003747,0.027767108117264107,0.00023408878873240762,0.9956369319168772,0.00018318728507713523,0.0029568212989034503,0.0012230594991422912,0.6490276389087801,0.11512472376683108,0.21007641428980786,0.025771223034580935,0.027645958334077052,5.086581150444896e-06,8.21023766900814e-05,3.3960825346530886e-05,0.00015193009384601076,2.6949407139730508e-05,4.917653336234857e-05,6.0327543843177735e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.63746829076364,-0.08981718896395918,-0.1758722642490973
200.0,4.9798309474,0.96,0.012001,0.024252,0.003747,0.02776313337715288,0.00031077818564736857,0.9922284786387314,0.0003808072659363892,0.0054906850590621115,0.0019000290362700281,0.49540435444685366,0.17951405592955405,0.29470923517137176,0.03037235445222052,0.027547371593056588,1.0572402915180901e-05,0.00015243862162668195,5.275075955442804e-05,0.00015396086643679907,5.578905259998705e-05,9.158920140008257e-05,9.43906521049987e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.427264646752683,-0.1697941330235544,-0.3219560649209221
200.0,6.2093971567,0.96,0.012001,0.024252,0.003747,0.02776116947709014,0.0003876589420759578,0.989211726246012,0.0006093893980242079,0.00782623979904108,0.0023526445569227793,0.40242138383796483,0.22943828603418587,0.3377785805631899,0.030361749564659493,0.027461674381040434,1.6917362356091974e-05,0.0002172655694295273,6.531216426408691e-05,0.0001560022479273684,8.894380323573349e-05,0.00013094288719704488,1.1770003715811071e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.244327913794493,-0.24690923357708527,-0.45678652499719874
200.0,7.4389633661,0.96,0.012001,0.024252,0.003747,0.027760641555861613,0.00046465738133199543,0.9865277302413101,0.0008691438027378045,0.009934116507270023,0.0026690094486821166,0.34011073166458905,0.2721257121621474,0.35882650907725056,0.028937047096013028,0.02738664270414675,2.412798956830268e-05,0.000275777447532491,7.409341461407206e-05,0.00015803496193817694,0.00012644522080636775,0.00016673138606033673,1.3445812527114036e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.083934547962432,-0.32061450572200556,-0.581229495454167
200.0,8.6685295755,0.96,0.012001,0.024252,0.003747,0.027761223766728668,0.0005417129671495031,0.984138189854228,0.0011593151276533234,0.011804906674174578,0.002897588343944137,0.29544685845022506,0.31048550878551173,0.3669353172990257,0.0271323154652377,0.027320880505926525,3.218400667493752e-05,0.0003277186557271092,8.044059840009794e-05,0.00016004739432607068,0.0001681940262211227,0.0001987736194859996,1.4697927116310266e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.94305452341154,-0.3908512399503543,-0.6961652065548485
200.0,9.8980957848,0.96,0.012001,0.024252,0.003747,0.027762703669904673,0.0006187784201736512,0.982010896875823,0.0014781346817838697,0.013443917274358173,0.0030670511680350528,0.2618608427806297,0.34576406137083265,0.3670615550947294,0.025313540753808154,0.02726327753058079,4.1037015154574414e-05,0.0003732394914507185,8.514963271859217e-05,0.00016203383860113893,0.00021395133964786922,0.0002271297691680003,1.5663472756642745e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.819258155287848,-0.45779495889701494,-0.8025381554878308
200.0,11.1276619942,0.96,0.012001,0.024252,0.003747,0.027764924171883528,0.0006958198242036259,0.9801148684890283,0.0018230352500829936,0.014866721803245287,0.003195374457643415,0.235682970711655,0.3784997019866669,0.3622068231312567,0.023610504170421494,0.027212815003333467,5.061643548122504e-05,0.0004127734035515929,8.871932951724287e-05,0.0001639928832483721,0.0002633675960974873,0.00025203068799654486,1.642865686122166e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.71032982998365,-0.5217641189423219,-0.901370001114536
200.0,12.3572282036,0.96,0.012001,0.024252,0.003747,0.027767759188615668,0.0007728152717459697,0.9784197320263418,0.002190990691596905,0.01609493671527207,0.0032943405667892564,0.21470327909247044,0.40893227778239627,0.3543019979939354,0.02206244513119774,0.027168523504297333,6.0838901908761355e-05,0.0004469203268656837,9.147645554389171e-05,0.00016592597297659833,0.00031602910938010096,0.00027380999485982323,1.7050194529447127e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.61418558371707,-0.5831166750358818,-0.993675763185184
200.0,13.5867944129,0.96,0.012001,0.024252,0.003747,0.0277711038153833,0.000849752430743856,0.9768966133968614,0.0025788518553676136,0.017152605480355226,0.0033719292674157498,0.19751190914819972,0.43719127818071984,0.34462411518926006,0.02067269748182048,0.027129497267540603,7.161756259990784e-05,0.00047634678749925753,9.364219774353214e-05,0.00016783622489954236,0.00037150435133408003,0.00029284517957502436,1.7566674935209343e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.52890024457033,-0.6422055381184961,-1.0804098883135254
