T_K,P_bubble_bar,P_dew_bar
200,62.69612700802967,2.5235125711199173
201,61.977556184369625,2.6560821527088505
202,61.288750433188305,2.794007901247162
203,60.62882346931607,2.937435377990608
204,59.996943738206475,3.086511878984847
205,59.39233078036204,3.2413864211949766
206,58.814251885422024,3.4022097295036415
207,58.26201900937386,3.5691342246407154
208,57.734985931188014,3.7423140121051675
209,57.23254562731303,3.921904872141877
210,56.754127845165435,4.108064250834719
211,56.299196858000904,4.300951252378999
212,55.867249386033414,4.500726632594848
213,55.45781266945004,4.707552793746262
214,55.070442680699976,4.921593780729989
215,54.70472246471271,5.143015278700612
216,54.36026059626609,5.371984612199264
217,54.0366897452946,5.608670745855435
218,53.73366534115344,5.853244286734814
219,53.45086432816148,6.105877488406454
220,53.1879840049576,6.36674425680766
221,52.944740940997825,6.636020157988257
222,52.72086996421315,6.913882427818059
223,52.51612321403086,7.2005099837477
224,52.330269254597276,7.496083438718151
225,52.16309224337198,7.800785117317369
226,52.01439115081146,8.114799074291547
227,51.883979026735126,8.438311115523547
228,51.77168230992913,8.771508821598394
229,51.677340177119525,9.114581574088039
230,51.600803928433734,9.467720584688712
231,51.54193640597202,9.83111892736587
232,51.50061144296654,10.204971573661151
233,51.47671334074914,10.589475431339368
234,51.47013637129374,10.984829386558543
235,51.48078430297129,11.391234349768567
236,51.50856994751312,11.80889330555603
237,51.55341472624324,12.238011366675256
238,51.61524825385384,12.678795832524479
239,51.69400793800235,13.131456252351159
240,51.78963859318137,13.596204493494737
241,51.90209206748061,14.073254815006125
242,52.031326880814134,14.562823947013463
243,52.17730787331372,15.06513117624018
244,52.340005862770454,15.580398438121339
245,52.51939730981484,16.108850416013354
246,52.71546398974814,16.650714648030192
247,52.9281926699619,17.206221642113967
248,53.15757479176164,17.775604999992858
249,53.40360615555406,18.359101550762063
250,53.66628660814591,18.95695149490367
251,53.94561973120876,19.569398559643574
252,54.24161252939261,20.19669016665933
253,54.55427511714525,20.839077613256617
254,54.883620402553454,21.496816268282824
255,55.229663766825496,22.170165784178067
256,55.59242273787573,22.85939032675602
257,55.97191665605478,23.56475882449854
258,56.36816633005157,24.286545239380615
259,56.781193680862415,25.025028861506247
260,57.21102137106448,25.78049463014932
261,57.657672416765614,26.553233484140197
262,58.12116977880984,27.343542744970154
263,58.60153592965253,28.151726536454518
264,59.09879239158876,28.97809624538271
265,59.61295924141765,29.822971028241323
266,60.14405457587198,30.68667836989746
267,60.692093931348246,31.56955470107019
268,61.25708965010375,32.47194608253549
269,61.83905018395521,33.39420896535738
270,62.43797932512283,34.33671103804627
271,63.05387535139203,35.29983217350308
272,63.68673007112168,36.283965490960625
273,64.33652775025286,37.289518551046754
274,65.00324390021973,38.31691470561975
275,65.68684390129692,39.3665946284241
276,66.3872814304474,40.4390180580711
277,67.10449665607236,41.534665791658355
278,67.8384141534491,42.654041975959416
279,68.58894048378349,43.79767675404396
280,69.35596136591546,44.96612933918294
281,70.13933835167133,46.159991606006194
282,70.93890489228689,47.37989231245732
283,71.75446165246225,48.626502097214264
284,72.58577088699028,49.900539438644685
285,73.4325496395313,51.20277781719942
286,74.29446144665376,52.53405439935214
287,75.17110612507739,53.895280666639415
288,76.06200707182623,55.287455561589674
289,76.96659529535509,56.711681934044435
290,77.88418908760093,58.169187379558835
291,78.81396778914258,59.66135101921571
292,79.7549374044583,61.189738465550214
293,80.70588474020772,62.75614830300233
294,81.66531500093154,64.36267514987175
295,82.63136489365317,66.01179725117191
296,83.6016783284089,67.7065015158752
297,84.57322286395163,69.45046784904298
299,86.5026328495992,73.10623712343413
300,87.44751329816252,87.44751329816445
