feature,mean_abs_shap
temperature,8.741914567608582
pressure,0.04606712442281772
z_hydrogen,0.01238855364847771
z_carbon dioxide,0.007036692055681737
z_hydrogen sulfide,0.005453553446938123
z_methane,0.0028692394100013814
z_nitrogen,0.0022208159376706474
z_argon,0.001442991914730332
z_carbon monoxide,0.0012199669182300886
z_oxygen,0.0005223946476739826
