trial_id,loss,FINGERPRINT_FEATURE,MIN_UNIQUE_FOR_NUMERICAL_FEATURES,OUTLIER_REMOVAL_STD,POLYNOMIAL_FEATURES,PREPROCESS_TRANSFORMS,REGRESSION_Y_PREPROCESS_TRANSFORMS,average_before_softmax,max_depth,model_path,model_type,n_estimators,softmax_temperature
6,0.9094699185506118,1,1,2,0,38,2,1,2,2,1,0,3
4,0.9176172260800562,1,0,0,0,145,2,1,2,2,1,0,3
0,0.9363443594363646,1,3,2,0,179,0,0,3,3,1,0,2
5,1.6667714498903567,0,2,2,0,124,1,0,0,2,1,0,5
8,1.6887913662999607,0,1,0,0,25,1,1,0,6,1,0,2
3,inf,0,1,0,0,163,2,0,2,1,0,0,3
1,inf,1,2,2,0,72,1,0,2,5,0,0,0
2,inf,0,2,1,0,109,1,1,1,3,0,0,3
7,inf,1,1,1,0,26,2,1,2,0,0,0,1
9,inf,1,0,1,0,118,2,0,2,3,0,0,1
