temperature,pressure,z_carbon dioxide,z_hydrogen,z_nitrogen,Tc,Pc,Tr,Pr,P_bubble,P_dew,liquid_density,vapor_density,x_carbon dioxide,x_hydrogen,x_nitrogen,y_carbon dioxide,y_hydrogen,y_nitrogen,gamma,interfacial_thickness,E_carbon dioxide,E_hydrogen,E_nitrogen,gamma0_CO2,rhoL0_CO2,rhoV0_CO2,Tc_CO2,Psat_CO2
200.0,21.05995294787795,0.98,0.01,0.01,307.8,86.47,0.649772579597141,0.24355213308520815,34.529200650418026,2.4432498796967943,1214.0701383540568,19.250585339947584,0.9868115750400328,0.005264821787578285,0.007923603172388959,0.13735333979824108,0.5957796592868637,0.26686700091489524,17.748123179297195,0.6892203493580326,1.0000000004513732,1.812960490428332,5.090157854113512,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,22.15361592254761,0.98,0.01,0.01,307.8,86.47,0.649772579597141,0.25620002223369504,34.529200650418026,2.4432498796967943,1213.6925204289907,19.754017839432567,0.9862097362662798,0.0056345542953412635,0.008155709438378886,0.1318409750450602,0.6062559460798559,0.2619030788750839,17.657625472137827,0.6929091146968034,1.000000000514399,1.80373645785979,5.046444393984112,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,23.247278897217264,0.98,0.01,0.01,307.8,86.47,0.649772579597141,0.26884791138218184,34.529200650418026,2.4432498796967943,1213.3219895888676,20.242258954837418,0.9856189234736549,0.00600786753718004,0.008373208989165094,0.12685000752268621,0.6161459631177191,0.2570040293595949,17.569425533394394,0.6965361387948796,1.0000000005738325,1.7948064763490292,5.004143719646726,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,24.340941871886923,0.98,0.01,0.01,307.8,86.47,0.649772579597141,0.2814958005306687,34.529200650418026,2.4432498796967943,1212.9580069395006,20.71657037383122,0.985038284080058,0.006384416204222297,0.00857729971571975,0.1223105676229608,0.6254968565163818,0.25219257586065746,17.483350730375694,0.7000744247065612,1.0000000006237613,1.7860723486348424,4.9629470794017365,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,25.43460484655658,0.98,0.01,0.01,307.8,86.47,0.649772579597141,0.29414368967915555,34.529200650418026,2.4432498796967943,1212.6000804912035,21.17810723204517,0.9844670398131695,0.006763885345575602,0.008769074841254852,0.1181647769535426,0.6343502882551777,0.24748493479127964,17.399244523962626,0.7035274813103549,1.000000000660721,1.7775225646458153,4.92278204223221,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,26.528267821226237,0.98,0.01,0.01,307.8,86.47,0.649772579597141,0.3067915788276424,34.529200650418026,2.4432498796967943,1212.247761702128,21.62792532576899,0.9839044812155188,0.007145988091565814,0.008949530692915406,0.11436427832258454,0.6427433842462754,0.24289233743114005,17.316965054328378,0.7069176504243749,1.0000000006849015,1.769146489186685,4.883582776564516,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,27.621930795895896,0.98,0.01,0.01,307.8,86.47,0.649772579597141,0.31943946797612927,34.529200650418026,2.4432498796967943,1211.9006420171283,22.066988521915416,0.9833499621478755,0.007530463385374953,0.009119574466749483,0.11086835237802296,0.6507094564017726,0.23842219122020447,17.23638379376845,0.7102527688041633,1.0000000006983178,1.7610270163979245,4.8452894627361776,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,28.715593770565555,0.98,0.01,0.01,307.8,86.47,0.649772579597141,0.3320873571246161,34.529200650418026,2.4432498796967943,1211.5583494970567,22.49617610722768,0.9828028944401345,0.007917073782281507,0.009280031777584115,0.1076424645363219,0.6582785636959163,0.23407897176776185,17.157384278988246,0.7135126398878996,1.0000000007035004,1.7530843976599721,4.807847733694758,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,29.809256745235214,0.98,0.01,0.01,307.8,86.47,0.649772579597141,0.344735246273103,34.529200650418026,2.4432498796967943,1211.2205456013162,22.916289899559843,0.982262742788333,0.008305603355006392,0.009431653856660574,0.10465713170717339,0.6654779566205599,0.22986491167226655,17.079860937859443,0.716717554149657,1.000000000702736,1.745283526944475,4.771208151519551,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,30.902919719904872,0.98,0.01,0.01,307.8,86.47,0.649772579597141,0.35738313542158984,34.529200650418026,2.4432498796967943,1210.88692216207,23.328061007202194,0.9817290199577753,0.008695855728496123,0.00957512431372859,0.10188702959638223,0.672332435745063,0.2257805346585549,17.003718010104972,0.7198805103601777,1.0000000006978225,1.7376171388802775,4.735325723568178,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,31.996582694574528,0.98,0.01,0.01,307.8,86.47,0.649772579597141,0.37003102457007664,34.529200650418026,2.4432498796967943,1210.5571985706351,23.732156168072112,0.9812012823242329,0.009087652256028145,0.009711065419739016,0.09931028302466251,0.6788646458981136,0.22182507107722388,16.928868565255602,0.7229750640206412,1.0000000006900431,1.7300785584689111,4.700159459466403,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,33.09024566924418,0.98,0.01,0.01,307.8,86.47,0.649772579597141,0.3826789137185635,34.529200650418026,2.4432498796967943,1210.231119183731,24.129183634963187,0.9806791257648353,0.009480830340599287,0.009840043894565432,0.09690789692097349,0.6850953212417118,0.21799678183731466,16.855233610981962,0.7260339787998661,1.000000000679923,1.7227280467999964,4.665761318958817,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,34.183908643913846,0.98,0.01,0.01,307.8,86.47,0.649772579597141,0.39532680286705035,34.529200650418026,2.4432498796967943,1209.9084509077038,24.51969825980342,0.9801621818544927,0.009875241931715035,0.009962576213792254,0.09466329394658586,0.6910434963546509,0.21429320969876334,16.782746715890315,0.7290465388979762,1.0000000006921534,1.7155259124082083,4.632130862203149,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
203.4034827586207,2.9307502154739686,0.98,0.01,0.01,307.8,86.47,0.6608300284555578,0.033893260269156573,34.00889561852087,2.9017328866078897,1211.7532973820537,7.822837197529249,0.999915497865123,1.9046606492640716e-05,6.545552838430472e-05,0.9705490127497886,0.014736505404275466,0.014714481845935896,19.096591875942313,0.6199994086317041,1.000000000699738,1.9549084442967084,5.6748881059351515,19.11047655445472,1211.8068962536893,7.735794409290612,309.1473760575555,2.8401526987551153
203.4034827586207,3.9906831964002336,0.98,0.01,0.01,307.8,86.47,0.6608300284555578,0.04615107200647894,34.00889561852087,2.9017328866078897,1211.1375284779836,8.819560044721564,0.9989444256182278,0.0002483955688236455,0.0008071788129485798,0.7236474051939283,0.14195697509293517,0.13439561971313654,18.937955362265097,0.6260489180381932,1.000000000778842,1.9377856748472024,5.597345705495475,19.11047655445472,1211.8068962536893,7.735794409290612,309.1473760575555,2.8401526987551153
203.4034827586207,5.050616177326498,0.98,0.01,0.01,307.8,86.47,0.6608300284555578,0.0584088837438013,34.00889561852087,2.9017328866078897,1210.541921806333,9.77638628131392,0.9980048262744151,0.0004898098346645054,0.0015053638909204125,0.5791441040092858,0.22173299545715752,0.19912290053355677,18.786070831052122,0.6318739820664349,1.0000000008559238,1.9226562175353983,5.526024175251854,19.11047655445472,1211.8068962536893,7.735794409290612,309.1473760575555,2.8401526987551153
203.4034827586207,6.110549158252764,0.98,0.01,0.01,307.8,86.47,0.6608300284555578,0.07066669548112367,34.00889561852087,2.9017328866078897,1209.96576729964,10.693240911713636,0.9970956986323346,0.0007431380278253718,0.0021611633398401064,0.48435078403857523,0.2783807475462582,0.23726846841516666,18.640629828472466,0.6374865252553192,1.00000000117279,1.9087089882105788,5.458612461896856,19.11047655445472,1211.8068962536893,7.735794409290612,309.1473760575555,2.8401526987551153
203.4034827586207,7.170482139179029,0.98,0.01,0.01,307.8,86.47,0.6608300284555578,0.08292450721844603,34.00889561852087,2.9017328866078897,1209.408400586382,11.570581194364612,0.9962160357726647,0.0010080523561410096,0.0027759118711942667,0.4174016719920042,0.32196617847243447,0.2606321495355613,18.50133099539799,0.6428967821541974,1.0000000012129695,1.8953586367263473,5.395018818120048,19.11047655445472,1211.8068962536893,7.735794409290612,309.1473760575555,2.8401526987551153
203.4034827586207,8.230415120105294,0.98,0.01,0.01,307.8,86.47,0.6608300284555578,0.0951823189557684,34.00889561852087,2.9017328866078897,1208.869100583749,12.40936598427897,0.9953647145022605,0.0012841152454577624,0.003351170252281757,0.3676060903451912,0.3573904276027775,0.27500348205203134,18.36787531311112,0.6481189851195822,1.0000000012463592,1.882678350733024,5.334194008455899,19.11047655445472,1211.8068962536893,7.735794409290612,309.1473760575555,2.8401526987551153
203.4034827586207,9.290348101031558,0.98,0.01,0.01,307.8,86.47,0.6608300284555578,0.10744013069309076,34.00889561852087,2.9017328866078897,1208.3470746174085,13.21093342478876,0.9945404881505,0.0015708125159129755,0.003888699333586945,0.32912227820316686,0.3873167922187162,0.28356092957811707,18.239940112028872,0.6531628491184854,1.0000000012507326,1.8705058670229995,5.275906423197865,19.11047655445472,1211.8068962536893,7.735794409290612,309.1473760575555,2.8401526987551153
203.4034827586207,10.350281081957824,0.98,0.01,0.01,307.8,86.47,0.6608300284555578,0.11969794243041314,34.00889561852087,2.9017328866078897,1207.8414689902652,13.976895021517144,0.9937420095013205,0.0018675770727146193,0.004390413425964841,0.2984896149429503,0.4133129710824643,0.28819741397458554,18.117198191071786,0.6580276224822995,1.0000000012337202,1.8587261286433947,5.2199917572332595,19.11047655445472,1211.8068962536893,7.735794409290612,309.1473760575555,2.8401526987551153
203.4034827586207,11.410214062884089,0.98,0.01,0.01,307.8,86.47,0.6608300284555578,0.1319557541677355,34.00889561852087,2.9017328866078897,1207.3513876730228,14.709049110382322,0.9929678629561446,0.0021738085556741453,0.004858328488181165,0.2735281530977791,0.43636045295831827,0.2901113939439026,17.999320489555963,0.6627233774316658,1.0000000012055807,1.8474927402134862,5.166301050977635,19.11047655445472,1211.8068962536893,7.735794409290612,309.1473760575555,2.8401526987551153
203.4034827586207,12.470147043810353,0.98,0.01,0.01,307.8,86.47,0.6608300284555578,0.14421356590505788,34.00889561852087,2.9017328866078897,1206.8759125206789,15.409308947976806,0.9922165976412942,0.002488890145847271,0.005294512212858472,0.2527966069363962,0.45710521963582207,0.29009817342778177,17.885981696638446,0.6672597661384174,1.0000000011737071,1.8366512109587805,5.1149528755459315,19.11047655445472,1211.8068962536893,7.735794409290612,309.1473760575555,2.8401526987551153
203.4034827586207,13.530080024736618,0.98,0.01,0.01,307.8,86.47,0.6608300284555578,0.15647137764238023,34.00889561852087,2.9017328866078897,1206.4141221407888,16.079643223248027,0.99148675772411,0.002812202716753117,0.00570103955913695,0.2353040397532335,0.47599081555203604,0.28870514469473046,17.776865043269016,0.6716569886416303,1.000000001138873,1.826136938827434,5.065723194182498,19.11047655445472,1211.8068962536893,7.735794409290612,309.1473760575555,2.8401526987551153
203.4034827586207,14.590013005662884,0.98,0.01,0.01,307.8,86.47,0.6608300284555578,0.1687291893797026,34.00889561852087,2.9017328866078897,1205.965108093887,16.72202778386762,0.9907769081988493,0.0031431363512269294,0.006079955449923764,0.220346769907021,0.49333330144296506,0.286319928650014,17.671666085526873,0.6759193991683986,1.000000001090652,1.816014735678335,5.018271700920688,19.11047655445472,1211.8068962536893,7.735794409290612,309.1473760575555,2.8401526987551153
203.4034827586207,15.649945986589149,0.98,0.01,0.01,307.8,86.47,0.6608300284555578,0.18098700111702498,34.00889561852087,2.9017328866078897,1205.527987927175,17.338407632385955,0.9900856555162888,0.0034810993126964214,0.006433245171014737,0.207411344580578,0.5093655304489164,0.28322312497050556,17.57009546311747,0.6800521192523562,1.0000000010254408,1.8062800812454973,4.972476902956932,19.11047655445472,1211.8068962536893,7.735794409290612,309.1473760575555,2.8401526987551153
203.4034827586207,16.70987896751541,0.98,0.01,0.01,307.8,86.47,0.6608300284555578,0.1932448128543473,34.00889561852087,2.9017328866078897,1205.1019150164755,17.930668167990355,0.9894116630987716,0.0038255246665389537,0.00676281223468947,0.1961143392566903,0.5242643362515934,0.2796213244917162,17.471880719430537,0.6840621868999897,1.000000001029044,1.7968139012300521,4.928223736502931,19.11047655445472,1211.8068962536893,7.735794409290612,309.1473760575555,2.8401526987551153
203.4034827586207,17.769811948441678,0.98,0.01,0.01,307.8,86.47,0.6608300284555578,0.20550262459166968,34.00889561852087,2.9017328866078897,1204.686085466091,18.500614511767676,0.9887536621769453,0.004175874829150497,0.007070462993904139,0.186163650468258,0.5381677738284004,0.27566857570334147,17.376767312783972,0.6879560597171065,1.000000001096004,1.7876012612335737,4.885404143719818,19.11047655445472,1211.8068962536893,7.735794409290612,309.1473760575555,2.8401526987551153
203.4034827586207,18.829744929367944,0.98,0.01,0.01,307.8,86.47,0.6608300284555578,0.21776043632899209,34.00889561852087,2.9017328866078897,1204.279742457243,19.049957670311723,0.9881104585876206,0.004531644366415706,0.007357897045963777,0.17733283424981594,0.551186354668374,0.27148081108181005,17.2845189940867,0.6917396253203556,1.000000001166355,1.7787169769007378,4.843917392165421,19.11047655445472,1211.8068962536893,7.735794409290612,309.1473760575555,2.8401526987551153
203.4034827586207,19.889677910294207,0.98,0.01,0.01,307.8,86.47,0.6608300284555578,0.2300182480663144,34.00889561852087,2.9017328866078897,1203.882178490104,19.580306296058097,0.9874809362467514,0.004892361370887096,0.00762670238236161,0.169443634856013,0.5634105444997798,0.2671458206442072,17.194917780121145,0.6954441474645243,1.0,1.7701082731639097,4.803730830287305,19.11047655445472,1211.8068962536893,7.735794409290612,309.1473760575555,2.8401526987551153
203.4034827586207,20.949610891220473,0.98,0.01,0.01,307.8,86.47,0.6608300284555578,0.24227605980363678,34.00889561852087,2.9017328866078897,1203.4927359601388,20.093162877885753,0.9868640579991143,0.005257587729330028,0.007878354271555737,0.16235380895082696,0.5749158748365099,0.26273031621266313,17.10776285080899,0.6990597687457261,1.0,1.7617031594409098,4.7649282263305865,19.11047655445472,1211.8068962536893,7.735794409290612,309.1473760575555,2.8401526987551153
203.4034827586207,22.009543872146736,0.98,0.01,0.01,307.8,86.47,0.6608300284555578,0.25453387154095913,34.00889561852087,2.9017328866078897,1203.1108064722307,20.589923320813135,0.9862588644839183,0.005626918558355209,0.008114216957726359,0.15594846334196638,0.5857664974497125,0.258285039208321,17.022870602091462,0.702581974125701,1.0,1.7534895718453618,4.727181769868548,19.11047655445472,1211.8068962536893,7.735794409290612,309.1473760575555,2.8401526987551153
203.4034827586207,23.069476853073002,0.98,0.01,0.01,307.8,86.47,0.6608300284555578,0.2667916832782815,34.00889561852087,2.9017328866078897,1202.735829241595,21.07187902269402,0.9856644715677768,0.005999981044614829,0.008335547387608359,0.1501337780220781,0.5960177032627233,0.25384851871519853,16.94007312266085,0.7060177606587984,1.0,1.7454859838503625,4.6904207414160535,19.11047655445472,1211.8068962536893,7.735794409290612,309.1473760575555,2.8401526987551153
203.4034827586207,24.129409833999265,0.98,0.01,0.01,307.8,86.47,0.6608300284555578,0.27904949501560383,34.00889561852087,2.9017328866078897,1202.367288870762,21.540220710146073,0.9850800668012281,0.0063764328832817095,0.008543500315490222,0.14483238205833282,0.6057177406780924,0.24944987726357484,16.859217265215715,0.7094072168243514,1.0,1.7377412517641486,4.654580471255817,19.11047655445472,1211.8068962536893,7.735794409290612,309.1473760575555,2.8401526987551153
203.4034827586207,25.18934281492553,0.98,0.01,0.01,307.8,86.47,0.6608300284555578,0.2913073067529262,34.00889561852087,2.9017328866078897,1202.0047127337896,21.996043441950814,0.9845049052627892,0.006755960468438394,0.008739134268772515,0.13997989604521113,0.6149091524843031,0.24511095147048584,16.780163541480345,0.7127152330152087,1.0,1.7301507350330272,4.619601914501656,19.11047655445472,1211.8068962536893,7.735794409290612,309.1473760575555,2.8401526987551153
203.4034827586207,26.249275795851798,0.98,0.01,0.01,307.8,86.47,0.6608300284555578,0.30356511849024864,34.00889561852087,2.9017328866078897,1201.647668146723,22.440352318754247,0.9839383050720089,0.007138276953313227,0.008923417974677933,0.13552231170190107,0.6236297769798603,0.24084791131823857,16.702785018742134,0.7159453930067621,1.0000000000394011,1.7227057696412607,4.585431214711904,19.11047655445472,1211.8068962536893,7.735794409290612,309.1473760575555,2.8401526987551153
203.4034827586207,27.30920877677806,0.98,0.01,0.01,307.8,86.47,0.6608300284555578,0.31582293022757096,34.00889561852087,2.9017328866078897,1201.2957594585291,22.87406854911288,0.9833796427823384,0.007523120268182965,0.009097236949478539,0.1314139813537962,0.6319135114728757,0.2366725071733281,16.62696624739591,0.7191457809694647,1.0000000000872915,1.7153983432002475,4.5520192718307335,19.11047655445472,1211.8068962536893,7.735794409290612,309.1473760575555,2.8401526987551153
203.4034827586207,28.369141757704327,0.98,0.01,0.01,307.8,86.47,0.6608300284555578,0.32808074196489334,34.00889561852087,2.9017328866078897,1200.9486251596954,23.298035614234333,0.9828283488062409,0.007910251159327222,0.009261400034431874,0.12761605789102068,0.6397909051740247,0.23259303693495464,16.55260223886422,0.7222731185762747,1.000000000134052,1.7082576805645164,4.519321325269279,19.11047655445472,1211.8068962536893,7.735794409290612,309.1473760575555,2.8401526987551153
203.4034827586207,29.429074738630593,0.98,0.01,0.01,307.8,86.47,0.6608300284555578,0.3403385537022157,34.00889561852087,2.9017328866078897,1200.6059350766325,23.7130253473438,0.9822839029791461,0.008299451292494884,0.009416645728359018,0.12409527169137333,0.6472896277831091,0.2286151005255176,16.479597503201056,0.7253435128255596,1.0000000001738003,1.7013037771631212,4.487296559076734,19.11047655445472,1211.8068962536893,7.735794409290612,309.1473760575555,2.8401526987551153
203.4034827586207,30.489007719556856,0.98,0.01,0.01,307.8,86.47,0.6608300284555578,0.35259636543953804,34.00889561852087,2.9017328866078897,1200.2673876964968,24.119743801560006,0.9817458303320344,0.008690521449750762,0.00956364821821479,0.12082296253428598,0.6544348461496649,0.22474219131604922,16.40786508668699,0.7283811797439143,1.0000000011252694,1.6944629854312652,4.455974509975389,19.11047655445472,1211.8068962536893,7.735794409290612,309.1473760575555,2.8401526987551153
203.4034827586207,31.548940700483122,0.98,0.01,0.01,307.8,86.47,0.6608300284555578,0.3648541771768604,34.00889561852087,2.9017328866078897,1199.9327076502418,24.51883682453381,0.9812136971158588,0.00908327983661806,0.00970302304752305,0.11777430656044555,0.6612495318921993,0.22097616154735522,16.33732602459005,0.7313516254657401,1.000000001081907,1.6877298225423267,4.4253808497301605,19.11047655445472,1211.8068962536893,7.735794409290612,309.1473760575555,2.8401526987551153
203.4034827586207,32.60887368140939,0.98,0.01,0.01,307.8,86.47,0.6608300284555578,0.37711198891418285,34.00889561852087,2.9017328866078897,1199.6016433684033,24.910895291387284,0.9806871071001743,0.009477560508410489,0.009835332391415175,0.11492769390614292,0.667754716359604,0.21731758973425305,16.267908176608813,0.734296024520959,1.0000000010932282,1.681099193739587,4.395349276078408,19.11047655445472,1211.8068962536893,7.735794409290612,309.1473760575555,2.8401526987551153
203.4034827586207,33.668806662335655,0.98,0.01,0.01,307.8,86.47,0.6608300284555578,0.3893698006515052,34.00889561852087,2.9017328866078897,1199.2739648726372,25.29645952885209,0.980165698110771,0.009873211950985296,0.0099610899382437,0.1122642201441043,0.6739697101931899,0.21376606966270578,16.199552538025596,0.7371897319419368,1.0000000003585758,1.6745664330105101,4.365851882404296,19.11047655445472,1211.8068962536893,7.735794409290612,309.1473760575555,2.8401526987551153
