temperature,pressure,z_carbon dioxide,z_hydrogen,z_nitrogen,Tc,Pc,Tr,Pr,P_bubble,P_dew,liquid_density,vapor_density,x_carbon dioxide,x_hydrogen,x_nitrogen,y_carbon dioxide,y_hydrogen,y_nitrogen,gamma,interfacial_thickness,E_carbon dioxide,E_hydrogen,E_nitrogen,gamma0_CO2,rhoL0_CO2,rhoV0_CO2,Tc_CO2,Psat_CO2
200.0,2.4676823784937625,0.98,0.01,0.01,307.8,86.47,0.649772579597141,0.028538017560931682,34.529200650418026,2.4432498796967943,1222.3323303499426,6.6623657886629335,0.9999306007735766,1.5307163004871968e-05,5.409206341847018e-05,0.9707035249111986,0.014657283003306173,0.014639192085495273,19.90031143440811,0.604847509166855,1.000000000629483,2.0334559372427483,6.1594886311986325,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.5613453531634205,0.98,0.01,0.01,307.8,86.47,0.649772579597141,0.04118590670941853,34.529200650418026,2.4432498796967943,1221.7088183946896,7.697584414182161,0.998942879995516,0.00024387899701038877,0.0008132410074735733,0.6833989338013343,0.16275796986175675,0.15384309633690887,19.72598618277156,0.6113861907866678,1.000000000843905,2.0138780947317527,6.067146856074439,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.6550083278330785,0.98,0.01,0.01,307.8,86.47,0.649772579597141,0.05383379585790538,34.529200650418026,2.4432498796967943,1221.1068577704762,8.689689446715985,0.9979889317311814,0.0004849035983457643,0.00152616467047272,0.5298356657282307,0.2481106950201904,0.22205363925157898,19.55949335732003,0.6176917098486243,1.0000000009770469,1.9966626649957706,5.982921106742188,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.7486713025027365,0.98,0.01,0.01,307.8,86.47,0.649772579597141,0.06648168500639223,34.529200650418026,2.4432498796967943,1220.5256642024408,9.638488756358894,0.9970676367657944,0.000738205332522434,0.0021941579016831908,0.4343352576471847,0.3061063016692695,0.2595584406835458,19.400462002998793,0.6237668650117761,1.0000000009950365,1.9806608647558284,5.903238408684629,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,6.8423342771723945,0.98,0.01,0.01,307.8,86.47,0.649772579597141,0.07912957415487909,34.529200650418026,2.4432498796967943,1219.964504438198,10.54453159616989,0.9961778700215534,0.0010034126914642205,0.0028187172869823286,0.36922081143327895,0.3496570926120906,0.2811220959546305,19.24853388877052,0.6295985113225534,1.0000000010086194,1.965293068809018,5.82730392910113,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,7.9359972518420525,0.98,0.01,0.01,307.8,86.47,0.649772579597141,0.09177746330336593,34.529200650418026,2.4432498796967943,1219.422572734099,11.408968099198649,0.9953183658082084,0.0012800385541122342,0.0034015956376792413,0.3219856886871295,0.38457386103261243,0.2934404502802581,19.103328450184257,0.6352018822216821,1.0000000010477257,1.9507871755897388,5.755063583090417,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,9.02966022651171,0.98,0.01,0.01,307.8,86.47,0.649772579597141,0.10442535245185279,34.529200650418026,2.4432498796967943,1218.89897896604,12.23337297429582,0.9944877158076217,0.001567516759324761,0.003944767433053487,0.28615624838719367,0.41384736177970854,0.2999963898330979,18.96446517768983,0.6406019674362283,1.0000000010245984,1.9367633602372698,5.686442547290028,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,10.123323201181368,0.98,0.01,0.01,307.8,86.47,0.649772579597141,0.11707324160033963,34.529200650418026,2.4432498796967943,1218.3927650762105,13.019616205801807,0.9936844009116141,0.0018652280213955622,0.004450371066990348,0.25804680873660046,0.4391692875768601,0.3027839036865395,18.831541784274574,0.6458075976013014,1.0000000009885852,1.9232826359652735,5.620739968421155,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,11.216986175851027,0.98,0.01,0.01,307.8,86.47,0.649772579597141,0.1297211307488265,34.529200650418026,2.4432498796967943,1217.902928855709,13.769761236331563,0.9929068312077574,0.002172521477039383,0.00492064731520333,0.2354051364453836,0.4615670972188445,0.303027766335772,18.704159660001434,0.650819891021964,1.0000000006692549,1.9104288597824077,5.55777972581679,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,12.310649150520685,0.98,0.01,0.01,307.8,86.47,0.649772579597141,0.14236901989731335,34.529200650418026,2.4432498796967943,1217.428448335853,14.485982790353681,0.9921533855568007,0.0024887330264401633,0.0053578814167592505,0.21677752261483288,0.48170130175405146,0.30152117563111547,18.58192712606346,0.6556521023069614,1.0000000005697038,1.8979898586400594,5.4973853995425355,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,13.404312125190343,0.98,0.01,0.01,307.8,86.47,0.649772579597141,0.1550169090458002,34.529200650418026,2.4432498796967943,1216.968303717538,15.170499880218541,0.9914224466998817,0.002813200585109791,0.0057643527150085215,0.20118379502767758,0.5000172435262994,0.298798961446023,18.464465181090464,0.6603165010252987,1.0000000004799652,1.8859816925906914,5.439384570250644,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,14.49797509986,0.98,0.01,0.01,307.8,86.47,0.649772579597141,0.16766479819428703,34.529200650418026,2.4432498796967943,1216.5214956151322,15.825522357769605,0.9907124302663772,0.003145276261876695,0.006142293471746097,0.18793906654630943,0.5168279323718061,0.29523300108188444,18.35141202849874,0.6648243936443408,1.0000000004008995,1.874528292783152,5.384022932175171,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,15.591638074529659,0.98,0.01,0.01,307.8,86.47,0.649772579597141,0.1803126873427739,34.529200650418026,2.4432498796967943,1216.0870592604338,16.45320971773184,0.990021807261831,0.0034843356005547724,0.006493857137614181,0.1765503456989256,0.5323617030846407,0.29108795121643366,18.242426100987338,0.6691878464162109,1.0000000003490388,1.8634194292649748,5.330775260820864,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,16.685301049199317,0.98,0.01,0.01,307.8,86.47,0.649772579597141,0.19296057649126075,34.529200650418026,2.4432498796967943,1215.6640748155946,17.055640777466834,0.9893491203400004,0.0038297841583605865,0.00682109550163903,0.16665373409008677,0.546790824392726,0.2865554415171872,18.137187913816643,0.6734222443399197,1.000000000324979,1.8526364185394883,5.2794079997146,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,17.778964023868973,0.98,0.01,0.01,307.8,86.47,0.649772579597141,0.20560846563974758,34.529200650418026,2.4432498796967943,1215.2516742201212,17.63479270703035,0.9886929945665255,0.004181061784541061,0.007125943648933421,0.15797476699465943,0.5602492847315959,0.28177594827374486,18.035400919005458,0.6775415387749739,1.0000000003254388,1.8422558343591446,5.229784583795141,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,18.87262699853863,0.98,0.01,0.01,307.8,86.47,0.649772579597141,0.21825635478823444,34.529200650418026,2.4432498796967943,1214.8490451228765,18.192527818042162,0.988052143564112,0.004537645000855416,0.007410211435032578,0.1503025249588587,0.5728441811156927,0.27685329392544866,17.936791575377224,0.6815433929737736,1.000000000349548,1.832235061818748,5.18177817428198,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,19.96628997320829,0.98,0.01,0.01,307.8,86.47,0.649772579597141,0.2309042439367213,34.529200650418026,2.4432498796967943,1214.45543247843,18.730586564454615,0.98742537196508,0.004899047880313571,0.007675580154606469,0.1434722441083706,0.5846632020132054,0.2718645538784239,17.84110882898711,0.6854343734436604,1.000000000393351,1.8224752482277975,5.135271741110031,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
