T,P,z_carbon dioxide,z_argon,z_nitrogen,z_methane,z_carbon monoxide,rho_l,rho_v,x_carbon dioxide,x_argon,x_nitrogen,x_methane,x_carbon monoxide,y_carbon dioxide,y_argon,y_nitrogen,y_methane,y_carbon monoxide,rhoL1_carbon dioxide,rhoL2_argon,rhoL3_nitrogen,rhoL4_methane,rhoL5_carbon monoxide,rhoV1_carbon dioxide,rhoV2_argon,rhoV3_nitrogen,rhoV4_methane,rhoV5_carbon monoxide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,gamma_wsd,gamma_cDFT_minus_wsd_corrected,gamma_cDFT_minus_wsd_uncorrected
200.0,2.5199817671,0.9600000000000001,0.012520000000000002,0.005307000000000001,0.014880000000000003,0.007293000000000001,0.027770737760437158,0.000157736602795727,0.9991996918041828,0.00014687978223127264,2.4755373953012354e-05,0.0005878251048685645,4.084793476425564e-05,0.9507782070214778,0.01543079720005491,0.006549656872065482,0.018242258018612043,0.008999080887789787,0.02774851261140359,4.07895991465479e-06,6.874749982106626e-07,1.6324336836306377e-05,1.134377284393588e-06,0.00014997252438778033,2.4340015287664775e-06,1.0331206244772967e-06,2.8774718071789737e-06,1.419484447523916e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.857851564779736,-0.007685148584908319,-0.02359027894970822
200.0,2.9315881248,0.9600000000000001,0.012520000000000002,0.005307000000000001,0.014880000000000003,0.007293000000000001,0.027757163804838118,0.00018360713272347708,0.9967422765398145,0.0006361067438354016,0.0001099564875150979,0.002330836485444347,0.0001808237433904884,0.8211960487945987,0.05741464167718086,0.02494024655013171,0.06228788117076676,0.03416118180732194,0.027666738641122884,1.7656519086001442e-05,3.05208023536121e-06,6.469741012877191e-05,5.0191542650938e-06,0.00015077745192302485,1.0541737734693026e-05,4.579207158486274e-06,1.1436499265185142e-05,6.2722366420877895e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.69064786739048,-0.03405104980752682,-0.09840739047216829
200.0,3.3431944826,0.9600000000000001,0.012520000000000002,0.005307000000000001,0.014880000000000003,0.007293000000000001,0.027744957308009216,0.00020955973206675385,0.9944597779268989,0.001145571055470443,0.00020338958241049722,0.003858011458262791,0.0003332499769574713,0.7234287550924621,0.09060706200103635,0.040344006697300136,0.09054750883324834,0.055072667375953156,0.027591244083114135,3.17838200273185e-05,5.6430352808730674e-06,0.00010704036320331152,9.246006383580096e-06,0.00015160153608656163,1.8987591636292932e-05,8.45447923398554e-06,1.897511169040755e-05,1.1541013419506199e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.536729863785503,-0.06281019030566526,-0.17165101467082877
200.0,3.7548008403,0.9600000000000001,0.012520000000000002,0.005307000000000001,0.014880000000000003,0.007293000000000001,0.02773397719529256,0.00023559042122583363,0.9923364164873306,0.0016699171148666385,0.0003049175329817315,0.005191117386164019,0.0004976314786569809,0.6470758485771014,0.11751781201880324,0.05371287119331304,0.10864071004523923,0.07305275816554305,0.02752143554491797,4.63134431817401e-05,8.456575906160209e-06,0.00014397033120595962,1.3801300080732426e-05,0.00015244487173134307,2.7686070835048187e-05,1.2654237949681564e-05,2.5594710641831567e-05,1.7210530067929243e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.394752530253506,-0.09383032042858375,-0.24361148662752896
200.0,4.1664071981,0.9600000000000001,0.012520000000000002,0.005307000000000001,0.014880000000000003,0.007293000000000001,0.02772407665451276,0.00026169654777314386,0.9903556171090732,0.0022039316326361857,0.00041434326818762024,0.0063527407558627265,0.0006733672342403085,0.5858191374721926,0.13968181475494573,0.06561671168808293,0.11999192071980007,0.08889041536497871,0.027456695043959232,6.110196952451107e-05,1.1487284528514922e-05,0.00017612387168178557,1.866848481871556e-05,0.0001533068458959136,3.655424870805709e-05,1.7171666924997e-05,3.1401471413040446e-05,2.3262314831135752e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.26335849735647,-0.12691960767066135,-0.31451202589313
200.0,4.5780135558,0.9600000000000001,0.012520000000000002,0.005307000000000001,0.014880000000000003,0.007293000000000001,0.027715113135730763,0.00028787638281322156,0.9885011671890861,0.00274280701161456,0.0005314414237234379,0.007364777545315313,0.0008598068302607057,0.535600079946751,0.15810842082105755,0.07641800624529818,0.12678628747905846,0.10308720550783493,0.02739642168344743,7.601720663637313e-05,1.472895918350891e-05,0.0002041156428879034,2.3829643575549517e-05,0.00015418661364954294,4.55156802782767e-05,2.1998939219694614e-05,3.649877782978859e-05,2.967637183591873e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.141254988829743,-0.1618622578420954,-0.38452470702615926
200.0,4.9896199135,0.9600000000000001,0.012520000000000002,0.005307000000000001,0.014880000000000003,0.007293000000000001,0.027706954717107102,0.0003141288419599182,0.9867579613375163,0.0032822895228322804,0.0006559809299005777,0.008247477676633336,0.0010562905331174754,0.4936932586795396,0.17350411293503226,0.0863595704496248,0.13046391285243525,0.11597914508336815,0.02734005815152348,9.094224717754907e-05,1.8175233920041114e-05,0.00022851249051683152,2.926659396919481e-05,0.0001550832916324221,5.450264607156455e-05,2.712803185749661e-05,4.098247786189517e-05,3.643239453653978e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.027260345587667,-0.1984366750227231,-0.45377762691724044
200.0,5.4012262713,0.9600000000000001,0.012520000000000002,0.005307000000000001,0.014880000000000003,0.007293000000000001,0.027699483363822792,0.0003404532860468181,0.9851123905422329,0.003818735280572369,0.00078773876394982,0.009018961687918738,0.0012621737253263373,0.4582010205745937,0.18638977749394595,0.0956114523854858,0.13199601244929088,0.12780173709668355,0.02728710427332028,0.0001057769943750575,2.181995678706637e-05,0.00024982057923346023,3.496156010693112e-05,0.00015599604312462615,6.345701223334917e-05,3.2551233148347525e-05,4.4938476183437796e-05,4.351052135705745e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.920325314824215,-0.23643037511095244,-0.5223656823970231
200.0,5.812832629,0.9600000000000001,0.012520000000000002,0.005307000000000001,0.014880000000000003,0.007293000000000001,0.027692595918588185,0.0003668493791662634,0.983552469390963,0.004349104269275286,0.0009265069536873247,0.00969507985291748,0.0014768395331568355,0.4277616957596866,0.1971657632809394,0.10429730764054454,0.13204873763408784,0.13872649568474166,0.027237121099573512,0.00012043798713684722,2.5657382684225178e-05,0.00026848192876528917,4.089752042830866e-05,0.00015692411252054908,7.233013785245507e-05,3.8261402556646544e-05,4.8441997420753926e-05,5.08917288158588e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.819536431495685,-0.2756470728313225,-0.5903581951536339
200.0,6.2244389867,0.9600000000000001,0.012520000000000002,0.005307000000000001,0.014880000000000003,0.007293000000000001,0.027686203664905824,0.00039331698922688324,0.9820677977350648,0.004870918058066764,0.0010720949270702086,0.010289485847789902,0.0016997034320082839,0.40137304040551985,0.20614980575635813,0.11250991047905322,0.1310848426676422,0.14888240069142664,0.027189729060838542,0.000134857229390704,2.968223849897815e-05,0.0002848768007890774,4.705833538852076e-05,0.00015786683580913923,8.108222092979759e-05,4.4252059247807373e-05,5.155789565131671e-05,5.855797758882237e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.724108596758807,-0.3159106898865467,-0.6578061306718581
