temperature,pressure,z_carbon dioxide,z_hydrogen,z_nitrogen,z_methane,z_oxygen,z_carbon monoxide,Tc,Pc,Tr,Pr,P_bubble,P_dew,liquid_density,vapor_density,x_carbon dioxide,x_hydrogen,x_nitrogen,x_methane,x_oxygen,x_carbon monoxide,y_carbon dioxide,y_hydrogen,y_nitrogen,y_methane,y_oxygen,y_carbon monoxide,gamma,interfacial_thickness,E_carbon dioxide,E_hydrogen,E_nitrogen,E_methane,E_oxygen,E_carbon monoxide,gamma0_CO2,rhoL0_CO2,rhoV0_CO2,Tc_CO2,Psat_CO2
200.0,13.222027299580102,0.95,0.010341,0.001495,0.019651,0.0184,0.000113,305.72,87.8,0.6541933795629987,0.15059256605444307,33.84259863474667,2.521994017917193,1196.4597593364333,16.988863245490943,0.9652097979842427,0.0023828684146817228,0.0007604952398156281,0.017803013280653757,0.013781219412568756,6.260566803733143e-05,0.20113065268413555,0.40216742743349715,0.037659063515472754,0.11063844176608487,0.24581020015441157,0.0025942144463982765,17.370441548389003,0.686478570257718,1.0000000004566585,1.8089364929539735,5.057399868709259,3.0918393972765434,3.387632556930587,5.556455134889737,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,14.289508633728477,0.95,0.010341,0.001495,0.019651,0.0184,0.000113,305.72,87.8,0.6541933795629987,0.16275066781011935,33.84259863474667,2.521994017917193,1195.641938367621,17.597488221608515,0.9638531058220269,0.0027448164976951743,0.0008297252895445537,0.018104745959093182,0.014399871640681764,6.773479095854963e-05,0.18795369116165087,0.428199902801859,0.038091135478874306,0.10470897902199464,0.2384432950025704,0.00260299653305087,17.251108034702835,0.6909706586013229,1.0000000004443668,1.7981855921362415,5.005345969797672,3.067929136066258,3.364486221081571,5.497816363633195,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,15.35698996787685,0.95,0.010341,0.001495,0.019651,0.0184,0.000113,305.72,87.8,0.6541933795629987,0.17490876956579557,33.84259863474667,2.521994017917193,1194.911171591969,18.15883044104339,0.9626358302521018,0.0031187907817970123,0.0008940807457160448,0.01834936658851892,0.014929504662868555,7.242696899778303e-05,0.17660616821296504,0.4523865126250698,0.03827511142860799,0.09931931079579798,0.23081656728782765,0.00259632964973153,17.140670126686178,0.6952059746925421,1.0000000004371299,1.7880975002193689,4.956827448672551,3.0464442243047487,3.3435870519877193,5.443151715743688,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,16.424471302025225,0.95,0.010341,0.001495,0.019651,0.0184,0.000113,305.72,87.8,0.6541933795629987,0.18706687132147182,33.84259863474667,2.521994017917193,1194.2494009336874,18.680361155046494,0.9615316090179363,0.0035027351764334723,0.0009536864314444641,0.018550138176182847,0.015385122008028084,7.670918997482113e-05,0.16673200197696872,0.47482032721055895,0.03826294751588579,0.09442545996478609,0.22318126212764572,0.002578001204154857,17.037529178170924,0.6992253727576412,1.000000000435262,1.778556705177262,4.911221403114644,3.0269248467964434,3.3245106942171008,5.391761714094034,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,17.491952636173597,0.95,0.010341,0.001495,0.019651,0.0184,0.000113,305.72,87.8,0.6541933795629987,0.19922497307714804,33.84259863474667,2.521994017917193,1193.6428780472786,19.16839225970284,0.9605196154221086,0.003894941793343412,0.001008785529532332,0.018716805828457164,0.015779237082356647,8.06143442017446e-05,0.15806222295537678,0.49561320835004397,0.03809820187179509,0.08997901351129378,0.2156962960981912,0.0025510572132989196,16.940417781237635,0.7030608260712455,1.0000000004372909,1.7695427633774539,4.868038431967056,3.0090122133142425,3.306925862931047,5.34309707916689,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,18.55943397032197,0.95,0.010341,0.001495,0.019651,0.0184,0.000113,305.72,87.8,0.6541933795629987,0.21138307483282426,33.84259863474667,2.521994017917193,1193.0810537952555,19.628190129438963,0.9595833825460496,0.004294002960095443,0.0010596832335340145,0.018856611409207087,0.01612214275567715,8.417709543662996e-05,0.15038982158714942,0.5148852315076087,0.03781659267642447,0.08593252426982946,0.20845792879287592,0.0025179011661120667,16.848329505334384,0.706773149977122,1.0000000004432723,1.7609736339541675,4.826892615855053,2.992425211602282,3.2905728812330315,5.296724823000829,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,19.626915304470344,0.95,0.010341,0.001495,0.019651,0.0184,0.000113,305.72,87.8,0.6541933795629987,0.2235411765885005,33.84259863474667,2.521994017917193,1192.5557631805927,20.064121813419778,0.9587098479807394,0.004698761988343001,0.001106709206011111,0.018975000648664704,0.016422248771642636,8.743140459912974e-05,0.1435528390280028,0.532757331041726,0.03744694877526655,0.08224196127840568,0.20152051676960214,0.0024804031069969364,16.760462130102226,0.7103509084849166,1.0000000004531773,1.7527206744627326,4.787477984086704,2.976942327113224,3.275247042745105,5.252301725945691,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,20.69439663861872,0.95,0.010341,0.001495,0.019651,0.0184,0.000113,305.72,87.8,0.6541933795629987,0.23569927834417678,33.84259863474667,2.521994017917193,1192.0606283436543,20.479801328003795,0.9578885987223571,0.005108268314950585,0.0011501939980686166,0.01907611781708788,0.016686411970408425,9.040917712731895e-05,0.13742271431391295,0.5493466027707937,0.03701227435997086,0.07886762645307377,0.1949107795283603,0.0024400025738884577,16.67617284153394,0.7138089340178851,1.0000000004651264,1.7447389840242757,4.749550344730048,2.962387819669846,3.260785881325341,5.209678428429779,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,21.761877972767092,0.95,0.010341,0.001495,0.019651,0.0184,0.000113,305.72,87.8,0.6541933795629987,0.247857380099853,33.84259863474667,2.521994017917193,1191.5906207324222,20.878221624749134,0.9571112839419946,0.005521739042354223,0.0011904551656794213,0.019163154048401375,0.016920228173743446,9.313962782691332e-05,0.13189607554302454,0.5647635676532936,0.036530772184464586,0.07577429514455233,0.18863749132168603,0.0023977981529789715,16.594943363926536,0.7171797443268971,1.0000000004764609,1.7370113228633837,4.713026748401562,2.9486212270573713,3.2470594983153624,5.16860602602469,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,22.829359306915464,0.95,0.010341,0.001495,0.019651,0.0184,0.000113,305.72,87.8,0.6541933795629987,0.2600154818555292,33.84259863474667,2.521994017917193,1191.1417387844122,21.261867461649263,0.9563711622504816,0.0059385270671434565,0.0012277898100098586,0.01923859466992498,0.017128277122586365,9.564907985369605e-05,0.12688884278537227,0.5791107860929043,0.03601675286945469,0.07293098489661208,0.18269801159201646,0.0023546217636402538,16.516353011150986,0.7204779871189622,1.0000000004963854,1.729577155782196,4.677734443786391,2.9355294135135157,3.23396323097915,5.128796375728484,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,23.89684064106384,0.95,0.010341,0.001495,0.019651,0.0184,0.000113,305.72,87.8,0.6541933795629987,0.27217358361120547,33.84259863474667,2.521994017917193,1190.7107693054231,21.632809125437817,0.9556627538608805,0.006358095173125876,0.0012624712111961383,0.019304396499997815,0.017314322243170092,9.796101162951803e-05,0.12233191662312774,0.5924823547751817,0.035481406912150446,0.07031056627927937,0.17708265692561487,0.0023110984846458297,16.440057935872094,0.7236875591956861,1.0000000005053205,1.7223192208403173,4.643431410625122,2.9230205401378107,3.2214120904108925,5.090105333465462,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,24.964321975212215,0.95,0.010341,0.001495,0.019651,0.0184,0.000113,305.72,87.8,0.6541933795629987,0.28433168536688175,33.84259863474667,2.521994017917193,1190.295109596139,21.992778970516834,0.9549815733255707,0.006779995192987277,0.0012947479719186501,0.01936211624178706,0.017481471033233387,0.00010009623450306453,0.11816797572138715,0.6049639521260732,0.03493344183317895,0.06788932666318435,0.17177760981296122,0.002267693843215281,16.365775112244123,0.7268428159691838,1.0000000004981817,1.7152184440725105,4.610012069729965,2.911019478334515,3.209336528926633,5.052414215836322,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,26.031803309360587,0.95,0.010341,0.001495,0.019651,0.0184,0.000113,305.72,87.8,0.6541933795629987,0.29648978712255797,33.84259863474667,2.521994017917193,1189.8926338455922,22.343233366227373,0.954323923678011,0.0072038513316693776,0.001324844629603228,0.01941300443871435,0.017632302791928792,0.00010207313007334947,0.11434906384422078,0.6166332051289107,0.03437959860822678,0.06564654210465685,0.16676683956086813,0.0022247507531165385,16.293269960374488,0.7299437899787605,1.0000000004803165,1.7082590384007272,4.5773888392984245,2.8994643040955768,3.197679203691182,5.015624529472257,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,27.09928464350896,0.95,0.010341,0.001495,0.019651,0.0184,0.000113,305.72,87.8,0.6541933795629987,0.3086478888782342,33.84259863474667,2.521994017917193,1189.5015919639845,22.685402627677043,0.9536867372310827,0.007629346839993616,0.0013529630702988468,0.019458074951817738,0.017768970001138796,0.00010390790566825181,0.11083474791217529,0.6275602279955922,0.03382506543388596,0.06356408263767374,0.16203335786581716,0.0021825181548555833,16.22234673457844,0.732972752497954,1.0000000004573384,1.7014392085501475,4.54548851280623,2.8883036031317926,3.1863924880451773,4.979653905893011,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,28.166765977657334,0.95,0.010341,0.001495,0.019651,0.0184,0.000113,305.72,87.8,0.6541933795629987,0.3208059906339104,33.84259863474667,2.521994017917193,1189.1205323455374,23.020331219647456,0.9530674518335724,0.008056213356753496,0.0013792843274925246,0.019498156868437696,0.017893278768836812,0.00010561484490709123,0.10759069518114785,0.6378082373763507,0.033273806815082844,0.06162606047088891,0.15756002703260114,0.0021411731239284948,16.152841020479087,0.7359828498591333,1.0000000004319995,1.6948140162167913,4.514249446465347,2.8774943860929287,3.17543654564252,4.944432948426468,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,29.23424731180571,0.95,0.010341,0.001495,0.019651,0.0184,0.000113,305.72,87.8,0.6541933795629987,0.3329640923895867,33.84259863474667,2.521994017917193,1188.7482424136615,23.34891016099392,0.9524639141390183,0.00848422236472117,0.001403970512542961,0.019533933675702643,0.01800675276654092,0.0001072065414738611,0.10458756217096636,0.6474341853058996,0.032728824136437004,0.05981852249789746,0.1533300679936059,0.002100837895193725,16.08461384791597,0.738931517960917,1.0000000004086589,1.6882932972847684,4.4836193612947595,2.867000464889449,3.164777830157586,4.909902769641003,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,30.301728645954082,0.95,0.010341,0.001495,0.019651,0.0184,0.000113,305.72,87.8,0.6541933795629987,0.3451221941452629,33.84259863474667,2.521994017917193,1188.3837024815793,23.67190320464206,0.9518743035317604,0.008913178318179988,0.0014271667283250445,0.019565973110824093,0.018110684200054225,0.0001086941108563137,0.10180011833693949,0.656489375134441,0.032192361463902364,0.058129184624370396,0.14932736748288772,0.0020615929574591494,16.017547040834977,0.741843389289538,1.000000000390168,1.6818694070304028,4.453553613925195,2.856791179516366,3.154387908625937,4.8760130537234465,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,31.369209980102454,0.95,0.010341,0.001495,0.019651,0.0184,0.000113,305.72,87.8,0.6541933795629987,0.3572802959009391,33.84259863474667,2.521994017917193,1188.0260496618926,23.989968057500143,0.9512970719258811,0.00934291309261197,0.0014490028839275236,0.01959475011939493,0.018206174599581133,0.00011008737860338175,0.09920654850149864,0.66502004122226,0.03166606789640574,0.056547203758214266,0.1455366514994413,0.0020234871221801775,15.951539522406858,0.7447240808923319,1.0000000003781304,1.6755358118580823,4.424013827100929,2.8468403928976067,3.1442425323359298,4.842720521222784,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,32.43669131425083,0.95,0.010341,0.001495,0.019651,0.0184,0.000113,305.72,87.8,0.6541933795629987,0.3694383976566154,33.84259863474667,2.521994017917193,1187.6745494191493,24.30367364572765,0.9507308958261343,0.009773281482426137,0.0014695953693797214,0.019620664670451985,0.018294167605878896,0.00011139504572902133,0.09678789283659021,0.6730678830044166,0.031151125603945354,0.05506298282941705,0.14194357045901543,0.001986545266615219,15.886504362578254,0.7475531039203873,1.0000000003733291,1.6692868943684465,4.3949667980168785,2.837125691977247,3.134320898254012,4.809987704785287,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,33.504172648399205,0.95,0.010341,0.001495,0.019651,0.0184,0.000113,305.72,87.8,0.6541933795629987,0.3815964994122916,33.84259863474667,2.521994017917193,1187.328572946993,24.613513619649133,0.9501746378800622,0.010204157558940507,0.0014890485756524463,0.019644055699759612,0.01837547545256688,0.000112624833018445,0.09452758929865283,0.6806705579274352,0.03064835053252956,0.05366800286998778,0.13853472510379444,0.0019507742676003,15.822375640267598,0.7503745672486346,1.0000000004950682,1.6631616042775128,4.366383507704165,2.8276276150101567,3.1246049572431174,4.7777809803168925,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
203.5068275862069,3.0410415105524957,0.95,0.010341,0.001495,0.019651,0.0184,0.000113,305.72,87.8,0.665664096513826,0.03463600809285303,33.63901035483691,3.010932188665837,1210.4418227313136,8.004370436584072,0.9988307555444935,1.656850909613132e-05,8.22766587969768e-06,0.0008643388600424784,0.0002793673918640241,7.420286240748615e-07,0.9406914413865324,0.012309136159520168,0.0017784219389546448,0.02323228262449885,0.021854318264484935,0.00013439962600885017,19.00909636099391,0.622314454797008,1.0000000007435108,1.9473960511078967,5.635559650953817,3.42108283415053,3.7147336429571642,6.193907737340627,19.086216002233048,1211.483557223604,7.772865204106335,309.1473760575555,2.854699624576047
203.5068275862069,4.084544225750291,0.95,0.010341,0.001495,0.019651,0.0184,0.000113,305.72,87.8,0.665664096513826,0.04652100484909215,33.63901035483691,3.010932188665837,1205.2494973397024,9.296925338091162,0.9928186560593414,0.00012430269304895448,6.002094211699125e-05,0.0050753961128948855,0.0019162487389504227,5.3754536473136204e-06,0.7079307427803185,0.06809966306743674,0.00960745252971354,0.10205212911507631,0.11158857225285906,0.0007214402545959,18.613382741944903,0.6345309247113072,1.0000000008279117,1.9129776329736252,5.471491332600284,3.3162726250848427,3.615632472628221,6.011072635918053,19.086216002233048,1211.483557223604,7.772865204106335,309.1473760575555,2.854699624576047
203.5068275862069,5.128046940948085,0.95,0.010341,0.001495,0.019651,0.0184,0.000113,305.72,87.8,0.665664096513826,0.05840600160533127,33.63901035483691,3.010932188665837,1201.0407792093838,10.5645053607562,0.9876597666889511,0.00025939616488872887,0.0001211624751082902,0.008331518136623235,0.0036173926134668516,1.076392096188949e-05,0.5695948231416406,0.11217631729198406,0.01537227414637467,0.13399025057868627,0.16772063769135553,0.0011456971499589218,18.272940749066592,0.645206234319587,1.0000000007022123,1.8842190764310367,5.333995470329083,3.229688493284027,3.5333063705509407,5.856936036989359,19.086216002233048,1211.483557223604,7.772865204106335,309.1473760575555,2.854699624576047
203.5068275862069,6.17154965614588,0.95,0.010341,0.001495,0.019651,0.0184,0.000113,305.72,87.8,0.665664096513826,0.07029099836157038,33.63901035483691,3.010932188665837,1197.6470202749717,11.783005586612008,0.9832539649828747,0.0004237827971304337,0.00019053276631589533,0.01081244452445731,0.005302500015454283,1.6774913767346815e-05,0.4780206627258714,0.15109779713455115,0.020009531448117717,0.145098162705427,0.2042951065184949,0.0014787394675378465,17.97929325580173,0.6545982326380383,1.0000000005964502,1.8597647056730684,5.216774639425203,3.157993592385304,3.4647873821351265,5.726186858858703,19.086216002233048,1211.483557223604,7.772865204106335,309.1473760575555,2.854699624576047
203.5068275862069,7.215052371343674,0.95,0.010341,0.001495,0.019651,0.0184,0.000113,305.72,87.8,0.665664096513826,0.0821759951178095,33.63901035483691,3.010932188665837,1194.9026984548902,12.933162669844483,0.9794944878944779,0.0006183586231767792,0.0002663891748105395,0.01269274391193175,0.006904793087278301,2.3227308324621768e-05,0.41296648914934847,0.18737015378689245,0.023865457398046276,0.14634642559078712,0.22770389937197,0.0017475747029555145,17.7247436778673,0.6629112273189606,1.0000000003956238,1.8386665869194974,5.116437782660833,3.098173929466129,3.407434320700947,5.614006966482253,19.086216002233048,1211.483557223604,7.772865204106335,309.1473760575555,2.854699624576047
203.5068275862069,8.258555086541469,0.95,0.010341,0.001495,0.019651,0.0184,0.000113,305.72,87.8,0.665664096513826,0.09406099187404862,33.63901035483691,3.010932188665837,1192.6662070568477,14.002544599023949,0.9762822936104137,0.0008429327523638622,0.0003466045746745562,0.014119620389020902,0.008378630648145743,2.99180253811736e-05,0.3643824802728224,0.22197529136788527,0.027083348209406378,0.1429002436340324,0.24169441832951405,0.00196421818633954,17.50277364609535,0.6703359185887969,1.0000000002909184,1.8204242020566166,5.0293904208560996,3.0479039425406302,3.3590780092421486,5.516439610180054,19.086216002233048,1211.483557223604,7.772865204106335,309.1473760575555,2.854699624576047
203.5068275862069,9.302057801739265,0.95,0.010341,0.001495,0.019651,0.0184,0.000113,305.72,87.8,0.665664096513826,0.10594598863028776,33.63901035483691,3.010932188665837,1190.8240363125885,14.985774663823003,0.9735297891426916,0.001096257114319718,0.00042893749723957395,0.01520839806215227,0.009699969716949534,3.664846664743701e-05,0.3267186035483278,0.25522531327117154,0.0297339664180934,0.13733123601523473,0.24885540234583117,0.0021354784013414437,17.307928400453427,0.6769942535307166,1.000000000247497,1.8043167090438614,4.9529229192512245,3.0053298956369456,3.318043090055481,5.430737826871316,19.086216002233048,1211.483557223604,7.772865204106335,309.1473760575555,2.854699624576047
203.5068275862069,10.34556051693706,0.95,0.010341,0.001495,0.019651,0.0184,0.000113,305.72,87.8,0.665664096513826,0.11783098538652688,33.63901035483691,3.010932188665837,1189.2876642099716,15.883508087736391,0.9711604967829026,0.0013762059623463618,0.0005112954571788145,0.016046111262203632,0.010862643826986979,4.324670838149867e-05,0.2966626889773589,0.2871319700099674,0.03186720191195286,0.1309531276698307,0.25111835556692064,0.002266655863969671,17.13561714697664,0.6830434275758577,1.0000000002202536,1.7900660487284925,4.885080045792172,2.968966557455981,3.282926560836343,5.354855363506693,19.086216002233048,1211.483557223604,7.772865204106335,309.1473760575555,2.854699624576047
203.5068275862069,11.389063232134854,0.95,0.010341,0.001495,0.019651,0.0184,0.000113,305.72,87.8,0.665664096513826,0.129715982142766,33.63901035483691,3.010932188665837,1187.988770747282,16.700742768707844,0.9691081970763883,0.001680075997598059,0.0005919332659679966,0.016697230004659214,0.01187298253416204,4.958112122434184e-05,0.27211758222801813,0.3175959481992948,0.033532196320918896,0.12443894718200617,0.2499524778656134,0.0023628482041486805,16.98195399911876,0.6885569509613617,1.0000000001975329,1.7771983150318487,4.824418282208148,2.9376153061662316,3.252519272831535,5.287125125491504,19.086216002233048,1211.483557223604,7.772865204106335,309.1473760575555,2.854699624576047
203.5068275862069,12.432565947332648,0.95,0.010341,0.001495,0.019651,0.0184,0.000113,305.72,87.8,0.665664096513826,0.1416009788990051,33.63901035483691,3.010932188665837,1186.8748529306424,17.44502531678624,0.9673163291494744,0.0020049157298021444,0.0006695499506281781,0.017209077770991205,0.012744563436074486,5.556396302948702e-05,0.2516918419930074,0.3465066850862981,0.03478256912206826,0.11812534747954125,0.24646435795891924,0.00242919836016559,16.843663238240392,0.6936287440202676,1.0000000001765292,1.76563760827645,4.76974088090151,2.910307636920839,3.2259138654486916,5.225751578150196,19.086216002233048,1211.483557223604,7.772865204106335,309.1473760575555,2.854699624576047
203.5068275862069,13.476068662530443,0.95,0.010341,0.001495,0.019651,0.0184,0.000113,305.72,87.8,0.665664096513826,0.15348597565524422,33.63901035483691,3.010932188665837,1185.9056576926466,18.124949730745914,0.9657374144179677,0.002347800571278128,0.0007432895377646174,0.01761626601017384,0.013494082401734941,6.114706108075302e-05,0.23442646131127987,0.3737883776152738,0.03567495493065054,0.11216948891567441,0.24146998615336315,0.00247073107375838,16.718013624668252,0.6983343209088538,1.0000000001567673,1.754976416830608,4.719700277501785,2.886264348986632,3.202379778046835,5.16957098119605,19.086216002233048,1211.483557223604,7.772865204106335,309.1473760575555,2.854699624576047
