temperature,pressure,z_carbon dioxide,z_hydrogen,z_nitrogen,z_oxygen,z_carbon monoxide,z_hydrogen sulfide,Tc,Pc,Tr,Pr,P_bubble,P_dew,liquid_density,vapor_density,x_carbon dioxide,x_hydrogen,x_nitrogen,x_oxygen,x_carbon monoxide,x_hydrogen sulfide,y_carbon dioxide,y_hydrogen,y_nitrogen,y_oxygen,y_carbon monoxide,y_hydrogen sulfide,gamma,interfacial_thickness,E_carbon dioxide,E_hydrogen,E_nitrogen,E_oxygen,E_carbon monoxide,E_hydrogen sulfide,gamma0_CO2,rhoL0_CO2,rhoV0_CO2,Tc_CO2,Psat_CO2
200.0,2.4618093524772315,0.9600000000000001,0.0015040000000000001,0.010111000000000002,0.0021200000000000004,0.021290000000000003,0.004975000000000001,306.64,87.24,0.6522306287503261,0.02821881421913379,26.030367825568543,2.4374350024527045,1218.8624152254147,6.668153143052209,0.9835788663754919,1.7450582912881473e-06,4.124804540002547e-05,2.4880565687281196e-05,0.00010433925391373504,0.016248920701216012,0.9570249905361481,0.0016935435767576653,0.01138152789080288,0.0023843468963147076,0.02396305222455796,0.003552538875418715,20.05995509279614,0.6048734045005326,1.000000000112478,2.0367509794211602,6.174100347907116,4.058311391051279,6.8103057192007,1.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.2655422764370807,0.9600000000000001,0.0015040000000000001,0.010111000000000002,0.0021200000000000004,0.021290000000000003,0.004975000000000001,306.64,87.24,0.6522306287503261,0.037431708808311336,26.030367825568543,2.4374350024527045,1220.284676725305,8.083439445904382,0.992911345440921,1.5879532202986845e-05,0.00036728723555933034,0.00020837433046633804,0.0009227407530243126,0.005574372707826003,0.7382502265019517,0.011530644983692964,0.07576210206215542,0.015000134602612627,0.15852034000236526,0.0009365518472219547,19.728386344774886,0.6128742109100592,1.0000000013376362,2.0109279939525107,6.052414377439312,3.9677363199537212,6.672546651031809,1.0000000003104141,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.06927520039693,0.9600000000000001,0.0015040000000000001,0.010111000000000002,0.0021200000000000004,0.021290000000000003,0.004975000000000001,306.64,87.24,0.6522306287503261,0.04664460339748889,26.030367825568543,2.4374350024527045,1219.4946892086982,9.475591087905844,0.9917763922366546,3.133809991471132e-05,0.0007054481929926987,0.00037797253458159873,0.0017602515859553938,0.00534859734990095,0.5991633551098774,0.018226803996336624,0.11691569110857257,0.02190158317176526,0.24305994923744514,0.000732617376002895,19.507612924768807,0.6206510141366004,1.000000001296456,1.9889353218164076,5.946065887182483,3.9165851449619833,6.552894007019523,1.0000000003052367,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.8730081243567795,0.9600000000000001,0.0015040000000000001,0.010111000000000002,0.0021200000000000004,0.021290000000000003,0.004975000000000001,306.64,87.24,0.6522306287503261,0.055857497986666435,26.030367825568543,2.4374350024527045,1218.6773557672666,10.870202723049358,0.9905092191049287,4.7862733453630265e-05,0.001047536550384392,0.0005313774992168045,0.002595982283233455,0.005268021828782992,0.5057110172582254,0.023186204165129627,0.14506796420423826,0.025774938442029896,0.2996480354088653,0.0006118405215112602,19.291769376467258,0.6283687644331103,1.0000000012547285,1.9674617865718,5.842768563515299,3.866934642392758,6.43749664747205,1.000000000303056,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.676741048316629,0.9600000000000001,0.0015040000000000001,0.010111000000000002,0.0021200000000000004,0.021290000000000003,0.004975000000000001,306.64,87.24,0.6522306287503261,0.06507039257584399,26.030367825568543,2.4374350024527045,1217.8555992977508,12.267138272510461,0.9892175482691377,6.553617056223232e-05,0.0013931879627913227,0.0006706250162589949,0.0034289211225012302,0.00522418145874867,0.4386554961114536,0.027171287501737678,0.16566763157175357,0.027981981124716355,0.3399948831246325,0.0005287205657063282,19.079700557430467,0.6359687705301668,1.0000000012125108,1.9465172865342328,5.742926874006585,3.8184619886232642,6.324894455338796,1.0000000002949918,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,6.480473972276478,0.9600000000000001,0.0015040000000000001,0.010111000000000002,0.0021200000000000004,0.021290000000000003,0.004975000000000001,306.64,87.24,0.6522306287503261,0.07428328716502153,26.030367825568543,2.4374350024527045,1217.0341296389763,13.66606525174312,0.9879226016139212,8.445233908849093e-05,0.0017421012929260981,0.0007974543387920137,0.004258266117546518,0.005195124297725722,0.3882228339733343,0.03057238516763063,0.18148275294974126,0.029202054192591843,0.3700525066775445,0.0004674670391575239,18.87115087991155,0.6434792761587332,1.0000000011551002,1.926008679090825,5.645344627738287,3.771143138501173,6.2149794658412185,1.0000000002820328,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,7.284206896236327,0.9600000000000001,0.0015040000000000001,0.010111000000000002,0.0021200000000000004,0.021290000000000003,0.004975000000000001,306.64,87.24,0.6522306287503261,0.08349618175419908,26.030367825568543,2.4374350024527045,1216.2146245709578,15.066598702834844,0.9866311736330221,0.00010471568507098895,0.002093985815096526,0.0009133401304951866,0.005083285931072071,0.005173498805243147,0.3489308488201028,0.033611465122106346,0.19406646964898194,0.029807575184701982,0.3931633220692556,0.00042031915485140584,18.66602193230803,0.6508965682856257,1.0000000010952987,1.9058468006172042,5.550018217971662,3.7249893784282033,6.10864141234778,1.0000000002719454,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,8.087939820196176,0.9600000000000001,0.0015040000000000001,0.010111000000000002,0.0021200000000000004,0.021290000000000003,0.004975000000000001,306.64,87.24,0.6522306287503261,0.09270907634337662,26.030367825568543,2.4374350024527045,1215.3979201592201,16.46830520809807,0.9853460329421492,0.00012644223208482919,0.0024485507002881732,0.00101953705851074,0.005903290844262407,0.005156146222704534,0.3174681120387231,0.03642563035590214,0.20435709863755305,0.03001716769643537,0.4113491191494278,0.0003828721219586495,18.46426269161446,0.6582017385657019,1.0000000010336045,1.8862199585756565,5.457766091162768,3.6802406390667333,6.005001099585756,1.000000000269403,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,8.891672744156025,0.9600000000000001,0.0015040000000000001,0.010111000000000002,0.0021200000000000004,0.021290000000000003,0.004975000000000001,306.64,87.24,0.6522306287503261,0.10192197093255417,26.030367825568543,2.4374350024527045,1214.5845592281507,17.870694825609675,0.984068520293598,0.000149760905021678,0.0028054992345146407,0.0011171173827615698,0.006717617373349398,0.005141484810754621,0.29171674681965465,0.03910561808604584,0.21295453828634178,0.029965902025991354,0.4259047893402951,0.00035240544167120257,18.265843579477785,0.6654201883565343,1.0000000009669066,1.8668794920902878,5.3678735733507486,3.636747234887439,5.903948853844826,1.000000000270436,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,9.695405668115875,0.9600000000000001,0.0015040000000000001,0.010111000000000002,0.0021200000000000004,0.021290000000000003,0.004975000000000001,306.64,87.24,0.6522306287503261,0.11113486552173173,26.030367825568543,2.4374350024527045,1213.774975086785,19.273212054738107,0.9827994085531487,0.00017481500024660703,0.003164523762023914,0.001207001471267122,0.007525615928288995,0.005128635285024565,0.2702592849871304,0.04171526293592686,0.2202597622379493,0.02974055237292294,0.43769799976026214,0.0003271377058084404,18.070747599143377,0.6725231196743209,1.0000000009155405,1.8481347091182496,5.280203277992201,3.594410091992247,5.805588569611273,1.0000000002993699,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
