T,P,z_carbon dioxide,z_argon,z_nitrogen,z_methane,z_oxygen,rho_l,rho_v,x_carbon dioxide,x_argon,x_nitrogen,x_methane,x_oxygen,y_carbon dioxide,y_argon,y_nitrogen,y_methane,y_oxygen,rhoL1_carbon dioxide,rhoL2_argon,rhoL3_nitrogen,rhoL4_methane,rhoL5_oxygen,rhoV1_carbon dioxide,rhoV2_argon,rhoV3_nitrogen,rhoV4_methane,rhoV5_oxygen,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,parachor_carbon dioxide,parachor_argon,parachor_nitrogen,parachor_methane,parachor_oxygen,n_exp,gamma_parachor,gamma_cDFT_minus_parachor
200.0,5.3417050906,0.98,0.001394,0.009069,0.002557,0.00698,0.02775080685950446,0.0003354854246197303,0.9911977336064397,0.0006832131105849647,0.0024968301529980775,0.0019732912484944297,0.0036489318814828422,0.46506194253120536,0.034080187488794746,0.3112962625260443,0.02939938268134519,0.16016222477261044,0.027506536864890862,1.895971507572462e-05,6.928905133683662e-05,5.476042431451934e-05,0.00010126080388651858,0.00015602150326455804,1.1433406170798325e-05,0.00010443535881608501,9.863064382409035e-06,5.37320919858799e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,61.77794369140718,75.52930996715713,55.44611770258769,3.87,19.304792168881654,-0.29869456211070755
200.0,5.629145609,0.98,0.001394,0.009069,0.002557,0.00698,0.02774905466750239,0.00035376984290690403,0.99051147693771,0.0007376724966105929,0.0027895789295587494,0.002041380510527644,0.003919891125592956,0.44287464330304,0.03493164142347629,0.329940776849081,0.028904610696758877,0.1633483277276438,0.027485757122333046,2.0469714435160314e-05,7.740817821563854e-05,5.6646379383805526e-05,0.00010877327313473641,0.0001566756929887676,1.2357761298863507e-05,0.00011672309679448127,1.0225579585477606e-05,5.778771223931402e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,61.77794369140718,75.52930996715713,55.44611770258769,3.87,19.24928220050039,-0.3227321003031989
200.0,5.9165861274,0.98,0.001394,0.009069,0.002557,0.00698,0.02774732637846757,0.0003720860081081387,0.9898431141693553,0.0007897668962552058,0.003089287507868496,0.002101311019023184,0.0041765204074979585,0.42284868500456324,0.03559549990368761,0.34753959182327554,0.02835043392872546,0.1656657893397483,0.02746549995233584,2.1913919833302532e-05,8.571946875774986e-05,5.830576266750656e-05,0.00011588727487317622,0.0001573360792371237,1.3244587465776758e-05,0.00012931461938105453,1.0548799788672992e-05,6.164192223551078e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,61.77794369140718,75.52930996715713,55.44611770258769,3.87,19.194130420913165,-0.3462120640450621
200.0,6.2040266457,0.98,0.001394,0.009069,0.002557,0.00698,0.02774561507441814,0.0003904338792790167,0.9891911045847749,0.0008395465001318671,0.00339556627709503,0.0021543471552187927,0.004419435482779294,0.40468436959705656,0.036099922652011854,0.3641966202698426,0.027760986429723446,0.16725810105136546,0.02744571562284766,2.3293734029733723e-05,9.421207488395375e-05,5.977368690536837e-05,0.0001226199557514196,0.00015800248830536215,1.4094632842697438e-05,0.00014219469927226162,1.0838829624369064e-05,6.53032292343264e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,61.77794369140718,75.52930996715713,55.44611770258769,3.87,19.1393037537168,-0.3691697350727843
200.0,6.4914671641,0.98,0.001394,0.009069,0.002557,0.00698,0.027743915422108172,0.00040881342965406716,0.9885540898282223,0.0008870745505261796,0.0037080381484451202,0.0022015155895284523,0.0046492818832778605,0.3881349147984607,0.03646862282588637,0.3799987197890312,0.027153282610616905,0.16824445997600493,0.027426361058373327,2.461092130290295e-05,0.000102875496772412,6.107866231633e-05,0.00012898928334320077,0.00015867476568724785,1.4908862772211207e-05,0.0001553485799011087,1.1100626590412438e-05,6.8780594703087e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,61.77794369140718,75.52930996715713,55.44611770258769,3.87,19.084773857128997,-0.39163495657085434
200.0,6.7789076825,0.98,0.001394,0.009069,0.002557,0.00698,0.02774222330626909,0.00042722464540957884,0.9879308605983316,0.0009324239280237576,0.004026339564390387,0.002243657380929362,0.004866718528324911,0.3729952744823653,0.03672167388880701,0.3950193865494465,0.02653932173214111,0.16872434334723999,0.027407398545873513,2.5867512827343662e-05,0.00011169961130218433,6.224404408450121e-05,0.00013501359218154695,0.00015935277388017704,1.5688404105991765e-05,0.00016876201734849664,1.1338252316424716e-05,7.208319775848863e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,61.77794369140718,75.52930996715713,55.44611770258769,3.87,19.030516177875057,-0.41363327530611116
200.0,7.0663482008,0.98,0.001394,0.009069,0.002557,0.00698,0.027740535553392336,0.00044566752446777196,0.9873203319679352,0.0009756743200307942,0.004350121459248166,0.0022814671419771923,0.0050724051108086915,0.359093677932047,0.03687614213699386,0.40932154754260397,0.02592753759763705,0.16878109479071807,0.027388794771543632,2.706572816334614e-05,0.00012067469900184869,6.32891203659147e-05,0.00014071123431759749,0.00016003639049600279,1.643449897811575e-05,0.00018242132080462974,1.1555061496683988e-05,7.522025269233968e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,61.77794369140718,75.52930996715713,55.44611770258769,3.87,18.976509245562525,-0.43518679794420834
200.0,7.3537887192,0.98,0.001394,0.009069,0.002557,0.00698,0.027738849721737114,0.00046414207535251493,0.9867215247313142,0.0010169098838648798,0.004679050055013073,0.002315522821882862,0.0052669925079249676,0.34628514665588506,0.036946589211013604,0.422959686530503,0.025323809709637424,0.16848476789296085,0.027370520091725237,2.8207910449077043e-05,0.0001297914663164934,6.422993958346137e-05,0.00014610031366284594,0.00016072550663261248,1.7148466593596692e-05,0.00019631338669671682,1.1753845594463283e-05,7.820086983512563e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,61.77794369140718,75.52930996715713,55.44611770258769,3.87,18.922734138131453,-0.4563148362288203
200.0,7.6412292375,0.98,0.001394,0.009069,0.002557,0.00698,0.027737163940370728,0.0004826483161205705,0.9861335509993735,0.0010562173338899339,0.005012807436175114,0.0023463086018379645,0.0054511156287234365,0.3344464697788606,0.03694547622920765,0.43598147355754097,0.02473217648171851,0.16789440395267227,0.02735254797116956,2.9296473346766384e-05,0.0001390410616586986,6.507994634388165e-05,0.000151198487851819,0.00016142002547123635,1.7831671890299636e-05,0.00021042572407231218,1.1936943332898214e-05,8.103395135382412e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,61.77794369140718,75.52930996715713,55.44611770258769,3.87,18.869174070280742,-0.47703440543997644
200.0,7.9286697559,0.98,0.001394,0.009069,0.002557,0.00698,0.027735476784918417,0.0005011862733550297,0.9855556028196931,0.001093684392913128,0.005351091886609475,0.002374232674975817,0.0056253882258084425,0.32347226904907084,0.036883492407735766,0.4484290220872439,0.02415534334534469,0.16705987311060477,0.027334854542251874,3.033385808966965e-05,0.00014841508479502237,6.585047523878653e-05,0.00015602282454306346,0.00016211986105839934,1.848550010815162e-05,0.00022474647044414607,1.2106326512864522e-05,8.372811523146815e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,61.77794369140718,75.52930996715713,55.44611770258769,3.87,18.81581407137057,-0.49736061204455595
200.0,8.2161102743,0.98,0.001394,0.009069,0.002557,0.00698,0.02773378718106964,0.0005197559812438987,0.9849869429770695,0.0011293985556575464,0.005693617996940556,0.002399641185354099,0.005790399284978345,0.3132718874230125,0.03676982490571398,0.46033986523227594,0.023595047952147744,0.1660233744868498,0.02731741825265842,3.132249918521383e-05,0.0001579055898174574,6.655113794554027e-05,0.00016058970146300722,0.00016282493724367603,1.9111336424035718e-05,0.0002392643983594857,1.2263667300865394e-05,8.629164191583589e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,61.77794369140718,75.52930996715713,55.44611770258769,3.87,18.762640729142475,-0.5173069614163417
200.0,8.5035507926,0.98,0.001394,0.009069,0.002557,0.00698,0.027732094329257273,0.0005383574807374437,0.9844268973901661,0.0011634461180061518,0.006040116565190175,0.0024228292526825143,0.0059467106739551495,0.3037669069225577,0.03661238231174027,0.47174771901491397,0.023052324707675903,0.16482066704311218,0.027300219578682155,3.226479749155479e-05,0.00016750508234556337,6.719012937907539e-05,0.00016491474135892529,0.0001635351867422337,1.971054990514464e-05,0.00025396891355250456,1.2410391454765927e-05,8.87324390827949e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,61.77794369140718,75.52930996715713,55.44611770258769,3.87,18.709641982530837,-0.5368855995418969
200.0,8.790991311,0.98,0.001394,0.009069,0.002557,0.00698,0.027730397645615783,0.0005569908187835274,0.9838748486989629,0.0011959114307485122,0.006390334320290227,0.002444049764068363,0.006094855785929944,0.2948891521527281,0.03641798110797497,0.48268308341350513,0.022527697675081775,0.16348208565071004,0.027283240787942305,3.316309952359354e-05,0.00017720651179007385,6.777447182328914e-05,0.00016901277453651946,0.0001642505503079282,2.0284481115774008e-05,0.00026885004584344585,1.2547720773351564e-05,9.105802074302773e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,61.77794369140718,75.52930996715713,55.44611770258769,3.87,18.656806951611046,-0.5561075115696426
200.0,9.0784318294,0.98,0.001394,0.009069,0.002557,0.00698,0.027728696715537786,0.0005756560476392955,0.9833302307591786,0.0012268763412832807,0.0067440335010147245,0.0024635204389304066,0.00623533895959299,0.2865790721288467,0.036192502229062694,0.493173719335834,0.022021322042912617,0.16203338426334393,0.02726646573994105,3.401968197491272e-05,0.0001870032595890638,6.831021110362978e-05,0.00017289782292913093,0.0001649709759978285,2.0834432787358625e-05,0.00028389843407243743,1.2676707211015175e-05,9.32754975706558e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,61.77794369140718,75.52930996715713,55.44611770258769,3.87,18.604125796049455,-0.5749826843771046
200.0,9.3658723477,0.98,0.001394,0.009069,0.002557,0.00698,0.02772699125703537,0.0005943532242589574,0.9827925238437676,0.0012564197911112513,0.007100991322387377,0.0024814295468563088,0.0063686354958774,0.278784419347837,0.035941023216105504,0.5032450302890531,0.021533088350889348,0.16049643879611517,0.02724987971609587,3.483674056330787e-05,0.00019688912431211884,6.880257535063412e-05,0.0001765831007134378,0.00016569641851254816,2.136166303165835e-05,0.0002991053063445954,1.279826048960408e-05,9.539157588055147e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,61.77794369140718,75.52930996715713,55.44611770258769,3.87,18.55158959574941,-0.5935202379721645
200.0,9.6533128661,0.98,0.001394,0.009069,0.002557,0.00698,0.02772528109177669,0.0006130824097369524,0.982261250410803,0.0012846175409949015,0.0074609993582000975,0.0024979405660162006,0.006495192123985714,0.27145916432110023,0.03566793027407368,0.5129203704939354,0.0210626995499856,0.158889835360905,0.027233469273199567,3.561638241951061e-05,0.0002068583044316632,6.925610434335094e-05,0.00018008102738259802,0.00016642683860715947,2.186738064275869e-05,0.0003144624567455923,1.2913170595670594e-05,9.741256314577128e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,61.77794369140718,75.52930996715713,55.44611770258769,3.87,18.49919024913373,-0.6117285391178768
200.0,9.9407533845,0.98,0.001394,0.009069,0.002557,0.00698,0.027723566122145438,0.0006318436688350255,0.9817359713339399,0.0013115419996620951,0.007823862866659455,0.002513196002034132,0.006615427797704638,0.26456259800323667,0.03537701364903124,0.5222212960031837,0.020609728111961344,0.1572293642325869,0.02721722211576516,3.6360621349602945e-05,0.00021690537951443175,6.967475554030482e-05,0.0001834032499759435,0.00016716220255889107,2.235274209643067e-05,0.00032996221961043346,1.302212622395402e-05,9.934437834531625e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,61.77794369140718,75.52930996715713,55.44611770258769,3.87,18.44692038550211,-0.6296152931346057
200.0,10.2281939028,0.98,0.001394,0.009069,0.002557,0.00698,0.027721846313057012,0.0006506370695394424,0.9812162825225278,0.0013372621352677006,0.008189400079990703,0.0025273205367038545,0.0067297347255099345,0.2580585852682456,0.035071549068587025,0.531167771369077,0.020173658402660288,0.1555284358914301,0.027201126983958646,3.707137539416165e-05,0.00022702529041363908,7.006199150233703e-05,0.00018656067178822932,0.00016790248168842563,2.2818849910194222e-05,0.0003455974421973728,1.3125729984996637e-05,0.00010119256575845311,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,61.77794369140718,75.52930996715713,55.44611770258769,3.87,18.39477328901869,-0.6471876244517354
200.0,10.5156344212,0.98,0.001394,0.009069,0.002557,0.00698,0.02772012167753105,0.0006694626826926789,0.9807018118735596,0.0013618434522266265,0.008557441477473293,0.0025404236382644157,0.006838479558476104,0.2519149405756516,0.03475436746957604,0.5397783414988792,0.019753918111514692,0.15379843234437857,0.027185173554510236,3.775046620147103e-05,0.00023721331900391075,7.042085236516572e-05,0.0001895634854502664,0.0001686476519281425,2.3266752081469544e-05,0.0003613614565592446,1.3224511012626122e-05,0.00010296231111119615,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,61.77794369140718,75.52930996715713,55.44611770258769,3.87,18.342742832193352,-0.6644521448650629
200.0,10.8030749395,0.98,0.001394,0.009069,0.002557,0.00698,0.027718392265244227,0.0006883205816561727,0.9801922165131536,0.00138534801874465,0.008927829056134916,0.0025526017362795294,0.006942004675687273,0.24610290312956637,0.03442791483542286,0.5480702760362418,0.019349901519048654,0.1520490044797203,0.02716935235265079,3.839961980744312e-05,0.0002474650678549927,7.07540162231395e-05,0.0001924212087078594,0.00016939769342941586,2.369744236472744e-05,0.0003772480511897251,1.331893546858123e-05,0.0001046584592037231,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,61.77794369140718,75.52930996715713,55.44611770258769,3.87,18.290823417412167,-0.6814150100838887
203.3690344828,2.9252128475,0.98,0.001394,0.009069,0.002557,0.00698,0.027536318569237966,0.00018104215725324406,0.9996574013174028,2.241667980918017e-05,5.968813290839956e-05,0.0001337784160330166,0.00012671545384676497,0.9704787658046323,0.00205833837307049,0.01343273897244216,0.0037307085607442025,0.010299448289110977,0.027526884662772567,6.172728364901898e-07,1.6435914425687065e-06,3.6837650815731974e-06,3.4892771047700907e-06,0.00017569756932973645,3.726460194178142e-07,2.4318920413906535e-06,6.754155259202757e-07,1.864634336778885e-06,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,78.33879449321023,56.55314330349872,61.77794369140718,75.52930996715713,55.44611770258769,3.87,19.09896742872044,-0.009994488320593575
203.3690344828,3.2124410889,0.98,0.001394,0.009069,0.002557,0.00698,0.027532790913711833,0.0001987854871274311,0.9986155469501771,9.412846948663233e-05,0.00025869282228130087,0.0005030790658171,0.0005285526922379641,0.8871354889207191,0.007878468840484577,0.05301962206374478,0.012803078928483017,0.03916334124656853,0.027494673057361207,2.591619469403152e-06,7.1225353867490704e-06,1.3851170732207687e-05,1.4552530762267344e-05,0.00017634966031313692,1.566125266274014e-06,1.05395313992538e-05,2.545066281529445e-06,7.785103867236939e-06,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,78.33879449321023,56.55314330349872,61.77794369140718,75.52930996715713,55.44611770258769,3.87,19.037616114890827,-0.040486437541179754
203.3690344828,3.4996693302,0.98,0.001394,0.009069,0.002557,0.00698,0.02752970817437593,0.000216559873753308,0.9976414675643412,0.000165409187816699,0.00046956803624023435,0.0008008370456127657,0.0009227181659889507,0.817375441416071,0.012719533875392161,0.08834125000292507,0.01874585867726477,0.06281791602834694,0.027464778464702445,4.5536666699542625e-06,1.2927071005708432e-05,2.2046810160948828e-05,2.5402161836871183e-05,0.00017701072240211874,2.754540650255851e-06,1.9131169947842874e-05,4.059600788545812e-06,1.3603839964544717e-05,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,78.33879449321023,56.55314330349872,61.77794369140718,75.52930996715713,55.44611770258769,3.87,18.977863347177802,-0.06915422871585619
203.3690344828,3.7868975716,0.98,0.001394,0.009069,0.002557,0.00698,0.027526955151637784,0.00023436521607936463,0.9967224069329605,0.0002356874911773943,0.0006914934716144454,0.0010441094337737202,0.0013063026704737799,0.758136153106451,0.016761863618111474,0.12021722365074261,0.022629213425827386,0.08225554619886756,0.02743673299427607,6.487758999442159e-06,1.903470978078115e-05,2.8741153556891115e-05,3.595853502459641e-05,0.00017768074334037164,3.928397788751536e-06,2.8174735597367596e-05,5.3035004942500945e-06,1.9277838858623757e-05,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,78.33879449321023,56.55314330349872,61.77794369140718,75.52930996715713,55.44611770258769,3.87,18.919380657388267,-0.09635266517632601
203.3690344828,4.0741258129,0.98,0.001394,0.009069,0.002557,0.00698,0.027524448044250773,0.000252201417738186,0.9958489304983495,0.0003045452919145036,0.0009238016327713654,0.0012453536917249681,0.0016773688852395948,0.7072106296250961,0.020145527991214655,0.14926290989230326,0.025132855867761747,0.09824807662362443,0.02741019214742452,8.38244106442194e-06,2.5427130044409478e-05,3.427767298459978e-05,4.616865273282006e-05,0.0001783595234309644,5.080730720468647e-06,3.764431749056599e-05,6.338541881659e-06,2.4778304214528015e-05,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,78.33879449321023,56.55314330349872,61.77794369140718,75.52930996715713,55.44611770258769,3.87,18.861926918679444,-0.1223414027038281
203.3690344828,4.3613540543,0.98,0.001394,0.009069,0.002557,0.00698,0.02752212552735567,0.0002700683788450477,0.9950139681938153,0.00037167942862209905,0.0011659277879414,0.0014137397005180592,0.0020346848891032473,0.6629683610940817,0.022981095566426107,0.17594852867869237,0.02669783217454375,0.11140418248625591,0.027384899334102465,1.0229407890473242e-05,3.2088810935555335e-05,3.8909121500664235e-05,5.599885292651333e-05,0.00017904679050623687,6.206467223707812e-06,4.751813390042584e-05,7.210240254056185e-06,3.008674696062099e-05,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,78.33879449321023,56.55314330349872,61.77794369140718,75.52930996715713,55.44611770258769,3.87,18.805323192211773,-0.14731451930633455
