x_carbon dioxide,x_hydrogen,x_argon,x_nitrogen,x_methane,y_carbon dioxide,y_hydrogen,y_argon,y_nitrogen,y_methane,liquid_density_kg_m3,vapor_density_kg_m3,Tc_K,gamma_mN_m,interfacial_thickness_nm,E_carbon dioxide,E_hydrogen,E_argon,E_nitrogen,E_methane,T_K,P_bar
0.9997726662943925,1.9618864503626474e-06,4.488638438877882e-05,5.5330835451515694e-05,0.00012515459931684205,0.9599630600456153,0.00300278451010395,0.007006459752479217,0.020018524158367978,0.010009171533433439,1222.1915914437313,6.756093443305696,305.99,19.880437872884734,0.6054706912200025,1.0000000007188175,1.7684937149720357,5.7957650576105255,5.483858357707843,6.340022039285945,200.0,2.496199196654587
0.9921235052178886,9.266648933186765e-05,0.0016509995810061369,0.002350230863551454,0.0037825978482219163,0.39345403674745894,0.05427516605443875,0.10133760650533101,0.33128002342116275,0.11965316727160868,1216.3197302571702,13.14683731127119,305.99,18.785645382016938,0.64371270005906,1.0000000012795778,1.6505543770846793,5.504648492463533,5.069532171144699,5.914596761319632,200.0,6.403778407258152
0.9858357157346519,0.00022126292608972475,0.0030152248080291735,0.004933286583087101,0.005994509948142129,0.2559795873461045,0.07872027969045739,0.11558468578138305,0.43056628374673267,0.11914916343532256,1211.936601042411,19.611296419406894,305.99,17.86593716939088,0.6771745455831415,1.000000001161604,1.554859793740665,5.26640127855955,4.728694928307781,5.557440464683635,200.0,10.311357617861717
0.9804875804817967,0.00039643526631107426,0.004108362666722694,0.007626128553649287,0.007381493031520238,0.194467585202377,0.10028397159604581,0.11504800071094604,0.48235814410279715,0.10784229838783392,1208.4465413163748,25.968875969566064,305.99,17.072319903683802,0.707079182278767,1.0000000007252148,1.475925609876183,5.068261188883777,4.4398801691168135,5.258218353946332,200.0,14.218936828465282
0.9758359385752989,0.0006293279743834662,0.004962293765066879,0.010283284880513133,0.0082891548047374,0.1598073052233922,0.12279046442934193,0.10996564586563694,0.5109872830630084,0.09644930141862035,1205.537064508001,32.07953608639151,305.99,16.37967914936115,0.7339818561838299,1.0000000006636678,1.4108246173762362,4.900005152457832,4.19369314893851,5.007022845158389,200.0,18.126516039068846
0.9717539387852357,0.0009325734379098735,0.005620985955967047,0.012788208416712517,0.008904293404174741,0.13768121875741451,0.1476394882523962,0.10347737398717748,0.5245450528289031,0.08665686617410871,1203.0558316408337,37.813975611010854,305.99,15.775839117664416,0.758101431507351,1.00000000092618,1.357466017455883,4.755543583046785,3.984313449268203,4.797014303586351,200.0,22.03409524967241
0.9681755097648826,0.0013178003247048176,0.006124021513116449,0.015051341475789577,0.009331326921506516,0.12237959789977312,0.1753494692020406,0.09674822041877679,0.5270139308879357,0.07850878159147394,1200.9283413167125,43.054177765608046,305.99,15.254130238632154,0.7794151009567528,1.0000000002798541,1.3141684335098451,4.630241848708538,3.8074922845006207,4.6228909224895345,200.0,25.941674460275976
0.9650563244419295,0.001792137654354816,0.006504157461655841,0.017015175881006286,0.009632204561053404,0.11117286219659556,0.20576909630491072,0.09023923977932555,0.5210753844753485,0.07174341724381966,1199.1113908531458,47.71358311307461,305.99,14.808692556393565,0.7979809953790948,1.000000000273014,1.2793843096243414,4.52089510883214,3.659313731809649,4.480533154018207,200.0,29.84925367087954
0.962350006115137,0.0023554125254244356,0.006788581980206778,0.018659722719166445,0.009846276660065196,0.10259493706917142,0.23817920257438696,0.08413634419838091,0.5090032068068849,0.06608630935117582,1197.5682797147135,51.75916680303942,305.99,14.431916671400575,0.8138883309191066,1.0000000002846852,1.2517197316537076,4.424402113329,3.536068548130895,4.364473224302006,200.0,33.756832881483106
0.9600000560860162,0.0029999825726496282,0.0069999953590598185,0.019999969312223313,0.009999996670051036,0.0957955827710925,0.27153027171067057,0.07851017805829374,0.4928542685405896,0.06130969891935366,1196.2593803062107,55.21677271006861,305.99,14.114052486026702,0.8274407033831614,1.0000000006252485,1.2296851367912565,4.338653565250846,3.433119101700405,4.269868230277255,200.0,37.66441209208667
0.9997587707487143,2.107087649283289e-06,4.732684030425811e-05,5.9966472920381826e-05,0.0001318288504118107,0.9599649583734311,0.003002642210560086,0.007006127779403894,0.02001757426589078,0.0100086973707142,1219.0907885792424,7.08682796854301,305.99,19.64299558269162,0.6098987723412755,1.0000000006812835,1.7524618706659258,5.645410793895337,5.4031818226543,6.137612239488197,201.0,2.627275449450742
0.9921948636265888,9.224024032777152e-05,0.0016232275399606017,0.0023606747617319415,0.0037289938313910813,0.410666814435266,0.05261440278686296,0.09874257042327919,0.3209755480482198,0.11700066430637204,1213.2840871230592,13.317307723659402,305.99,18.588403283209722,0.646821918190544,1.0000000004484277,1.639871606647067,5.371578515819389,5.007602447653041,5.738113648033864,201.0,6.448504924315801
0.9859283262775478,0.0002197120671308772,0.0029737676815592274,0.0049437415524943365,0.0059344524212676065,0.26975363316985107,0.07701494503971912,0.1141836338400432,0.42081752983977594,0.11823025811061065,1208.9036848323844,19.617649429458325,305.99,17.697595658864884,0.6792845632017198,1.0000000012036918,1.5481650441442552,5.146029737995114,4.681011121662384,5.40090684354282,201.0,10.269734399180859
0.9805711269335113,0.00039342589877637085,0.004066507206605857,0.0076368290239090695,0.007332110937197497,0.20565688147768332,0.09858305884416246,0.11457116559943249,0.47335741590979497,0.1078314781689267,1205.393386450576,25.813406464096737,305.99,16.926386657966987,0.7083961960267161,1.0000000007961325,1.4721933917920187,4.957368233005863,4.403561557270058,5.117316890524047,201.0,14.090963874045919
0.9758981534936858,0.0006248267138261096,0.004927216664058354,0.010296322148641157,0.008253480979788501,0.16923532249363815,0.12113970335668038,0.1100990074940109,0.5026551517321143,0.09687081492355615,1202.4570170360068,31.766121500049604,305.99,16.252008848191473,0.7346441646894583,1.0000000006012897,1.4092702422287016,4.7964487863575584,4.1664127684351095,4.877993865527657,201.0,17.912193348910975
0.9717923978293442,0.0009269582650531576,0.005595216556692262,0.01280464690891316,0.008880780439997083,0.14585934435937128,0.14612166038532035,0.10398547573774078,0.5167632171097619,0.08727030240780588,1199.9490397139662,37.34666530814269,305.99,15.663531752516828,0.7581631779219457,1.0000000007559695,1.3575698110836665,4.6580289341471275,3.9642821380990423,4.677684196898417,201.0,21.733422823776035
0.9681937169468029,0.0013119127391570803,0.006107314887708111,0.015069806226605427,0.009317249199726412,0.12962949528385637,0.17407472468132545,0.09746680426709504,0.5196374073624056,0.07919156840531774,1197.7983488321004,42.43684174869912,305.99,15.155070226506075,0.7789753349724571,1.000000000228117,1.3155220036818267,4.537469359736443,3.7933291528594046,4.511205801987555,201.0,25.554652298641095
0.9650611187182265,0.001787149075515652,0.006494918290042957,0.01703195376762908,0.0096248601485858,0.11770565608749303,0.204848154642813,0.09105799017881007,0.513955722673282,0.07243247641760174,1195.9634676305004,46.950376478605506,305.99,14.72128545730314,0.7970582392129878,1.0000000007720282,1.2817475796765658,4.432276289051452,3.65024803798076,4.374824954710712,201.0,29.37588177350615
0.9623491099708208,0.0023524967113142717,0.006784842720704171,0.01867012162080741,0.009843428976353458,0.10855515491334361,0.2376903057652563,0.08498466594363069,0.5020200435998059,0.06674982977796347,1194.407982852629,50.85572657058989,305.99,14.354863991095028,0.8125520340982633,1.0,1.254850396733495,4.339327768968866,3.531123787851987,4.2638872289997325,201.0,33.19711124837121
0.9600000572628872,0.00299998209523549,0.006999995175639408,0.0199999689293521,0.009999996536885773,0.10128626357880299,0.2714996858350109,0.07934606760795607,0.4859351534911605,0.06193282948706954,1193.0913604023945,54.181243812488525,305.99,14.046179055375502,0.8257223026597758,1.0000000004444203,1.2334585367227877,4.256339878536171,3.4317390505200005,4.173495762239243,201.0,37.01834072323627
0.9997441921400277,2.26159648428245e-06,4.9870049799875285e-05,6.49077952651147e-05,0.0001387684184228231,0.9599667413515797,0.003002508560930553,0.0070058159926279385,0.02001668204049864,0.010008252054363271,1215.9766308032931,7.4299867349028315,305.99,19.40605608342997,0.6143495163004893,1.000000000658973,1.736786461272841,5.500572736600923,5.3234461272916205,5.943953375244337,202.0,2.7636421378747134
0.9922621556280765,9.189102980523928e-05,0.0015968308272983319,0.0023715502226941856,0.0036775722921258153,0.42779365753869275,0.050973051036904686,0.09613232383643718,0.31080427505836056,0.1142966925296048,1210.2326819950833,13.509114727083396,305.99,18.389581495554683,0.650067638301794,1.0000000004372813,1.6291472312953261,5.2427824850635645,4.9456318426194406,5.568489034295132,202.0,6.502985222073242
