T_K,P_bubble_bar,P_dew_bar
200,37.664512092086674,2.496099196654587
201,37.018440723236274,2.6271754494507418
202,36.41782989566148,2.763542137874713
203,35.859911900115236,2.9053425392471617
204,35.342196392467024,3.0527215968709234
205,34.86243759747334,3.205825903532361
206,34.4186061916174,3.364803685742176
207,34.0088650853011,3.5298047887765196
208,33.63154847255051,3.700980662570103
209,33.28514363299474,3.878484348522328
210,32.96827506379634,4.062470467269602
211,32.679690592704866,4.253095207481257
212,32.41824918319404,4.450516315734426
213,32.18291019063644,4.65489308752586
214,31.972723867701962,4.866386359474799
215,31.786822948983684,5.085158502778703
216,31.624415171359406,5.311373417976211
217,31.48477660826765,5.545196531080877
218,31.36724571422741,5.786794791144213
219,31.27121799075328,6.036336669312144
220,31.196141197637395,6.293992159441396
221,31.14151104427032,6.559932780339538
222,31.106867304198445,6.834331579701326
223,31.091790304023178,7.117363139815819
224,31.095897744314968,7.409203585115536
225,31.118841815182343,7.710030591653047
226,31.160306574387178,8.02002339858748
227,31.2200055596292,8.339362821770326
228,31.29767961009167,8.668231269525755
229,31.393094875521065,9.006812760724284
230,31.506040993441044,9.355292945262793
231,31.636329417572394,9.713859127057678
232,31.783791882359832,10.08270028967966
233,31.948278990156876,10.4620071247615
234,32.129658909233214,10.851972063317536
235,32.327816171973495,11.252789310131718
236,32.54265056374803,11.66465488137576
237,32.77407609394975,12.087766645639295
238,33.022020041627286,12.522324368561865
239,33.28642206874311,12.968529761284328
240,33.567233394923136,13.426586532935477
241,33.864416028038185,13.896700447420569
242,34.17794204556443,14.379079384766705
243,34.50779292195782,14.873933407335597
244,34.85395889797233,15.38147483122162
245,35.216438387833534,15.901918303198405
246,35.59523742080897,16.43548088359895
247,35.99036911375098,16.982382135575318
248,36.401853171590346,17.542844221195512
249,36.8297154128436,18.11709200492538
250,37.27398731732763,18.70535316506053
251,37.734705593700035,19.307858313768367
252,38.21191176404804,19.92484112644782
253,38.705651763397675,20.556538481213362
254,39.21597555168219,21.203190609393697
255,39.74293673589677,21.865041258035106
256,40.286592200133875,22.542337865536666
257,40.847001741334275,23.23533175166335
258,41.42422770821124,23.944278323343205
259,42.01833464112505,24.669437297858103
260,42.62938891029157,25.411072945202704
261,43.25745834966049,26.169454351674936
262,43.90261188368201,26.944855707002453
263,44.564919143904746,27.737556617668947
264,45.244450071441904,28.54784244945758
265,45.94127450304016,29.37600470268691
266,46.65546173459701,30.22234142415621
267,47.387080058888046,31.087157660411286
268,48.13619627144508,31.97076595770727
269,48.90287513858214,32.873486914906955
270,49.68717882027872,33.79564979662549
271,50.48916623975292,34.737593215184084
272,51.30889238971457,35.69966589150101
273,52.146407563887536,36.682227506869246
274,53.00175649988316,37.68564965991885
275,53.874977417106926,38.710316945810476
276,54.766100929651856,39.756628178234685
277,55.67514881019577,40.824997779082594
278,56.60213257573619,41.915857366175814
279,57.547051858289464,43.02965757616553
280,58.50989251660064,44.16687016875844
281,59.49062443254441,45.327990469250345
282,60.489198921721204,46.51354022161866
283,61.5055456697049,47.72407094286632
284,62.53956907638051,48.960167895302426
285,63.59114386659756,50.22245482700478
286,64.66010976490938,51.511599677063074
287,65.74626498284147,52.82832150539448
288,66.84935817110829,54.17339899533026
289,67.96907836706706,55.54768100237707
290,69.1050422866872,56.9520998032032
291,70.25677804418892,58.38768796467526
292,71.42370399115063,59.855600152426696
293,72.60510072345645,61.35714181413275
294,73.80007338600863,62.89380764808416
295,75.00749974108965,64.46733436183791
296,76.22595682292987,66.07977492457883
297,77.45361420284964,67.73360629099943
298,78.6880730455242,69.43189142184872
