temperature,pressure,z_carbon dioxide,z_hydrogen,z_argon,z_nitrogen,z_methane,z_hydrogen sulfide,Tc,Pc,Tr,Pr,P_bubble,P_dew,liquid_density,vapor_density,x_carbon dioxide,x_hydrogen,x_argon,x_nitrogen,x_methane,x_hydrogen sulfide,y_carbon dioxide,y_hydrogen,y_argon,y_nitrogen,y_methane,y_hydrogen sulfide,gamma,interfacial_thickness,E_carbon dioxide,E_hydrogen,E_argon,E_nitrogen,E_methane,E_hydrogen sulfide,gamma0_CO2,rhoL0_CO2,rhoV0_CO2,Tc_CO2,Psat_CO2
200.0,2.46449559044908,0.97999902000098,0.0036049963950036054,0.006070993929006071,0.000594999405000595,0.009524990475009527,0.00020499979500020502,307.82,84.31,0.6497303618998116,0.029231355597782945,13.954814053044021,2.4400946440089903,1221.796371180361,6.68638355443023,0.9990366647818248,5.532925514153686e-06,8.270615688131807e-05,3.22608247246227e-06,0.0004348169139100821,0.00043705313939709697,0.9710427255933063,0.005298370492142516,0.008888194738372263,0.0008734002345245317,0.013801479062083902,9.582987957059016e-05,19.880432545439774,0.6054785520202878,1.0000000006010252,2.0316361759703456,4.618823739279157,6.149826017863549,3.7378216072824593,1.0000000000239373,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.8559014636237183,0.97999902000098,0.0036049963950036054,0.006070993929006071,0.000594999405000595,0.009524990475009527,0.00020499979500020502,307.82,84.31,0.6497303618998116,0.03387381643486797,13.954814053044021,2.4400946440089903,1219.5264274266187,7.224281939945239,0.9966769445405632,4.0293582543103134e-05,0.0005584798547491851,2.290778750953519e-05,0.002476825636619998,0.00022454859801514826,0.8417491818322698,0.03315421193273811,0.05176637867906834,0.0053372905305000785,0.06794998490288978,4.2952122533912526e-05,19.696393583031288,0.6109513207042845,1.0000000005475354,2.014494856705825,4.556629202886035,6.065912791488861,3.682485780049148,1.0000000000117775,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.247307336798356,0.97999902000098,0.0036049963950036054,0.006070993929006071,0.000594999405000595,0.009524990475009527,0.00020499979500020502,307.82,84.31,0.6497303618998116,0.03851627727195298,13.954814053044021,2.4400946440089903,1217.6844225101129,7.7598285690191755,0.9945077069559093,8.459189742471842e-05,0.0010739270418880355,4.662504450626198e-05,0.004071819535255304,0.00021532952501633254,0.7434485057290581,0.06100188537154486,0.08754347628877994,0.009535728320817389,0.09843382104105175,3.658324874789986e-05,19.53943337864114,0.6157295942382411,1.0000000010057817,1.9998829646697396,4.505128361054054,5.994673568833426,3.6369852683332007,1.0000000003069538,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.638713209972994,0.97999902000098,0.0036049963950036054,0.006070993929006071,0.000594999405000595,0.009524990475009527,0.00020499979500020502,307.82,84.31,0.6497303618998116,0.043158738109038,13.954814053044021,2.4400946440089903,1216.241720696638,8.281272104340982,0.9926856578890318,0.000139148510394294,0.0016019364142110767,7.39425542387037e-05,0.005287335797362385,0.00021197883476158202,0.666301222328253,0.08930373376454367,0.11657572437333097,0.013478979226023985,0.11430790864495192,3.2431662896723796e-05,19.404607065633158,0.619902168156812,1.0000000003499272,1.9875191465591968,4.4620894772258515,5.933712001645508,3.599079309238389,1.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.030119083147632,0.97999902000098,0.0036049963950036054,0.006070993929006071,0.000594999405000595,0.009524990475009527,0.00020499979500020502,307.82,84.31,0.6497303618998116,0.047801198946123016,13.954814053044021,2.4400946440089903,1215.115729629736,8.777591262845965,0.9911601758758228,0.0002042870264198359,0.002117387950396836,0.00010412382814617432,0.0062038074532271,0.00021021786598728642,0.6041472248858542,0.11812384508593646,0.13920862957367516,0.017125228783371853,0.12136579035635585,2.9281314806473624e-05,19.288448368692325,0.6235571292752028,1.0000000003808638,1.9768340420938773,4.426030006069864,5.8812527497090175,3.567407221558882,1.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.42152495632227,0.97999902000098,0.0036049963950036054,0.006070993929006071,0.000594999405000595,0.009524990475009527,0.00020499979500020502,307.82,84.31,0.6497303618998116,0.052443659783208044,13.954814053044021,2.4400946440089903,1214.2308188771372,9.240885724020343,0.9898791037584598,0.00027994821851941797,0.002601330614603878,0.00013625563131404824,0.006894237726534915,0.00020912405056792313,0.5529978597119364,0.14730817384032063,0.15602420256860317,0.02042115963276525,0.12322184807318705,2.675617318769225e-05,19.18775904821269,0.6267704216893968,1.0000000004712797,1.9675610128629692,4.395621334720426,5.8357173705077345,3.54077029186264,1.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.812930829496908,0.97999902000098,0.0036049963950036054,0.006070993929006071,0.000594999405000595,0.009524990475009527,0.00020499979500020502,307.82,84.31,0.6497303618998116,0.057086120620293064,13.954814053044021,2.4400946440089903,1213.526064259972,9.666871524178937,0.9887970022392497,0.0003657317300103378,0.003042259333583674,0.00016938101395432071,0.0074172491068510964,0.0002083765763509527,0.5101607081960974,0.17659132444980738,0.1678143926629163,0.023324282200372793,0.12208462282221483,2.4669668591411005e-05,19.09982268079399,0.6296530227651104,1.0000000005289373,1.9595785071423,4.369765593539815,5.795803616937742,3.5181849090985886,1.0000000000155638,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.2043367026715455,0.97999902000098,0.0036049963950036054,0.006070993929006071,0.000594999405000595,0.009524990475009527,0.00020499979500020502,307.82,84.31,0.6497303618998116,0.06172858145737807,13.954814053044021,2.4400946440089903,1212.9552774282633,10.05449251014329,0.987876222181094,0.0004609554505369982,0.0034352699436492385,0.00020261064549376688,0.007817108647387319,0.00020783313183872599,0.4737544337691238,0.2056632488854185,0.17546121242014118,0.02581266941733636,0.11928552592758605,2.290958039411316e-05,19.02238847031697,0.6322314552396037,1.0000000005599854,1.9524994159298827,4.347580506437192,5.760460347609584,3.4988635774054004,1.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.5957425758461845,0.97999902000098,0.0036049963950036054,0.006070993929006071,0.000594999405000595,0.009524990475009527,0.00020499979500020502,307.82,84.31,0.6497303618998116,0.0663710422944631,13.954814053044021,2.4400946440089903,1212.4843669833365,10.405108690110046,0.9870860119850651,0.0005647414752456866,0.003780329512381209,0.00023520148594110028,0.008126295314723638,0.0002074202266433322,0.4424256532252498,0.23421906746224289,0.17982597846457418,0.027886942043296854,0.11562095729652112,2.1401508115110694e-05,18.9535952612561,0.6345702407260192,1.0000000006662721,1.946160934356345,4.328359271749169,5.728937063807978,3.4821767548420803,1.0000000001121734,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.987148449020822,0.97999902000098,0.0036049963950036054,0.006070993929006071,0.000594999405000595,0.009524990475009527,0.00020499979500020502,307.82,84.31,0.6497303618998116,0.07101350313154811,13.954814053044021,2.4400946440089903,1212.0884086137862,10.721600147246432,0.9864013715348499,0.0006761141382549105,0.004080461675429917,0.00026659521542321855,0.00836836169623693,0.00020709573980518263,0.41517632482207534,0.26199430247525635,0.18167800119151584,0.029567188527052746,0.11156408981089812,2.0093173201805006e-05,18.891902597524894,0.6367059031894321,1.0000000005847076,1.9404291205066988,4.31153416112827,5.7006233951763,3.4676193961861523,1.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
