feature,mean_abs_shap
temperature,0.8190964511909506
pressure,0.009999584445845868
z_hydrogen,0.00381875273880701
z_carbon dioxide,0.0014892511556737825
z_hydrogen sulfide,0.0013266906691640913
z_methane,0.0012840326923573414
z_argon,0.0011542017984390984
z_carbon monoxide,0.0007609012009426081
z_nitrogen,0.0005068447564641855
z_oxygen,0.00023163959534831802
