temperature,pressure,z_carbon dioxide,z_hydrogen,z_nitrogen,z_carbon monoxide,Tc,Pc,Tr,Pr,P_bubble,P_dew,liquid_density,vapor_density,x_carbon dioxide,x_hydrogen,x_nitrogen,x_carbon monoxide,y_carbon dioxide,y_hydrogen,y_nitrogen,y_carbon monoxide,gamma,interfacial_thickness,E_carbon dioxide,E_hydrogen,E_nitrogen,E_carbon monoxide,gamma0_CO2,rhoL0_CO2,rhoV0_CO2,Tc_CO2,Psat_CO2
200.0,2.467715206056765,0.98,0.016115,0.002526,0.001359,307.98,87.31,0.649392817715436,0.02826383239098345,45.89019053763174,2.443282382234421,1222.3461232974407,6.625197475947561,0.9999528775348819,2.4648815013572796e-05,1.3654016911868294e-05,8.819633192636513e-06,0.9707078875509909,0.023608322819907022,0.0036960067493953777,0.0019877828797067103,19.90475302951434,0.6046945712914621,1.0000000007548235,2.0338350087189,6.161533600513494,6.795090368446754,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.94921773799465,0.98,0.016115,0.002526,0.001359,307.98,87.31,0.649392817715436,0.04523213535671343,45.89019053763174,2.443282382234421,1221.772804605295,7.301151595201903,0.9990519944513879,0.0005156004398509827,0.00026473840170282366,0.00016766670705835822,0.6188206803334366,0.3118415463580424,0.045394001444416035,0.023943771864105016,19.754961944201714,0.6106116668740391,1.00000000098135,2.0161737793530805,6.077262952758396,6.700693855772228,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.430720269932534,0.98,0.016115,0.002526,0.001359,307.98,87.31,0.649392817715436,0.06220043832244341,45.89019053763174,2.443282382234421,1221.2263105836587,7.931117246545296,0.99819153472695,0.0010189312167608615,0.00048660201249821957,0.00030293204379090374,0.45708278975043565,0.45005277888197165,0.061148668302588284,0.031715763065004315,19.613366558326202,0.6162708154207857,1.000000001112826,2.0016594675999944,6.003123962444578,6.616342912897623,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,6.912222801870419,0.98,0.016115,0.002526,0.001359,307.98,87.31,0.649392817715436,0.07916874128817339,45.89019053763174,2.443282382234421,1220.7021139253104,8.520962183088406,0.9973648472350883,0.001532821117700016,0.0006832885692601379,0.00041904307795153105,0.3642539753073829,0.5331894410575392,0.06786733141355816,0.034689252221519716,19.478651919991847,0.6217156691518092,1.0000000011344314,1.9883290931082265,5.933035572623836,6.536527365070586,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,8.393725333808304,0.98,0.016115,0.002526,0.001359,307.98,87.31,0.649392817715436,0.09613704425390338,45.89019053763174,2.443282382234421,1220.196737316947,9.076192612958037,0.9965666970464264,0.0020555367817357314,0.0008582887637204211,0.0005194774081174493,0.3040513833701193,0.5897643331357453,0.070571374400352,0.03561290909378354,19.34979598811109,0.6269908600161628,1.000000001121551,1.9754535233874466,5.865826441712639,6.460066127577558,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,9.875227865746188,0.98,0.016115,0.002526,0.001359,307.98,87.31,0.649392817715436,0.11310534721963335,45.89019053763174,2.443282382234421,1219.7073719335172,9.601780448594438,0.9957928204717994,0.0025855893622162064,0.001014602638451285,0.0006069875275331939,0.26185456580536376,0.6313366125180707,0.07125362951926136,0.03555519215730416,19.225970155204035,0.6321064637408937,1.0000000011033414,1.9628761543010094,5.801009357818475,6.387001445188951,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,11.356730397684073,0.98,0.016115,0.002526,0.001359,307.98,87.31,0.649392817715436,0.13007365018536332,45.89019053763174,2.443282382234421,1219.231719489564,10.10202851575239,0.9950397152913232,0.0031217289125332693,0.0011547909580343339,0.0006837648381092911,0.23064265873856224,0.6635077789052323,0.07084681206975027,0.03500275028645532,19.106494944228206,0.6370774294687792,1.0000000011243422,1.950758652746661,5.738285145128258,6.316309965480533,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,12.838232929621958,0.98,0.016115,0.002526,0.001359,307.98,87.31,0.649392817715436,0.1470419531510933,45.89019053763174,2.443282382234421,1218.7678884270856,10.580592908436772,0.9943044926018846,0.0036629127593821396,0.0012810299340606198,0.0007515647046726703,0.20662533372910272,0.6893390759675879,0.06983550450743536,0.034200085795874094,18.99081064255234,0.641920073880737,1.0000000011615908,1.9388800153348595,5.677944905562964,6.247745218701395,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,14.319735461559842,0.98,0.016115,0.002526,0.001359,307.98,87.31,0.649392817715436,0.1640102561168233,45.89019053763174,2.443282382234421,1218.3143149353527,11.040557927537659,0.9935847604709918,0.004208271862737644,0.0013951653294227572,0.0008118023368478002,0.18757655941764037,0.7106558052468505,0.06848961432372135,0.03327802101178791,18.878454375300862,0.6466475066183457,1.0000000012149066,1.9271945875687913,5.619302602774395,6.1811072274082335,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,15.801237993497727,0.98,0.016115,0.002526,0.001359,307.98,87.31,0.649392817715436,0.18097855908255328,45.89019053763174,2.443282382234421,1217.869700439048,11.484520630630787,0.9928785304711311,0.004757080694429362,0.0014987624639506048,0.0008656263704889142,0.17210309376899935,0.7286208164641627,0.06696673950820668,0.03230935025863145,18.769041794067512,0.651270306553763,1.0000000008978145,1.9157392610828354,5.562165343611466,6.116228885353119,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
