,temperature,pressure,z_carbon dioxide,z_hydrogen,z_nitrogen,z_argon,z_methane,z_oxygen,z_carbon monoxide,z_hydrogen sulfide
11689,235.0,31.30108835714144,0.98,0.0082265201045087,0.0074981249813925,0.0,0.0011315097552597,0.003143845158839,0.0,0.0
17188,270.0,41.3274633886634,0.96,0.01,0.0,0.0,0.0,0.0,0.03,0.0
7171,290.0,65.90856338663137,0.9600000000000002,0.0,0.0,0.0028834955456095,0.0218202754855484,0.0123613739594516,0.0029348550093903,0.0
6695,250.0,22.395900699337805,0.9700000000000002,0.0020558406896235,0.0,0.0006119193260312,0.0104108785148232,0.0115955405686639,0.005325820900858,0.0
143,270.0,38.81639027133769,0.97,0.0,0.0,0.0,0.0,0.0253278377187791,0.0046721622812208,0.0
2344,215.0,21.06697881917112,0.96,0.0,0.0008850414162001,0.0391149585837999,0.0,0.0,0.0,0.0
10408,270.0,39.58206377669608,0.9600000000000002,0.0015463321755183,0.0,0.0186927613164081,0.0197609065080735,0.0,0.0,0.0
12082,240.0,14.40087247257583,0.9500000000000004,0.0,0.0036141911070162,0.004245146253855,0.030014447199193,0.0003212420108318,0.0057948202833863,0.0060101531457174
14253,260.0,35.8530247775631,0.95,0.0,0.04,0.0,0.01,0.0,0.0,0.0
11519,245.0,27.708698944350235,0.9500000000000002,0.0,0.0155329200918796,0.0251184249791283,0.0,0.0,0.0,0.009348654928992
9681,200.0,15.909143548372702,0.9500000000000004,0.0218679702186107,0.0,0.0,0.0,0.0037462674585969,0.0017907943601605,0.0225949679626316
10565,255.0,22.211862950833336,0.99,0.0,0.0,0.0042142943595979,0.0,0.0,0.0,0.005785705640402
6242,220.0,24.023393856511863,0.9900000000000002,0.0054150379613553,0.0,0.0,0.0,0.0,0.0028630744407479,0.0017218875978966
19261,250.0,19.48551592663052,0.98,0.0199312532813553,1.2331681778548162e-07,3.111098311804671e-08,6.821041355683285e-05,1.562011847671515e-07,1.0556256590468488e-07,1.2011353627176136e-07
4980,270.0,44.11995743803224,0.9500000000000002,0.0,0.0148235104099754,0.0,0.0271967461301069,0.0016830993788554,0.0,0.0062966440810621
13130,275.0,43.082064398868525,0.95,0.0,0.0210349895491273,0.0078867947739883,0.0210552088152379,0.0,0.0,2.3006861646331145e-05
13552,200.0,7.39527770882766,0.98,0.0,0.02,0.0,0.0,0.0,0.0,0.0
11492,230.0,27.10129399597377,0.9500000000000002,0.0,0.0155329200918796,0.0251184249791283,0.0,0.0,0.0,0.009348654928992
13672,260.0,29.284839634882648,0.98,0.0,0.02,0.0,0.0,0.0,0.0,0.0
18114,245.0,20.753173692803124,0.9900000000000004,0.0001890013054539,0.0082922881095098,0.001000371481035,0.0003048585937377,1.1234968110484847e-05,0.0001985508604742,3.6946816785260064e-06
13967,215.0,24.565698858721493,0.95,0.0,0.01,0.04,0.0,0.0,0.0,0.0
3848,285.0,59.59511296212601,0.96,0.0,0.0,0.0006921309965303,0.0,0.0272824817088905,0.0120253872945791,0.0
9621,270.0,37.25417157379804,0.9700000000000002,0.0096937248324798,0.0,0.0071648024664248,0.0131414727010952,0.0,0.0,0.0
994,215.0,9.243103433589551,0.9900000000000002,0.0014780298623429,0.0052214621304845,0.0,0.0015734753855824,0.0003996472235515,0.0013273853980386,0.0
10550,245.0,17.056197008628963,0.99,0.0,0.0,0.0042142943595979,0.0,0.0,0.0,0.005785705640402
722,270.0,38.46252112591829,0.97,0.0033518914186311,0.0,0.0,0.0,0.0160995687971447,0.0105485397842241,0.0
1792,230.0,19.813396526501144,0.9600000000000002,0.0038571613999033,0.0035906803557046,0.0003063923219294,0.004304044497641,0.0061631385790745,0.021778582845747,0.0
5584,280.0,48.16064318168686,0.9500000000000002,0.0,0.0127793031953464,0.0,0.0019066448341537,0.0,0.0247519768157292,0.0105620751547706
15894,200.0,20.57265075423308,0.95,0.0,0.01,0.0,0.0,0.02,0.02,0.0
10108,215.0,6.838725663862086,0.9800000000000004,0.0,0.0,0.0,0.0098069707131763,0.0072066354129923,0.0,0.0029863938738312
18462,230.0,27.79842549165553,0.9700000000000004,0.0074631004355608,0.0079014319359245,0.003992573610865,0.0099051237458289,3.7883113831758814e-05,0.0006994968989845,3.902590042765682e-07
9901,205.0,14.94768559248959,0.9600000000000002,0.0,0.0231480605519119,0.0,0.0,0.0059228408958504,0.0002832581707493,0.0106458403814883
6473,240.0,13.861275328282078,0.9900000000000004,0.0060262828721686,0.0010191679361811,0.0,0.0,0.0022682256482212,0.0,0.0006863235434289
16412,265.0,39.53655688113518,0.96,0.01,0.0,0.0,0.03,0.0,0.0,0.0
5874,235.0,13.19953815618885,0.95,0.0,0.0,0.0,0.05,0.0,0.0,0.0
11891,235.0,22.696482763077395,0.9800000000000004,0.0013085246672327,0.0072706058397883,0.0022148755073425,0.0,0.0031017465823478,0.0061042474032883,0.0
5711,245.0,30.31445196391744,0.96,0.0,0.0,0.0,0.0,0.04,0.0,0.0
7546,290.0,76.45836748017206,0.97,0.0185590238347215,0.0114409761652784,0.0,0.0,0.0,0.0,0.0
5930,260.0,33.61615503488305,0.95,0.0,0.0,0.0,0.05,0.0,0.0,0.0
8712,295.0,69.28812653685395,0.97,0.0190963643675511,0.0,0.0036144605811676,0.0007595692083829,0.0004556347188307,0.0060739711240675,0.0
11743,265.0,32.23764786789691,0.98,0.0082265201045087,0.0074981249813925,0.0,0.0011315097552597,0.003143845158839,0.0,0.0
13737,290.0,63.44570945398766,0.98,0.0,0.02,0.0,0.0,0.0,0.0,0.0
17299,225.0,11.34080153584564,0.97,0.0,0.0,0.0,0.0,0.0,0.03,0.0
